"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Eastside"
"1051bbdd-ddba-5747-b716-4db3130cdb07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W01","Install windows and trimming"
"fca2f2a1-7481-5598-8b41-aea03d6e8908","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W01","Install door panels"
"820e4485-c639-5904-aba6-59feec66914d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W01","Installation of all hardware"
"47094574-beb1-5223-8efe-26f52f2ffeb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W01","Ensure all external and internal angles are sealed"
"34d00a7c-099c-58ed-98b8-e6bafa54d358","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W01","Handover"
"796fbefd-b76f-4233-8d77-e1d582bd7241","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1603","W05"
"7c238db0-2282-5e20-b5a1-08897c2dedec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Waterproofing angle completed"
"2ced3c31-d283-56f4-9380-8e60669bae9a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Installation of sub-sill and caulked"
"7093ee52-7eee-5f29-9031-2293a9656e5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Installation of sub-head and caulked"
"86626413-59ad-5c2a-a96b-e3784570a160","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Install frames including trims to doors"
"ba984a02-aa79-51c0-a2ed-f960d8b8e0d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Install windows and trimming"
"fea01a5d-dbab-5622-80d0-11adc09e040a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Install door panels"
"50d4ff1a-5281-5aef-b303-313e8c2b7008","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Installation of all hardware"
"75996a6e-94bd-562b-8cf2-3c1de7710cd0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Ensure all external and internal angles are sealed"
"affea8f2-aeff-591d-b47c-ffa5af634966","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W05","Handover"
"4f10a855-d9ea-40e7-a31d-89af370ab3c2","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1603","W02"
"0d590f72-a504-500c-96f8-23902a6ca245","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Waterproofing angle completed"
"e1c405e9-2f15-566b-8a81-496dc9d2d236","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Installation of sub-sill and caulked"
"e6a7f006-7686-5a83-b610-069fde04ac24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Installation of sub-head and caulked"
"8fed297b-d016-5a49-8bc8-1ebb6789cb8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Install frames including trims to doors"
"1ac8c6e2-bf66-55af-b3eb-aae8269330df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Install windows and trimming"
"0505206b-83f7-5e79-bba3-48f96a0c9572","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Install door panels"
"22491d6b-961a-50ad-8111-b118531da6f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Installation of all hardware"
"d2b615a1-a7ca-5d69-9776-f9035eec3827","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Ensure all external and internal angles are sealed"
"8f53ff8f-86f5-552a-880b-5d8f729ed478","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W02","Handover"
"12929528-a3c5-4668-b430-d180032ff862","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1603","W07-B"
"e189de3c-b060-547d-b555-6f5dc9ac6906","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Waterproofing angle completed"
"27826e5f-e1da-5849-8c34-c6e45e91e743","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Installation of sub-sill and caulked"
"e91cfeac-9090-5af8-8db8-ae7340e76ce7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Installation of sub-head and caulked"
"82c99e6c-7a50-5988-ace4-e78325024370","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Install frames including trims to doors"
"40a7b2b5-2649-5cc6-86ef-89178f2c1d2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Install windows and trimming"
"2a202fa1-eaa4-55a7-bad2-5116612e53f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Install door panels"
"f3f4bfa1-5c0a-5d9a-ae31-3d7d3f1bf314","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Installation of all hardware"
"1a8df52d-c04c-5e6d-af59-139282798265","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Ensure all external and internal angles are sealed"
"fc402627-bfe5-55e3-a6d4-d30d03fc9e78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1603","W07-B","Handover"
"966f4186-a5e3-4611-83b3-4b7ed444fd62","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16","1604"
"909f35b0-1415-475c-95b6-452d52e0b73d","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1604","W07-B"
"27847966-ee32-5f8f-b960-9daa28088847","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Waterproofing angle completed"
"505cc6e8-076e-503c-9b52-0604a899a68c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Installation of sub-sill and caulked"
"6594d5ac-00f2-5ab0-b453-b8dff21a5b5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Installation of sub-head and caulked"
"0f1e7ebd-b7b7-51f2-9c9a-3e26ac91abf4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Install frames including trims to doors"
"fa9f0e2c-a304-517e-bb7a-2944a2951a1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Install windows and trimming"
"fbf36ab4-7205-58ef-9901-4f83a22aebaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Install door panels"
"942232a6-a3f7-5474-b90b-67c4c42f4ba4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Installation of all hardware"
"7ef903b7-760f-5119-a25b-e0f2a16c2bd4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Ensure all external and internal angles are sealed"
"09186c34-d3aa-5e7d-b2d6-f534b5e28ec4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W07-B","Handover"
"2bc260bb-07d6-493c-adaf-264da843f619","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1604","W02"
"f4f6f85e-c65a-51e4-9e75-21ba18b281c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Waterproofing angle completed"
"9d7fad1b-5ac9-539a-9db4-3ee8a45d81b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Installation of sub-sill and caulked"
"e6ef5c04-59fd-532c-b5c6-02bba8bd5727","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Installation of sub-head and caulked"
"46595e64-a993-5d21-9b47-6c336cebb26e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Install frames including trims to doors"
"87b1b140-8945-59cc-8ab0-ccf427f4bca5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Install windows and trimming"
"8c58ad3c-cad8-5251-90de-3ded43018022","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Install door panels"
"baeb88d3-092a-5864-8740-cf25f18cd362","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Installation of all hardware"
"8be54a3b-679f-59f5-b33c-bc6a19405ee6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Ensure all external and internal angles are sealed"
"b8ddd7a3-df5a-5ef9-b0b9-6699652d2701","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W02","Handover"
"0fc1f0fd-cccd-4374-b3b0-8862b8a04320","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1604","W05"
"aad08826-4988-5b43-855b-a9a14b785271","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Waterproofing angle completed"
"ad603161-87b0-5508-ab53-7f40f7799eab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Installation of sub-sill and caulked"
"17d629f4-4944-5044-8b84-3a453f4cb0ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Installation of sub-head and caulked"
"7f9a0b04-b837-5338-8e3b-953cc33f0e94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Install frames including trims to doors"
"119ad5c7-aef3-5ea3-9bba-6dcd91023cae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Install windows and trimming"
"764ff9a7-4934-5f80-b13b-db323aa561a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Install door panels"
"8f9d607c-36e7-5b5b-b218-5e42d91479cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Installation of all hardware"
"4101c829-40d9-5a3d-b8fa-d70ca24913b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Ensure all external and internal angles are sealed"
"80a65ad4-1e3d-5803-a4fa-d6fdf6c5606a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W05","Handover"
"e3c7e8e2-620b-4049-96d9-b81166d2bbd6","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1604","W01"
"0b85948a-8118-549a-9b76-4325aa389de8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Waterproofing angle completed"
"2058deaf-034a-5f00-982d-afd9fd20c3da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Installation of sub-sill and caulked"
"851cbf89-c1de-55d1-8491-2546f12d2845","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Installation of sub-head and caulked"
"dc252aa8-39e8-5678-82dc-0f316a4ecca5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Install frames including trims to doors"
"af840922-f437-5ca6-8559-63d56ff12989","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Install windows and trimming"
"28168072-7a4c-5dae-9220-4b8d52e910d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Install door panels"
"4160d9b8-13fa-542a-95ba-3a95edb2aedf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Installation of all hardware"
"a82885ee-d2cd-5383-8a44-019275b4ca7a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Ensure all external and internal angles are sealed"
"4135f28d-f27b-5053-9e32-276830760d58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W01","Handover"
"4f351bc7-f547-48f1-8688-86788620686a","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1604","W30"
"6c7f9317-a1ea-5515-bc5d-36efb4fd16d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Waterproofing angle completed"
"6505a177-ab56-5efb-aaa0-6fa542935139","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Installation of sub-sill and caulked"
"fd1a8888-9448-590f-9c9d-42595297ca3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Installation of sub-head and caulked"
"9af62771-4154-5295-bad3-2c0d3af374ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Install frames including trims to doors"
"8eab5035-7a0b-5c31-9807-eeb09d72de36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Install windows and trimming"
"c16cb6f6-2dd2-54fc-9368-b376b5dd2bbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Install door panels"
"65ba68fe-c862-5106-95f2-1b01b724f70e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Installation of all hardware"
"32873b43-7970-5be7-8318-55dcbb4fbe81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Ensure all external and internal angles are sealed"
"c76a54c0-c080-5f38-9f4b-9bddd67753aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1604","W30","Handover"
"7b52cd08-561b-42c5-89d7-574b9258e2a7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16","1605"
"53f6dc96-8154-4e90-a9a5-56a692adf1c4","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1605","W04-L"
"0c65949f-b0bc-5c78-8b34-525955248d78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Waterproofing angle completed"
"c1ec7969-78a4-5da8-ac91-4aa3a361a293","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Installation of sub-sill and caulked"
"028f5cbf-3a72-506f-b567-471a0c5e4b6f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Installation of sub-head and caulked"
"fef39100-2a12-5e5f-83b3-4e534364ee16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Install frames including trims to doors"
"4d7d90fd-7113-584f-ba23-3f04d69939ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Install windows and trimming"
"35e3946c-a3ed-528f-bae7-af0de50b674d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Install door panels"
"b2d06255-895d-5fc3-b538-e331c6ef72ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Installation of all hardware"
"05783888-3fec-56ae-b178-465cc4279457","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Ensure all external and internal angles are sealed"
"f9b50197-8461-58a0-8c5b-c82465778d63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W04-L","Handover"
"add827ec-73e9-405d-ae63-1ab8ccde6083","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1605","W02-B"
"1fbfec06-7d43-5d27-b1e2-2935b8a111cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Waterproofing angle completed"
"3ea04cb6-5362-54df-ba70-0265aa93dfbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Installation of sub-sill and caulked"
"75538271-bd62-5940-abae-dd5f4c4a0641","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Installation of sub-head and caulked"
"4aa28d2f-9ecd-5921-b1b5-566c0c4f8064","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Install frames including trims to doors"
"1c8daa38-2764-504c-b22d-3325ca223da4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Install windows and trimming"
"a64728a0-d0d4-59aa-853e-c4a254429c14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Install door panels"
"b63dd335-c83e-5572-b0bb-1b1eadc03f64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Installation of all hardware"
"18a7edea-e645-5ff1-bac2-97eb450cfc6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Ensure all external and internal angles are sealed"
"f28afc76-83df-59b3-be5b-eb52e4b9f7ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W02-B","Handover"
"e9da3b06-05a8-4f72-bb38-cbcf043596ab","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1605","W20-A"
"845f102d-989a-5834-99aa-8d4bdb88802d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Waterproofing angle completed"
"88097875-3065-5286-b764-cab50950468d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Installation of sub-sill and caulked"
"abddcf2a-ea7e-5279-99f7-68b3fe8f7e2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Installation of sub-head and caulked"
"18f9d258-d1b6-569a-8702-103277fc38d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Install frames including trims to doors"
"8c00666d-9c6c-52a9-804e-ae360fda49dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Install windows and trimming"
"5dd43005-693d-5867-bc4b-0a58d70ff726","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Install door panels"
"93a635b5-2590-5008-89cf-6fd37847e92e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Installation of all hardware"
"9684ffce-5477-520e-97f2-6cd9d099b929","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Ensure all external and internal angles are sealed"
"9410b205-eef1-5ce7-800d-3adf3e770ec3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1605","W20-A","Handover"
"02be8df4-eb6d-4599-8d25-cc823bfab625","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16","1606"
"c38410af-2613-4ead-bd38-ae74b1a2d5c7","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W28"
"6da56000-a372-5da5-ad06-ca2024152669","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Waterproofing angle completed"
"f11f7fb7-df89-569b-b1fa-1b7613af1104","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Installation of sub-sill and caulked"
"25912213-46d7-5e19-af5e-8458be63bcc7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Installation of sub-head and caulked"
"f5741839-d3f7-5c1e-8307-d4f50b90a30b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Install frames including trims to doors"
"862b8010-bb28-553a-8b5c-31a3ce9b7fd7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Install windows and trimming"
"d38b51f6-fadf-5d32-aff7-06997a259220","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Install door panels"
"5d5351f3-e514-52af-afd7-49213b59d030","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Installation of all hardware"
"d39ea7cd-3339-5e77-b481-0ade7126fbf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Ensure all external and internal angles are sealed"
"af84460b-9ed1-53b0-9562-a1eef221c3f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W28","Handover"
"25bbb027-5cfe-4f36-a447-1804df416782","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W21-A"
"081bba7d-778c-5f58-8213-952c75cadc5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Waterproofing angle completed"
"07e132ab-2fb1-51f4-9a2a-3f208be36ad7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Installation of sub-sill and caulked"
"d46799dc-935e-5298-9d99-67a4f9d25011","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Installation of sub-head and caulked"
"92e76d2d-8374-5307-80f8-b292247c1559","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Install frames including trims to doors"
"35f3f90d-dcf9-5864-9df2-9631f48cd4b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Install windows and trimming"
"050189b1-91d6-5455-91b6-57649fc7c511","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Install door panels"
"acb32753-1bb8-54b8-ac40-033d4dea5857","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Installation of all hardware"
"50e9cdae-9f98-5df3-9124-f34d48e616bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Ensure all external and internal angles are sealed"
"2a0f1d3c-90e0-52f4-b621-012c690db26a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Handover"
"37d20fbf-1b36-491c-94dc-7be0377ffe91","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W14"
"6511bc64-de57-50ba-89e0-61e3590e6a96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Waterproofing angle completed"
"cfaa4f26-6f2d-5aa7-870a-c1bb28bc41ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Installation of sub-sill and caulked"
"b03432c0-57c7-5d21-ae3c-c847d26a7429","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Installation of sub-head and caulked"
"07ab21a7-9def-5bf0-be34-43567b82f4f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Install frames including trims to doors"
"6fb0baf8-b735-5211-b6d9-ebd3050d14c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Install windows and trimming"
"524e0c55-2c63-5fe4-ad16-f1fbee2fbd12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Install door panels"
"15e5b495-f278-5280-8cdd-2c2de5b7eefb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Installation of all hardware"
"d7782549-eea4-547f-aec9-af8c05c46963","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Ensure all external and internal angles are sealed"
"19a41c7a-81a3-5b94-a458-83fa9d1d16bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Handover"
"8ec482fe-5ab7-4046-9e21-7abd32f20604","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W04"
"f20dfd4e-4f3b-53ed-8ad0-dce87da4700e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Waterproofing angle completed"
"4f989f04-9d9b-59bf-9acf-1e6ab7888776","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Installation of sub-sill and caulked"
"1a88e237-d272-5abc-b651-0555969d7c7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Installation of sub-head and caulked"
"c69865de-cc97-56b3-904a-fb1d5e409333","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Install frames including trims to doors"
"ef455f76-2119-5e09-98b5-ba2bb0a4b973","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Install windows and trimming"
"6d772fe3-a012-5f75-823c-e79f6e7b53a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Install door panels"
"39a19abf-c292-5885-ab6a-d498931177ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Installation of all hardware"
"7510ed9c-112d-51b3-91d4-6480059d502e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Ensure all external and internal angles are sealed"
"2a40b0a8-9282-5d39-953e-aeace09318fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Handover"
"b17518ec-e5c0-4620-a442-5047075219bd","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","WP"
"1c871b05-fdda-548e-814d-8ffead889dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Waterproofing angle completed"
"451afb49-32a9-5d4b-89b6-cac53d5e61f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Installation of sub-sill and caulked"
"0c991343-2ce0-5ef9-b444-4067e858a3c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Installation of sub-head and caulked"
