"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Eastside"
"da476960-0894-500c-a7c3-25f1f609cdf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Installation of sub-sill and caulked"
"1d8c2b64-a4ba-56e8-af38-d7f14b0e1653","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Installation of sub-head and caulked"
"01a97caf-709c-5ca2-ac55-46a450a1b696","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Install frames including trims to doors"
"d16a0e1e-766c-570b-864e-19fd9da0326c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Install windows and trimming"
"73b05cb3-7a5d-5060-885f-656376551179","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Install door panels"
"27a3b9f3-6212-5fa6-b9e8-b55ec5e354dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Installation of all hardware"
"6120ac4f-075b-5c4b-bff9-e1359753b6cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Ensure all external and internal angles are sealed"
"6fcc2e87-db87-58e5-8b81-563da2e6907f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3307","W31","Handover"
"06d7d209-6b7a-4fea-b75b-3cc6ff267160","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 33","3308"
"fa036573-7030-4940-9701-64d27a7e76ab","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3308","W19"
"fa559318-41e2-57a1-80fd-e03766fbda89","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Waterproofing angle completed"
"ad4d2995-0a2b-5729-a41f-d044dfbfbc8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Installation of sub-sill and caulked"
"5ba1f799-18b2-5378-be64-153a666a4b42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Installation of sub-head and caulked"
"807e0257-1532-5f7d-af72-2b157e65bfe9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Install frames including trims to doors"
"ce09f567-6276-538a-ac32-7776df7c7ec0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Install windows and trimming"
"e12bb7f8-ec7d-5178-92b5-170d6d98fd0b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Install door panels"
"662377bf-7a0f-5f1a-89c2-58af2c006a27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Installation of all hardware"
"850286a9-fe77-5c4f-9652-642bb7d33de9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Ensure all external and internal angles are sealed"
"6dc74b62-9bbe-5643-9600-636619fe5b61","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W19","Handover"
"afde180b-eff6-41bd-a289-e17b192a630a","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3308","W18"
"6ccb5e7a-6a4e-5f3c-b18c-1da663c5de09","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Waterproofing angle completed"
"0d25ac02-92d4-5f8f-b70b-62b168a78640","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Installation of sub-sill and caulked"
"3770727f-d928-5e29-83b1-b594245f7a12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Installation of sub-head and caulked"
"6a63c4aa-eedd-59e7-ab97-689346b6d2cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Install frames including trims to doors"
"8fe81471-9386-50be-b902-86327f79d3a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Install windows and trimming"
"b11893ec-9b1c-5755-8c8b-5f546f722517","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Install door panels"
"e9a42cae-10d4-56be-ac38-afa9c54c7986","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Installation of all hardware"
"3e07f056-62ce-57e1-b0e8-dc64f256ab40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Ensure all external and internal angles are sealed"
"942bcb54-c943-5a23-9a8d-8c664a17e820","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W18","Handover"
"efbd3c8a-866b-40dc-953d-c966446c799b","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3308","W01"
"69b3437f-568c-5e50-a065-e249aff9c4d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Waterproofing angle completed"
"c2288104-48fe-5d5b-b55c-5ed4a7cc132e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Installation of sub-sill and caulked"
"d4b8afc4-23bd-5805-ac8b-6073d619cc5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Installation of sub-head and caulked"
"0a84f5e3-7b66-53c6-967b-734abd678c2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Install frames including trims to doors"
"e647d2ab-561a-5988-8306-8255f84ba90e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Install windows and trimming"
"4b4e2a4c-e414-5a17-bf6c-af7c5ca15de6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Install door panels"
"b79a6905-0297-5224-9dfe-ce29681b6b06","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Installation of all hardware"
"623a737c-8e56-539e-b659-46e62fe105df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Ensure all external and internal angles are sealed"
"7891f0b0-4215-5676-9d8d-5ee09faef908","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W01","Handover"
"70b8999a-9681-49d4-bab3-55fad833ea5a","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3308","W04"
"6d480f3e-c0b2-54c6-8fa0-a6d5a654a02a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Waterproofing angle completed"
"e90abca8-87ea-5e1c-9fb8-c95367a9d759","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Installation of sub-sill and caulked"
"f7579c28-a1cb-5ec6-ba92-15e372446185","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Installation of sub-head and caulked"
"450eb662-74ff-5d84-8cb0-848e70ab74d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Install frames including trims to doors"
"1bce9c26-348d-58b8-b766-027a17c7f6ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Install windows and trimming"
"c8562720-7bd4-5e32-acfc-a798e4122112","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Install door panels"
"89d10c9f-7b75-58d7-8878-0aedb83f6d3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Installation of all hardware"
"7dbadb4f-9b16-5d5c-8de7-921c686a0e37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Ensure all external and internal angles are sealed"
"104b7aa6-85f7-5188-85dd-2f868b3caa31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3308","W04","Handover"
"f60bd80e-863f-4a51-938c-c7e732598de5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 33","3309"
"2966c49d-32c6-4cba-814c-33e6e2f6585c","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3309","W17-B"
"67a5be38-2bd3-5858-81c6-e6d4a799093d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Waterproofing angle completed"
"554a9512-5b65-5b17-901c-f7a20deb947d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Installation of sub-sill and caulked"
"e60f660b-6a93-5d03-93a8-d603da853657","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Installation of sub-head and caulked"
"2bbe37ee-aa25-516c-ac0b-92ef53f81370","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Install frames including trims to doors"
"9292fc2f-13ec-50a2-9843-68953f9449c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Install windows and trimming"
"e3062e58-ae5e-5ea0-a366-6568072a227c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Install door panels"
"a34fe2ae-2f34-565a-9c68-a9ce2e5f2bc5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Installation of all hardware"
"2ea559cb-7ebe-55cd-835a-d602669f0f3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Ensure all external and internal angles are sealed"
"8f28f070-ba66-5c08-90c1-45a20a319990","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W17-B","Handover"
"405717a9-6bc9-4ee7-805a-0ba71cbded40","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3309","W16"
"eddbd77e-4f84-5a58-a1eb-c4eaa5971858","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Waterproofing angle completed"
"37e9f91f-2b61-537d-a99e-aa5ed99bd527","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Installation of sub-sill and caulked"
"4c8f81dd-abb0-5e31-a518-e5d50e9986b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Installation of sub-head and caulked"
"4e6e2c1c-7fe8-58b1-835e-11473f11f882","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Install frames including trims to doors"
"2c2dcd78-5b0a-5dd6-bbf1-f0c19ad8b1e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Install windows and trimming"
"61dd583f-3211-5f60-8d7a-3c6b5de6e632","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Install door panels"
"50d21df6-28b2-59ad-85c9-728e1569345a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Installation of all hardware"
"7923697e-701f-5f78-ae95-f300a2a4adf8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Ensure all external and internal angles are sealed"
"aa56a315-3e92-54fc-90fb-259ef8315d0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W16","Handover"
"c4633f58-fa9d-4c38-ba2d-c5cbdae39676","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3309","W15"
"860076f5-74b1-55f5-adf2-bf47ed414a3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Waterproofing angle completed"
"56472df6-56a9-5fea-8cc4-a253f393ba83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Installation of sub-sill and caulked"
"d699f406-a575-5a03-a613-f5d61965169d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Installation of sub-head and caulked"
"4484ae05-634f-56e6-8622-4d10555cce5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Install frames including trims to doors"
"dfc77124-c197-5977-b3bf-8afffd8e6839","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Install windows and trimming"
"7fbad573-174a-5952-97c5-21e2d3137254","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Install door panels"
"1677e11b-7dc0-598f-bcdc-d7d963310eaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Installation of all hardware"
"dfa676fc-f3d2-51d9-a3d1-fa5dc977951d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Ensure all external and internal angles are sealed"
"d5192665-caf2-5601-b996-e4389ded5b66","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W15","Handover"
"494eeada-1c2d-4619-8242-80ac6e39886c","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3309","W03"
"061d96c4-ae70-5556-b3bc-696926b5b5b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Waterproofing angle completed"
"92248ac1-37f2-51a8-adbc-5a68baf51598","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Installation of sub-sill and caulked"
"73f61c24-7f7a-5055-b4d8-a4bda2ec31d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Installation of sub-head and caulked"
"8b1f99c0-f246-5ee9-a5ae-f2e86dea8111","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Install frames including trims to doors"
"099c93e1-7f1d-5d82-a745-54c2a8b90c66","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Install windows and trimming"
"3d4cad40-dcd6-576d-9d8b-1ebb4662d3be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Install door panels"
"4a2eb1cb-3a39-5c32-b37e-c8a7690e5544","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Installation of all hardware"
"1bb72781-30bc-5eca-97f7-c8797a0e24d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Ensure all external and internal angles are sealed"
"d7d3bc66-ebb8-59e1-a2e9-a90a69ff791e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W03","Handover"
"4a764a93-f0d2-490e-aa01-af9aca980f0d","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3309","W01"
"786da8f4-0ff9-5c4f-a809-7d7dba3b47f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Waterproofing angle completed"
"80cc6159-8fc8-540a-a221-aaca919309f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Installation of sub-sill and caulked"
"ab3bc274-e124-5bca-b6de-58f3dfdc2163","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Installation of sub-head and caulked"
"f4216bc8-d604-58c1-96f4-9f2fa48053aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Install frames including trims to doors"
"7aa2e100-a15b-5d49-8219-b61094459e08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Install windows and trimming"
"b0b5f51e-5d8f-5c61-b0b7-5358cd7e8c66","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Install door panels"
"b7fc1bf8-ef83-5c6c-af9f-4ab86b6d1bf0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Installation of all hardware"
"c07b3728-5ffb-50df-9f98-ae1f93a785a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Ensure all external and internal angles are sealed"
"8f00cd71-0da8-546b-a51a-c7ad6f33065c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W01","Handover"
"c2bd1064-d6d7-4e22-9fe7-ee5249581eb6","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 33","3309","W33"
"838dba2d-da89-50f9-b721-d72a5809467e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Waterproofing angle completed"
"8d2b71b5-48da-585c-b402-dd6019ec7bd0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Installation of sub-sill and caulked"
"e33eed2b-8dd4-51b3-8179-9d8ca35447f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Installation of sub-head and caulked"
"10049751-99ff-55a9-bf7d-a647661a90c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Install frames including trims to doors"
"5d691f4f-8646-5488-9b4d-2b974d1ad78b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Install windows and trimming"
"030d9206-58d8-5560-a97e-4efe9197e9ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Install door panels"
"4ac9cbc4-1b54-5b91-bb31-81017556ff02","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 33","3309","W33","Installation of all hardware"
