"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e7a84e65-2b34-40aa-a271-5d199db12a60","","folder-normal","pass","","step","TRUE","FALSE","Graeme Road"
"2596e022-1719-4a4d-8f21-4b9489331e0c","","checklist-sectioned","pass","ITP - Massey Road - Traffic Islands","checklist","FALSE","FALSE","VRU Package 4 sites","Quay Street","East side SL","Traffic Islands"
"6d5a52fe-86ef-42cb-b3ac-a694e667adda","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","VRU Package 4 sites","Quay Street","East side SL","Drainage Checklist"
"0bd63131-d2a0-41c1-881c-d12c2cdd3f52","","folder-normal","work-in-progress","","step","TRUE","FALSE","VRU 5"
"b301df81-a320-4ed0-8698-667172d31169","","folder-normal","pass","","step","TRUE","FALSE","VRU 5","Sandspit Road"
"965e2aec-cad2-4bf3-97a7-e461a8f84092","","checklist-flat","pass","Drainage Checklist","checklist-flat","FALSE","FALSE","VRU 5","Sandspit Road","Drainage Checklist"
"d9157df3-555f-4e2e-a4eb-730e4cc9481f","","checklist-flat","pass","ITP - Massey Road - Concrete Speedtable","checklist-flat","FALSE","FALSE","VRU 5","Sandspit Road","Concrete Speedtable"
"2bb7bbdb-1526-40ce-8abf-1513d1444b6e","","checklist-sectioned","pass","ITP - Mckenzie Road - Istands","checklist","FALSE","FALSE","VRU 5","Sandspit Road","Islands"
"21c62830-a31e-4f78-bdb0-9d43cabfd2c3","","checklist-sectioned","pass","ITP - Massey Road - Enabling Works","checklist","FALSE","FALSE","VRU 5","Sandspit Road","Enabling Works"
"720dab0c-f710-4337-b0fe-6e798f6f5a3d","","folder-normal","pass","","step","TRUE","FALSE","VRU 5","Tui Road"
"69802181-2c28-44d6-b4f5-c3081276a7f1","","checklist-sectioned","pass","c1d74041f3e2ecb4f8fd2fd2ac389ff4d7295a11b2e17ed9ee42ce9e6f833758","checklist","FALSE","FALSE","VRU 5","Tui Road","Enabling Works - Footpath, Kerb and Channel"
"e4e30255-bb87-4f6b-9c03-34c8a833f2dd","","checklist-flat","pass","Tui Rd - ITP - Storm Water Drainage","checklist-flat","FALSE","FALSE","VRU 5","Tui Road","Storm Water Drainage"
"c7a4e29f-3c3c-40d3-a609-d6d43dea5ff2","","checklist-flat","pass","Tui Rd - ITP - Raised Pedestrian Crossing","checklist-flat","FALSE","FALSE","VRU 5","Tui Road","Raised Pedestrian Crossing"
"7d95583b-ac1d-4cf4-81a0-16bc2c897d7b","","checklist-sectioned","pass","Tui Rd - ITP - Vulnerability Users Package 13","checklist","FALSE","FALSE","VRU 5","Tui Road","Traffic Islands"
"de4dbdd1-563e-4bd7-a814-623009a7f5fd","","folder-normal","pass","","step","TRUE","FALSE","VRU 5","Sheehan Avenue"
"25430e34-760a-45c5-b2b5-ab95dc460941","","checklist-sectioned","pass","Sheehan Ave - ITP - Enabling Works - Footpath, Kerb and Channel","checklist","FALSE","FALSE","VRU 5","Sheehan Avenue","Enabling Works - Footpath, Kerb and Channel"
"72210fdc-e0eb-4c2e-a923-696d7caa0a03","","checklist-flat","pass","Sheehan Ave - ITP - Raised Speed Table","checklist-flat","FALSE","FALSE","VRU 5","Sheehan Avenue","Raised Speed Table"
"de9ffa86-3da1-4d40-b226-a686cf79fd07","","checklist-sectioned","pass","Sheehan Ave - ITP - Traffic Islands","checklist","FALSE","FALSE","VRU 5","Sheehan Avenue","Traffic Islands"
"e6430bd5-b40f-4390-9646-78511107fd8f","","folder-normal","work-in-progress","","step","TRUE","FALSE","VRU 5","Lincoln Road"
"41ae22ef-afcb-4c5e-9f2c-c05196d33047","","checklist-sectioned","work-in-progress","Lincoln Rd - ITP - Enabling Works - Footpath, Kerb and Channel","checklist","FALSE","FALSE","VRU 5","Lincoln Road","Enabling Works - Footpath, Kerb and Channel"
"a2f755c5-3ebf-4eb8-8a3c-ec406673ce9e","","checklist-flat","work-in-progress","Lincoln Rd - ITP - Raised Speed Table","checklist-flat","FALSE","FALSE","VRU 5","Lincoln Road","Raised Speed Table"
"bc0e287e-45cb-4886-98cf-095165261170","","checklist-flat","work-in-progress","Lincoln Rd - ITP - Stormwater Drainage","checklist-flat","FALSE","FALSE","VRU 5","Lincoln Road","Stormwater Drainage"
"3e2d1b8e-528e-457c-b02a-6fcc65ea0596","","checklist-sectioned","work-in-progress","Lincoln Rd - ITP - Traffic Islands","checklist","FALSE","FALSE","VRU 5","Lincoln Road","Traffic Islands"
"62d7f417-cd56-4feb-bd95-58c9c1ae76f1","","folder-normal","pass","","step","TRUE","FALSE","St Lukes Road"
"560dcdb6-6208-4d6c-9bd9-512a434e205c","","checklist-sectioned","pass","ITP - St Lukes Road/Morningside Drive intersection - ACO Drain","checklist","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - ACO Drain"
"b126b16c-00ca-4442-a09e-652ce1c03558","","checklist-flat","pass","ITP - St Lukes Road/Morningside Drive intersection - Concrete Speedtable","checklist-flat","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Concrete Speedtable"
"6a18976b-206f-4961-94e8-28a37554ef09","","checklist-flat","pass","ITP - St Lukes Road/Morningside Drive intersection - Ducting and Traffic Signals","checklist-flat","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Ducting and Traffic Signals"
"24591e67-a518-4cef-bb45-f847d50c6cf0","","checklist-sectioned","pass","ITP - St Lukes Road/Morningside Drive intersection - Enabling Works","checklist","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Enabling Works"
"59ddbcc2-a732-4b64-9b66-d73c546efb28","","checklist-sectioned","pass","ITP - St Lukes Road/Morningside Drive intersection - Pavement","checklist","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Pavement"
"ed110b64-f31f-439c-9606-1d46c89a3a6c","","checklist-sectioned","pass","ITP - St Lukes Road/Morningside Drive intersection - Signage","checklist","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Signage"
"0a139bfe-cbe6-4a0a-ab98-e13b039319e6","","checklist-sectioned","pass","ITP - St Lukes Road/Morningside Drive intersection - Traffic Islands","checklist","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Traffic Islands"
"60439b5f-51bd-4d51-9b8f-f9702934f424","","checklist-sectioned","not-applicable","ITP - St Lukes Road/Morningside Drive intersection - Vehicle Crossings","checklist","FALSE","FALSE","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Enabling Works - Vehicle Crossings"
"e8c43c58-1287-40a6-be7b-c022084e265c","","folder-normal","work-in-progress","","step","TRUE","FALSE","VRU 6 package"
"00565999-0c6e-415c-971b-7a64511c7467","","folder-normal","pass","","step","TRUE","FALSE","VRU 6 package","Halsey/Maich RAB"
"340e9e3b-b491-41c8-b58c-8dba5160affb","","checklist-sectioned","pass","Halsey/Maich RAB - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","VRU 6 package","Halsey/Maich RAB","Enabling Works - Footpath, Kerb and channel"
"a52fe1a5-2984-421a-9ce0-59560adb5e4c","","checklist-flat","pass","Halsey/Maich RAB - ITP - Stormwater Drainage","checklist-flat","FALSE","FALSE","VRU 6 package","Halsey/Maich RAB","Stormwater Drainage"
"4b81661a-be5f-4cf0-b459-3282c80c3785","","checklist-flat","pass","Halsey/Maich RAB - ITP - Concrete Speedtable","checklist-flat","FALSE","FALSE","VRU 6 package","Halsey/Maich RAB","Concrete Speedtable"
"a1ef91cf-01ee-4b4c-b028-d551d02c226a","","checklist-sectioned","pass","Halsey/Maich RAB - ITP - Traffic Islands","checklist","FALSE","FALSE","VRU 6 package","Halsey/Maich RAB","Traffic Islands"
"52c48485-c1d4-409b-a4bb-b2921300602a","","checklist-sectioned","pass","Halsey/Maich RAB - ITP - Pavement Construction","checklist","FALSE","FALSE","VRU 6 package","Halsey/Maich RAB","Pavement Construction"
"9b025f57-aafd-4874-aad1-8b5f68ffc2ff","","checklist-sectioned","pass","Halsey/Maich RAB - ITP - Roundabout","checklist","FALSE","FALSE","VRU 6 package","Halsey/Maich RAB","Roundabout"
"d83b17e7-f0fa-435e-b485-96f1d56bbb7f","","folder-normal","not-started","","step","TRUE","FALSE","VRU 6 package","Ponsonby Speed table"
"838abe3d-8a43-4bd4-827b-726260962fd1","","checklist-flat","not-started","Ponsonby - ITP - Footpath Construction","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Footpath Construction"
"a3fba505-b25f-4141-b090-eecc54b965f6","","checklist-flat","not-started","Ponsonby - ITP - Road Pavement","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Road Pavement"
"a54f5a98-2504-4b03-b2b9-98fc4ed4ad73","","checklist-flat","not-started","Ponsonby - ITP - Asphalt Surfacing","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Asphalt Surfacing"
"056c22b8-a0e1-43c7-8785-7eedb8a822e2","","checklist-flat","not-started","Ponsonby - ITP - Stormwater Drainage","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Stormwater Drainage"
"ab9f2150-a866-42cb-98c9-9cfeaf7d8112","","checklist-flat","not-started","Ponsonby - ITP - Earthworks and Retaining Wall","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Earthworks and Retaining Wall"
"1f918f42-f0c4-496f-8949-c1842a918473","","checklist-flat","not-started","Ponsonby - ITP - Kerbs & Channel","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Kerbs & Channel"
"59e9ac42-1aa3-478e-9260-2948b7a91aa9","","checklist-flat","not-started","Ponsonby - ITP - Ducting and Streetlight Installation","checklist-flat","FALSE","FALSE","VRU 6 package","Ponsonby Speed table","Ducting and Streetlight Installation"
"488fcd52-b3af-4a74-9756-0b6136a76003","","folder-normal","not-started","","step","TRUE","FALSE","Richardson Road, Mount Roskill"
"3a9e6654-9129-4cbf-b0ce-7742d8bcecc4","","checklist-sectioned","not-started","Richardson Road, Mount Roskill - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Richardson Road, Mount Roskill","ITP - Enabling Works - Footpath, Kerb and channel"
"a001f71e-0601-400d-b47b-c6b30d9890a4","","checklist-sectioned","not-started","Richardson Road, Mount Roskill - ITP - Raised Pedestrian Crossing","checklist","FALSE","FALSE","Richardson Road, Mount Roskill","ITP - Raised Pedestrian Crossing"
"81be9867-0fec-4678-b6a1-9298919e5008","","checklist-sectioned","not-started","Richardson Road, Mount Roskill - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Richardson Road, Mount Roskill","ITP - Stormwater Drainage"
"9e2627a7-b117-4004-b169-c87e2a7be8e2","","checklist-sectioned","not-started","Richardson Road, Mount Roskill - ITP - Traffic Islands","checklist","FALSE","FALSE","Richardson Road, Mount Roskill","ITP - Traffic Islands"
