"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fbb0bb1b-9e37-4f9e-9760-d886bfdfb525","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"68de3acc-c32c-4dcf-b224-16161458db8e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Ward Level 1 Ground"
"0f28ede6-235d-434e-ab1e-59484bd6dd43","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jul-24"
"570f8d2f-0ce0-4c07-a7dc-ac05ae7cbac2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Aug-24"
"47b5ef64-9831-4d84-ad07-2a7723b2ee19","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Sep-24"
"7a782e3f-d48e-4ef1-a504-685254658d33","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Oct-24"
"413fdfff-5be5-4185-b2f2-4f52d74cd6c9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Nov-24"
"aee5dae6-e956-4ab2-9871-a8d2f1625e2f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Dec-24"
"5a807a63-6701-4d2f-91ee-db1b9689be9c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jan-25"
"24bbf507-023d-4f36-902c-32ca89a309f5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Feb-25"
"e1d17d3b-98a6-494a-b997-3928b45442e6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Mar-25"
"52abeeac-d11e-44a6-9eed-31f129b28ac6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Apr-25"
"7a4dfb17-177a-4236-8de5-4b9632aee8fb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","May-25"
"1e4768aa-5505-4a86-a7ed-d08c0956e61d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jun-25"
"75ec12a8-3a84-4268-b15e-dbaaced54fda","","folder-normal","work-in-progress","","step","TRUE","FALSE","Progress Claim"
"3f893c45-aaf4-4164-8ef5-89f2356e2ca4","","folder-normal","not-started","","step","TRUE","FALSE","Progress Claim","Jun-23"
"ef247fb5-13f4-4004-865b-21cac038241d","","checklist-flat","not-started","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Jun-23","Progress Claim Checklists Test"
"a50632bb-2a8a-461d-b5a5-a7476dbc0380","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","Jul-23"
"2c3a2b40-593e-4550-bdcc-8694ad970119","","checklist-flat","pass","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Jul-23","Progress Claim Checklists July 23"
"cc6c5b5c-13b5-42f0-bcb7-80b0609bea01","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","Aug-23"
"59c68fb5-90ee-47b0-bb26-2f1001659410","","checklist-flat","pass","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Aug-23","Progress Claim Checklists Aug 23"
"aadcfd2d-9937-4d64-9872-8f8a4d66dcad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Sep-23"
"002ac937-8fe5-439a-8eae-000de739a669","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","Oct-23"
"931afed9-3c71-481b-8f20-049841757437","","checklist-flat","pass","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Oct-23","Progress Claim Checklists Oct 23"
"3ebdb25e-2176-437e-b0b6-fed1e427fd85","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","Nov-23"
"a4ae4c9a-c87f-4691-8c17-256c969d4b2a","","checklist-flat","pass","Progress Claim Checklists","checklist-flat","FALSE","FALSE","Progress Claim","Nov-23","Progress Claim Checklists Nov 23"
"5ff52127-9d61-4c9c-b5f5-9e29825b1fe6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Dec-23"
"f706984f-22a2-4e03-b3cb-f665ddda00fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Jan-24"
"13619220-5832-4d07-a88c-d6dd63c7bb7d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Feb-24"
"5e47a0ac-3d6f-4e7c-94c8-be6a2a472487","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Mar-24"
"5c999ef6-c34f-4a6a-bfe0-3cf0df5d04e3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Apr-24"
"e615a0b0-2600-464e-acad-d0089ed0c062","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","May-24"
"c6de11ea-6d6d-4bb5-b16d-20c6c3d37da4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Jun-24"
"630745a6-06b1-4e1f-89f6-85576e304597","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Jul-24"
"38ae4c2a-80dd-4a03-ad65-e7a9437de3c7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Aug-24"
"558ae4ea-d7ed-4adc-bab8-9cdecb25d290","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Sep-24"
"a1e29f5e-3863-4ddb-b85b-f77b01654053","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Oct-24"
"47f9f915-e01f-4f70-ab00-bc4d14b0c2b0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Nov-24"
"884995f0-9ef5-41fb-8c0f-962d575a40a0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Dec-24"
"6bd102de-921e-49e3-bf6f-cd2750e867d5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Jan-25"
"effd4427-8528-4833-9d0f-e8fdf17788ae","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Feb-25"
"8ed7dffb-a634-446b-b6f6-daf722de038c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Mar-25"
"9f482316-ac0a-4a5e-b5ec-c3345828ffcf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Apr-25"
"728f527f-b1d3-4a8f-a267-a7e245318d9d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","May-25"
"9c98df10-20f0-498d-8f53-1c48ae4b913b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","Jun-25"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","folder-normal","work-in-progress","","step","FALSE","FALSE","Variations"
"7d1a35e2-4dd8-4611-ac80-04b940d44f43","","checklist-flat","work-in-progress","zSYS - Site Instruction","checklist-flat","FALSE","FALSE","Variations","Tc2 base and stair 5 pile cap"
"987fd433-4c56-44e4-9f6f-173669208d12","","checklist-flat","pass","zSYS - Site Instruction","checklist-flat","FALSE","FALSE","Variations","Tc1 base edge boards in access points and overpour"
"81863e0b-2ea8-40a0-82e6-d2b525e17efa","","checklist-flat","pass","zSYS - Site Instruction","checklist-flat","FALSE","FALSE","Variations","SI 000114 - REMOVE SHUTTERS FOR INSTALLATION OF WATERSTOP CEP HV "
"2f05b6b3-c7ea-491d-8c36-2f6f1317f6f1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","General Incident Notification"
"2deacd20-6f68-4ffe-aed0-0b4817f2ec84","","folder-normal","fail","","step","TRUE","FALSE","EOT Record"
"0ddb4371-97e6-4826-87e3-07b115c5f06c","","folder-normal","fail","","step","TRUE","FALSE","EOT Record","Nov 23"
"b2b61257-4b83-4d92-8de1-64a2f54a57bf","","checklist-flat","fail","EOT Record","checklist-flat","FALSE","FALSE","EOT Record","Nov 23","EOT Record nov 28th"
"0f306bf1-1edd-4ba1-a93b-cb514028032e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Dec 23"
"18c4c1ed-93fd-4e02-ad57-86f6651d0ae0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Jan 24"
"386f4c48-bc54-41c5-9d59-b9e5c9f8c3f6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Feb 24"
"c9772baf-bd63-4325-b37f-56be89e3871e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","March 24"
"3455ed4f-fcfb-465f-9435-a3d963e3532c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","April 24"
"e7fc53df-b60b-438f-8733-55c8ba0d1c67","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","May 24"
"b7e4afa2-c971-4e39-8ef9-ebbb1f95175e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","June 24"
"cdb06799-3fcd-4731-91fe-d7895f811e8a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","July 24"
"efe4c11b-6a15-462b-970c-82f75d89fbdf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Aug 24"
"e843bbee-ca20-41ef-bcab-6c7d000e580b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Sept 24"
"47c02a0b-cdde-4b30-8e0b-69cb571de6e0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Oct 24"
"abe8831a-fd0e-4837-823d-370e7417c129","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Nov 24"
"5d21df66-9533-4a49-8d52-1c0a412fc1f8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Dec 24"
