resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.04-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-040,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-041,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-042,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-043,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-044,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-045,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-046,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-047,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-048,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.04-PPT-00003,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-049,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-050,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-051,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 10,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 11,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 12,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 13,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 14,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 15,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 16,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 17,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 18,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 19,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 20,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 21,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.04-PPT-00004,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-3-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-3-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.04-3-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 10,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 11,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 12,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 13,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 14,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 15,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 16,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 17,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 18,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 19,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 20,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 21,,,,,,,,,,
,step,,,,FDR-4244.12,,,,,,,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,,,,,,,
,step,,,,,Patch Panel: 4244.12-PPC-00001,,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-001,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-003,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-004,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-005,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-006,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-007,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-008,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-009,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-010,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-011,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-012,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-013,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-014,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-015,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-016,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-017,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-018,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-019,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-020,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-021,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-022,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-023,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-024,,,,,,,,,,,
,step,,,,,Patch Panel: 4244.12-PPT-00002,,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-025,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-026,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-027,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-028,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-029,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-030,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-031,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-032,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-033,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-034,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-035,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-036,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-037,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-038,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-039,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-040,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-041,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-042,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-043,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-044,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-045,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-046,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-047,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-048,,,,,,,,,,,
,step,,,,,Patch Panel: 4244.12-PPT-00003,,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-049,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-050,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-051,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-052,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-053,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-054,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-055,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-056,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-057,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-058,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-059,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-060,,,,,,,,,,,
Communications - Copper,checklist,,,,,,4244.12-061,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,,,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,,,,,,,
,step,,,,FDR-4244.13,,,,,,,,,,,,,
,step,,,,,Rack: 4244.13-PPC-00001,,,,,,,,,,,,
Communications - Cabinet,checklist,,,,,,Cabinet ITC,,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.13-PPT-00001,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.13-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-040,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-041,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-042,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-043,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-044,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-045,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-046,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-047,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-048,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.13-PPT-00003,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-049,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-050,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-051,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-052,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-053,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-054,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-055,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-056,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-057,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-058,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-059,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-060,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-061,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-062,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-063,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-064,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-065,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-066,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-067,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-068,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-069,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-070,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-071,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-072,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.13-PPT-00004,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-073,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.13-074,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 10,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 11,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 12,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 13,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 14,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 15,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 16,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 17,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 18,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 19,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 20,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 21,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 22,,,,,,,,,,
,step,,,,FDR-4244.14,,,,,,,,,,,,,
,step,,,,,Rack: 4244.14-PPC-00001,,,,,,,,,,,,
Communications - Cabinet,checklist,,,,,,Cabinet ITC,,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.14-PPT-00001,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.14-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-040,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-041,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-042,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-043,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-044,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-045,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-046,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-047,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-048,,,,,,,,,,
,step,,,,,,Patch Panel: 4244.14-PPT-00003,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-049,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-050,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-051,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-052,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-053,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4244.14-054,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
