"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"64cdf63b-8dcd-41b2-893b-76737829f774","","fail","","folder","TRUE","FALSE","Area 1"
"65cb4231-9be6-4944-a2ff-40074be0b6ab","","work-in-progress","","folder","TRUE","FALSE","Area 1","ITP 0001 - Clearing & Grubbing"
"8dcc33b4-d00d-4d83-bf77-18a5a7df4619","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-626 - 619c - 619d"
"e6833f39-e677-4087-829e-68f8e6c95a17","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-627 - 958 - 959"
"9c03e523-0b89-4c9a-9e40-748c4880e2bc","","work-in-progress","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-628 - 976 - 980"
"893d414c-5b3c-4b9b-887b-7ed96d1b9d2d","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-629 - 1022 - EX.546"
"405a706e-e910-497d-b74c-99df1879e955","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-630 - 1056 - 1120"
"e86cb0d8-46cf-4474-8d36-7819547dd20e","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-631 - 1122 - 1123"
"6db8fc39-1b2e-4d22-88de-b353d7568edd","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-632 - 1025aa - 1025a"
"43604a2c-2d5c-459d-89cb-76476832e152","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-633 - 1056 - 1056a"
"9a045ef9-767a-4567-a252-8f9dd865d739","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-634 - 1056b - 1056a"
"164b1c24-d6de-4f4b-a198-971f9ae0b844","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-635 - 1127 - 1127b"
"5bc122b1-9fb9-4d92-9521-2255005a9dfa","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-636 - 1127c - 1056a"
"bb0c59c0-9557-426f-b91a-fa1a70d074cb","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-637 - 982 - 983"
"6ca91640-87be-4e5f-8371-7f2d77ea2da5","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-638 - 984 - 982"
"30c30490-5b6c-4fd7-b049-5ac19da60e25","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-639 - 1028 - 1030"
"77a8535c-5bda-4484-877a-b6076660d4b5","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-640 - 981A - 982"
"d51e5122-2849-47ee-99ca-af069b2d32d8","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-641 - 1027 - 1028"
"77c6f9d1-cdcd-40ec-8bd1-193ad11fb7e0","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-642 - 1065 - 983"
"03dff115-0154-4079-b377-9e145b7a38f6","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-643 - 1119 - 1120 (Area 2)"
"c6e9af18-b476-4b6f-a0b4-e7c7dd6aaafb","","pass","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-644 - EX643B - 981a"
"dbb1382c-b188-479d-88d5-3dea70767383","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-645 - 1022 - 1021"
"d2c06bfc-ef54-4bca-b44d-950f0c08ac33","","fail","ITP 0017 - Underground Stormwater Drainage","checklist","FALSE","FALSE","Area 2","ITP 0017 - Underground Stormwater Drainage","ITP-017-A2-LOT-646 - 1021 - 1020"
"a6e038ec-1dfa-4136-97c0-21d6c23e021e","","pass","","folder","TRUE","FALSE","Area 2","ITP 0018 - Protective and / or Decorative Concrete Coatings"
"e6b8d7fc-c98f-4845-84cb-e5017da4831d","","pass","ITP 0018 - Protective and-or Decorative Concrete Coatings","checklist","FALSE","FALSE","Area 2","ITP 0018 - Protective and / or Decorative Concrete Coatings","ITP-018-A2-LOT-001 - North Bridge Over Aitken's Creek - Eastbound Slow Lane Barriers"
"163cd0f6-6be9-4aed-a489-7227e18df534","","pass","ITP 0018 - Protective and-or Decorative Concrete Coatings","checklist","FALSE","FALSE","Area 2","ITP 0018 - Protective and / or Decorative Concrete Coatings","ITP-018-A2-LOT-002 - North Bridge Over Aitken's Creek - Eastbound Fast Lane Barriers"
"059cbe83-98dc-4411-ab8d-65ab780d533e","","pass","ITP 0018 - Protective and-or Decorative Concrete Coatings","checklist","FALSE","FALSE","Area 2","ITP 0018 - Protective and / or Decorative Concrete Coatings","ITP-018-A2-LOT-003 - South Bridge Over Aitken's Creek - Westbound Slow Lane Barriers"
"f257e0b1-f75a-4901-8a19-ddeca169dfee","","pass","ITP 0018 - Protective and-or Decorative Concrete Coatings","checklist","FALSE","FALSE","Area 2","ITP 0018 - Protective and / or Decorative Concrete Coatings","ITP-018-A2-LOT-004 - South Bridge Over Aitken's Creek - Westbound Fast Lane Barriers"
"99d73e0d-756a-4ceb-b6f8-36045c83031d","","pass","","folder","TRUE","FALSE","Area 2","ITP 0019 - Bonded Anchors (100 Year Design Life)"
"4de23fde-ebeb-41ae-8743-e65aeab20401","","pass","ITP 0019 - Bonded Anchors (100 Year Design Life)","checklist","FALSE","FALSE","Area 2","ITP 0019 - Bonded Anchors (100 Year Design Life)","ITP-019-A2-LOT-001 - Pit 835a Surplus Penetration Filling & Wall Extension"
"2df1ab55-2a9e-4f9b-bf97-7a18b56ddcc8","","work-in-progress","","folder","TRUE","FALSE","Area 2","ITP 0020 - Cycle Railing (Supply & Installation)"
"49f49c6a-abda-43aa-9867-3e3e4c3697e2","","work-in-progress","ITP 0020 - Cycle Railing (Supply & Installation)","checklist","FALSE","FALSE","Area 2","ITP 0020 - Cycle Railing (Supply & Installation)","ITP-020-A2-LOT-001 - South Bridge Over Aitken's Creek - West-bound SUP Cycle Rail (Outer)"
"fd9c4da6-f558-4522-9b3d-a64052d9b427","","work-in-progress","ITP 0020 - Cycle Railing (Supply & Installation)","checklist","FALSE","FALSE","Area 2","ITP 0020 - Cycle Railing (Supply & Installation)","ITP-020-A2-LOT-002 - North Bridge Over Aitken's Creek - East-bound SUP Cycle Rail (Outer)"
"8bde3baf-d659-415e-8637-850830506e10","","work-in-progress","ITP 0020 - Cycle Railing (Supply & Installation)","checklist","FALSE","FALSE","Area 2","ITP 0020 - Cycle Railing (Supply & Installation)","ITP-020-A2-LOT-003 - South Bridge Over Aitken's Creek - West-bound SUP Cycle Rail (Inner)"
"df3ec09d-e5b2-44c5-9a45-4d3d9c3c455c","","work-in-progress","ITP 0020 - Cycle Railing (Supply & Installation)","checklist","FALSE","FALSE","Area 2","ITP 0020 - Cycle Railing (Supply & Installation)","ITP-020-A2-LOT-004 - North Bridge Over Aitken's Creek - East-bound SUP Cycle Rail (Inner)"
"99cf921c-19e4-4ba7-b6e2-36f7ce9e96fa","","fail","","folder","TRUE","FALSE","Area 2","ITP 0026 - Guardrail Installation"
"225455cb-7159-4ee9-afb2-65bf4a8b94de","","pass","0ad47b0d976d97ce792d427372694243f3e7fba1e7cf097eb9b7fcb50408e44b","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-001- Mickleham South (NB) CH30000 - CH30234"
"541122a1-b9f1-43d4-abe1-5249b5808cb5","","pass","26637218883862a732fc23209f1dd6aee06d57d1e79473d5f042507127a79d43","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-002 - Mickleham South (Median) CH30120 - CH30360"
"aff0d553-8a71-420c-ad84-9d773cfb18b4","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-003 - Mickleham South (SB) CH40050 - CH40280"
"509ccd5f-e1d2-4d71-823a-aa7993c98c4b","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-004 - Mickleham South (NB) CH30234 - CH30365"
"a4073707-3b55-4930-86e6-881aa18b1a3f","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-005 - Mickleham North (SB) CH40640 - CH40720"
"ad9a38da-526d-4274-8769-496f67236b00","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-006 - Mickleham North (NB) CH30615 - CH30700"
"05d52d26-f6d7-4211-ba08-50cfe99859bf","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-007 - Mickleham North (Median) CH30433 - CH30680"
"334af3cd-8c73-4844-ae60-d9f47ec5d6be","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-008 - Mickleham North (NB) CH30450 - CH30605"
"b3207a12-9af6-491b-88f1-6b63a09a4b43","","pass","844c41c7d659e50b28fe9a95959dfb7b10cf3e09671fa7755fd96b2c471cda90","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-009 - Mickleham North (SB) CH40490 - CH40560"
"02cc0d5c-943a-48c3-813f-f29b0f340c6e","","fail","26637218883862a732fc23209f1dd6aee06d57d1e79473d5f042507127a79d43","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-010 - Zone 7 West Stage 2 - Craigieburn Rd - Verge - CH20095 to CH20153 - EB"
"c8e3a334-a786-4d44-99c2-c52ddba5a01e","","pass","26637218883862a732fc23209f1dd6aee06d57d1e79473d5f042507127a79d43","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-011 - Zone 7 East Stage 1 - Craigieburn Rd - Verge - CH10600 to CH10820 - WB"
"8abfb783-786f-4525-9a3f-471c2d1e5531","","work-in-progress","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-014 - Zone 7 East Stage 1 - Craigieburn Rd - East of Debonair Median and Verge - CH10875 to CH11110 - WB"
"9e974774-978d-479e-af98-ab9ff08d7833","","work-in-progress","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-016 - Zone 7 East Stage 1 - Craigieburn Rd - West of Debonair Median and Verge - CH11150 to CH11280 - WB"
"2e9b757c-18ca-411c-ac6c-0a2f0887af1c","","work-in-progress","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-017 - Zone 7 West Verge - CH10160 to CH10470 - WB"
"90bcafba-89e4-4d56-8c3e-84b77f555968","","pass","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-018 - Zone 7 West Median - CH10234 to CH10380 - WB"
"d5ed6ced-9054-40d1-a555-e8c0d4ae10cf","","pass","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-019 - Zone 7 West Stage 1 - Craigieburn Rd - Verge - CH10140 to CH10120 - WB"
"c603caa5-69d7-4d12-a175-da74af64e11c","","fail","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-020 - Zone 7 East Mickleham to Debonair Median - CH10820 to CH10965 - WB"
"74104133-db53-4446-824d-36a86a730f6f","","work-in-progress","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-021 - Zone 7 Debonair to Vantage - CH11330 to CH11670"
"07934a6f-bb78-4920-a2b6-4bf38d83d72a","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-022 - Zone 7 East Stage 2 - CH20550 to CH20750"
"8c26a492-8a17-4467-bfd7-6be664ae0254","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-023 - Zone 7 Mickleham Intersection North East - CH40357 to CH40407 - SB"
"3a5e4a46-243d-4819-ba59-11713d70dece","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-024 - Zone 7 East Stage 2 - Median - CH20558 to CH20690 - EB"
"58e8dd6a-7520-470a-b044-7a80d62dbc4b","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-025 - Zone 7 West Stage 2 - Median + Verge - CH20178 to CH20455 - EB"
"e72b7f28-77e7-4ad7-a4d5-96d3a6192321","","pass","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-026 - Zone 5 Aitken South Stage 1 Verge - CH60495 to CH60368 - SB"
"53852bd9-5824-4a48-b7c2-afced84930cb","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-027 - Zone 6 Champion to Vantage - CH11908 to CH12200 - WB"
"8b2e312b-1b57-469d-8ffa-2f9520ceee05","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-028 - Zone 6 Debonair to Vantage - CH11670 to CH11804 - WB"
"ab772890-7649-4f79-8f25-0135288e2032","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-029 - Zone 7 East Stage 2 - Median - CH20780 to CH21098 - EB"
"4cc4a37b-4c36-4b6f-99ef-2dcee29b7746","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-030 - Zone 7 East Stage 1 - Median - CH11280 to CH11455 - WB"
"745be4a9-320b-4364-a09f-ecc48c6e33c0","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-031 - Zone 6 Champion Intersection (North/South Stage 1) Verge + Median - CH12200 to CH12460 - WB"
"63249fc1-45b5-4431-b372-0726a92460eb","","fail","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-032 - Zone 6 Craigieburn Rd East of Aitken Bridge Verge and Median - CH12530 to CH12730 - WB"
"b19c5474-f398-473f-92be-1cb8929d1725","","work-in-progress","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-033 - Zone 7 East Stage 2 - Verge - CH20794 to CH21349 - EB"
"65006c8a-8d85-44ce-b761-7665738a5446","","work-in-progress","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-034 - Zone 7 East Stage 2 - Median (CH20775-CH20800)"
"633ee4cb-24c3-49f3-857c-1077fdd3d19a","","work-in-progress","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-035 - Zone 7 East Stage 2 - Verge - CH21350 to CH21440 - EB"
"9850fe5d-c7eb-4da5-8f76-9718de250e72","","work-in-progress","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-036 - Zone 7 East Stage 2 - Median - CH21326 to CH21628 - EB"
"eff7725c-d2a3-4e54-a881-e9c036b163ec","","work-in-progress","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-037 - Zone 7 East Stage 1 - Median - CH11455 to CH11670 - WB"
"cb7079a9-5cba-4bbf-a11e-61999cf6d307","","fail","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-038 - Zone 6 Stage 1 Waterview to Aitken - Verge - CH12850 to CH13040 - WB"
"c9af3f34-7e7a-4425-85f1-ca7b1714ed22","","pass","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-039 - Zone 7 Highlander West - Verge - CH11480 to CH11675 - EB"
"82df2ce7-cd2f-4a4e-bfb0-a2c0e231fa3a","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-040 - Zone 5 Aitken North Verge - CH60696 to CH60634 - SB"
"b130a9a5-b696-4d4f-a08d-7d003c600170","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-041 - Zone 5 Aitken North Verge - CH60909 to CH60752 - SB"
"c8779a5b-676e-4324-8693-fc55171ffea2","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-042 - Zone 7 East Stage 1 & 2 Median Crossover - CH10825 to CH10676 & CH20690 to CH20780 - WB & EB"
"04dfa570-1c74-4e97-a7fd-e8078fce6558","","pass","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-043 - Zone 6 Craigieburn Rd Northern Verge - CH21986 to CH22422 - EB"
"e59da00b-a3a8-4751-819f-92e4637edec0","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-044 - Zone 6 - Highlander to Bridge - Median & Verge"
"4642efea-ce25-4867-be84-a2b33ff5fe8d","","pass","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-045 - Zone 6 - Guardrail Bridge East to Waterview - Median Runs + Northern Verge"
"6841841a-78ee-403a-b732-d0a078c0b5a6","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-046 - Zone 6 - Guardrail Aitken to Waterview - Median Runs + Northern Verge"
"84c412f9-1148-4d79-815b-c9cf0e4622d1","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-047 - Zone 5 Aitken North (Opposite KFC) Median - CH607899 to CH60775 - NB"
"5241b9a3-c187-48b2-8019-779317cd6a98","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-048 - Champion Pde - Aitken Bridge - Westbound"
"460ec7e2-f6ed-479f-bdb2-20527fba57f2","","work-in-progress","ITP 0026 - Guardrail Installation","checklist","FALSE","FALSE","Area 2","ITP 0026 - Guardrail Installation","ITP-026-A2-LOT-049 - Zone 6 Stage 1 - East of Waterview (Opposite Ampol) - CH13040 to CH13144 - WB"
"e9acce40-c3bf-4fb6-9115-d738d1a21c9a","","work-in-progress","","folder","TRUE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING"
"557d78a9-1eb6-4b00-8067-44635648c38d","","pass","9679c7b99ae8eb72612ce53da5390e1826082f49454a002be482928586bd4e60","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-002 - Zone 7 West CH 10100 to CH 10500 WB Lane Verge"
"0ab74a99-6953-44d6-8424-cbb34f841a5b","","pass","9679c7b99ae8eb72612ce53da5390e1826082f49454a002be482928586bd4e60","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-003 - Zone 7 East Mickleham to Debonair - Stage 1 (CH10825-11300)"
"6def1d45-32a7-4c2b-9ddb-2c57c4629c52","","pass","9679c7b99ae8eb72612ce53da5390e1826082f49454a002be482928586bd4e60","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-004 - Zone 7 Mickleham Road - South West (30000-30375)"
"26a645bf-185c-4716-b5e7-9965fd6ac724","","pass","faa9a8fbdce519470ce6f07ef2b7b4bd8528357acd4dc6ccbb390a0dbf351e5d","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-005 - Zone 7 - East Stage 2 - (CH20780 -CH21460)"
"a7d34af9-cd26-462c-b0f9-9cb2ffe98aae","","pass","faa9a8fbdce519470ce6f07ef2b7b4bd8528357acd4dc6ccbb390a0dbf351e5d","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-006 - Zone 5 Aitken South East - CH60522 to CH60356 - SB"
"5dbe5998-9f8d-43b0-ac85-0a03d3de2647","","pass","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-007 - Champion Pde to Aitken Bridge"
"b4d30671-8915-4193-a514-feb3b5bf0f45","","pass","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-008 - Zone 7 - Tree planting + landscaping"
"45e4ae91-d7af-4b2e-aaea-2ee25018c1a4","","not-started","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-009 - Tree planting - Zone 6 including Aitken BVD"
"5dbe9188-f234-437e-bc4e-7799da86ddd6","","not-started","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-010 - Zone 7 - Landscaping (Topsoil Placement, Planting & Mulching)"
"a76645e5-73ed-4a05-8997-340456ac0887","","not-started","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-011 - Zone 6 - Landscaping (Topsoil Placement, Planting & Mulching)"
"cffd7fd8-166b-4953-88c1-86d9d850fc45","","not-started","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","checklist","FALSE","FALSE","Area 2","ITP 0049 - TOPSOIL PLACEMENT AND LANDSCAPING","ITP-049-A2-LOT-012 - Zone 5 - Landscaping (Topsoil Placement, Planting & Mulching)"
"6c913bcf-ce4f-46af-912f-b47342106345","","fail","","folder","TRUE","FALSE","Area 2","ITP 0054 - TRAFFIC ISLAND, MEDIAN ISLAND & DRIVEWAYS"
"6f4f9cdf-3402-4856-af89-e1eb6356241f","","pass","f7b4bfcd0f82ff7ecaa6b860e5219be816ca964dd8ec17b87374c613a916737e","checklist","FALSE","FALSE","Area 2","ITP 0054 - TRAFFIC ISLAND, MEDIAN ISLAND & DRIVEWAYS","ITP-054-A2-LOT-011 - Maintenance Strip Install - Mickleham Road North, S/Bound CH40640-40685"
"3593c5b3-3176-45f5-98c2-78b4ee79dcb7","","pass","f7b4bfcd0f82ff7ecaa6b860e5219be816ca964dd8ec17b87374c613a916737e","checklist","FALSE","FALSE","Area 2","ITP 0054 - TRAFFIC ISLAND, MEDIAN ISLAND & DRIVEWAYS","ITP-054-A2-LOT-012 - Maintenance Strip Install - Mickleham Road North, S/Bound CH40685-40715"
