"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8087e01d-514b-47c1-badf-f5eb7fb8b695","","folder-normal","work-in-progress","","step","TRUE","FALSE","Footings Ground"
"3710f621-f3f5-42e7-ade2-3f1a1a0fa91d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Footings Ground","Grid 1"
"bfff60af-30bc-426e-98b1-b98a497fa470","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 19","Precast Install"
"b994bf89-80b9-4f3c-b1fd-60ae5d0ce392","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 19","Precast Install - Flat Slabs"
"5a4041ef-7299-4ffe-9658-d883598e7b77","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 19","Balcony Install"
"c41c41f1-b69b-4a84-9721-bb30c3c2079a","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid 19","Window door Opening / Framing"
"57785289-2bdf-4e6b-9067-8a9896ad6f87","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid 19","Framing to steel beam"
"b05c8cd1-f725-4054-a206-efb55baf5cd5","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid 19","GIB Weatherline"
"d94d5594-c440-49c7-bb76-08a933030b69","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid 19","Balcony soffit framing"
"17e3ae5d-f211-47e6-8cbb-b3bae49207d0","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 Slab","Grid 20"
"96c52477-510d-4c9d-b0a5-80e812bfbb88","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 20","Upper Floor Slab"
"cc2a6f08-bd2a-426c-a6ea-ffffec554b71","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 20","Precast Install"
"ae9ecd9f-fe57-4bc6-b9a5-4f0f92380ef5","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 20","Precast Install - Flat Slabs"
"aab8bc19-fc10-4c38-a8d0-6e9602747340","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid 20","Window door Opening / Framing"
"b2645596-31f5-4fa3-83ea-6201c45b7bd2","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid 20","Framing to steel beam"
"7d499249-2e22-4e1c-b04c-ca39691233bc","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid 20","GIB Weatherline"
"6369338a-14d9-46b7-b764-dd474651d451","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 Slab","Grid 21"
"0d995611-65ad-4a80-a6a7-5d04c6ba90a3","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 21","Upper Floor Slab"
"4370756b-94e1-44b9-bb07-9eafd4896be0","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 21","Precast Install"
"46ba5871-539a-4c25-b941-51246c6b7ca5","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 21","Precast Install - Flat Slabs"
"b4730b68-4f9a-4edf-8ba6-21f8a100e10b","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid 21","Window door Opening / Framing"
"7e9e706f-4aaf-46aa-a8a4-1290614045fb","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid 21","Framing to steel beam"
"efc92ca6-05b9-4e8e-814a-2fb90ab1ab77","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid 21","GIB Weatherline"
"a3238ef3-d93a-4fdf-a50e-cc09a1a18182","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4 Slab","Grid A"
"193b9f44-8d5c-4deb-a26d-9d84f1e8047b","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid A","Upper Floor Slab"
"4a8dcc5c-6a39-4f28-b108-c24f1fcd0141","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid A","Precast Install"
"a037d284-239a-46a3-b7db-24234c18c4e8","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid A","Precast Install - Flat Slabs"
"7f93b895-90df-431e-b63c-3d797e30b5e7","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid A","Balcony Install"
"41d379b3-fc52-499e-ad6e-97125ff86453","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid A","Window door Opening / Framing"
"7eb52974-1447-4bd0-ab96-f8d3f64740d2","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid A","Framing to steel beam"
"5e429ed2-609f-43d0-a4b4-ce7c1cd75549","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid A","GIB Weatherline"
"2c30325c-de98-40ce-b3dc-0b7769c1a7b1","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid A","Balcony soffit framing"
"dcbc71bf-705a-47a0-a382-2a80bcf8ec64","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 Slab","Grid b"
"b0933753-a62c-4e5c-ad3e-7beb69515a78","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid b","Upper Floor Slab"
"82eb0232-535f-4628-aa94-a3ec09adb99a","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid b","Precast Install"
"23b37337-25f3-4f58-b8ea-b09739f2cf7d","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid b","Precast Install - Flat Slabs"
"81fe5dd1-59f6-4a9e-9502-27507b089f03","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid b","Window door Opening / Framing"
"06cd61a5-303f-4523-ac61-9f4cf9c36490","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid b","Framing to steel beam"
"ade1b4b9-297c-4918-9523-31758d659456","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid b","GIB Weatherline"
"ce8afc09-f342-4c40-999c-bd6b7b93f917","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 Slab","Grid c"
"b5afe129-c99f-422a-b91c-608cc4582a7e","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid c","Upper Floor Slab"
"956c8652-b7e4-48ec-8077-2af29dd7c77f","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid c","Precast Install"
"9e20199e-cdd6-4bb9-a479-cd81ab2ef0e6","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid c","Precast Install - Flat Slabs"
"ea5ae1ec-4afb-466c-843b-060a88753c66","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid c","Window door Opening / Framing"
"6e6ae58a-f6d7-414e-9c85-21897d4cf7d7","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid c","Framing to steel beam"
"c8e92cbe-00b6-4a55-a2df-e5e8b7a0cad4","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid c","GIB Weatherline"
"e2386ed5-266c-4d7a-b048-7a62ea7697d3","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 Slab","Grid d"
"fcd78b0a-8250-4654-8787-52dc8498d735","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid d","Upper Floor Slab"
"67dabb84-5694-4aec-ba53-fc31408f33c5","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid d","Precast Install"
"e76f911a-1589-474d-9779-bc0aab2fe7c6","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid d","Precast Install - Flat Slabs"
"12deb7d4-065a-43da-8742-ad3adb5fb707","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid d","Window door Opening / Framing"
"4d0a0bc8-a4e8-402d-8d7f-9336d191fe07","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid d","Framing to steel beam"
"409df456-7520-4bfd-8c19-bd29e3ce735c","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid d","GIB Weatherline"
"afca9eb5-8c59-4690-83ef-6eb45b4ad92d","","folder-normal","not-started","","step","TRUE","FALSE","Level 4 Slab","Grid e"
"4f4df7a9-1458-41c4-8001-b9fbd6d5b8c2","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid e","Upper Floor Slab"
"4689ad1f-ba15-459d-b501-71d7a9077cd2","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid e","Precast Install"
"6ec87fbc-760b-4784-8a49-5b2a1b3d7ba6","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid e","Precast Install - Flat Slabs"
"861a8685-43b8-4fd6-a65a-0ebabb7ff0ca","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid e","Window door Opening / Framing"
"b2518ffb-91ce-4ea2-b685-95317d5b4888","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid e","Framing to steel beam"
"33352b6b-f6df-430c-ac03-9c4ba65e2440","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid e","GIB Weatherline"
"0b8e5a71-95b6-495b-bdaa-87cd8561b240","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 4 Slab","Grid f"
"285c1433-ddc1-450c-b4fa-c5ff576bc00e","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid f","Upper Floor Slab"
"3c0cb292-c8ac-4315-a72e-ce7f2fad5d4b","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid f","Precast Install"
"5b62100f-d639-4c35-9fe4-38bb19dc5378","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid f","Precast Install - Flat Slabs"
"96f51107-8e7b-4b7b-bcd9-e9b96f2b57cf","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid f","Balcony Install"
"60637248-620e-4fa8-a418-7358b317a30e","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid f","Window door Opening / Framing"
"44e6189d-ec55-4fe6-af17-368d108d29ec","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 4 Slab","Grid f","Framing to steel beam"
"d08d57ac-6689-4447-9210-6efd0f956503","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 4 Slab","Grid f","GIB Weatherline"
"4eb7fe52-8f34-46c5-9e62-e33eb81f01b4","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 4 Slab","Grid f","Balcony soffit framing"
"de0660a9-c356-4dfb-b1fd-3445909aac7c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab"
"4347a8b8-1e39-423c-8560-23f13008bdbd","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 1"
"555c1513-98db-46d2-a651-497725650bc8","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 1","Upper Floor Slab"
"25062a5f-04ce-4c5a-9feb-2bd5f3f8e4fe","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 1","Precast Install"
"c973d4e9-40df-469f-9d56-32f46256406a","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 1","Precast Install - Flat Slabs"
"0812b88f-d9f5-4bfe-8ff0-e26b4f709f93","","checklist-flat","not-started","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 1","Balcony Install"
"2a9240a2-155d-4e2e-a888-5f34e3275b27","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 1","Window door Opening / Framing"
"f0aef43f-b9ce-48ac-9d7e-12e73faa2830","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 1","Framing to steel beam"
"3cab1d25-ed78-447e-9f5e-c76bb580d57b","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 1","GIB Weatherline"
"1ac9dea7-d9c6-4349-98a5-2968fa8e7390","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 1","Balcony soffit framing"
"6f60e922-66b4-4a40-8974-452843b1cbbd","","checklist-sectioned","not-started","Roof Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 1","Roof Framing"
"50b31424-e5b3-4819-bb57-33664ed97fdf","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 2"
"cb6ed511-06b8-4048-a67d-00f54afa0638","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 2","Upper Floor Slab"
"2c32c387-a5f8-4a4b-8ee5-2488e9c65c8e","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 2","Precast Install"
"5c4123fd-3cde-4cd8-a1a9-307772900683","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 2","Precast Install - Flat Slabs"
"620da6ac-b95e-4d73-b725-10d2fa1c67d4","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 2","Window door Opening / Framing"
"5184fe52-984c-4d97-96b7-54139987aec6","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 2","Framing to steel beam"
"89c695ca-d1a5-4dc5-8103-86d37de6e899","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 2","GIB Weatherline"
"5bf5859f-b67a-43e8-8421-92a4208b49a1","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 3"
"a8d82808-4f35-404f-bf13-bb1becc9eb80","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 3","Upper Floor Slab"
"165dd4e2-deed-4f84-829a-b82ebc10d29d","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 3","Precast Install"
"5e7fd9d1-c789-41de-b2bb-6e29695532fc","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 3","Precast Install - Flat Slabs"
"bf1c12fb-14c4-4551-9acd-8e35410cd80e","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 3","Window door Opening / Framing"
"0d8bf8ff-ba3b-47a3-ad1c-0af9f6e0ac2c","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 3","Framing to steel beam"
"2f39254b-d74d-4daf-9976-519b85ee30d4","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 3","GIB Weatherline"
"785b3937-8c1d-4a0d-91ac-1a324c628c97","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 4"
"e4bf7be6-7067-4cf1-a3bd-647f37e58798","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 4","Upper Floor Slab"
"d60352fa-9c08-450e-a36e-0db181c46564","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 4","Precast Install"
"b19a7a54-f530-4f0b-b2b8-c8298ba910ac","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 4","Precast Install - Flat Slabs"
"ce3d526a-100e-4c7e-a457-154dd88521de","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 4","Window door Opening / Framing"
"30e11b70-a3d2-4880-8190-23477cbfd4cc","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 4","Framing to steel beam"
"dcf322e1-4f83-4032-ba2d-6ebd5b5a916a","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 4","GIB Weatherline"
"32382020-5fe9-4552-a883-48e9203154de","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 5"
"538e658c-68fb-46ee-ac40-8fe26580274a","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 5","Upper Floor Slab"
"05c7482e-0542-4566-a2c2-5da96d80f8dd","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 5","Precast Install"
"a5720f8c-ec13-4966-9280-ef250492cfad","","checklist-sectioned","work-in-progress","022008dc6d8b3dc39ccbc891c3c60c55f8ca9f7f2809adc7dd26f6b88d914951","checklist","FALSE","FALSE","Level 5 Slab","Grid 5","Precast Install - Flashing"
"1c09dc8b-6e4d-4a8e-8532-55d26031d008","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 5","Precast Install - Flat Slabs"
"28040dc5-12ac-49e9-b4c2-6fc440647522","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 5","Window door Opening / Framing"
"98cc0826-7a3f-45ae-ae67-16e6721e3aea","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 5","Framing to steel beam"
"0612b999-4a73-4605-8ff8-8e5eb8a63a63","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 5","GIB Weatherline"
"e69cefa2-4f88-476b-976e-6a4438ee6187","","checklist-sectioned","not-started","Roof Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 5","Roof Framing"
"a9d0c8dd-2e15-44de-a5a8-5b62a53decb8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 6"
"6853a52b-384e-4b72-a4f9-5eac4d0b0728","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 6","Upper Floor Slab"
"e8c8208c-422a-4d3f-98f1-7f25048df72b","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 6","Precast Install"
"6fb02242-6a9d-4c7d-99d3-d46d251c2f56","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 6","Precast Install - Flat Slabs"
"6e207c3b-66c0-4a2f-a7e4-ef89362d5df8","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 6","Window door Opening / Framing"
"12063faf-101a-41dc-bc45-eb2194428a16","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 6","Framing to steel beam"
"46e7d3d4-cb43-4afa-8171-06da9aeb97e1","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 6","GIB Weatherline"
"515a6a62-3375-4fa5-9b1b-871ab93cc5c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 7"
"8c0e1ea6-459e-46e3-9487-138aedcde3f8","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 7","Upper Floor Slab"
"b211cb97-2c61-4c17-a063-5c13a8393026","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 7","Precast Install"
"2c60eec1-fa0c-4636-97ea-1837ca578092","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 7","Precast Install - Flat Slabs"
"a4be1279-1f20-464b-85c9-ba26fede7acb","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 7","Window door Opening / Framing"
"82d66fc2-94a2-4a6f-88b4-c648b6f0d93f","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 7","Framing to steel beam"
"f813ab43-7176-4bc1-8e7a-14ea3d1ed9d2","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 7","GIB Weatherline"
"11094032-c18c-428d-bc59-b351dfae2b2c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 8"
"4c856e15-feb9-4b36-bf39-97f216b098a9","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 8","Upper Floor Slab"
"7cb33365-53d7-45b8-818c-930a21a05a82","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 8","Precast Install"
"d149d9f1-2244-4a91-8a92-6b9917883433","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 8","Precast Install - Flat Slabs"
"a6d877be-bbc3-460d-9a69-c3f55340e8d1","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 8","Window door Opening / Framing"
"38c91674-e325-42cc-a846-7df7d789a25e","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 8","Framing to steel beam"
"04038c06-8b16-4712-af7b-670b8729f1b8","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 8","GIB Weatherline"
"5f4d9ade-c2a6-44bd-9563-952f15b9d308","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 9"
"f169be3f-25c4-4f9c-b8a6-f62e6b650b87","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 9","Upper Floor Slab"
"c6623c5d-5f2d-4ba2-82a1-96d02004a451","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 9","Precast Install"
"3ab0d5bd-e9c0-4b71-83d0-81304e0c7792","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 9","Precast Install - Flat Slabs"
"ef575075-2983-4b72-b032-87751a4dcaeb","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 9","Window door Opening / Framing"
"2c8c9ee7-ea38-4d0c-be76-fcc6582f29c3","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 9","Framing to steel beam"
"6f279e82-6622-4954-82d1-0f11818c6ac8","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 9","GIB Weatherline"
"c864b4ce-c249-4932-98f5-ceb6bad72748","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 10"
"5739de53-c0c0-4a1f-a536-7bad63fa126f","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 10","Upper Floor Slab"
"d8d99d6a-c59f-48be-808b-530cab292bcc","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 10","Precast Install"
"c67d9a1b-df12-4152-8ca7-ed246cafe0f9","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 10","Precast Install - Flat Slabs"
"747d8944-39a9-4040-8fc0-379bb73c9cdb","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 10","Window door Opening / Framing"
"be6270f5-3e67-4344-a722-88e16d551499","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 10","Framing to steel beam"
"09210703-113b-453c-a877-2ad796e97b8a","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 10","GIB Weatherline"
"627185ce-62b6-4736-b353-09762020a7f6","","folder-normal","not-started","","step","TRUE","FALSE","Level 5 Slab","Grid 11"
"36df1803-3bba-4828-ba60-1c6b0179f943","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 11","Upper Floor Slab"
"24a88b23-5b2b-4560-b23d-3cdc074fe949","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 11","Precast Install"
"dddbf353-29c0-4284-9d89-2c8b9dedf211","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 11","Precast Install - Flat Slabs"
"aa6eb079-0ef0-4b29-aefb-cf8863f4fa28","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 5 Slab","Grid 11","Window door Opening / Framing"
"a5612053-1dee-4466-a723-52e825d5bd43","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 5 Slab","Grid 11","Framing to steel beam"
"6199d268-a018-4e07-8035-c0d3d9a9bafc","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 5 Slab","Grid 11","GIB Weatherline"
"8b5ed6fa-0fb9-48ce-a2e4-440eff3379a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 5 Slab","Grid 12"
"58d7afc5-740b-4030-aff5-bd01f3331e13","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 12","Upper Floor Slab"
"2553d144-fb71-40c7-8fa5-351e30e7ddce","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 12","Precast Install"
