PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED,REV,FORM_LINER,GROUT_M3,M12,M16,M20,M24,PSA12TI,PSA16TI,PSA20TI,PSA25TI,PSA12C,PSA16C,PSA20C,PSA25C,M12_GALV,M16_GALV,M20_GALV,M24_GALV,PSA12TI_GALV,PSA16TI_GALV,PSA20TI_GALV,PSA25TI_GALV,PSA12C_GALV,PSA16C_GALV,PSA20C_GALV,PSA25C_GALV,50_DUCT,60_DUCT,70_DUCT,100_DUCT,EDGE_LIFTER,FACE_LIFTER,FOOT_ANCHOR,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP1_GALV,CP2_GALV,CP3_GALV,CP4_GALV,CP5_GALV,CP6_GALV,CP7_GALV,CP8_GALV,CP9_GALV,CP10_GALV,NMB-5,NMB-6,NMB-7,NMB-8,NMB-9,NMB-10,NMB-11,NMB-12,NMB-13,NMB-5_GALV,NMB-6_GALV,NMB-7_GALV,NMB-8_GALV,NMB-9_GALV,NMB-10_GALV,NMB-11_GALV,NMB-12_GALV,NMB-13_GALV,R6-LENGTH,N8-LENGTH,N10-LENGTH,N12-LENGTH,N16-LENGTH,N20-LENGTH,N24-LENGTH,N28-LENGTH,N32-LENGTH,N36-LENGTH,N40-LENGTH
'14-65,APPROVAL,MIR008,L14,PANEL,'14-65,,GREY CONC,200,1.67,3.99,8.35,8.35,40,147.37,88.25,2585,3229,2585,3229,LMC10 ,10.0T ,NO,A,,0.069,,,2,,,,,,,,,,,,,,,,,,,,,,9200,0,10600,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,170298,0,26860,0,0,0,0,0,0
'14-66,APPROVAL,MIR008,L14,PANEL,'14-66,,GREY CONC,200,0.77,1.8,3.83,3.83,40,82.26,107.46,1185,3230,1185,3230,LMC10 ,10.0T ,NO,A,,0.048,,,2,,,,,,,,,,,,,,,,,,,,,,6800,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,79018,0,21260,0,0,0,0,0,0
'14-67,APPROVAL,MIR008,L14,PANEL,'14-67,,GREY CONC,200,1.42,3.38,7.11,7.11,40,129.61,91.19,2160,3290,2160,3290,LMC10 ,10.0T ,NO,A,,0.067,,,2,,,,,,,,,,,,,,,,,,,,,,9200,0,10600,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,145216,0,25400,0,0,0,0,0,0
'14-68,APPROVAL,MIR008,L14,PANEL,'14-68,,GREY CONC,200,0.97,2.29,4.29,4.29,40,89.21,92.31,1305,3290,1305,3290,LMC10 ,10.0T ,NO,A,,0.049,,,2,,,,,,,,,,,,,,,,,,,,,,7200,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88444,0,21980,0,0,0,0,0,0
'14-69,APPROVAL,MIR008,L14,PANEL,'14-69,,GREY CONC,200,1.71,4.08,7.76,7.76,40,139.06,81.34,2360,3290,2359,3290,LMC10 ,10.0T ,NO,A,,0.069,,,2,,,,,,,,,,,,,,,,,,,,,,9600,0,10600,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,158496,0,26200,0,0,0,0,0,0
'14-70,APPROVAL,MIR008,L14,PANEL,'14-70,,GREY CONC,200,1.72,4.11,7.83,7.83,40,140,81.23,2380,3290,2379,3290,LMC10 ,10.0T ,NO,A,,0.069,,,2,,,,,,,,,,,,,,,,,,,,,,9600,0,10600,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,159824,0,26280,0,0,0,0,0,0
'14-71,APPROVAL,MIR008,L14,PANEL,'14-71,,GREY CONC,200,1.65,3.94,7.5,7.5,40,135.31,81.93,2281,3290,2280,3290,LMC10 ,10.0T ,NO,A,,0.069,,,2,,,,,,,,,,,,,,,,,,,,,,9600,0,10600,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,153227.86,0,25882.64,0,0,0,0,0,0
'14-72,APPROVAL,MIR008,L14,PANEL,'14-72,,GREY CONC,200,1.28,3.05,5.82,5.82,40,111.18,86.68,1770,3290,1770,3290,LMC10 ,10.0T ,NO,A,,0.059,,,2,,,,,,,,,,,,,,,,,,,,,,8400,0,9200,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,119320,0,23840,0,0,0,0,0,0
'14-73,APPROVAL,MIR008,L14,PANEL,'14-73,,GREY CONC,200,1.6,3.81,7.28,7.28,40,132.15,82.54,2214,3290,2213,3290,LMC10 ,10.0T ,NO,A,,0.068,,,2,,,,,,,,,,,,,,,,,,,,,,9600,0,10600,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,148785,0,25615,0,0,0,0,0,0
'14-74,APPROVAL,MIR008,L14,PANEL,'14-74,,GREY CONC,200,1.19,2.83,5.96,5.96,40,112.95,94.78,1844,3230,1844,3230,LMC10 ,10.0T ,NO,A,,0.059,,,2,,,,,,,,,,,,,,,,,,,,,,8400,0,9200,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,122033.7,0,23899,0,0,0,0,0,0
