"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e486c396-d7b3-4e34-8478-7bd143c482c5","","folder-normal","fail","","step","TRUE","FALSE","Ground Floor"
"486de94a-5348-4697-aec9-c142a1fbf361","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-244"
"c21a204f-5e93-4293-a764-87a3f1a6df8a","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-245"
"e75506d9-75d7-4651-99ba-45a8bde3b35f","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P246"
"385ec1ae-3d80-444b-9512-7a37fc39c046","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P247"
"28531199-b878-4144-9d9a-eddc463c4d70","","folder-normal","pass","","step","TRUE","FALSE","Level 1"
"bd818213-4c15-4486-8e92-ad6c47b5ba65","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Level 1","L1-P201"
"e974700e-5e30-4063-9afa-3c657595083b","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Level 1","L1-P202"
"26dc55c5-439a-49ec-9a5b-d07296948b73","","checklist-sectioned","pass","cf3d9e32d6302d9902c75b10a202e3269195d8f30bb071a6a57d0b4697000bae","checklist","FALSE","FALSE","Level 1","L1-P245"
"bf67cea6-d98d-4b70-8a42-cdcebcd5ea6e","","checklist-sectioned","pass","cf3d9e32d6302d9902c75b10a202e3269195d8f30bb071a6a57d0b4697000bae","checklist","FALSE","FALSE","Level 1","L1-P244"
"9d2d9dbe-cc85-4c77-922f-8017c3808ac3","","checklist-sectioned","pass","cf3d9e32d6302d9902c75b10a202e3269195d8f30bb071a6a57d0b4697000bae","checklist","FALSE","FALSE","Level 1","L1-P243"
"2553e93e-713b-4d38-a894-2753336e9c7b","","checklist-sectioned","pass","cf3d9e32d6302d9902c75b10a202e3269195d8f30bb071a6a57d0b4697000bae","checklist","FALSE","FALSE","Level 1","R-LD01"
"8e2e4cba-5ae1-4852-9a7b-624cd9a8e0d6","","checklist-sectioned","pass","cf3d9e32d6302d9902c75b10a202e3269195d8f30bb071a6a57d0b4697000bae","checklist","FALSE","FALSE","Level 1","R-LD02"
"0e2ab5d5-c680-4ffc-9b93-d829ff1d1b71","","checklist-sectioned","pass","11430e519b8014465aed883be3210a5237ad94a778d31fc98541b9aa45a5997b","checklist","FALSE","FALSE","Level 1","L1-P244(2)"
