"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3714c3e8-10c5-4caa-b3d1-f75b8784d974","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA"
"ff4c44d2-9113-497e-bf80-1225617a2058","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Foundations "
"1e9a9708-65c6-454e-9481-a015ecdafa1b","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Foundations ","Retaining Wall"
"4e95ca6c-0864-4eba-bba6-8d437badf41f","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Foundations ","Retaining Wall","Retaining Poles"
"6171fd71-7449-4f11-a7d5-7b81c8c974ec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.4","Fitout"
"abf6c92e-c294-404a-85d1-5e09356e3cd2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.4","Balconies"
"606e0e63-5050-4ef4-ba26-29698810d386","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.4","Carpentry - Steel Stud"
"5a78807c-baf3-4548-9a75-e16c23231957","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.5"
"4ff7b70c-14fa-4a87-b14f-0dcde7486597","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.5","Fitout"
"ae3220f7-7450-4ef7-b1dd-fec04efcd903","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.5","Balconies"
"38a20f48-08a4-4fe7-8144-e18cb05f030f","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.5","Carpentry - Steel Stud"
"47c1d317-83ec-42a6-b55b-ed7fed67d660","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.6"
"4f7112f9-f51b-4614-95ad-a405cb752704","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.6","Fitout"
"a7478b84-2200-433c-80a3-37bdf5b66aa8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.6","Balconies"
"9eb74c8c-e614-40fc-86c8-50a0f6f0b4a2","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.6","Carpentry - Steel Stud"
"39cfe5ba-d755-4e8e-856a-1aff9d07da1f","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.7"
"9a517261-2b18-4514-8334-715ec8999dcd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.7","Fitout"
"0998eba9-75e1-4a60-b6e6-e8a638a74408","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.7","Balconies"
"ec716bf8-4a5e-4014-b4df-b4551fc2f360","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.7","Carpentry - Steel Stud"
"8bacd732-cb5c-466c-8474-173c6f34312b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Common Areas"
"59309b57-9944-4a3e-b103-e747f4c4c360","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Common Areas","Lift"
"f284e82f-23d4-4981-b6f0-486d5134e562","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Common Areas","Stairs"
"ef49f781-04d6-4714-aa9f-00c78e18b3d6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Common Areas","DP CPD"
"c3f14c9f-c0f2-48f1-a7b1-63af0b59b18d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor"
"a0e0af93-ffc8-47e6-a1b6-a3f6f54f8613","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments"
"e6b07dd3-fc10-42a7-a051-d7c9de8a791f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.1"
"71b73d8c-d84e-4996-adae-5d8e13f09fd2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.1","Fitout"
"35aca2b9-5363-48eb-aaa7-3bf0101b9b55","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.1","Balconies"
"1572a1d8-2f40-430c-9e7f-0bdb20b6c348","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.2"
"64e99b30-6a0e-4b36-b1c1-382bd4cdf1b0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.2","Fitout"
"e6b99c10-42fc-4696-89a6-b5657e4ad1df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.2","Balconies"
"a1677ed4-893f-4224-97fa-626c9f33e743","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.3"
"6859f998-75e6-4c47-9c17-c3c577f1a6f1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.3","Fitout"
"7098669b-6888-4540-a853-9cf3771415e8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.3","Balconies"
"761b3136-cf4c-42ef-b6aa-d8c5c81ec4cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.4"
"d6d95b38-f974-4bb2-8695-df027e3a99b8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.4","Fitout"
"e54be81f-3aec-4d1c-88a0-0db83c0df589","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.4","Balconies"
"71fe05d5-3034-4ecb-8313-6202cc816c15","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.5"
"96517514-0e81-435e-b150-90feb31b7824","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.5","Fitout"
"220484e4-c7ba-41e6-8b2e-dcf6cc619f0b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.5","Balconies"
"d4c431cb-9697-489f-8021-37f2aa7fad39","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.6"
"2326b071-5d8a-42b8-a263-ccd1f0a21e03","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.6","Fitout"
"1cb1451c-fdb9-4a55-9d77-d0bc0adfc8dc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.6","Balconies"
"2d931be4-4d8b-4efc-8033-29f159dbed3e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.7"
"97180232-68f3-48af-a00e-45d35d2f950e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.7","Fitout"
"dcbdff6f-95dc-4978-90e2-de2599b4d905","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Apartments","2.7","Balconies"
"ea674048-17ff-4c5c-9bc6-2542a064c729","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Common Areas"
"22d00597-9a06-4af3-9df1-4172a736c151","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Common Areas","Lift"
"fee36b4a-107e-4507-aaf9-5d1117aed9f8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Common Areas","Stairs"
"3f4c5d26-31a3-44a4-a450-5829bc38403e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Second Floor","Common Areas","DP CPD"
"770f648d-c243-47e8-9b9c-9974cb3800f6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor"
"fa874b06-7588-4b16-84d8-0d2a2ada2b69","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments"
"575cc75d-a0a4-4479-b559-b9f75906b08a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.1"
"ebaf6f11-4452-40d3-8309-404d875ec6b2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.1","Fitout"
"21af777b-6948-4474-bad6-f4378a048e0e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.1","Balconies"
"7107f9db-9fc2-4d4a-a40e-0cba3cc5b9c0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.2"
"8b76fa34-cb5a-42b2-8189-682aa5dd36db","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.2","Fitout"
"3ddc88a3-8dd0-4476-afea-d92a143cf6df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.2","Balconies"
"06ae4dc6-0bee-4c9a-a4ce-7ca7e0c4824f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.3"
"7c71d2c1-9286-4c7a-bebe-0019f09b98fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.3","Fitout"
"b9d65758-b9d6-4cde-af46-b4eef092201e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.3","Balconies"
"a77826f6-666d-4468-8616-a22daeddbbc4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.4"
"44e39a58-5da6-4dc8-bbed-52304725ec8a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.4","Fitout"
"ee2e08fe-c1fd-4177-9b74-85fa4fbe4fb2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.4","Balconies"
"2c0e0e60-2f5a-4d26-975f-6a29f5deee33","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.5"
"a26b0015-d2be-41fd-b1f5-7d9727f4c3da","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.5","Fitout"
"cc2fbc44-c32d-4e91-944e-207beefaff33","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.5","Balconies"
"162202ca-8a51-4f22-8142-e4ae7af9f2fb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.6"
"7ff42a4a-35d3-4f7d-b10c-b1953e82b90f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.6","Fitout"
"c52296ee-78e7-4325-ac2f-6de3c0e06ae9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.6","Balconies"
"1997e0d2-a07c-4d4a-8401-49b60f411674","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.7"
"947267f5-cb04-48b5-a7c1-9c088f188bf3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.7","Fitout"
"8a680ac9-bdcf-49b1-9738-008dd38a7948","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Apartments","3.7","Balconies"
"7c323567-7ede-4a9e-b5ed-10b89fe517ca","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Common Areas"
"a4ad2e05-a4fa-4059-886b-01056a835b2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Common Areas","Lift"
"6e8c25ae-dc66-451d-9ba6-c49de8ea6f61","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Common Areas","Stairs"
"ea6a4cd6-5566-4c7a-ba86-803e0067382a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Third Floor","Common Areas","DP CPD"
"11b58bd3-a3c7-402c-8c49-4abf1645adbe","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Facade"
"53775d5e-a548-41de-bd12-f73b2f16f6e9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Facade","Lower Ground"
"5801912f-d8db-4e80-ac32-bcf1f3507c62","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Facade","Ground Floor"
"7c316be2-5302-45a2-8a99-4c1e1e6302c4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Facade","First Floor"
"c9ce192b-6e0a-4a5b-9a73-3e257e153343","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Facade","Second Floor"
"4a9147f9-4b17-4458-b69d-a7e1a6a882d7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Facade","Third Floor"
"18eebee7-9824-483c-8b02-aaca60e717ef","","folder-normal","pass","","step","TRUE","FALSE","Consultant Inspections"
"538dc8e7-a94f-43e1-ace8-747f2ce98b8e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consultant Inspections","EDC - Civil Site Visit Reports"
"78ba73fb-52c9-45aa-bf71-e25359f0db30","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Consultant Inspections","Engeo - Geotech Site Visit Reports"
"b3aa413d-3531-4c08-b2fb-347ef8d3f9bf","","folder-normal","pass","","step","TRUE","FALSE","Consultant Inspections","Lautrec - Structural Site Visit Reports"
"ae8fde8c-fb64-4ce1-872a-c88bfc6cc643","","checklist-flat","pass","Add Consultant Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Consultant Inspections","Lautrec - Structural Site Visit Reports","Consultant Inspection -Inspection 1"
"7846a141-5fdc-45e9-8981-2c9e8a747c63","","folder-normal","pass","","step","TRUE","FALSE","Consultant Inspections","Surveyworx- Monitor Pins"
"bdbe57d9-f578-4973-9cf5-bfb2e204fdee","","checklist-flat","pass","Add Consultant Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Consultant Inspections","Surveyworx- Monitor Pins","Consultant Inspection - 18/06/2021"
"194b94f9-20a8-4b95-a865-1f08b2ca2af9","","folder-normal","pass","","step","TRUE","FALSE","Council Inspections"
"4fd45861-cdd6-41c0-b855-fd096d3c9c8f","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - 22/06/2021 PCO"
"7500cfce-5662-4483-aa32-33b5f1fe5bcc","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -06-07-2021 ACO Timber piling"
"d3d1e3db-9f17-4660-8391-b7721d1e1b95","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -20-07-2021 ACO"
"4879e715-d2f9-4d3c-9d89-4de55fb5aff9","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -03-08-2021 -ACO-  SED poles complete"
"0e0f1b6f-b183-4f29-8d02-20b5e1737a9e","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -05/10/2021 ACO - Building piles"
"7a9d2422-b774-43a8-9bfe-c1666e8d866f","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - 27/10/2021 SM for MV"
"39e4c2b4-0df3-41b4-8250-7cf7ecb46098","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - Remaining Piles ACO 04/11/2021"
"5db3009f-839b-4e4e-8736-7dcd02c25c4b","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IFO Foundations 24/11/2021"
"b6f58120-fefd-4fca-8c84-cfb8c2063e00","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - ITK 24/11/2021"
"89a78301-2fa5-4a5c-9ca7-8f9d83754973","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -ITK Membrane Tanking 01/12/2021"
"d6b16783-7b57-412c-a863-31729cbfa179","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - MV Nib Wall 02/12/2021"
"93659d6c-ac34-43e0-ac7a-5c87e7a9f8cd","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IFO Foundation 02/12/2021"
"0b4cc78e-3196-4bd7-a248-f5179d990a43","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IME Site Meeting 16/12/2021"
"99da46bd-a566-468f-bfee-a74a70e72c2a","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IPP Plumbing 14/01/2022"
"fb08a28c-16d3-441f-9c6c-e15c06fe5d18","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IPP Plumbing 18/01/2022"
"56a697ac-b22b-4c28-a596-4a944dd1fbda","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IPP Plumbing 20/01/2022"
"208a1d1f-29d9-48a2-8f28-bd5fd3dac383","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - IPP Plumbing 20/01/2022"
"69dc261a-e022-4ec0-9765-48c13bb4ddf2","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection - IPP Plumbing  24/01/2022"
"a733920c-e712-4d8b-b1a2-3b9dcce45c1e","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IME Site meeting 01/02/2022"
"c8991a52-ce46-4eb9-a250-007365137f38","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IME Site Meeting 18/05/22 "
"62e3fc96-7748-45cd-b3c7-5ac4dc5fe3a3","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -IME Site Meeting 14/04/22"
"25829114-4a69-459a-9cbd-2b264a725a20","","checklist-flat","pass","Add Council Inspection Checklist (V3)","checklist-flat","FALSE","FALSE","Council Inspections","Council Inspection -ISF Concrete Floor Slab 12/03/22"
"2c2ebcef-2e5d-4888-821e-132cd3eb8449","","folder-normal","not-started","","step","TRUE","FALSE","Test interior fitout"
"aabe4144-495b-4f93-a58b-23cb1f1e2358","","checklist-sectioned","not-started","386ae28366561e6fe779dca46ef6d03dd4513bd0fc51f4381194e6272bc10cc3","checklist","FALSE","FALSE","Test interior fitout","QA - Interior Fitout test"
"1b2527e4-f631-4107-81e3-07ce7906c1eb","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Test interior fitout","Carpentry - Steel Stud"
