"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc44f316-65af-4658-a916-8acccb901119","","checklist-flat","","SYS - Job Details Checklist (V1)","checklist-flat","FALSE","FALSE","Job Details"
"a184365c-6c00-4ce8-9630-0f3593ca1e64","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture"
"1149ba57-3fb5-4b6b-92bb-a6ab6eee47ba","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels"
"13270611-ddca-49d2-bbb2-734b4a5ea9bf","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A "
"8f6a35b1-8d7d-431b-a2ab-9e906ab24be6","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05"
"61016274-8afd-486a-890b-1085d28518b9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P33"
"f7f8ed23-8f54-42c2-bd1d-8d68c4d85354","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P34"
"f8acdcf5-4eb0-42be-9162-63e83d961fed","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P35/01"
"49b44c63-6b92-43ac-a119-521391404e57","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P35/02"
"c4c9710e-4736-4fcc-bf91-09086836e72e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P35A/03"
"b1f0523f-d702-4ecf-bfde-e990bcb7cad5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P35B/04"
"24c553b8-d306-4132-88c0-874325f37594","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P36/01"
"edf14d97-10c0-42b6-ad96-c38a31586f52","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P36/02"
"e3d69b44-528d-40c8-bbe4-ddf3e9216a17","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P36/03"
"11dbe951-45dc-4aa4-b22e-285b36b3118a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P36/04"
"1a028354-d32a-47fb-ade7-1d49d6e78308","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P37/01"
"d58f38c7-3a6e-499c-a4e5-05138c6aa047","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P37/02"
"3a16dad7-85fa-4de5-94a1-1b34808e2f41","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P37/03"
"af6cd863-0477-49bb-8731-427de1b24643","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P37/04"
"c2fb9a01-d8be-4fc5-88fc-49099b153a78","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P38/01"
"b1e667e3-ae6b-4d66-bf2d-0dfabddcf3a0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P38/02"
"2345560e-4a96-4c45-98ed-33cd23d1ca74","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P38/03"
"817ccadd-4d0a-4173-b454-d09dbb0c6d10","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P38/04"
"68f4955a-e4b2-44f3-9809-b9daa0c592e1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P39/01"
"8ff4ccaf-11e0-426d-b11b-c2161192a4d6","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P39/02"
"7ca69bd1-ff28-4b95-964f-1207dd17a407","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P39/03"
"e245180e-49da-4b40-bfc0-ea1343b015dd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P39/04"
"ff236e43-da48-4d3c-be1c-600fa6287ad0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P40/01"
"4cb639bc-d577-4fea-8c47-9083078cfa54","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P40/02"
"71dc4fed-81dd-40ae-9ba1-804bc9329507","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P40/03"
"92ca6b5c-c3c3-4ee4-abd0-f607c5d348a5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P40/04"
"718a46c7-dd4d-4f71-92d2-4407ef689e0e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P41/01"
"6214f873-9216-4bdd-a64a-3165091153bd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P41/02"
"f7e98bcb-af48-4978-a031-b1cc1161054b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P41/03"
"b5ee38c4-a908-4f6c-995e-505900b49232","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P41/04"
"e7b9b8d5-98c5-4cb4-80be-4e9ec1b68162","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P42/01"
"97812e1f-d075-44d1-898b-93959aec331c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P42/02"
"55d6ce5c-052a-4261-a9b4-5d49090f74fb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P42/03"
"9b3e2550-dccf-40da-87f3-444dd5e865b9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P42/04"
"99ec6384-fca9-4517-8f8a-5c25bdb636c6","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43/01"
"b4519dd0-9d09-4b72-a709-d461fccb122f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43/02"
"d0e08bb6-620d-484e-ab1b-ed9a873107f5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43A/01"
"648b9941-9fa1-409d-bd2d-e22a212a253e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43A/02"
"b263b295-bfc9-4de2-91b1-c337488afcf3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43A/03"
"e9889b5d-cc75-4b10-95a8-41b8018337e0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43A/04"
"d51f965b-df12-4e26-94b5-6f3915abe552","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43/03"
"af7b7b01-6c94-4b99-a728-44f8b877fac5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P43/04"
"7356e0f7-c5cd-443f-b4ea-509a8533eb9f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P44/01"
"9c0b84de-ce60-4770-9703-3f1124f69277","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P44/02"
"fb4b115e-cd7a-412e-a680-971b1114cd98","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P44/03"
"24ba0f70-181a-4c61-a506-d545cb55b43d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P44/04"
"703a6252-5894-4070-8eba-9ca79da6ef1e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P45/01"
"1fe814ba-b7d4-4bc3-87a6-2fa4cf190ee7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P45/02"
"94de8021-f32b-47ec-9580-45e476176b28","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P45/03"
"076287d8-4edb-49bf-a1eb-bda619173724","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P45/04"
"ac2b9ddb-2cc4-45b0-9f1d-ca1819820019","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P46/01"
"d7a4a1ce-e980-4d13-a295-1c7ac39064eb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P46/02"
"e00569ed-aec6-4247-9b19-962a453ec36c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P46/03"
"65340030-7699-49e0-a5e9-96bbf9934158","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P46/04"
"15ddd379-3954-4b7b-8f19-9f94913a8282","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P47/01"
"07bca8a1-6d02-4ce1-b691-da45231ee4cd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P47/02"
"b0e0d58c-8d3a-4191-93fb-7bdfe0081907","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P47/03"
"fd5e7724-77c9-4b1f-b70d-e8df93e9971c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P47/04"
"e9d91b4f-682a-4f4a-83f9-3a5391065572","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P48/01"
"644201e7-62c3-4782-9795-224b44044fb1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P48/02"
"0bd6fd58-a7cc-4a6e-b015-a423ce8953b5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P48/03"
"b16f0279-7002-4660-b615-0f2f49c1d3a3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P48/04"
"8938bb99-d096-4c46-962b-8967771dec5c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P49/01"
"47a72d42-224e-4702-b37d-f92e7c6e3d0c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P49/02"
"31a1fcf8-8a03-4787-b955-9f0cfd6db7d2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P49/03"
"7f6d0b80-5063-4ff0-ae8e-161cb21acaa3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P49/04"
"85adea6f-183e-4b3c-80fc-5c5b2525568d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P50/01"
"23ffd207-5a02-431a-b0ad-c1060e667359","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P50/02"
"b3f4a415-f8bf-44ef-b6a3-c18d2fe30372","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P50/03"
"ea9ad85f-92c7-4c1f-8ab4-f9731f51e7b3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P50/04"
"103a074d-7601-41a1-a926-48e7fb84359b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P51/01"
"5dd24768-ff47-4759-942d-3aed48036521","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P51/02"
"317f7628-60f0-4d4b-a7c9-33a70a86b9fa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P51/03"
"9ec1d05b-6788-4319-9d9a-b5c6875d9a57","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P51/04"
"023b05f8-4978-46fc-84c9-9070c8e6a513","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P52/01"
"6d334310-5033-4453-b673-eb5a8b7cce69","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P52/02"
"fc11c3af-1ded-44e9-b0a8-1ffc9f2507c9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P52/03"
"a1d416d8-ef62-465b-b9aa-aa4f3a603d87","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P52/04"
"64377d7a-1918-48de-b0ff-37a52e381722","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P53/01"
"2af747dd-13e0-4400-a74e-85faadb76028","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P53/02"
"453f0602-e375-40b7-b490-2becf867d77e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P53/03"
"b4ddd3f6-8514-491c-b37b-95487e310f5a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P53/04"
"c826d902-fa0d-48e8-9d3c-048e7c804183","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P54/01"
"0b226f02-2448-4354-a083-4b134787fdf6","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P54/02"
"1c31e264-7f34-48e4-a8f7-1837041531d5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P54/03"
"ffcf5cbf-0091-4d02-a0aa-dd726ad2bca3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P54/04"
"094cb812-7afc-4926-98ba-8127fa028782","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P55/01"
"0194fed5-d882-4311-9b43-a9ba51b11565","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P55/02"
"43220313-a599-4102-8461-e7a88b9e8d4f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P55/03"
"06b585aa-2b18-44df-aa8f-fd6622478683","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P55/04"
"ac55681a-a2ad-4d56-8903-fbc533b98ca4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P56/01"
"7726fa6c-f24f-488b-b7ae-ed0a5fa9addd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P56/02"
"ef4985ea-3aa3-4d11-aadc-1a0a247c13cc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P56/03"
"f6d8db91-98e6-4afb-85c9-eead84a2f512","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P56A/04"
"ad6f6d6e-464b-49ae-af55-4030ebb2f944","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P57/01"
"67cfc3bc-50fd-41b4-ae4f-87bedff4fd8c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P57/02"
"55f50a18-67b2-4f5d-968e-d69d46820f40","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P57/03"
"dc2f73ff-80a0-4234-9e12-fbe92db1146a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P57A/04"
"42dd4c39-dfc1-457d-ad49-f358aaf0ab54","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P58/01"
"c1b70ebf-2211-4e2b-b2e0-b30fab6df3bd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P58/02"
"56bfbc79-751e-4e4c-bc39-d5ba58a4de9b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P58/03"
"8327fcb6-9495-4591-b240-bd68cb4eb48e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P58A/04"
"304b7cb6-35b7-42b6-8e5a-ff7d3dd1bd27","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P59/01"
"1f55227a-c958-48a8-bc00-05edae1fb85a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P60/01"
"cbbba7a6-7306-466e-97db-5a0cf9cdc60d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P61/01"
"17f59c7f-e376-418e-a8c9-6f86eea0376c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P61/02"
"0962214b-4e6f-4050-a0ab-7a192c762ccd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P61/03"
"9b99385d-4633-48db-96cd-5029fe873056","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P61/04"
"f28ec3e2-914f-490b-a8c7-32db64731977","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P62/01"
"d963baa4-a263-4bc9-9613-e78c126daa97","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P62/02"
"38a281b0-11ad-44e9-b4d9-0b0fa73e13c5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P62/03"
"8c98be07-f49c-43fc-bcdc-7a85fb9e2291","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P62/04"
"00d45a5f-bbc0-41f9-a2c8-f38b985bf5fa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P63/01"
"9432f95b-30d1-4db8-853f-c0685e1395bf","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P63/02"
"9c10d15b-06e0-42fb-8c65-c96ed83fb5bb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P63/03"
"5a8f0d3f-8ded-495a-89e0-659a5127b420","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P63/04"
"047db349-053c-48e2-8c1a-21f595b07849","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P64/01"
