"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"619b67b5-7f61-4bcd-ac0a-f87274fe8d3c","","work-in-progress","","folder","TRUE","FALSE","Site Photos"
"ad9bfbb8-fb67-40ff-a85d-3f60397e5f39","","work-in-progress","","folder","TRUE","FALSE","Site Photos","November 2024"
"fbdcfe46-5e98-4bc4-b300-a0e1d7dfcd0a","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 096 - Base Slab Pour #96 | SB-01 SB-02","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"2a21f2f9-f8b1-4493-aaaf-4966ba79b918","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 096 - Base Slab Pour #96 | SB-01 SB-02","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"8a9bda95-973f-4bab-a023-430a9f5f049d","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 096 - Base Slab Pour #96 | SB-01 SB-02","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"d437956e-2857-404a-98af-850ee33efcf9","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 096 - Base Slab Pour #96 | SB-01 SB-02","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"adb78545-aeb2-4042-bde0-c68622666e20","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 097 - Wall Pour #97 | South Abutment Wall"
"a52bee6a-005c-470d-b9ff-3c33c3f14443","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 097 - Wall Pour #97 | South Abutment Wall","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"1ce3f901-57c7-408a-9339-fd9bdddd12cd","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 097 - Wall Pour #97 | South Abutment Wall","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"0775259f-75fd-419c-b6e3-dcceb0c3b33d","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 098 - Retaining Wall Pour #98 | South Abutment Walls"
"e08d281d-a662-4937-90ac-b2be75f5f30a","","not-started","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 098 - Retaining Wall Pour #98 | South Abutment Walls","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"93d65103-087c-4b78-bb76-57522acae37a","","not-started","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 098 - Retaining Wall Pour #98 | South Abutment Walls","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"5fefdaf6-563e-43de-8fab-63d4dce5de76","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 099 - Retaining Wall #99 | Type 4 GIS Retaining Wall"
"f5a21cda-e580-46b0-a177-c9c43140a4d3","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 099 - Retaining Wall #99 | Type 4 GIS Retaining Wall","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"3046ebe4-ab26-4724-9883-97bb5ae4219c","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 099 - Retaining Wall #99 | Type 4 GIS Retaining Wall","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"0b6f9961-363f-4bf2-8669-1497d7e61743","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 099 - Retaining Wall #99 | Type 4 GIS Retaining Wall","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"cdc5188b-217b-47a2-9e41-c298feee4e11","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 100 - 33kv Transformers Pour #106 & #xx | Bay 5"
"1c213e34-eae3-4a34-b1bf-a506198a87b1","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 100 - 33kv Transformers Pour #106 & #xx | Bay 5","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"228b8b8a-259a-473a-a835-0b118eb728f7","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 100 - 33kv Transformers Pour #106 & #xx | Bay 5","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"e0ccff03-e730-4e77-8c75-564aa3b36528","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 100 - 33kv Transformers Pour #106 & #xx | Bay 5","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"463f918b-d62d-4819-b2ed-286897f78f99","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","10. ITPs & FICs","(10.2) FRP","Lot 100 - 33kv Transformers Pour #106 & #xx | Bay 5","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"47df73dc-c6c3-46b4-a4dc-03cdf4c3a8e1","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage"
"5d2e1b9b-134b-45ce-b573-050747489016","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line"
"3c708840-93f3-45e7-81ec-8be94f9d63b4","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls"
"9181a4d9-9414-4083-9104-cb54f21f4e1c","","work-in-progress","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","""A"" Drainage Line - Subgrade Compaction"
"fd1ef57c-fae0-4230-8c0b-9f6a82f5cd9d","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A0 to A1)"
"9f9ba635-39fe-489b-a782-577a67eafb82","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A1 to A2)"
"abe68bbb-f2e2-41a4-928c-548d9bb2fc36","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A2 to A3)"
"04f8029e-4bf5-4261-b7e5-10bc11b8ce6a","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A3 to A4)"
"ffc0b74d-427f-4846-823d-013734e76c62","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A4 to A5)"
"e7633d96-a7f4-44d5-97b8-78dd28dd94b0","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A5 to A6)"
"88983ada-5698-41c9-a108-766998f48c69","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A6 to A7)"
"2dad31c2-c34e-4d2e-b173-e86ff6e6bf7b","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A7 to A8)"
"1cf5cbce-cf92-4590-ba90-2a0a56d9d30a","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A8 to A9)"
"57ecda81-8cc2-4ae4-a059-ea4bac8b02ca","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A9 to A10)"
"204cc1ce-851e-4636-ad4b-9fccc59ec387","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A10 to A11)"
"f4a3b8a3-e16b-4969-8b7f-1c2d5449f098","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A11 to A12)"
"dd7d14f8-323d-434a-ab1f-31528f1dacba","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A12 to A13)"
"5c7975c3-1afd-45d5-9b37-bb028831add3","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A13 to A14)"
"7921418b-64c9-4196-b115-43c8a55f0cad","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (A14 to Existing-1)"
"a097cb40-5552-4755-af59-b706995af1f3","","work-in-progress","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation"
"4c2d0541-4b0d-4810-8483-cf7ec82a96db","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 001 - ""A"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"a5767d38-5697-443f-8f06-12840b13489f","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line"
"8f450fd6-42be-47fb-9c28-4945c2055d70","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","Subgrade & Proof Rolls"
"7abaccd6-e873-4303-a9d6-977bdcdf27c0","","not-started","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","Subgrade & Proof Rolls","""B"" Drainage Line - Subgrade Compaction"
"ec8a2b8c-d7b3-48e9-b585-31a8c8c8ced0","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (B0 to B1)"
"9b788cf9-7fce-4238-8732-f46db31a673e","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (B1 to B2)"
"fe9b5618-6e8f-44a3-9053-8ad1b77a33cd","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (B2 to B3)"
"df168fe7-7d31-4d72-9bc4-16f1b9762875","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (B3 to A9)"
"5ae40588-29c0-4d4e-8a48-ba73f538a4f5","","not-started","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation"
"b7724502-49eb-46e5-b8e7-b05773576d9f","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 002 - ""B"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"d64b650a-2f92-495d-85ac-7b69735ddee3","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line"
"1fcbdb43-0972-4a99-8cf4-1df78ae09b59","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls"
"b5131a06-d647-49fe-85f7-4186978b9dde","","not-started","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls","""C"" Drainage Line - Subgrade Compaction"
"c278b955-e73a-4b78-a649-b3ee1ac2a9d2","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (C0 to C1)"
"facb43da-4c92-4222-bf2a-829c8bda4373","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (C1 to C2)"
"f35aa223-a14d-43a9-89de-c0733e7ec872","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (C2 to C3)"
"60a30783-5af8-407d-883f-c13148076c46","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (C3 to C4)"
"db48d3ee-cc12-4438-a455-b8780819b235","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (C4 to A14)"
"03960d9f-7cb7-4c96-84de-671bc9b8699b","","not-started","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation"
"8f25b54b-90ab-4e6f-a22c-063d95bda0d2","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 003 - ""C"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"26b56551-aaa6-4195-b8e9-b6f2c6542a1f","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line"
"d2b85ac8-71e8-4159-827b-b2978012316d","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line","Subgrade & Proof Rolls"
"c802dddd-625e-4ec6-b11a-b1f42c60c2ed","","not-started","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line","Subgrade & Proof Rolls","""D"" Drainage Line - Subgrade Compaction"
"6e2b21e4-cb27-46bb-beaa-8ad8bf796b19","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (D1 to D2)"
"ecaa03fd-e142-4e0c-8dc3-67306c428da0","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (D2 to A5)"
"ed00401e-7d69-4e3f-ae56-a34c448f39d7","","not-started","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation"
"b1934cfd-b8b3-4cc9-b62e-94fabbc3dc71","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 004 - ""D"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"805cf71f-bcd5-420b-83e9-046edb9a873e","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line"
"21e909e9-72a3-45ab-a956-a6e4c1c75c0f","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Subgrade & Proof Rolls"
"6cab7491-1043-48fa-9b1b-1873094e4e8b","","work-in-progress","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Subgrade & Proof Rolls","""E"" Drainage Line - Subgrade Compaction"
"76cbb359-3831-44fb-b2d8-e1aea5d25a5c","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (E0 to E1)"
"09653489-671b-47ae-944e-0d70d7c22267","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (E1 to E2)"
"75453405-45ac-49ac-9b2f-156b11fa53b4","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (E2 to A6)"
"7dc7299a-d46e-4455-a093-4014d4cf5153","","work-in-progress","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation -"
"0f20717b-7934-4b7e-b383-a9dcb0940e22","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"37da8e01-3317-4e23-b8c7-0d7441f6056b","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Site Pictures - E-0 to E-1"
"3ddac59d-0590-4aa8-98ed-dfb2e4767549","","not-started","Project Photos","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Site Pictures - E-0 to E-1","Bedding sand and backfill"
"d4b3f756-ca56-4cb0-afb8-d714989ff908","","not-started","Project Photos","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Site Pictures - E-0 to E-1","Trenching"
"9bbde5d7-7de9-48c2-8cd0-5d75a3a8e264","","no-status-not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Site Pictures - E-1 to E-2"
"b7bc380e-eeda-4c45-8f92-ac2e01729c58","","no-status-not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 005 - ""E"" Drainage line","Site Pictures - E-2 to A-6"
"83039f7c-fc56-41a2-9cb6-4fabf5b961ae","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line"
"dea76af2-4b25-4a05-99ff-a475b1cb7180","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line","Subgrade & Proof Rolls"
"122fb510-37b6-4824-8f6a-266eed77dec3","","work-in-progress","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line","Subgrade & Proof Rolls","""F"" Drainage Line - Subgrade Compaction"
"7982dc04-b2c6-49d9-a24e-cc8773ac6460","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (F1 to F2)"
"74a87f4b-c023-46d0-85de-29cd78c9be7f","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (F2 to A7)"
"7c4b260f-66c0-4af3-b55e-3d82c84cb197","","work-in-progress","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation -"
"c8b4c236-5fa3-4578-8450-fcd9b16d42bf","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 006 - ""F"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"4f6f08d3-28e3-429b-9729-2e4821406d45","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line"
"3ff45b7a-aa83-4f8e-897b-9634c88a693d","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","Subgrade & Proof Rolls"
"4002486e-59b4-4b27-92e7-b35489852a91","","work-in-progress","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","Subgrade & Proof Rolls","""G"" Drainage Line - Subgrade Compaction"
"716070f4-8ea7-4b5e-a379-46de76c6c5da","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (G0 to G1)"
"d7ae88b8-b4d2-4aef-8d38-118c3c9650be","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (G1 to G2)"
"9cb0d42d-c9d9-4917-be00-430ce66175a0","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (G2 to A8)"
"cf823d27-c169-4c8b-8bc0-b02d3390972a","","work-in-progress","RR-SEPD-BESS-FIC-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","RR-SEPD-BESS-FIC-005-01 - Drainage installation -"
"5d2d0633-7b06-4e66-bd05-02f3347fdf1c","","not-started","RR-SEPD-BESS-ITP-005-01 - Drainage installation","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 007 - ""G"" Drainage line","RR-SEPD-BESS-ITP-005-01 - Drainage installation"
"ae5c0a6b-457e-4492-9b36-8f1e11b33842","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 008 - ""H"" Drainage line"
"2abc0c5b-2156-46ec-b0d4-4c17b9fd68ae","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 008 - ""H"" Drainage line","Subgrade & Proof Rolls"
"d94b6621-0b1f-4d82-a6b6-6bb38e7151b1","","not-started","General QA Checklist","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 008 - ""H"" Drainage line","Subgrade & Proof Rolls","""H"" Drainage Line - Subgrade Compaction"
"c0d6064d-ae7c-4e9a-8ec8-803f4f6af51a","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 008 - ""H"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (H1 to H2)"
"929c8c7e-c76f-440e-ac3f-22d57d7ce8d5","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.3) Drainage","Lot 008 - ""H"" Drainage line","Subgrade & Proof Rolls","ROBAR FIC | Subgrade | Proof roll (H2 to A10)"
