"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a3b2bac9-d76e-4edc-94af-457d064b7559","","fail","","folder","TRUE","FALSE","Ground"
"72a7d7e8-876f-4224-861f-2d866de42dc3","","fail","","folder","TRUE","FALSE","Ground","E001"
"637c8a0e-8cea-47f6-acbc-27016e65ef3c","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","E305","Deck balustrades"
"bf51bfc0-97fd-4dc9-afc7-2ddab7ab2a1c","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E305","Balustrade screen"
"f1113985-de91-463b-9d96-e3bbafca3049","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E305","Return"
"ff65502f-f60a-4d81-94a4-c8800f3b558a","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E305","Main shower"
"31e9cf7c-b0e5-499c-b040-19e6cd714a66","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E305","Ensuite shower"
"bd918c35-c0b2-4f4c-ba4d-7b6e0f93f674","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 3","E305","Mirrors"
"9082d569-49a8-4881-8187-39a2f3c08797","","not-started","","folder","TRUE","FALSE","Level 3","E306"
"6484d2e0-136f-4a70-88a9-a01151b3a1ff","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","E306","Deck balustrades"
"cb2b4efa-f770-46e2-8fd0-ac03fbb977d1","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E306","Balustrade screen"
"043af363-f0db-47c9-8555-f29d3b39b1d9","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E306","Return"
"cdd87243-bfd2-4b67-bb2a-bc76d81f0890","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E306","Main shower"
"a944c1fc-37f2-4329-86ca-a7374d71885e","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E306","Ensuite shower"
"28e95276-f4dc-4789-a0f0-21ea0782df0a","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 3","E306","Mirrors"
"af0826cd-ca0e-4b71-ac2b-911e941a961d","","not-started","","folder","TRUE","FALSE","Level 3","E307"
"c9704544-cef7-499d-b6a0-812d4c7bc41f","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","E307","Deck balustrades"
"6bf0766a-927f-4d49-b4bd-2ae8c63a0bc9","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E307","Balustrade screen"
"6db98db6-a354-4ab6-8524-31196e90a927","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E307","Return"
"f4329aa3-bb2c-4137-a42b-619dff3f75ac","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E307","Main shower"
"b5a476bb-c053-45a6-9d69-2fadca983de1","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E307","Ensuite shower"
"ba8b9a2e-8986-4637-87b6-7f45d22f77f2","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 3","E307","Mirrors"
"2c39e1af-09f5-4142-b04b-0c755713f040","","not-started","","folder","TRUE","FALSE","Level 3","E308"
"685c7656-2160-426f-8402-b1342f2343e9","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","E308","Deck balustrades Left"
"937092ea-3050-426d-883b-b82d88f20ba5","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","E308","Deck balustrades Right"
"9f8f53a8-a3ea-4734-b088-fcedfd7433ac","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E308","Balustrade screen"
"217d8770-bae7-4a46-9b99-4001df1d6168","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 3","E308","Return"
"5fb47021-34df-4ada-aeeb-18e5fea484a9","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E308","Main shower"
"d75244ba-1289-4232-ad2c-787af572180d","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 3","E308","Ensuite shower"
"70f78ea6-caf9-4971-abdb-103e93f714a7","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 3","E308","Mirrors"
"1bccbde4-c71c-4028-8eb7-b5c667a53988","","not-started","","folder","TRUE","FALSE","Level 4"
"3d1e42cd-40d1-4dfd-94fa-775170c9a91d","","not-started","","folder","TRUE","FALSE","Level 4","E401"
"6dabc400-94dd-4062-b08c-24644eb5e6f7","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E401","Deck balustrades"
"8bafd8e8-7576-4e4f-9bb1-188a06208492","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E401","Balustrade screen"
"a2abe214-6989-40da-b4a8-d65be2186417","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E401","Return"
"b8c7a964-e25c-44b8-b87a-77a119732331","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E401","Main shower"
"6b31bc59-1571-4728-9601-f53bf23f0832","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E401","Ensuite shower"
"d807f562-17e1-4168-a302-42d68bda79a0","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E401","Mirrors"
"e1b7f9ed-cecb-48fa-9682-d42c83a09104","","not-started","","folder","TRUE","FALSE","Level 4","E402"
"35d7d361-52f9-4be2-96ad-288bcfd4ffa8","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E402","Deck balustrades"
"9ab9a7f1-6bd8-4316-ac1c-106d760d2d9e","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E402","Balustrade screen"
"6af19259-ea28-4644-a3e7-d6947eba91a5","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E402","Return"
"d712e0e9-af2f-49c4-9780-730b2221a70d","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E402","Main shower"
"78a4a86d-db77-409e-970d-24befca93ebe","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E402","Ensuite shower"
"22d67fa0-94cd-4731-ae85-0ad8cffe5a60","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E402","Mirrors"
"e013207c-1086-4e8f-b788-340709ffcdac","","not-started","","folder","TRUE","FALSE","Level 4","E403"
"ff59c4e2-ab8a-4b91-b15f-cc50ece9797b","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E403","Deck balustrades"
"ca5a66b5-7631-4594-9e13-24f2b5b90b29","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E403","Balustrade screen"
"d1ff1929-21d4-42a8-9053-033144e0970b","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E403","Return"
"6118eb8f-b929-4fc8-961e-811148b2d70e","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E403","Main shower"
"3ce077c3-0df5-4182-b84f-0027f19b8552","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E403","Ensuite shower"
"b45e82f7-619b-4523-99cd-0bf291c5b467","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E403","Mirrors"
"3db43942-2732-47b0-88ec-f70e0a4b312a","","not-started","","folder","TRUE","FALSE","Level 4","E404"
"76720b92-feb3-4544-9cd8-a0b470af175e","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E404","Deck balustrades"
"9b72066b-5933-4567-8522-b94db20abf68","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E404","Balustrade screen"
"dac9abf5-3ad6-480f-9660-699f3f94ff9e","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E404","Return"
"dbc4c429-7ed0-459b-9523-988bf7d8707f","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E404","Main shower"
"51247e05-d8c7-4a7c-bdb4-9e315f4029d0","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E404","Ensuite shower"
"ed7a0ff8-4870-42ff-8202-dd33d03ca5d8","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E404","Mirrors"
"c0ff2ee4-3a55-4830-bef3-db5bd583ca98","","not-started","","folder","TRUE","FALSE","Level 4","E405"
"8caf6ed6-e496-40dd-af04-fcc11923b50c","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E405","Deck balustrades"
"ba92e83b-0269-4afc-9d33-9e18db179bdb","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E405","Balustrade screen"
"451705d2-7a10-4d33-a844-e70972c4a28f","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E405","Return"
"121f0932-903a-4c66-81c2-f7c95b271d7f","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E405","Main shower"
"a21c0966-3e1b-4cd4-bf7f-3c7b6989fe4f","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E405","Ensuite shower"
"5ecbf1e4-698e-4591-99f7-a0aac6658fbe","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E405","Mirrors"
"c6abacfe-3ff0-4f64-bfb9-6541057d17eb","","not-started","","folder","TRUE","FALSE","Level 4","E406"
"d306b8b3-a61f-4fac-85dd-76546e6ccaf8","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E406","Deck balustrades"
"2d2b21ee-f1bc-48b4-b0cf-8df39a5dacd1","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E406","Balustrade screen"
"e764cc91-3e53-4c81-82ec-87cc9a593339","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E406","Return"
"6a820828-e3ff-493e-8c57-630cb779a902","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E406","Main shower"
"9d42cc2d-9cf2-4859-8c34-5c81902d048d","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E406","Ensuite shower"
"5f0d839c-2759-4c9d-9665-0d34150eb45a","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E406","Mirrors"
"ae1114a4-e9d7-4ea9-9ed8-489c5ef2ba70","","not-started","","folder","TRUE","FALSE","Level 4","E407"
"8a73de3d-ec5d-4597-9031-fe68feddd3d6","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E407","Deck balustrades"
"14e452cc-45b2-429f-920c-ce84babdc3b7","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E407","Balustrade screen"
"922abdb5-16bc-4d05-b5cb-781093e4eb67","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E407","Return"
"5350a85e-cdae-4af4-94f4-a28d7d1d14c4","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E407","Main shower"
"264cf62f-7e19-4cd9-9410-fd628474ae6b","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E407","Ensuite shower"
"2c7e8947-7889-4716-9b42-6fbef52a9383","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E407","Mirrors"
"ab52b254-a738-4eda-a882-fcae5719df6c","","not-started","","folder","TRUE","FALSE","Level 4","E408"
"62ab74b8-536b-4787-90b8-3a3cec52437e","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E408","Deck balustrades Left"
"c017bf83-47b5-4592-8149-187684d09f04","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","E408","Deck balustrades Right"
"c2a7e156-d836-47b1-9614-00ac4e963c40","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E408","Balustrade screen"
"5c8610cf-5ac7-4e52-bcab-13ecfdd0bb02","","not-started","QA - Framed Fixed Glazing","checklist","FALSE","FALSE","Level 4","E408","Return"
"49edb5eb-7690-446d-8f86-b55a22d2fc6e","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E408","Main shower"
"40ef63fc-1af4-45ee-b32a-e1b4c7c1ccba","","not-started","QA - Showers","checklist","FALSE","FALSE","Level 4","E408","Ensuite shower"
"ca94ea9d-0b21-4e7e-8ae8-b71caabbbaef","","not-started","QA - Mirror/Splashbacks","checklist","FALSE","FALSE","Level 4","E408","Mirrors"
