"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5cc1b28a-db5c-483d-a739-5765306f30c3","","work-in-progress","","folder","TRUE","FALSE","Building A"
"9f531ad0-29b9-471f-98ad-87321561b05a","","work-in-progress","","folder","TRUE","FALSE","Building A","Ground"
"8ede76b3-a3fa-4fb7-9d70-dc4b5354e602","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.11"
"a3b563f3-84db-4511-b7ac-2228ab81da0b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.12"
"994bbfd1-ba5a-453a-9b5c-91b0f505ab3b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.13"
"8f2650e7-c1a7-4458-aa1f-afb99fb44fa6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.14"
"c3e99fe5-d398-4b95-8987-a4759d3d03ab","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.1"
"415ae122-4077-4526-a340-35cdd293c936","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.4"
"efe386cf-f6ca-48f9-95f4-1504d93d0f21","","pass","","folder","TRUE","FALSE","Building D","Level 2"
"b39697e2-4c32-4b20-ad41-2fd19f131751","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.2"
"5f40af7f-1415-43a0-a8e5-d184a23158ca","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.3"
"22dbcdc5-c36f-4966-be5d-75f0e023e0d7","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.5"
"91ebfef8-a5a5-488a-b004-afc02300bdfb","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.6"
"b2004f54-547a-424e-8f51-48f7b65cb25e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.7"
"709e8152-cf66-4fe1-b4d7-623ba740539c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.8"
"9554ce2f-fcac-4e65-9914-eabdc7459160","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.9"
"32372e4a-c29c-4a13-8f35-f6bfd972dbd6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.10"
"bbc83423-b64d-47a2-8f95-c987045a8369","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.11"
"a6e91768-accb-44f8-a8f7-85f393d9b52b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.12"
"59bcef37-9c5f-44d8-9b6e-bde43c41d58a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.13"
"ff6b3843-10f7-4c3f-8db9-24c8855fed97","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.14"
"6cfc025d-dd26-44c0-b94e-c967bc83ad98","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.1"
"91bc1ad9-57e6-4d5b-a67e-bec46c2b19b6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 2","W2.4"
