"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d57bc1-7337-4e17-a6ec-cf6206a0fd1f","","fail","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders"
"f1979c44-56b0-4cdd-8b4c-c7a67c162f44","","work-in-progress","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders","#4 W3- W2.04 Living (UA02) SD"
"9aecda2e-0b89-4777-b17c-edfc0d6605b7","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#10 W15-W4.12 Bedroom (UJ04)","Installation"
"3d739e40-8f9d-4e8d-a442-1f93d32111bc","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#10 W15-W4.12 Bedroom (UJ04)","Glazing"
"59fb8e51-faf5-4449-b149-46f9c695add2","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#10 W15-W4.12 Bedroom (UJ04)","Performance Tests"
"a8d93bc7-72b2-421a-9206-631af4e0e1b4","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#10 W15-W4.12 Bedroom (UJ04)","Handover Checklist"
"9b767da7-76dc-4c1c-9b22-46acdc3c63d5","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#12 W5- W4.14 Kitchen UJ04 40mm SEISMIC"
"d7542d4b-b317-452d-aa2e-8be4be23b27d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#12 W5- W4.14 Kitchen UJ04 40mm SEISMIC","Pre Install Checklist"
"d0aca8c7-1562-4501-94ee-99cd4d5ab6d8","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#12 W5- W4.14 Kitchen UJ04 40mm SEISMIC","Installation"
"0db83554-1bb0-4d66-8d7e-8b35169865ed","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#12 W5- W4.14 Kitchen UJ04 40mm SEISMIC","Glazing"
"cbb055ec-1ffb-4454-8401-871e7c065d52","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#12 W5- W4.14 Kitchen UJ04 40mm SEISMIC","Performance Tests"
"d8889174-d46c-4d37-a819-48dceeaaa369","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#12 W5- W4.14 Kitchen UJ04 40mm SEISMIC","Handover Checklist"
"6c8954ed-fa92-43b3-b2df-3592e55f303c","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#13 W1- W4.16 Bedroom (UI04)"
"2fd48e7e-cf5c-46aa-aae9-5a2ded8013e7","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#13 W1- W4.16 Bedroom (UI04)","Pre Install Checklist"
"8be79d72-f70a-4a41-b298-3912efaddeb2","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#13 W1- W4.16 Bedroom (UI04)","Installation"
"0a95f506-7e04-41c8-a969-190baa79c934","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#13 W1- W4.16 Bedroom (UI04)","Glazing"
"0b1ccbb9-766d-40c9-985c-d3a1f029f2de","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#13 W1- W4.16 Bedroom (UI04)","Performance Tests"
"16b1662a-ee6f-47b6-8fcc-0899e2239626","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#13 W1- W4.16 Bedroom (UI04)","Handover Checklist"
"9458124b-71f8-4dc2-8091-497edeabde1b","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#14 W2- W4.17 Bedroom (UI04)"
"156485be-3be1-4a66-b857-7a1171b9c31f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#14 W2- W4.17 Bedroom (UI04)","Pre Install Checklist"
"aa6c0aae-4fa9-4827-bffb-15817128cfe8","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#14 W2- W4.17 Bedroom (UI04)","Installation"
"a100d2c4-c076-4e74-8cc0-fd27a425fb84","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#14 W2- W4.17 Bedroom (UI04)","Glazing"
"8cad279f-0567-4a7a-b459-18360e108e29","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#14 W2- W4.17 Bedroom (UI04)","Performance Tests"
"aabd1f00-2a3a-4325-92d3-edd6a793ad6e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#14 W2- W4.17 Bedroom (UI04)","Handover Checklist"
"84610ce3-ecda-442f-86d7-ae2b1c09e26a","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#16 W1- W4.19 Bedroom (UH04)"
"b048a32a-aa56-4324-a8e9-1c2af10f95f8","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#16 W1- W4.19 Bedroom (UH04)","Pre Install Checklist"
"aba0dcd0-0ada-4e8d-b6a8-234f54b64605","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#16 W1- W4.19 Bedroom (UH04)","Installation"
"311142fc-60f5-4631-8686-bc2d54231599","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#16 W1- W4.19 Bedroom (UH04)","Glazing"
"9dc70701-e29b-457f-b4f3-a5a91a3e6fe0","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#16 W1- W4.19 Bedroom (UH04)","Performance Tests"
"53e067dc-bb92-468b-9a1f-a80ffea92e9f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#16 W1- W4.19 Bedroom (UH04)","Handover Checklist"
"b88bec10-27b5-49d8-8642-07f854088f14","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#17 W2- W4.20 Bedroom (UH04)"
"aa1efe79-8fcc-49ff-ade9-0ae05e6c4cf1","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#17 W2- W4.20 Bedroom (UH04)","Pre Install Checklist"
"2599c6f9-d9ac-4bb0-9e0c-57000a567ac4","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#17 W2- W4.20 Bedroom (UH04)","Installation"
"d4dfb91e-bb60-4239-9062-1df181797685","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#17 W2- W4.20 Bedroom (UH04)","Glazing"
"58e94bb1-5b70-4c86-922c-54ae413a32fb","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#17 W2- W4.20 Bedroom (UH04)","Performance Tests"
"9c55c570-7f23-40d9-bceb-571dc1eb67f8","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#17 W2- W4.20 Bedroom (UH04)","Handover Checklist"
"69767d75-72c0-4cf4-ab66-50e0f73f0718","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#19 W1- W4.22 Bedroom (UG04)"
"46529fd8-9419-4fda-bfe3-4841b71dc6d6","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#19 W1- W4.22 Bedroom (UG04)","Pre Install Checklist"
"9da7c775-d922-4645-a5e0-1435408e1c51","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#19 W1- W4.22 Bedroom (UG04)","Installation"
"da870938-03ce-4ba3-ac26-7bd84c23916a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#19 W1- W4.22 Bedroom (UG04)","Glazing"
"a024f385-4590-4d00-aeac-11560dc96e85","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#19 W1- W4.22 Bedroom (UG04)","Performance Tests"
"34f41b9b-1de3-4b49-b164-1757daabe12d","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#19 W1- W4.22 Bedroom (UG04)","Handover Checklist"
"db657b99-2c40-4687-b7cc-80fb3535b6cb","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#20 W2- W4.23 Bedroom (UG04)"
"21d7e196-1f74-4c83-9b7c-60ac4942e495","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#20 W2- W4.23 Bedroom (UG04)","Pre Install Checklist"
"31da9254-d130-47ba-b04a-f0bd32d5993f","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#20 W2- W4.23 Bedroom (UG04)","Installation"
"b3ee7e21-3148-459e-8d3d-518054eaaddc","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#20 W2- W4.23 Bedroom (UG04)","Glazing"
"b3cf1b2a-82f5-4646-be36-72a0666b3cdb","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#20 W2- W4.23 Bedroom (UG04)","Performance Tests"
"4c6e5d1e-fedc-4066-af35-2960920e6915","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#20 W2- W4.23 Bedroom (UG04)","Handover Checklist"
"f0ad9b30-d4ef-4bca-b0f9-6447851f8eb1","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#22 W9- W4.25 Bathroom (UF04)"
"d2b7d074-d0eb-4f0c-b281-a0648dbc8ba4","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#22 W9- W4.25 Bathroom (UF04)","Pre Install Checklist"
"99334880-baa4-42e4-97b8-19632af1f795","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#22 W9- W4.25 Bathroom (UF04)","Installation"
"7e40cafd-86d1-456c-9c3b-4b4128aae11a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#22 W9- W4.25 Bathroom (UF04)","Glazing"
"305ab6fa-5c7c-4f69-bebd-323b17d78925","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#22 W9- W4.25 Bathroom (UF04)","Performance Tests"
"5436a8b6-69a0-42b4-aa5e-19a236fa64c0","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#22 W9- W4.25 Bathroom (UF04)","Handover Checklist"
"64c7b248-40b6-4d9d-ac09-2daae09a1f4d","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#23 W10m-W4.26 Bedroom (UF04)"
"9c6144f5-b0e7-4bc4-a5b0-179ebc657e91","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#23 W10m-W4.26 Bedroom (UF04)","Pre Install Checklist"
"150675fa-0c89-44b7-ae00-cabdb1d47401","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#23 W10m-W4.26 Bedroom (UF04)","Installation"
"d5e640e9-2630-4f0a-8ad7-3c65dcbccff6","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#23 W10m-W4.26 Bedroom (UF04)","Glazing"
"946f83e7-da0c-4336-9ae7-12c1fc06e071","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#23 W10m-W4.26 Bedroom (UF04)","Performance Tests"
"493bcfef-a1a3-4d74-81e6-03d1accfe291","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#23 W10m-W4.26 Bedroom (UF04)","Handover Checklist"
"b41baed8-bc2a-41cc-9943-08511392da25","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#26 W10-W4.30 Bedroom (UE04)"
"04ac83c5-1a45-421b-ac12-af7e75da0f03","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#26 W10-W4.30 Bedroom (UE04)","Pre Install Checklist"
"1bbe8ac1-6007-4fc8-9b38-207b3c14bcc8","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#26 W10-W4.30 Bedroom (UE04)","Installation"
"805768e1-b309-4356-b138-ef4e496cace0","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#26 W10-W4.30 Bedroom (UE04)","Glazing"
"ec853fec-a331-4fdb-b067-e3799ff25cf1","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#26 W10-W4.30 Bedroom (UE04)","Performance Tests"
"a51b5038-dc13-4677-b583-ff4233a0bb8e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#26 W10-W4.30 Bedroom (UE04)","Handover Checklist"
"e6225828-4acf-4b7a-b8a4-f580a6bfdd52","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#27 W9- W4.31 Bathroom (UE04)"
"da735aed-e81e-4e41-8579-a05557415db3","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#27 W9- W4.31 Bathroom (UE04)","Pre Install Checklist"
"9220dd9b-f303-4c99-98e4-8e09f024b57e","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#27 W9- W4.31 Bathroom (UE04)","Installation"
"7ed09949-a761-45de-b60a-84601bd4108a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#27 W9- W4.31 Bathroom (UE04)","Glazing"
"1cbf8a60-10f7-4a96-adbc-509d61b169c6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#27 W9- W4.31 Bathroom (UE04)","Performance Tests"
"c9458e6a-0b78-4292-bf9c-da4090164a34","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#27 W9- W4.31 Bathroom (UE04)","Handover Checklist"
"2dacbda7-41ba-48bc-887f-6f32a59f1fb5","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#28 W1- W4.32 Bedroom (UD04)"
"a9836de1-3265-46f1-b121-7ad137bcaa6f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#28 W1- W4.32 Bedroom (UD04)","Pre Install Checklist"
"43ae3ce2-43ef-4ae3-898e-121fd2add5a4","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#28 W1- W4.32 Bedroom (UD04)","Installation"
"4dad071a-e48a-4c2d-95b0-24ccae3709d7","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#28 W1- W4.32 Bedroom (UD04)","Glazing"
"8553776c-53bf-4601-b715-85ea73e08aaf","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#28 W1- W4.32 Bedroom (UD04)","Performance Tests"
"2a09104f-2b16-46eb-900a-ac66bc19ac5a","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#28 W1- W4.32 Bedroom (UD04)","Handover Checklist"
"19a6f2d9-f1ef-4c44-b20a-590558f07722","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#29 W2- W4.33 Bedroom (UD04)"
"9fcded2f-1151-4487-b6f2-9d52ded185c2","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#29 W2- W4.33 Bedroom (UD04)","Pre Install Checklist"
"27d3fcfb-4124-47ed-879b-d2f1318e899f","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#29 W2- W4.33 Bedroom (UD04)","Installation"
"62d31a84-7ce4-408a-bca7-a1f6d1fdd02d","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#29 W2- W4.33 Bedroom (UD04)","Glazing"
"fc9ed4d1-77e6-4eae-8486-0e26a3896e38","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#29 W2- W4.33 Bedroom (UD04)","Performance Tests"
"cd2750a8-bf2e-4e40-841b-fd977469bb82","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#29 W2- W4.33 Bedroom (UD04)","Handover Checklist"
"57ada410-0900-431a-af2f-f827f3f1e41e","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#31 W1- W4.35 Bedroom (UC04)"
"8a250dfb-03b9-4762-83c4-49cf189c3a6e","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#31 W1- W4.35 Bedroom (UC04)","Pre Install Checklist"
"01a0f83d-db13-4e35-9499-df560050e3eb","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#31 W1- W4.35 Bedroom (UC04)","Installation"
"d48dce24-0b09-4a3e-8463-d6cdeb1fd870","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#31 W1- W4.35 Bedroom (UC04)","Glazing"
"b1c6a53d-e9c5-44ae-bc97-8c78f100a22c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#31 W1- W4.35 Bedroom (UC04)","Performance Tests"
"c0744084-ebfb-42f8-8308-ee877abcf9db","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#31 W1- W4.35 Bedroom (UC04)","Handover Checklist"
"a49ebd54-7463-48e4-bd98-5e4634303068","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#32 W2- W4.36 Bedroom (UC04)"
"5a4b8145-4571-49a4-b0ed-70891b309b47","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#32 W2- W4.36 Bedroom (UC04)","Pre Install Checklist"
"0762e922-171f-4cb5-971e-3b7bfb91e8ce","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#32 W2- W4.36 Bedroom (UC04)","Installation"
"9c849b60-2f3e-4356-8ba8-9af549f60592","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#32 W2- W4.36 Bedroom (UC04)","Glazing"
"e04bf253-1b62-4997-84b9-e1778aecba39","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#32 W2- W4.36 Bedroom (UC04)","Performance Tests"
"e61d6c07-fb2d-4d51-ab34-8e1a0ee1f9a5","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#32 W2- W4.36 Bedroom (UC04)","Handover Checklist"
"1fd4761f-7d19-4941-805e-51960456ceee","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#34 W1- W4.38 Bedroom (UB04)"
"dae9a7b4-fc02-40e4-bc3f-89d7194cd719","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#34 W1- W4.38 Bedroom (UB04)","Pre Install Checklist"
"2a81efe8-cd8c-4b7d-9029-bc86f127a9bf","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#34 W1- W4.38 Bedroom (UB04)","Installation"
"de4267ed-dd81-4dd9-a5b7-7dc8ccbba0f9","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#34 W1- W4.38 Bedroom (UB04)","Glazing"
"e742c5af-5f08-4018-9ea4-102eb3b89760","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#34 W1- W4.38 Bedroom (UB04)","Performance Tests"
"1867e36e-8c8e-4510-9283-bf8a9dc6e8bc","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#34 W1- W4.38 Bedroom (UB04)","Handover Checklist"
"56a693ac-c47e-4aa8-a66d-18c026b5debf","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#35 W2- W4.39 Bedroom (UB04)"
"880847f1-d703-4a37-9489-f9b90584913d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#35 W2- W4.39 Bedroom (UB04)","Pre Install Checklist"
"0145632d-47ba-4bcd-855c-e1350c0f59c8","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#35 W2- W4.39 Bedroom (UB04)","Installation"
"32b5c4d8-c88a-45f1-8175-43445be9d50e","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#35 W2- W4.39 Bedroom (UB04)","Glazing"
"adf36bec-7774-443a-ab42-a8f015fb0165","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#35 W2- W4.39 Bedroom (UB04)","Performance Tests"
"ee26d971-958b-4d13-8917-2a0a2167978c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#35 W2- W4.39 Bedroom (UB04)","Handover Checklist"
"c2f5bac6-d091-4b53-b618-67652c33344b","","work-in-progress","","folder","TRUE","FALSE","STAGE #10"
"e9b1de1c-aeba-49d2-b803-09c5af880f0d","","work-in-progress","","folder","TRUE","FALSE","STAGE #10","#39 W3- W5.04 Living (UA05) SD"
"cccf0d2f-bb8f-437b-8597-a4682ffe2af1","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #10","#39 W3- W5.04 Living (UA05) SD","Pre Install Checklist"
"b49bc98b-5246-44c5-8140-568eeccd5af3","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #10","#39 W3- W5.04 Living (UA05) SD","Installation"
"997056da-6aed-43a8-9459-51a6566f3d5a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #10","#39 W3- W5.04 Living (UA05) SD","Glazing"
"c6121f73-e0d4-4041-b7d2-458d5f127509","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #10","#39 W3- W5.04 Living (UA05) SD","Performance Tests"
"e4887c92-7629-4cf0-a8a8-f2ec37f0002e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #10","#39 W3- W5.04 Living (UA05) SD","Handover Checklist"
"644c930a-88ee-4053-a0bc-c35458f8c8b8","","not-started","","folder","TRUE","FALSE","STAGE #10","#44 W14- W5.10 Living (UK05) SD"
"242e81ae-9705-42c7-af60-08b8a938e45d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #10","#44 W14- W5.10 Living (UK05) SD","Pre Install Checklist"
"55a61b4b-7ab5-4216-91ba-65a2aefc57f6","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #10","#44 W14- W5.10 Living (UK05) SD","Installation"
"b4be06ff-7cd2-4664-8618-dd45976d82a4","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #10","#44 W14- W5.10 Living (UK05) SD","Glazing"
"5e01b481-63c7-4527-beea-101ef7e3814c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #10","#44 W14- W5.10 Living (UK05) SD","Performance Tests"
"af6a567e-54cc-405f-92f6-2f7bf5f139ea","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #10","#44 W14- W5.10 Living (UK05) SD","Handover Checklist"
"bbd5aafe-e79f-408d-88c7-14ed8a344cfc","","not-started","","folder","TRUE","FALSE","STAGE #10","#47 W16- W5.13 Living (UJ05) SD"
"5222321d-5de7-4edb-a208-641a64b08618","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #10","#47 W16- W5.13 Living (UJ05) SD","Pre Install Checklist"
"406ad601-e1bc-44bf-b7e9-2e4c2daa1bf0","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #10","#47 W16- W5.13 Living (UJ05) SD","Installation"
"0b344c28-957d-4b26-b33e-177a952aad59","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #10","#47 W16- W5.13 Living (UJ05) SD","Glazing"
"f407db9f-04e1-45f6-9626-4a472f386202","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #10","#47 W16- W5.13 Living (UJ05) SD","Performance Tests"
"f248672a-1d58-4d61-a15c-c4cda946f7de","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #10","#47 W16- W5.13 Living (UJ05) SD","Handover Checklist"
"a75ad0d1-1cc0-41ca-9dc0-657c16021072","","not-started","","folder","TRUE","FALSE","STAGE #10","#51 W3- W5.18 Living (UI05) SD"
"f0c8f8bb-13a1-47ec-9acb-1229b2b0dd24","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #10","#51 W3- W5.18 Living (UI05) SD","Pre Install Checklist"
"ba79dd45-7ed5-482c-a51f-286d3d01cf56","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #10","#51 W3- W5.18 Living (UI05) SD","Installation"
"ff921326-5e00-45f0-936c-4559489bc4b1","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #10","#51 W3- W5.18 Living (UI05) SD","Glazing"
"4545e8c8-31fd-4ed5-b334-6c2eee70937c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #10","#51 W3- W5.18 Living (UI05) SD","Performance Tests"
"5cb8d673-4335-4c82-a4fd-d2c9eb1f822b","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #10","#51 W3- W5.18 Living (UI05) SD","Handover Checklist"
"098d629d-9c59-4a86-9bbc-6b4482d257dd","","not-started","","folder","TRUE","FALSE","STAGE #10","#54 W3- W5.21 Living (UH05) SD"
"33d8c0f6-2c84-4938-8dbb-c8f541013d61","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #10","#54 W3- W5.21 Living (UH05) SD","Pre Install Checklist"
"0a32392d-ae0d-468a-8e5b-556d24bd2f61","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #10","#54 W3- W5.21 Living (UH05) SD","Installation"
"25fbcc95-5b69-4a34-bf76-5550d76bcfce","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #10","#54 W3- W5.21 Living (UH05) SD","Glazing"
"ab344e64-6c78-4c6e-aed1-1c613fc9232b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #10","#54 W3- W5.21 Living (UH05) SD","Performance Tests"
"d7ffc7d5-d026-4883-a33d-45fb75648662","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #10","#54 W3- W5.21 Living (UH05) SD","Handover Checklist"
"2017767b-131c-462f-8dca-9e8f92d841fe","","not-started","","folder","TRUE","FALSE","STAGE #10","#57 W3- W5.24 Living (UG05) SD"
"c977bf7b-8188-432b-adf7-7545908c6a87","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #10","#57 W3- W5.24 Living (UG05) SD","Pre Install Checklist"
"c50621e7-7ad3-48ef-bba1-10711c8810fc","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #10","#57 W3- W5.24 Living (UG05) SD","Installation"
"28d31b95-84b0-4829-be78-b960a8e0395f","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #10","#57 W3- W5.24 Living (UG05) SD","Glazing"
"54e2b33a-1052-41d5-a1d1-ab2d45b8415a","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #10","#57 W3- W5.24 Living (UG05) SD","Performance Tests"
"42740f26-6d5e-4159-997b-8f9bba3babdc","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #10","#57 W3- W5.24 Living (UG05) SD","Handover Checklist"
"5c721866-deba-4372-8bd9-6e20410febe5","","work-in-progress","","folder","TRUE","FALSE","STAGE #11"
"6ab9ac43-45fe-4886-aeff-a2b1e2d871b3","","not-started","","folder","TRUE","FALSE","STAGE #11","#60 W11m-W5.27 Living (UF05)"
"862fd10d-4f50-4ce5-bc3e-c111d170a5cd","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #11","#60 W11m-W5.27 Living (UF05)","Pre Install Checklist"
