"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c5de2373-0b28-4f5a-aeee-abb768c32941","","work-in-progress","","folder","TRUE","FALSE","September 23, 2024 - September 27, 2024"
"4bc3ea4a-97e5-4f1f-9cee-0c029f216668","","work-in-progress","","folder","TRUE","FALSE","September 23, 2024 - September 27, 2024","Monday"
"c79ca7df-16a0-4910-9312-44c6b933a9b4","","not-started","","folder","TRUE","FALSE","September 1, 2025 - September 5, 2025","Thursday"
"7624e38d-8e51-4793-b56d-f65c27d09c3d","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 1, 2025 - September 5, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1b2d35eb-c137-4a48-8e97-a0dc81be8751","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 1, 2025 - September 5, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"e38e02b7-ae75-4ae2-a1d2-07ca86a930ec","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 1, 2025 - September 5, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"6f2834d8-fb7f-4590-971b-98bde7dc42c9","","not-started","","folder","TRUE","FALSE","September 1, 2025 - September 5, 2025","Friday"
"271af750-7031-4cfd-afbb-110159f43828","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 1, 2025 - September 5, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"eb1c08ba-3076-45ff-b4b3-7c487634290b","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 1, 2025 - September 5, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"8fc8c8ca-990e-47f0-be7a-72c955c2a66b","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 1, 2025 - September 5, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"21f27396-1d18-4b6b-aaa0-5203fbf3ebdb","","not-started","","folder","TRUE","FALSE","September 8, 2025 - September 12, 2025"
"39bdb494-26bd-4d63-84b8-9799e73b2969","","not-started","","folder","TRUE","FALSE","September 8, 2025 - September 12, 2025","Monday"
"1cc5368b-dde3-4dc6-81a1-a7edfd99ce1b","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"62362e15-2d7a-4646-87c0-c6196ed06d57","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"47b7dc38-6aa6-4208-835f-782f476f0c0f","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"d3dd046f-9e97-4bb1-9187-b9d73ac41056","","not-started","","folder","TRUE","FALSE","September 8, 2025 - September 12, 2025","Tuesday"
"f721f1df-c5a9-4513-b270-79068fee30a8","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"3627fb08-ca64-4dbb-9f4f-283e0eadf54e","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"32aaecb6-4c34-4347-b292-46de11fb6729","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"716925d3-8239-47c1-a78f-62d2fea8f8c6","","not-started","","folder","TRUE","FALSE","September 8, 2025 - September 12, 2025","Wednesday"
"f53e6130-6a6c-42c9-8872-e33647a28b81","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"d885944d-e0e0-4f98-b704-e186eff67202","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"5506096d-2fef-42f1-ae3f-9e55fac0de35","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"3d7922c4-a852-4dc1-b5e0-95925081c895","","not-started","","folder","TRUE","FALSE","September 8, 2025 - September 12, 2025","Thursday"
"8cd1a47d-9fca-4af4-aa26-df04a2ee5a03","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1e324d3f-e073-4b68-8120-970ada337551","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"6c65f2c7-62d7-4d1f-8602-a2405f91e406","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"314464bc-aad4-48a5-b1a6-a69abe85c284","","not-started","","folder","TRUE","FALSE","September 8, 2025 - September 12, 2025","Friday"
"8e5582e0-5c21-4770-ad1c-62b08f1ea42f","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"7b09fef5-72b1-416d-bb3c-00322049fe25","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"0a02f52d-f6fa-47f2-8546-8cd99ce877af","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 8, 2025 - September 12, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"c346a994-61d1-4881-98df-ac78f8e0ae1f","","not-started","","folder","TRUE","FALSE","September 15, 2025 - September 19, 2025"
"6c563ac7-401f-4dfc-88fc-18751f4653ee","","not-started","","folder","TRUE","FALSE","September 15, 2025 - September 19, 2025","Monday"
"3dad1cb3-e28e-4cab-aeaf-4613d971560a","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1b671fc0-5e06-4efe-aab2-cd736b2dfde3","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"3faa9731-7d79-4b3e-bd12-ccf529bd9076","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"4a1688f8-b698-4665-b858-798657c91feb","","not-started","","folder","TRUE","FALSE","September 15, 2025 - September 19, 2025","Tuesday"
"ea0d74ef-b960-4afc-a5ab-631b3206a00b","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"f9e9a0c2-15cd-45dd-a022-7f03fcba678c","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"3f198bf3-7862-4399-8576-aecd01da6685","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"34fccdee-e052-4068-a1d6-9d6873d72620","","not-started","","folder","TRUE","FALSE","September 15, 2025 - September 19, 2025","Wednesday"
"7aa51af6-fa89-4f75-9d87-f9608b6087df","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"2ac92cf8-1be6-4eeb-ae66-725397b50028","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"9154659c-b979-4615-9ffb-c78cc8a1114d","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"ee714dfe-190c-456d-82a9-48a2f8594814","","not-started","","folder","TRUE","FALSE","September 15, 2025 - September 19, 2025","Thursday"
"c4069280-f660-4dde-8979-e43ecbfc27dc","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"8a776d8a-32b7-45c5-a845-bc53ab5be31d","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"efefa3ef-e452-403c-9405-e9a9dad96a89","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"16684987-167e-48d8-a285-c76a6a3dafdf","","not-started","","folder","TRUE","FALSE","September 15, 2025 - September 19, 2025","Friday"
"3d7bb2a5-fcd0-49c9-b3f9-d6e85c6a1bb7","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"5d7fd897-9302-4326-89ca-7e3477e84dea","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"25b9497b-def3-4b82-8fb6-6072bb5fe290","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 15, 2025 - September 19, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"0d496df1-f195-43db-a4f5-1295278efc73","","not-started","","folder","TRUE","FALSE","September 22, 2025 - September 26, 2025"
"07df78ae-f39a-4c3e-b860-dcfbb2191787","","not-started","","folder","TRUE","FALSE","September 22, 2025 - September 26, 2025","Monday"
"0ad005fe-b199-40f9-95be-fcaa36e071e6","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1839b14c-4adf-4bb7-8890-786256433c03","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"c1ddea8c-73fa-4c90-b50d-9b74249b2151","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"7282f891-95af-4714-a21f-ad8ae24bd157","","not-started","","folder","TRUE","FALSE","September 22, 2025 - September 26, 2025","Tuesday"
"b9a0776e-45c2-4afd-8d9c-5f670c152f47","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"07b4476c-711d-42ba-b4ef-21fbd55aa8ab","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"d5dbc281-1e4b-45b2-a1da-db02dd3a2b75","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"3b76fc0a-5dd3-4e0c-a7c9-74ad046283df","","not-started","","folder","TRUE","FALSE","September 22, 2025 - September 26, 2025","Wednesday"
"ed60c398-2849-484f-a11d-8306fdb22666","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1705fb1f-ce32-4af1-a34e-c0d4e0e15ac5","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"3c349f48-9853-4a7f-b653-faf3d8f9fa8b","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"e93457cb-0e94-4b90-aabf-12f959d025b1","","not-started","","folder","TRUE","FALSE","September 22, 2025 - September 26, 2025","Thursday"
"d804e32e-18a1-4e54-85d6-fb3a29aff57c","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"f74847ae-78ef-45bc-8886-44d45f870be8","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"05026872-3b66-4040-b2d6-f45c737a12ab","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"291a2693-82b3-4bea-aa86-4a4cc353d4e0","","not-started","","folder","TRUE","FALSE","September 22, 2025 - September 26, 2025","Friday"
"80c40fe2-e382-4bc9-96da-251f82e7cd43","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"bfea8bf0-35c0-43f4-8abf-d06cc7232c39","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"025ac947-0160-48b8-96db-037f0f7c0ee9","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 22, 2025 - September 26, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"3e4da1f8-52dc-4acb-a0f6-25beffcb5927","","not-started","","folder","TRUE","FALSE","September 29, 2025 - October 3, 2025"
"10c2a974-5c98-4916-8dfd-a232e8057bf5","","not-started","","folder","TRUE","FALSE","September 29, 2025 - October 3, 2025","Monday"
"062d07fa-eb4f-49f4-8dd2-999fabc392f6","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1e8a04e7-c148-4b1b-870b-79acb852343b","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"f57c2758-3e15-4df9-8a17-26308e64d838","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"4070f5e3-4ab6-4ba3-9261-69d31d835dc5","","not-started","","folder","TRUE","FALSE","September 29, 2025 - October 3, 2025","Tuesday"
"bdb6e55b-278b-4e49-9a1e-92191f347a14","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"0b35250d-5a63-4933-b179-ecfd491774e0","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"7a3babd6-a394-4fec-ac01-d2019c2973f3","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a5259180-cc7f-4b0b-9d0b-cce627585c48","","not-started","","folder","TRUE","FALSE","September 29, 2025 - October 3, 2025","Wednesday"
"39cad987-2386-491a-b494-cf333499d6cc","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"a848020c-97c5-40c3-bd38-cf2899c81287","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"3bbf7400-d346-4a7e-ad47-1400e65d03f4","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"8d50d1e2-e3aa-490b-9e9a-f546f997b4f9","","not-started","","folder","TRUE","FALSE","September 29, 2025 - October 3, 2025","Thursday"
"b813c031-d1d6-44cd-a1c4-ab0d303e3ac2","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"86b8c05e-3c98-4f22-8489-3125bb55f2ee","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"85c57cc4-b911-4afc-aab8-274411b0b624","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"f2310d39-d0df-4ee1-85f2-122e5a23fd31","","not-started","","folder","TRUE","FALSE","September 29, 2025 - October 3, 2025","Friday"
"6c44de7f-214c-4e55-bd03-5922c7b92c9b","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"3d8aaf3a-864d-475c-bcda-fae02074c468","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"f30817e1-5ece-47c3-a3f3-e930fc9c4e13","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","September 29, 2025 - October 3, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"4bfdb709-cc15-480c-bc01-2bdbba2a369f","","not-started","","folder","TRUE","FALSE","October 6, 2025 - October 10, 2025"
"41ffb3c4-4e21-4afd-93de-cba7491bee01","","not-started","","folder","TRUE","FALSE","October 6, 2025 - October 10, 2025","Monday"
"313a6c3b-3ecc-4028-95b2-88e9d26465f8","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"c68a186f-45ca-4010-9ef4-6bf7894da4e9","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"13e18812-f186-4c34-8f71-c7d70de63048","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"19b4c5ac-1e24-4139-948b-735e0c752b63","","not-started","","folder","TRUE","FALSE","October 6, 2025 - October 10, 2025","Tuesday"
"f2ae20ce-f3de-4cb4-b45c-a084272cd850","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"0116b17e-74c9-42e5-a94f-64dca04e52d0","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"aca761ce-008d-4af1-a47c-b00a19e51243","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"9a892551-529b-40fe-8f1e-330c626eac58","","not-started","","folder","TRUE","FALSE","October 6, 2025 - October 10, 2025","Wednesday"
"e5c919d5-fbf2-4fc9-a290-e403e5bb0c49","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"656fa6d7-1378-4268-8c9d-6cffbe2649ce","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"789e8ac6-7bfc-4f47-97f9-ef7846b28287","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"3a83f3b5-625d-4748-b309-c2a988bf85e2","","not-started","","folder","TRUE","FALSE","October 6, 2025 - October 10, 2025","Thursday"
"57806991-7ca1-49c2-98d0-2049cf3e546a","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"bbb2c6a7-724a-4354-b181-7fdee1f72b02","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"452ea8e5-0fd0-449a-a07d-70d0b4a4ddf0","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"10224440-31d7-4db3-ab10-fbe077a55163","","not-started","","folder","TRUE","FALSE","October 6, 2025 - October 10, 2025","Friday"
"71c6aa89-de79-44ed-b996-eda837376ea0","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"39647652-348d-45e4-b4ef-6171512ae17c","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"b4576215-3490-49e0-89b5-3d3bba77444d","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 6, 2025 - October 10, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"aabb48d0-1e79-429a-bec2-49e686896f27","","not-started","","folder","TRUE","FALSE","October 13, 2025 - October 17, 2025"
"33225149-8bb9-4226-ad0f-046fc0b11ed6","","not-started","","folder","TRUE","FALSE","October 13, 2025 - October 17, 2025","Monday"
"97e04df8-0036-473e-8398-36be39adbe42","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"95c6cae3-356e-4726-a6e5-89ca06ccd0bb","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"2238888c-cf9f-4739-a4ec-d17d08196076","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"99163065-1761-418e-8e62-0b714fe7076d","","not-started","","folder","TRUE","FALSE","October 13, 2025 - October 17, 2025","Tuesday"
"0add5416-cc3f-45e2-b324-0f2e5f0a51ef","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"67d6ef4e-90a6-4ecf-a99f-ce7b6fca54ba","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"4476aee6-d381-416c-b6fc-b0a582f229e8","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"f75ae1de-07aa-4686-85cd-76e2744f44cf","","not-started","","folder","TRUE","FALSE","October 13, 2025 - October 17, 2025","Wednesday"
"e94ac912-512e-48f9-82f8-00643185b172","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"e75add83-f7bc-4761-89c0-74aa8da65faa","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"4d7890b0-ef23-4604-894e-b146204ff996","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"f3bdab1e-74bf-43e3-bb23-957a84ba6084","","not-started","","folder","TRUE","FALSE","October 13, 2025 - October 17, 2025","Thursday"
"739646f4-15f6-4c44-957b-d87a227308f2","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"949456d4-5037-473a-8ca9-38b3eec6bf2f","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"ceae1aea-6237-4001-857b-f1a92ed99da7","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"b088d9fe-cbf9-4a49-a631-c30597c39cc9","","not-started","","folder","TRUE","FALSE","October 13, 2025 - October 17, 2025","Friday"
"74b77e95-9202-4636-8d01-a8942ffb8120","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","October 13, 2025 - October 17, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
