"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3e4fae20-9e82-4258-850c-989167c87128","","folder-normal","fail","","step","TRUE","FALSE","Level 2"
"d6a969fd-1f27-44e6-8917-c90e4163915b","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","201"
"5d739f7d-a89e-46e7-bc97-a51e9a8eaae1","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","703","Kitchen Joinery QA"
"e1dbbca8-f7a0-4543-b9ad-c6cd10e0e688","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","704"
"4185f265-c840-43a7-8cf5-e594467d2311","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","704","Bathroom 1 Vanity QA"
"1a9b29a6-2377-42fe-8b9a-4ff073e79dad","","checklist-sectioned","not-started","Bathroom 2 Vanity QA","checklist","FALSE","FALSE","Level 7","704","Bathroom 2 Vanity QA"
"e6055f34-13a3-45da-a9d9-fd66ca86e3bc","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","704","Kitchen Joinery QA"
"d4ec9aa7-e1da-40a7-b470-a0fce5a895ca","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","705"
"c4278227-625e-4d81-8d83-5bb24e01df78","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","705","Bathroom 1 Vanity QA"
"c14bb2c2-b0e2-4f1e-9ab6-c03f2c0222b2","","checklist-sectioned","not-started","Bathroom 2 Vanity QA","checklist","FALSE","FALSE","Level 7","705","Bathroom 2 Vanity QA"
"695bab4a-0f52-47ce-899e-592f39ef97c9","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","705","Kitchen Joinery QA"
"f88b727b-5e07-4b82-a9dc-a9690b92cc1b","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","706"
"ce64c87d-551f-427f-ac53-dc85375600ee","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","706","Bathroom 1 Vanity QA"
"d66b17bc-a9bc-4dab-a109-bf9a11c37d21","","checklist-sectioned","not-started","Bathroom 2 Vanity QA","checklist","FALSE","FALSE","Level 7","706","Bathroom 2 Vanity QA"
"38b8e3e6-ad55-4c4f-b8e0-96e36f67f8ff","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","706","Kitchen Joinery QA"
"0155fa85-0043-4dd0-ae9d-705b1b6da5a4","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","707"
"62d42386-ac05-4f06-bb11-271d6d98fda0","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","707","Bathroom 1 Vanity QA"
"ab97d48a-2fc4-4c51-8ed4-0365ed8be783","","checklist-sectioned","not-started","Hot Water Cupboard DoorQA","checklist","FALSE","FALSE","Level 7","707","Hot Water Cupboard DoorQA"
"c5b40120-b6da-45d0-a893-73449f432085","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","707","Kitchen Joinery QA"
"6377db30-0fd1-4ad2-84de-4fbfdd1e1ebe","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","708"
"4388766d-cdfa-475b-b50b-030458a9dcb4","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","708","Bathroom 1 Vanity QA"
"ff8338ed-6e6c-4ef9-a66a-31b928c4f128","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","708","Kitchen Joinery QA"
"f51e7855-774a-42fb-84db-557a447da217","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","709"
"0b947e69-9b4d-4ac0-af05-95aceb10fc15","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","709","Bathroom 1 Vanity QA"
"4d5520b7-cd45-419b-a79f-51217e0ae894","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","709","Kitchen Joinery QA"
"cc1d0fd5-9635-4679-a163-1e79562b8519","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","710"
"75723186-cdc4-499d-8a41-a155f6fb5768","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","710","Bathroom 1 Vanity QA"
"58169038-8be8-4d21-8f40-bbf8a044a240","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","710","Kitchen Joinery QA"
"c91d98f4-9660-42a9-898b-55644e503f10","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","711"
"dd497f65-fc53-4b6f-829e-c2d660992190","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","711","Bathroom 1 Vanity QA"
"c525e4ef-c44e-4ac8-995f-6ca046a463c2","","checklist-sectioned","not-started","Hot Water Cupboard DoorQA","checklist","FALSE","FALSE","Level 7","711","Hot Water Cupboard DoorQA"
"93610d5d-4b26-4623-b3b8-1274fc9368a7","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","711","Kitchen Joinery QA"
"a94c4ea6-abc9-4ef5-911e-a426dab9b022","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","712"
"65a993c9-4d61-4e10-8618-71fa357dc8c0","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","712","Bathroom 1 Vanity QA"
"e78adbba-e5fe-415c-a4a1-a7313a85c2a7","","checklist-sectioned","not-started","Bathroom 2 Vanity QA","checklist","FALSE","FALSE","Level 7","712","Bathroom 2 Vanity QA"
"5f2b6713-d768-4135-a4b6-5f9ed97f12d6","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","712","Kitchen Joinery QA"
"aa080ba5-70f7-4ad6-80e5-e5a238f0c523","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","713"
"60c02d34-b2cf-451d-8ebc-97d7938b2a5a","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","713","Bathroom 1 Vanity QA"
"1ab45242-44b6-4856-9215-f753bc7f6711","","checklist-sectioned","not-started","Hot Water Cupboard DoorQA","checklist","FALSE","FALSE","Level 7","713","Hot Water Cupboard DoorQA"
"0bc1b369-0a03-4954-9b89-7f2d0daaf0c0","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","713","Kitchen Joinery QA"
"cddfb981-a900-4139-a173-1adb8a57ab87","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","714"
"3f547c8c-93bf-4666-9d66-6880ad345963","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","714","Bathroom 1 Vanity QA"
"181b7ba2-4aba-4aca-af30-25c552032836","","checklist-sectioned","not-started","Hot Water Cupboard DoorQA","checklist","FALSE","FALSE","Level 7","714","Hot Water Cupboard DoorQA"
"acf2a707-3dc4-47a5-81c0-35e815fb843b","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","714","Kitchen Joinery QA"
"246cbee5-f969-49dc-b50c-3895dd275cb7","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","715"
"db6a2c80-cc15-490d-aa49-23561178a0e7","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","715","Bathroom 1 Vanity QA"
"bcf6b171-c89c-468c-bc5b-0fc5aa262171","","checklist-sectioned","not-started","Bathroom 2 Vanity QA","checklist","FALSE","FALSE","Level 7","715","Bathroom 2 Vanity QA"
"329252a6-29d3-475d-af24-701e2f30cd78","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","715","Kitchen Joinery QA"
"cd1914ad-3f8b-4481-afd4-4c29eb7ee486","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","716"
"b6ca9938-764f-4303-89c2-6aa6bfee4fd8","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","716","Bathroom 1 Vanity QA"
"c3188fc8-4475-4ce3-ab1d-0d3b2c51a709","","checklist-sectioned","not-started","Hot Water Cupboard DoorQA","checklist","FALSE","FALSE","Level 7","716","Hot Water Cupboard DoorQA"
"4f471886-e52d-4ba9-9065-849a1df56ac9","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","716","Kitchen Joinery QA"
"3bc21f6e-efd6-45dc-a33b-648c5c3b0469","","folder-normal","not-started","","step","TRUE","FALSE","Level 7","717"
"d001295a-5f24-4ce3-8666-4cecfabd119b","","checklist-sectioned","not-started","Bathroom 1 Vanity QA","checklist","FALSE","FALSE","Level 7","717","Bathroom 1 Vanity QA"
"04246fa3-53be-4ad7-b52f-ad88f7df3a7e","","checklist-sectioned","not-started","Kitchen Joinery QA","checklist","FALSE","FALSE","Level 7","717","Kitchen Joinery QA"
