"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8087e01d-514b-47c1-badf-f5eb7fb8b695","","folder-normal","","","step","TRUE","FALSE","Footings Ground"
"3710f621-f3f5-42e7-ade2-3f1a1a0fa91d","","folder-normal","","","step","TRUE","FALSE","Footings Ground","Grid 1"
"2aed1c45-c8a5-44a9-b550-14220d02fcba","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid e","Upper Floor Slab"
"481656a5-4c48-4e90-894b-02e735672000","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid e","Precast Install"
"18ccdd64-c3f5-4833-84df-a13bf8a7add5","","folder-normal","","","step","TRUE","FALSE","Level 3 Slab","Grid f"
"06545d02-a108-4128-b868-f9d2d45ae351","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid f","Upper Floor Slab"
"112a7e0a-f658-4c9f-943d-30ac9515ebf7","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid f","Precast Install"
"f45b1340-0e85-4ef9-910f-515f29018ed6","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab"
"f23b8c1d-544b-44f3-9365-15380b1648c0","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 1"
"5dd4de6a-191f-4a0f-83fd-38f7a5aef955","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 1","Upper Floor Slab"
"86aca7d2-650f-4009-be6d-59d7b74865d2","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 1","Precast Install"
"696eeb52-8192-4776-a252-995586d651d2","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 2"
"8d102462-7c55-47a5-a18b-aee6b699f804","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 2","Upper Floor Slab"
"d6d8f1a7-2202-4ba8-8304-f3b5f76c7e10","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 2","Precast Install"
"7efee2d3-876a-4b6a-a4c2-3574dc04de58","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 3"
"8308af98-010b-406e-a253-3c6542a7ef8a","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 3","Upper Floor Slab"
"556ed449-6362-4b18-8c3b-87f49eedb197","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 3","Precast Install"
"408759e3-f762-4ed1-a241-91d3785567c6","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 4"
"6864e6f8-54b2-4a67-aafe-936115fc59fe","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 4","Upper Floor Slab"
"6c948179-25ec-49b4-9473-449c8b598602","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 4","Precast Install"
"0898d0db-a00a-4a83-a14e-8898a7900616","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 5"
"94ae0cf2-4001-48bb-823b-10e2a845df32","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 5","Upper Floor Slab"
"a6db91e2-a73f-478e-ac4b-5be43d59f913","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 5","Precast Install"
"9aded910-b1d3-434a-ad50-946bbfba005f","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 6"
"ef9fbf37-f324-4488-9afd-8ed542fa0186","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 6","Upper Floor Slab"
"a60ccfbb-658c-4876-bbbf-36ba45bc93f2","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 6","Precast Install"
"551c9855-0858-4e77-af1d-641683bfa3bb","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 7"
"1f899aa2-3660-4490-81a8-3087ccfc29fd","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 7","Upper Floor Slab"
"fbea0f19-1f85-46ad-a53a-69b1fc307227","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 7","Precast Install"
"b3326f40-574c-4515-a866-507d2ed28fa1","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 8"
"297dc5f7-35f1-4af8-b5c0-8748dc2df6ba","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 8","Upper Floor Slab"
"33b62c8f-d336-4cf6-baff-0718371ee0ca","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 8","Precast Install"
"79724fe8-df34-4441-9fef-1f500ec8c50d","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 9"
"6424a96f-b9c1-45bc-bb7e-01501adcca17","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 9","Upper Floor Slab"
"163639e2-b324-4194-ba72-21dcefa0bd77","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 9","Precast Install"
"5dcffdc5-2749-4d1a-9953-481f942982e3","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 10"
"33e78c69-3c73-46b9-9d5d-5c56413d5f40","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 10","Upper Floor Slab"
"ddf9faa1-8041-43d1-b9fa-91250f6a9b51","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 10","Precast Install"
"0a94e66a-4897-43d1-94fe-55dd85a39d95","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 11"
"a84532c2-48b5-42fe-9042-b9da47c90c29","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 11","Upper Floor Slab"
"cbe6c35d-6deb-4583-aaf3-3b6df19c9de6","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 11","Precast Install"
"6f278131-a1a3-420b-9a26-deb2b1140c2e","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 12"
"5f44bdcc-46b6-4d19-9d51-d67b7ea815e8","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 12","Upper Floor Slab"
"095fa512-bb18-461a-a9f4-014c90c8553e","","checklist-flat","","Boxing to footing","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 12","footing"
"aa8c2c49-1b84-4b9b-a11f-c403efba91ad","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 12","Precast Install"
"ae79b479-89c5-424d-8a5d-279725e9783c","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 13"
"c8b57cc1-471d-4c44-9a35-e9f2e6e6c714","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 13","Upper Floor Slab"
"b711862d-9011-4de4-970b-acb7633a450b","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 13","Precast Install"
"39f7aff5-9261-4cc3-88c6-7b2de9dd0932","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 14"
"cad5c82b-2328-41f1-9c2d-0592158b82e6","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 14","Upper Floor Slab"
"d0caedbe-bf4f-41d6-9227-39dbe3022c34","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 14","Precast Install"
"9a1ff634-e60f-44c0-a134-bd6864760048","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 15"
"bc78561a-1596-43ee-9989-0dcfa57b566c","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 15","Upper Floor Slab"
"c44c7c0a-0f91-4377-9f60-6006f2acf94b","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 15","Precast Install"
"4052f1ba-5965-4e38-8b9c-6a9a68ab6bf4","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 16"
"83d5eb79-4649-4576-bc41-3d6e29f13134","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 16","Upper Floor Slab"
"473c0e5c-d70a-465e-a963-150514ef181a","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 16","Precast Install"
"d7a5c90e-f75f-497f-85e2-c5969c323974","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 17"
"e929c3a0-fa15-422f-9604-f42433edd084","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 17","Upper Floor Slab"
"02b16115-dc73-45c1-99f3-cfe8a38989b5","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 17","Precast Install"
"640ac46b-1f80-4539-bece-7bdd80f973e0","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 18"
"075d460a-b387-4452-b28a-e0700d2c98c2","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 18","Upper Floor Slab"
"a68269a2-f0c6-466d-aedc-4d959dc774c4","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 18","Precast Install"
"b4292ebb-0aa0-42e8-9b19-b07daca449e5","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 19"
"7e032f97-d07b-4f40-b4f1-2a0d0a8266cf","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 19","Upper Floor Slab"
"bfff60af-30bc-426e-98b1-b98a497fa470","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 19","Precast Install"
"17e3ae5d-f211-47e6-8cbb-b3bae49207d0","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 20"
"96c52477-510d-4c9d-b0a5-80e812bfbb88","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 20","Upper Floor Slab"
"cc2a6f08-bd2a-426c-a6ea-ffffec554b71","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 20","Precast Install"
"6369338a-14d9-46b7-b764-dd474651d451","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid 21"
"0d995611-65ad-4a80-a6a7-5d04c6ba90a3","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 21","Upper Floor Slab"
"4370756b-94e1-44b9-bb07-9eafd4896be0","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid 21","Precast Install"
"a3238ef3-d93a-4fdf-a50e-cc09a1a18182","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid A"
"193b9f44-8d5c-4deb-a26d-9d84f1e8047b","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid A","Upper Floor Slab"
"4a8dcc5c-6a39-4f28-b108-c24f1fcd0141","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid A","Precast Install"
"dcbc71bf-705a-47a0-a382-2a80bcf8ec64","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid b"
"b0933753-a62c-4e5c-ad3e-7beb69515a78","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid b","Upper Floor Slab"
"82eb0232-535f-4628-aa94-a3ec09adb99a","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid b","Precast Install"
"ce8afc09-f342-4c40-999c-bd6b7b93f917","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid c"
"b5afe129-c99f-422a-b91c-608cc4582a7e","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid c","Upper Floor Slab"
"956c8652-b7e4-48ec-8077-2af29dd7c77f","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid c","Precast Install"
"e2386ed5-266c-4d7a-b048-7a62ea7697d3","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid d"
"fcd78b0a-8250-4654-8787-52dc8498d735","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid d","Upper Floor Slab"
"67dabb84-5694-4aec-ba53-fc31408f33c5","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid d","Precast Install"
"afca9eb5-8c59-4690-83ef-6eb45b4ad92d","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid e"
"4f4df7a9-1458-41c4-8001-b9fbd6d5b8c2","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid e","Upper Floor Slab"
"4689ad1f-ba15-459d-b501-71d7a9077cd2","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid e","Precast Install"
"0b8e5a71-95b6-495b-bdaa-87cd8561b240","","folder-normal","","","step","TRUE","FALSE","Level 4 Slab","Grid f"
"285c1433-ddc1-450c-b4fa-c5ff576bc00e","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid f","Upper Floor Slab"
"3c0cb292-c8ac-4315-a72e-ce7f2fad5d4b","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 4 Slab","Grid f","Precast Install"
"de0660a9-c356-4dfb-b1fd-3445909aac7c","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab"
"4347a8b8-1e39-423c-8560-23f13008bdbd","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 1"
"555c1513-98db-46d2-a651-497725650bc8","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 1","Upper Floor Slab"
"25062a5f-04ce-4c5a-9feb-2bd5f3f8e4fe","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 1","Precast Install"
"50b31424-e5b3-4819-bb57-33664ed97fdf","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 2"
"cb6ed511-06b8-4048-a67d-00f54afa0638","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 2","Upper Floor Slab"
"2c32c387-a5f8-4a4b-8ee5-2488e9c65c8e","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 2","Precast Install"
"5bf5859f-b67a-43e8-8421-92a4208b49a1","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 3"
"a8d82808-4f35-404f-bf13-bb1becc9eb80","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 3","Upper Floor Slab"
"165dd4e2-deed-4f84-829a-b82ebc10d29d","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 3","Precast Install"
"785b3937-8c1d-4a0d-91ac-1a324c628c97","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 4"
"e4bf7be6-7067-4cf1-a3bd-647f37e58798","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 4","Upper Floor Slab"
"d60352fa-9c08-450e-a36e-0db181c46564","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 4","Precast Install"
"32382020-5fe9-4552-a883-48e9203154de","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 5"
"538e658c-68fb-46ee-ac40-8fe26580274a","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 5","Upper Floor Slab"
"05c7482e-0542-4566-a2c2-5da96d80f8dd","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 5","Precast Install"
"a9d0c8dd-2e15-44de-a5a8-5b62a53decb8","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 6"
"6853a52b-384e-4b72-a4f9-5eac4d0b0728","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 6","Upper Floor Slab"
"e8c8208c-422a-4d3f-98f1-7f25048df72b","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 6","Precast Install"
"515a6a62-3375-4fa5-9b1b-871ab93cc5c9","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 7"
"8c0e1ea6-459e-46e3-9487-138aedcde3f8","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 7","Upper Floor Slab"
"b211cb97-2c61-4c17-a063-5c13a8393026","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 7","Precast Install"
"11094032-c18c-428d-bc59-b351dfae2b2c","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 8"
"4c856e15-feb9-4b36-bf39-97f216b098a9","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 8","Upper Floor Slab"
"7cb33365-53d7-45b8-818c-930a21a05a82","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 8","Precast Install"
"5f4d9ade-c2a6-44bd-9563-952f15b9d308","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 9"
"f169be3f-25c4-4f9c-b8a6-f62e6b650b87","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 9","Upper Floor Slab"
"c6623c5d-5f2d-4ba2-82a1-96d02004a451","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 9","Precast Install"
"c864b4ce-c249-4932-98f5-ceb6bad72748","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 10"
"5739de53-c0c0-4a1f-a536-7bad63fa126f","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 10","Upper Floor Slab"
"d8d99d6a-c59f-48be-808b-530cab292bcc","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 10","Precast Install"
"627185ce-62b6-4736-b353-09762020a7f6","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 11"
"36df1803-3bba-4828-ba60-1c6b0179f943","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 11","Upper Floor Slab"
"24a88b23-5b2b-4560-b23d-3cdc074fe949","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 11","Precast Install"
"8b5ed6fa-0fb9-48ce-a2e4-440eff3379a3","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 12"
"58d7afc5-740b-4030-aff5-bd01f3331e13","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 12","Upper Floor Slab"
"2553d144-fb71-40c7-8fa5-351e30e7ddce","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 12","Precast Install"
"672d2b21-72d7-4239-b885-4d37e48adc12","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 13"
"c166e533-1c16-4eea-9cb8-dfd71787a0e8","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 13","Upper Floor Slab"
"ee58c4ac-00e6-45d2-92f1-8620b112b850","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 13","Precast Install"
"098db886-4eaa-4184-ad73-06bbf534c03b","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 14"
"5a2b02d1-f1d5-4908-9041-e28a44ba85c1","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 14","Upper Floor Slab"
"57b8eef7-7147-433a-a69d-c753056980f4","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 14","Precast Install"
"954118bf-442e-42b0-88fc-41d26ab3d4b7","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 15"
"011fe77d-3df7-4d3c-8916-c2b908109343","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 15","Upper Floor Slab"
"c2ac93bb-6c9e-47f0-ae91-6f772ab47add","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 15","Precast Install"
"c36ca0b7-a5c9-4839-986c-bfa3abf54c67","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 16"
"cd374b08-80e3-42a2-8230-3e14ed580cb6","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 16","Upper Floor Slab"
"d175c837-bce8-4a95-8ea9-870642b942c6","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 16","Precast Install"
"8ffca67c-162f-4f92-92bb-d7ebb996df1f","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 17"
"38284f6b-8c6b-48c3-9689-2c9780187eb3","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 17","Upper Floor Slab"
"014781e0-1d0c-4f89-baaa-8a7d79a23875","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 17","Precast Install"
"612bed97-fb36-4e85-b72a-f0005273a2ba","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 18"
"24eea0a8-1291-4e74-946e-5505572de515","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 18","Upper Floor Slab"
"9be7b3e6-6a90-4f99-9667-5babed86f467","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 18","Precast Install"
"cd9b31ae-f59c-4439-a0b6-dc30b1b3de92","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 19"
"dc1ed077-e8b6-422a-9c41-84086b21bb88","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 19","Upper Floor Slab"
"e1159c60-4a6e-4ca4-8448-b13a74eba7b1","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 19","Precast Install"
"b947c849-9f1f-43f3-b0a8-0a31dce8cb17","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 20"
"fd029ef5-880c-43ea-af9e-1fdf46a1cfa6","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 20","Upper Floor Slab"
"6a87b608-b373-479e-a0e1-bdb61f3e61ae","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 20","Precast Install"
"74e38d9d-4baa-4ad8-b19e-96235e15c3fe","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid 21"
"54fba438-8801-4551-bee7-2e26d76c242d","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 21","Upper Floor Slab"
"afca7fb9-8fc3-43f3-ab43-bef75d2fe44f","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid 21","Precast Install"
"469b9f0c-b0ea-4f19-8b47-fdd29a51f82f","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid A"
"5a4c1c35-f25e-4563-a1e7-6bf63142f59d","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid A","Upper Floor Slab"
"c07b58ca-baaa-4bb7-aff9-a44ea2733c63","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid A","Precast Install"
"c6715a30-c091-4d61-b449-15f170ca17bf","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid b"
"51a386e0-27d3-4123-89e2-052398c0399f","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid b","Upper Floor Slab"
"c3d2ba49-0cf9-4814-aad0-e0bb0db7e025","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid b","Precast Install"
"e5e2aa51-32a5-439c-9e99-07e5d39330c0","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid c"
"be124da6-0eb7-4a6b-8e9e-d8304f395917","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid c","Upper Floor Slab"
"8633f6f3-66a6-42e6-944d-2fa60c646395","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid c","Precast Install"
"d560eed5-33a6-43a4-ba6a-829c744190af","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid d"
"0be79ada-8e18-446d-97a1-0db769f53eb6","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid d","Upper Floor Slab"
"9df48f12-abd2-4c15-92ef-d6947dd7424f","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid d","Precast Install"
"a780763d-c7c0-4001-9e46-e3dc6bbe988c","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid e"
"127ba486-8484-45a1-9cc9-6394e2b38cbb","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid e","Upper Floor Slab"
"d501b090-68e0-4842-91d5-07c80fc70ef7","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid e","Precast Install"
"c7390c08-0668-4cfb-916e-3e8be6f26567","","folder-normal","","","step","TRUE","FALSE","Level 5 Slab","Grid f"
"02801eb0-2485-4c44-b1fe-ee68183c17c6","","checklist-flat","","Uppper floor slab","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid f","Upper Floor Slab"
"dbadc779-6520-4bc4-80f6-77ea5b61198b","","checklist-flat","","Precast Install","checklist-flat","FALSE","FALSE","Level 5 Slab","Grid f","Precast Install"
