"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9a1f266d-bea1-57e2-be4c-5154592c9836","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W102.01","Opening wrapped & prepared correctly by others"
"33970e39-450e-5fd0-9a36-c8ff74e4fd8e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W102.01","External flashings installed as per shop drawings"
"48eb46ec-2008-5ca0-a5bc-5f2adf9577d2","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W102.01","Installed / Fixed As Per Shop Drawings"
"9cdf4de9-6e5e-50c1-a417-5618de45b6ec","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W102.01","Airseals Completed (photo)"
"d2a32202-c419-54a8-980d-22f3c2ab977a","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W102.01","Site Glazing Completed"
"f6b565fc-5e6c-5a06-8629-d41c4254c859","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W102.01","Trade clean/protected"
"1c946b26-5ced-5cf8-82cd-a0b97a4e3d06","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W102.02"
"e0f7318a-9f73-4d1b-9648-2ec05d6a6cd2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W102.02","Opening and sill acceptable. All elements approved as per drawings"
"f9ca2151-623c-5501-ae02-bb58cc8b6e56","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W102.02","Opening wrapped & prepared correctly by others"
"e215e761-7a7a-561e-851d-17739920a2e8","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W102.02","External flashings installed as per shop drawings"
"31479f46-0637-5958-8537-35bee1b53624","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W102.02","Installed / Fixed As Per Shop Drawings"
"9a6af313-5b55-5bd7-90d5-62b4d2a23053","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W102.02","Airseals Completed (photo)"
"8b52b65c-e752-5220-ad2f-5e99ebfead21","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W102.02","Site Glazing Completed"
"350eb5c6-b6dc-5e24-91e1-a3d3bd945b71","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W102.02","Trade clean/protected"
"4a0c66fc-a150-550f-9850-1350bb087e9b","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","D101.07"
"97265f56-0977-4f2f-9db1-b7b64441e232","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D101.07","Opening and sill acceptable. All elements approved as per drawings"
"10eef573-49cc-52fa-a3c2-6815377badef","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","D101.07","Opening wrapped & prepared correctly by others"
"e851ed3d-3d01-5a93-934f-288c1d987e33","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","D101.07","External flashings installed as per shop drawings"
"e795e468-ed3d-53a9-b8b3-87fad27c7528","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","D101.07","Installed / Fixed As Per Shop Drawings"
"c365797b-7bb1-503a-8cfd-59292e53ea87","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","D101.07","Airseals Completed (photo)"
"bdc69faa-6c52-5f6b-9a01-204501f2162c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","D101.07","Site Glazing Completed"
"c4bec72b-0bc3-56c9-b764-0f4c94ccb405","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","D101.07","Trade clean/protected"
"9fe180ca-468e-5944-811e-5dba32822ea8","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W101.01"
"c444311a-17ff-489a-9911-ace0835f7ccf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W101.01","Opening and sill acceptable. All elements approved as per drawings"
"9c9f3199-88dc-5ce6-9f0d-baec118699e4","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W101.01","Opening wrapped & prepared correctly by others"
"4def0c94-2308-51d6-8b59-feea68218492","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W101.01","External flashings installed as per shop drawings"
"30c3736b-996c-5f6a-b95c-2f2224c9cc51","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W101.01","Installed / Fixed As Per Shop Drawings"
"042f2907-090a-5f6c-b331-7ecbb8584923","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W101.01","Airseals Completed (photo)"
"92bd2862-3c28-5c05-a4fe-25f4d9ca8eca","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W101.01","Site Glazing Completed"
"c7585634-be25-5b54-8cf2-95486bf9d0f9","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W101.01","Trade clean/protected"
"7b26009e-492d-5608-adcf-e23029e78da3","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W101.02"
"5a9aff65-61cb-4db4-a342-f9292e048241","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W101.02","Opening and sill acceptable. All elements approved as per drawings"
"cf4852c9-3f4a-5e56-a655-ef5d540923ee","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W101.02","Opening wrapped & prepared correctly by others"
"c1948194-b7c6-5fd1-8dd6-7062e5aaba79","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W101.02","External flashings installed as per shop drawings"
"1e59235e-308f-52cf-9ab6-d812c4242513","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W101.02","Installed / Fixed As Per Shop Drawings"
"10d4fcde-790a-547c-ad8f-c18d0a1547ae","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W101.02","Airseals Completed (photo)"
"4e6c5f90-3abf-5fbb-8b20-09efd481ee19","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W101.02","Site Glazing Completed"
"bda04657-0e21-5e8f-a3a8-f0d04b04c51e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W101.02","Trade clean/protected"
"e464a927-16d1-51a9-b18f-1eef710d93c5","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W110.01"
"995f7652-e32f-44c0-b62a-85456993e9aa","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W110.01","Opening and sill acceptable. All elements approved as per drawings"
"8e43e374-fb98-568a-9b29-13692c48267d","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W110.01","Opening wrapped & prepared correctly by others"
"545cf0e9-b3e9-54d2-a951-8b09a9b494e4","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W110.01","External flashings installed as per shop drawings"
"72cc3e2c-d8c4-57e7-a1b7-a46640032721","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W110.01","Installed / Fixed As Per Shop Drawings"
"e44683ac-53f6-5389-80bc-08752a9085ad","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W110.01","Airseals Completed (photo)"
"ba96e7cf-6f90-5840-bcf7-b539ae20c369","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W110.01","Site Glazing Completed"
"867f1837-e892-526a-a53c-5b2d927a6202","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W110.01","Trade clean/protected"
"041eaa29-e94e-51a4-841c-9a461c2a3bfd","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W106.01"
"c7d10e78-cdca-4e51-abab-d921a2db176b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W106.01","Opening and sill acceptable. All elements approved as per drawings"
"d810538e-2f9c-581e-bd1d-8b8ba9033e94","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W106.01","Opening wrapped & prepared correctly by others"
"a3229fcd-441b-53cf-9761-0f92be0a2093","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W106.01","External flashings installed as per shop drawings"
"d38b6fee-530c-5fbe-a0e9-3268ac21bff7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W106.01","Installed / Fixed As Per Shop Drawings"
"a7d32f41-3cd6-5ca0-8091-28216b16b757","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W106.01","Airseals Completed (photo)"
"893b007e-7f7c-57c2-81e2-21e88dfda075","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W106.01","Site Glazing Completed"
"975f4221-7f66-51f0-8c30-8b95b35839a4","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W106.01","Trade clean/protected"
"889f436b-47cb-548a-a278-84450080bd36","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W106.02"
"8267f7d3-4764-4543-b6b9-d289ab2075e8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W106.02","Opening and sill acceptable. All elements approved as per drawings"
"d5c5b6f9-b506-58fc-8aea-740b26462d79","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W106.02","Opening wrapped & prepared correctly by others"
"4545886e-020d-5986-a3ac-cd015f83458e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W106.02","External flashings installed as per shop drawings"
"a7d095c6-1827-5cf5-9ab4-28e52c4fc568","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W106.02","Installed / Fixed As Per Shop Drawings"
"4bfb0bde-8c67-5f66-8d70-5ad52a4dbfff","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W106.02","Airseals Completed (photo)"
"b3230ed9-a9c4-5e7f-9869-ffae39ad0a20","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W106.02","Site Glazing Completed"
"0d89fc19-4ce3-5cdd-af5c-5c11e85871bd","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W106.02","Trade clean/protected"
"948d00b3-2980-5565-a763-200485d44e94","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","D106.07"
"0cc3d262-8a3d-40f3-be22-4be97dc3e8ca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D106.07","Opening and sill acceptable. All elements approved as per drawings"
"c1b1e137-b1a9-5a00-8be2-28f64ad165c8","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","D106.07","Opening wrapped & prepared correctly by others"
"4e9e3e3d-ed17-5696-a6c6-1afeda66de10","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","D106.07","External flashings installed as per shop drawings"
"931f4ab0-c647-579a-82f2-7fd869ec6a59","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","D106.07","Installed / Fixed As Per Shop Drawings"
"2c15c25c-9473-59ff-9048-da6b683177d0","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","D106.07","Airseals Completed (photo)"
"a18da595-54e0-5630-9023-c9df724c96c0","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","D106.07","Site Glazing Completed"
"da55cf6f-9467-5ad6-ac61-3da24dea1825","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","D106.07","Trade clean/protected"
"cc46171e-e8f9-53bc-92ea-5a94525f3ceb","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W105.01"
"8be02e01-951e-45f5-8fd5-02d686292fb1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W105.01","Opening and sill acceptable. All elements approved as per drawings"
"ed0f97d2-4f98-5778-ad09-6f5db935b11f","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W105.01","Opening wrapped & prepared correctly by others"
"17238c77-e65e-57bd-8576-774825aabc95","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W105.01","External flashings installed as per shop drawings"
"bc8b298e-0b99-54bd-810c-59ef9815ebe7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W105.01","Installed / Fixed As Per Shop Drawings"
"99188c00-cf1a-5077-9177-afe1ac6ea967","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W105.01","Airseals Completed (photo)"
"7792a1fb-dc1b-55e0-aaf5-19f156dcf4b9","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W105.01","Site Glazing Completed"
"9b6af653-3e51-52be-a92a-90e97c21da99","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W105.01","Trade clean/protected"
"d529093d-ab5e-5599-a64f-1286d42fd2de","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 1","W105.02"
"49319575-069f-4127-820b-c13a6f0086eb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","W105.02","Opening and sill acceptable. All elements approved as per drawings"
"d96f5326-a0a6-5f8a-8961-e9f6f79c9574","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","W105.02","Opening wrapped & prepared correctly by others"
"5e82f519-5a7c-53d0-9e5c-ad750aeb279c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 1","W105.02","External flashings installed as per shop drawings"
"fb49d506-477f-55b4-ac1e-7d7d2c13af1c","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 1","W105.02","Installed / Fixed As Per Shop Drawings"
"d6a4abe1-f1ed-5a06-911b-e3b62a90b1e7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 1","W105.02","Airseals Completed (photo)"
"f90fa319-d6b5-5d15-bb31-1c9645c8c5b2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 1","W105.02","Site Glazing Completed"
"4c8975a3-34c1-50a5-ac7c-d52fcc52eb7b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 1","W105.02","Trade clean/protected"
