"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b72e7188-a52c-4896-8fa2-02af962698d4","","fail","","folder","TRUE","FALSE","Site QA"
"6658d9e8-e377-4fbd-bd74-f59af60e30b9","","work-in-progress","","folder","FALSE","FALSE","Site QA","L1"
"a25d56c0-93a7-4ad7-9f14-8df36c91a91b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-081"
"bfd021e2-568e-468c-ac87-81bf3a9f7721","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-082"
"e0e30de7-91bb-4d87-80dd-789f79693f0d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-083"
"fb0e2b5d-52c4-4d82-ba6e-0a98a0065220","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-084"
"aa115ed8-8aef-4048-a950-880f7defe35c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-085"
"17f893a9-c093-44ef-9ae5-e0abf9325436","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-086"
"d4d5a750-f431-49c3-8b39-317a31ffb708","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-087"
"f65103f6-b0eb-4a8a-870b-e658a3e503c2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-088"
"77b5040c-81a8-4e1f-acc4-e8708f64a9b5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-089"
"d73746a0-e517-4f20-aa45-2a7b63934223","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-090"
"0f532566-3d6f-4c64-9177-46c26c77adb3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-091"
"7b1318a2-072b-4871-b95f-7d96ee9698af","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-092"
"b9cae29e-dff8-4071-94e0-191dfc290af1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-093"
"766c936a-61a7-4583-b7f1-9e7e8f9217ef","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-094"
"97532ca1-fe95-41a2-ac72-88d37114c5ee","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-095"
"02422baf-b9e6-489a-a26c-b846691dd897","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-096"
"7560a3c3-f09d-4fd4-9d65-4f73a5538b2f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-097"
"1cec78e6-1dfa-40ba-b35f-09f4552f0e5f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-098"
"f433d9ff-f8ff-45ef-9e76-d21e1e9a2bb9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-099"
"d11248e4-4cd3-4ace-83b0-9eb79d23ed9d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-100"
"1baaee98-d5c2-486c-905d-ca11e0f2d2ec","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-101"
"ec3c85ce-9f05-4635-854a-a26ef4ca12bd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-102"
"1b9d2eb9-269a-4a59-b4bc-ecf3833a6398","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-103"
"f61502f1-7bbe-4a94-b028-d252944a5acd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-104"
"ad9bac54-9f02-432c-b4e0-a5f629e06012","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-105"
"79635e6f-36d5-4a0d-9c94-a5f5fd0cd0bc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-106"
"7f19a777-869e-4888-82c4-a69125190c87","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-107"
"c53e5fb0-c7a8-4b9c-a70f-67b12c63df01","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-108"
"fffc84d0-9b39-47b8-94f8-bd56528c1506","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-109"
"cf501024-2d6f-4155-89ec-e1fcef3625b1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-110"
"8e7c43ca-b9bf-403e-aab1-42b00e65fd59","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-111"
"8c7efbd8-d43a-4c4e-b66a-5f0adbbe8e50","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-112"
"c7b186b0-3021-4ecb-80d0-b7f1c970e6bc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-113"
"e8449257-69c5-4d8b-9075-56f1fa5ee415","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-114"
"0955b001-1060-4df3-abb2-069a6aef6ecb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-115"
"b96fb94d-8367-46ff-aec2-87e1c62ade24","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-116"
"e69bb6bd-3bc7-4b41-b1a7-fc054cb2446f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-117"
"b11991a2-2399-4857-89b1-605d69d84bf1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-118"
"c9c728e2-d2ff-410e-8de6-00ca68db97db","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-119"
"2e3cb757-735d-4de0-866a-a7af1158632f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-120"
"f0210b61-cacb-40ff-9de9-8709acaf3991","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-121"
"ff765d1d-4ae0-4178-825b-cce675f864e1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-122"
"3f46ee04-80be-4a84-be9c-317adce97a44","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-123"
"027dce36-4c63-4324-b0fd-a73971801fa8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-124"
"4ccdfa81-0c9e-4fe3-bfaa-065bd9187366","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-125"
"e4aa9af6-2c86-4d9a-a130-0a61e250e6fe","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-126"
"f7643fb4-8702-4053-a585-a9d4b69f37c8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-127"
"1d70f664-737b-4965-8f02-2f66791b6eaf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-128"
"1d368995-2658-478d-95f5-fe37db97d7c1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-129"
"c130d60a-c9eb-49f2-be31-f20e22358626","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-130"
"ee28fc8e-6040-4ef6-aa8d-ee3fc303bb50","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-131"
"7e3768e7-70d4-4f55-a0d8-3fdda37dba90","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-132"
"f71f7e4f-3a99-4e78-8f7a-de4f135409f8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-133"
"78426b9d-a1b6-424c-bdd6-014a996da908","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-134"
"70eef844-43eb-4aab-9cec-63a77d145290","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-135"
"983be0c5-ab6c-4ad0-ac94-23de977de20a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-136"
"3f636aae-c00c-4e78-bcb7-e025fe5b1691","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-137"
"5ca1db8e-ffb2-4104-9209-bd76746bfc71","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-138"
"ee4c69b1-faf1-4862-9566-0d5cd7d24402","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-139"
"08ed826c-2f20-4834-978d-0acb16aed42c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-140"
"e915abfa-c12d-49f1-ba64-bdca34fe3ecb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-141"
"8088bfc6-166b-4eea-b47e-e19f886bdcc9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-142"
"6236541f-73b7-493d-8103-91cc5629df28","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-143"
"65b93229-dc9e-4692-99ed-59f56bfe9920","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L5","L5-144"
"a0de4b32-e8e9-4b8c-9887-220c86a276c0","","not-started","Curtain Wall Facade System Post-Install Sign Off","checklist","FALSE","FALSE","Site QA","L5","Post-Install Sign Off"
"8e917e2c-ddea-45e1-985a-325b8b84911b","","fail","","folder","TRUE","FALSE","Site QA","L6"
"ac4daab2-e3e2-4605-8a7b-70bac000323b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-001"
"a4fd623c-ee19-4c7e-8dac-b42529c407c4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-002"
"05d3dbf4-2bb5-4c10-b150-9dbcf6801ebe","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-003"
"85b64a62-9273-4ef3-b6d4-6883a5239c13","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-004"
"b289a546-389d-46db-9f19-b20d1f41576c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-005"
"04504d74-e5c8-4d1a-b043-fd7062be56c1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-006"
"2d73df3d-2692-4442-b801-3371fb053eeb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-007"
"49896e97-113b-4509-8f6c-baabcae3c943","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-008"
"3a68a0b0-cf58-443a-8724-acb37f1861ca","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-009"
"c991ee3d-ca48-4749-b9f4-8ee34fdc4904","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-010"
"b034f573-528e-4a19-84b1-646d3b05fcfb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-011"
"8bd5d87c-b024-4cd8-9b2f-a64340081e69","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-012"
"05cfdd7a-e074-4e2b-aecd-33ca3227a737","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-013"
"2a8d6776-7700-4a37-b04d-1d25249f9696","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-014"
"8d967230-9570-4695-bdc3-6d7e1f0859aa","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-015"
"5bde8afc-e3b1-4530-ac4f-88d5542f99ad","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-016"
"326c2269-8b02-4812-9303-af3622ecfb47","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-017"
"8c0a5997-c9c8-4aff-86ea-33c4c0c4e949","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-018"
"59f9aad0-4426-4f9c-9481-29f24374949c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-019"
"ad54dccd-3bac-4be0-a51d-4d73f3311fc9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-020"
"5de0a079-3413-4417-8635-530295608a7f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-021"
"ebf4ab03-e45b-4f1f-bbb4-0f57a4140874","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-022"
"87d6a51f-b3ef-4315-b05f-9eea3f96f8b3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-023"
"4c53efe4-80c1-4515-a58c-07c46b51431e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-024"
"050072c1-f8c4-4995-a8d1-e5f2c6f97205","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-025"
"273c97c8-05a2-41ef-9e21-c47868191a1c","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-026"
"3b3a0e3a-6cd7-403d-8c09-94507756aa32","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-027"
"66f37b1f-438e-4468-959f-1f11aec374a9","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-028"
"0d8b3af3-e8ec-442f-bf6d-57231a6fa5bd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-029"
"bbf9adc0-baee-48e4-827e-0912cff35754","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-030"
"2a589fcb-b69e-46d8-a8ee-541eb3f3747a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-031"
"307fd55d-959d-46cd-bfa5-5d0614b79fce","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-032"
"770277ae-2b32-456e-9344-59b809a66d9c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-033"
"7d34e409-f7b9-4f87-909f-f287d8a50274","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-034"
"8f904b9c-95d5-4522-b349-a80d359dc047","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-035"
"f1d1aee6-5823-4d2b-b058-3f481620fd7e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-036"
"94c435a5-edad-4484-901e-262a2f4bac53","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-037"
"9462881b-b215-47d6-89a4-532eb67b652a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-038"
"2051484a-9f01-4abc-bde8-e2cabf95f6e0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-039"
"ff034d8c-ca66-4b88-941e-5bb99aa17809","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-040"
"496ec320-3377-48b0-9840-1e7b72bc4650","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-041"
"05832c0c-5b3a-42c2-bc82-d532882187bb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-042"
"21729401-c4f6-476b-a978-e251d859ed57","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-043"
"1824fa2e-3be1-48f0-9210-081e609f0114","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-044"
"2850805d-5ae8-4fb7-af51-e3dc79714476","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-045"
"c6a1ab25-a7cf-45b1-b18a-975e7c75e603","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-046"
"9541d3fb-5485-4f41-8137-602f1913948b","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-047"
"32058145-23e4-4054-8193-001b03154a42","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-048"
"afb0e51c-c530-42a2-bd63-2f7e77670d46","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-049"
"8554bd80-dfed-469b-880a-5da088e67de2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-050"
"167c4c6b-c323-4294-96f1-c85c6da9ac0f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-051"
"aba9ac8e-2bd9-4494-9ceb-e3fbb1183a9f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-052"
"cfea16b7-e28d-4df1-b7ce-43a9e6222d9f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-053"
"0238611e-3a91-4624-83b9-5fb9dde320d9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-054"
"e2cc9925-a5f9-40ef-9163-4084289f1ab9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-055"
"e1117411-619e-4c1f-86cd-0082ed8c5359","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-056"
"75f59d2a-c939-459e-9ba0-f80239e48483","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-057"
"f449d298-22b4-485d-8fc4-556129317969","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-058"
"75cc6e0c-e930-4950-8ce8-5dfca85bf5df","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-059"
"fea49402-c5c5-43c0-8b11-bbbf8aca6811","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-060"
"4723c2ad-0246-40fe-992a-a28eb4310154","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-061"
"4ed858ef-4689-43c4-bfa9-46a4e762eb4b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-062"
"64854f82-046d-461c-8100-a239e4c01520","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-063"
"9ddf730e-533d-480e-83f9-f1faea27da37","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-064"
"ac4c1816-7b81-4347-91c8-097c3bb6df2d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-065"
"991af54a-6f1f-4fe5-acd7-b2f13d0ce545","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-066"
"01b48ccc-084c-4328-9f17-5d71436135ce","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-067"
"0e370182-6244-4cea-9600-455a2956ac9b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-068"
"44e96a4d-0a85-4df3-ad33-75e6e9ff2a49","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-069"
"2a018118-5892-42cb-a929-ad0b6790b08f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-070"
"e1e48be1-8e30-47ae-83e0-e5ca2436ea58","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-071"
"177f2314-198b-4953-b6fa-4988668074ab","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-072"
"460a7591-6f15-401d-a99f-27faa4b750b3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-073"
"c080be31-2954-4568-8af3-390b5c8b3d01","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-074"
"60c8301e-47e7-4a6b-a4bd-e0b687798408","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-075"
"2d853d50-9c29-4f57-81d0-3026745cb8e7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-076"
"b9e80e57-0376-4d1b-a57a-614d53700864","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-077"
"5c709579-843e-493c-9798-2c88a5a9bbc3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-078"
"35633fb7-0ec1-4c37-b950-615a715bf752","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-079"
"2ca032ef-515e-48ab-b51e-69b22125a406","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-080"
"32fb6f31-966b-4706-a613-6f5b3c64cb1f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-081"
"873fa8b7-5740-45e1-ba51-9c33806c77a6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-082"
"c52b30f7-dfca-4e38-be17-5c14adf2ed76","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-083"
"3f7c434a-27ae-4fb2-8e95-555696012ce9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-084"
"62373219-5fd4-4fba-be7b-440853793590","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-085"
"b9e93640-b6e3-4710-b60a-66447c275afb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-086"
"6089bbb9-b930-4e90-a1ee-a1a4ef7eecbb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-087"
"54844365-ff2c-4c96-beee-f930eca47914","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-088"
"f8f1dd5b-3fe9-44a1-a0a7-eae185fed05c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-089"
"b1e1e618-4422-467f-a5e2-407da8dfdefd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-090"
"a347b5a8-83f4-4bdb-b8ef-a752f95ebce7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-091"
"3b91856e-4e5b-40f6-a2f5-1dcf5fe2b522","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-092"
"d747c6e6-121c-438d-83e4-0aa607f1466b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-093"
"3b21ed86-4b57-4cb6-a6c8-884b7d1d600f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-094"
"46644cb6-21a5-4bf4-82e2-28ab8516121b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-095"
"5c807500-064d-426e-baa8-cc3b1c20f722","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-096"
"04488739-fd3a-4f3f-ae12-aed755cd6c63","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-097"
"c9e093d3-26a3-4434-863d-0793840507d7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-098"
"a532d2d3-ccb7-4385-ad33-2c85943243cc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-099"
"67b7d804-26e6-4d8d-9015-6a99e56bbcb5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-100"
"509a8845-4214-4faa-8956-68a55a5a08e0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-101"
"e3171d69-f87d-4824-9ec3-f8fd84167f35","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-102"
"443c4c47-3960-437c-aea6-49d3c58ea73e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-103"
"b1ffad0f-aff2-4250-ad20-2c0ec0bbbbeb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-104"
"abb88b37-373f-4a41-b699-247a5618d6ab","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-105"
"9bf989a2-461b-40c6-9dc7-5725ae9d297f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-106"
"34149806-0b0f-4a45-b97a-3315656aa4f0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-107"
"cbf8d372-7a62-4dc0-b6bf-fb92eb6fee04","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-108"
"4faae878-9490-47c9-a22d-31e4c1d5c57a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-109"
"f6cb67ce-80fb-4b69-b602-5d7bfa987e88","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-110"
"a7e69182-c1c1-49cc-9aba-5771c66f84cc","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-111"
"5dea21a5-cb07-407b-baf6-d8b4a36a938e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-112"
"d339c2a8-504d-4159-97df-c99c0b17a724","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-113"
"068f6160-d6b2-4cef-8219-37cff8b87a94","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-114"
"25e19ecd-409b-42c2-9a64-94b694203e2f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L6","L6-115"
