"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"57233f04-9df0-4932-80da-8ac73eacfd56","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"397d6ed8-296f-44d8-8ee2-f3cf590cecc9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1"
"cd3b842e-6d4f-4b9e-a2bd-cc4f40b5f5b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing"
"12ab81b8-0223-403f-b523-3094fe834dbc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101"
"65f676cc-065b-44af-9720-937bcbfb9f3a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in"
"ee52b123-64d6-407f-994b-643e1f9922d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off"
"444d1776-3f53-441d-9de9-b9078b1f3c7d","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"644f6400-530b-4125-ab51-4ad646f35610","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Rough-in","WG Install Water/Gas Rough-ins"
"6c7ccaf0-d7cf-4b6a-b533-8c7a64e9db55","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off"
"8f2a6574-eaad-4c50-8fe2-caa8de1c6433","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"fe7b23d9-f664-4069-89f1-cd8c84d7c061","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Dishwasher"
"d038fdea-6191-4c12-8457-0fe3d76ccb3c","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Gas Appliance"
"b0d47462-97d4-44fe-9f06-440f6cc0710a","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Laundry Trough & Tapware"
"94eb3d5f-514d-4309-a1ed-c988e02ece3e","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Washing Machine Stops"
"68f224aa-a840-4c11-b00f-783c4c8f28bb","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Toilet & Cistern"
"b6cbb1e0-32e3-4e55-8fc8-0331dc0f0497","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Wash Basin & Tapware"
"ebdc5ee1-fd90-4301-8a4f-5762e57dc33e","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Shower & Tapware"
"9e82564f-a99d-4de6-8375-7f0a9d48fcb0","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Bath & Tapware"
"beee20de-e2e6-4e02-97a3-a75c0ba868b8","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Fit-off","FO Fit-off Hot Water Unit"
"55a7979a-a0e2-4e46-a005-8bfcd251a2fe","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Testing"
"e1d11719-1c28-4819-a941-ecd4fdcbc17e","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Testing","TST Test Water Service Pipework"
"c3b71a32-2777-4080-8309-ad30891011c4","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Testing","TST Test Gas Services Pipework"
"12dcf7c0-1dfa-40b3-9d4c-d6eb245c2599","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning"
"966fdbf2-b76e-4d4d-bf41-e38b76586fcf","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"b77068e2-cb77-4d14-ac0a-b10bfe19038b","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commission Hot Water Unit"
"8bad5ddf-028c-4eeb-aabd-b5b03dc8e443","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commission Gas Appliance"
"36ab5533-f7a0-4856-a7e1-82e5899babe0","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commission Water Meter"
"f84fb5af-0b0b-4530-acf5-0644888ccd97","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commission Gas Meter"
"f770ff43-890a-480b-8ed0-aa41fdc437cc","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commission Backflow Prevention Device"
"83e8b756-18d2-4f8a-b2c2-ed6bfcdcb401","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 112","Commissioning","COM Commissioning Final Handover"
"fd80084c-2057-4760-ba0a-9761f6e5e11a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 113"
"5be18166-8d38-4cbb-9306-bfe7574b6afb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Rough-in"
"c9da3163-070b-4205-b3a9-a2f5a87c34b6","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Rough-in","WG Install Water/Gas Lead-ins"
"d7516739-552c-4b89-897c-27874c0212db","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"6c2011ec-f9a9-4be8-8e96-e74f6c59c97a","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Rough-in","WG Install Water/Gas Rough-ins"
"f05a3fa3-78f3-40ba-9bd1-832deec68951","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off"
"63c4cdb1-1a99-4a68-b0a7-7b0f7b06dd2e","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"f3e7fafa-c4a6-4ab5-8573-aae9cc313ccb","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Dishwasher"
"8fef7e9e-3a8b-4f10-aed7-558f26e30261","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Gas Appliance"
"e10b8e67-2468-414b-92be-d18063f41c04","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Laundry Trough & Tapware"
"a4cf6a14-048a-4e48-95b1-c966380239f1","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Washing Machine Stops"
"f1aa05fd-70fd-4d23-9c98-cc02c8ab594e","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Toilet & Cistern"
"e228f483-4450-47e4-9068-f73e7b765a81","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Wash Basin & Tapware"
"64373cf6-f670-4a86-b643-c81b8efd2b9e","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Shower & Tapware"
"bc2e123c-d97b-475f-972f-c1718443b461","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Bath & Tapware"
"33a8598d-576c-497d-b6e7-bee74ad16135","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Fit-off","FO Fit-off Hot Water Unit"
"d7e3367a-1e6f-4cd8-a8bd-67803de1150b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Testing"
"e74f96bc-3678-4387-b73c-da693154f07d","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Testing","TST Test Water Service Pipework"
"6ef01d4c-b8ab-45c9-9400-d039ab8c0d7d","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Testing","TST Test Gas Services Pipework"
"31335193-2a29-48b6-84b5-44e2a3b445c1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning"
"d0b77476-2f7c-4dc5-ade1-85cd23d23a6b","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"cc16fe06-f7e7-495e-ba90-5f5af64bb0a3","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commission Hot Water Unit"
"bf60cad9-9728-4bd8-bc6c-bc16b2379877","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commission Gas Appliance"
"4560127d-fd07-4806-8746-6082e1549ec1","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commission Water Meter"
"22f197ad-5c22-4361-9e64-593c4d125d11","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commission Gas Meter"
"abbde203-1388-4646-b339-86cc3826f30d","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commission Backflow Prevention Device"
"17112d34-1985-49ac-96ba-3180aa446d0e","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 113","Commissioning","COM Commissioning Final Handover"
"188da8ae-2423-40ef-b5ce-4366f8413af1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 114"
"5c645dcc-38ee-4e69-a5f6-ff2ad2925682","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Rough-in"
"38a9e641-e733-41d6-8ac0-47335ce8493b","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Rough-in","WG Install Water/Gas Lead-ins"
"2dea9a9a-7bc5-4d18-89de-7ffe58880e19","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"9afa9525-59b7-4f12-bd9c-2e78fcb52b0f","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Rough-in","WG Install Water/Gas Rough-ins"
"c17fe3bd-936d-42c7-b713-63ea8f555cf1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off"
"dd355d6c-94aa-4967-bf86-87a83e6f06eb","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"2259027c-97c8-4de6-a4ba-9c6d1f882d3f","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Dishwasher"
"c055d901-795f-4d8e-9226-02f258abe9fc","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Gas Appliance"
"6b74f558-c445-420a-90f4-73917bdf4374","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Laundry Trough & Tapware"
"08cb584b-56ff-48a2-925c-34602ef5463c","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Washing Machine Stops"
"c9e66a4c-0e61-437b-bc85-903dfb2eaa0c","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Toilet & Cistern"
"9bdb1f11-1290-4f18-98ad-4af2588e9fd7","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Wash Basin & Tapware"
"9975b117-7d9a-42f5-a7b1-7dfd46a5b063","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Shower & Tapware"
"ecd67f27-f93d-4587-9ac6-30b90b3e8c91","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Fit-off","FO Fit-off Hot Water Unit"
"62543aba-f743-4a6d-8679-3aa54d1693e2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Testing"
"d7b77049-f52a-4a59-9d33-0e71fe23bb6e","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Testing","TST Test Water Service Pipework"
"aeb24aee-f4dd-484e-a65b-2578ee21c785","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Testing","TST Test Gas Services Pipework"
"59299ec7-4e10-48cf-bdac-7bce1ecdd2c8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning"
"8edb75a9-2acb-4773-b113-e22333dae3db","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"8780417e-8ea9-4d03-9d7b-4112aba5324a","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commission Hot Water Unit"
"8c33085e-d364-41ff-b6d6-820ec49baed3","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commission Gas Appliance"
"ac374127-7072-4dcc-9429-95c99797bbbf","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commission Water Meter"
"7dd861dd-8648-4d69-bb11-a2525c19c022","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commission Gas Meter"
"eb4898b1-fb21-44ca-9034-73f7a09e357e","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commission Backflow Prevention Device"
"9d3ab841-75e0-42c5-9e75-66ef0e534674","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 114","Commissioning","COM Commissioning Final Handover"
"8a106d40-c877-4ac4-86f3-e0633cdb4d4f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 115"
"20ad96ed-cb6d-4c73-825b-0e90db570fd6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Rough-in"
"997c9675-0bf4-4bd3-ba16-47615ca57ac0","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Rough-in","WG Install Water/Gas Lead-ins"
"6b5d35fa-96c4-4b05-8f41-0ea25af55ab6","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"0fd787d6-94c3-4f53-a890-82b58c560a26","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Rough-in","WG Install Water/Gas Rough-ins"
"4f6605df-36a8-4d00-9860-c9a7a16c417d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off"
"fd13394f-e7cb-4e56-8964-bbbc9b9a9761","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"1ee453aa-2616-4b7c-b3a0-82f91a1c0a2e","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Dishwasher"
"97682369-6287-445d-a696-dce1934b8eca","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Gas Appliance"
"95328bee-61c0-460a-802a-31bc85c4cf4c","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Laundry Trough & Tapware"
"fbc1b124-9361-41f6-aae5-be5ea8d38d10","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Washing Machine Stops"
"ff9a9df6-5696-430a-886b-bccd22e0dcee","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Toilet & Cistern"
"cb137250-55e3-4c71-894d-f30dc9800642","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Wash Basin & Tapware"
"2c692d72-1b57-4d4e-b336-0f973789b855","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Shower & Tapware"
"2ef3f112-2e58-4442-a389-7df348ab3013","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Bath & Tapware"
"644cb61c-77aa-405a-9a2a-317ecb53c28f","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Fit-off","FO Fit-off Hot Water Unit"
"dfc972c2-d9e5-4fdf-9d21-5dbe14bdecc6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Testing"
"9dc127d0-8721-4266-ada7-28944796ce18","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Testing","TST Test Water Service Pipework"
"09765b5e-4660-4560-9b4e-cdf31112554f","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Testing","TST Test Gas Services Pipework"
"4f424389-f2c7-407f-8e79-79feb18bf7f2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning"
"6d38e78c-c4cf-45d0-86ec-622083ffeffb","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"0c58f900-abeb-4730-8826-c8630fdb097a","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commission Hot Water Unit"
"e855713f-64d5-4b7b-8945-5a26d5eb0ea8","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commission Gas Appliance"
"3a52ea78-898b-498a-aaf3-cd5587d79082","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commission Water Meter"
"d3cefaa3-aa84-440b-8902-29420cf9c81f","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commission Gas Meter"
"87d0cee6-4486-4231-a759-1c0347846709","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commission Backflow Prevention Device"
"20fbaa08-51a5-4803-8549-62cd4ea7f01d","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 115","Commissioning","COM Commissioning Final Handover"
"1c8dc297-524f-46d5-b2d3-9f0d75b3b3ac","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 116"
"80ab134a-2a97-4316-b5b7-8d98a903052e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Rough-in"
"e739f97b-c15f-4111-9227-7972b6ae1b88","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Rough-in","WG Install Water/Gas Lead-ins"
"4080f54e-ea63-4f95-be94-8834c1f64b86","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"2947a7fe-3c35-410a-b50c-9cb822d213f1","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Rough-in","WG Install Water/Gas Rough-ins"
"accf65b0-3e27-4909-bf89-383a7124daeb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off"
"101221cd-2fd0-4a85-9a70-ab6bd0a46d56","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"b25ed34d-e0b8-4175-85d9-f7a900ba3dcd","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Dishwasher"
"a367a38e-5131-4694-9612-dd8552bbac20","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Gas Appliance"
"5368dc47-f918-4912-bcb5-8924295ba5b3","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Laundry Trough & Tapware"
"9ce8a8f6-0c5e-4baa-9900-2df7bb4885f0","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Washing Machine Stops"
"1071c89d-a987-4035-93d5-a1b39a4d45ea","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Toilet & Cistern"
"b25d105b-2f02-4f37-af09-f38042d4bc64","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Wash Basin & Tapware"
"41ef9960-309a-48ff-b5d9-e6813a8e9d94","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Shower & Tapware"
"6f9ed6b9-aa94-4581-aace-49ba80d04586","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Bath & Tapware"
"d86c3605-25ff-449e-9da2-ba7c669e8b1c","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Fit-off","FO Fit-off Hot Water Unit"
"7c0365a7-10ef-4b2f-948d-d4f702c31455","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Testing"
"cdc8f711-38b5-4456-afe4-c668454b02e9","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Testing","TST Test Water Service Pipework"
"db041ec4-8db7-44c9-b87e-bac35cc60458","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Testing","TST Test Gas Services Pipework"
"e955ba28-3c4c-4ea5-9a45-260f5bebda76","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Commissioning"
"6b9e0693-6329-4102-a27a-68400a55375f","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"9bec5ab3-cf95-4523-b36b-5c45d1d02289","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Commissioning","COM Commission Hot Water Unit"
"fb1b5949-5e4e-4503-9a83-b5d4af8fb1ac","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 116","Commissioning","COM Commission Gas Appliance"
