"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c36395ad-ce7c-4e84-886d-a58ea79afb40","","work-in-progress","","folder","TRUE","FALSE","Raleigh Road Bus Lane"
"8c4906a4-b981-4214-9591-2e8745043f3f","","pass","","folder","TRUE","FALSE","Raleigh Road Bus Lane","Midblock 1"
"ac7eff64-2e1b-492a-9dbc-9e02396be9d3","","pass","ITP - Griffen Park / Hillsborough Rd - Roundabout","checklist","FALSE","FALSE","Archives - 21/22","Hillsborough Road","ITP - Roundabout"
"14a389d6-7d4f-405a-8d0c-14c89d97cab4","","pass","ITP - Griffen Park / Hillsborough Rd - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","Hillsborough Road","ITP - Stormwater Drainage"
"42ac7feb-cd23-4aee-a906-1669747374dc","","pass","ITP - Griffen Park / Hillsborough Rd - Vehicle Crossings","checklist","FALSE","FALSE","Archives - 21/22","Hillsborough Road","ITP - Vehicle Crossings"
"7c9d864e-221b-4f68-9f67-a18512e9f58b","","pass","ITP - Griffen Park / Hillsborough Rd - Traffic Island","checklist","FALSE","FALSE","Archives - 21/22","Hillsborough Road","ITP - Traffic Island"
"904ea7b4-c351-40da-8b71-62e66f17d997","","pass","","folder","TRUE","FALSE","Archives - 21/22","Hillsborough Road","Protective Concrete layer for First Gas Line"
"fa782647-bd5e-4b4c-9b0b-382616d50aab","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","Hillsborough Road","Protective Concrete layer for First Gas Line","QA Photos"
"a9bdb7f5-c8aa-46e4-b68b-0bdffffd3f17","","pass","","folder","TRUE","FALSE","Archives - 21/22","Hillsborough Road","Asbuilt drawings"
"22710da6-5a37-446f-8e68-b9d5d8b54012","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","Hillsborough Road","Asbuilt drawings","Asbuilt files"
"593dbbab-7b78-4ad3-b13f-f4951cac351a","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 246 Mt Smart Road"
"1a10dd76-ac7f-411b-a5d4-f5cb6e536087","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - 246 Mt Smart Road","ITP - Enabling Works - Footpath, Kerb and channel"
"3705bc0f-f5b3-4a1a-9e71-e786fb47d409","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - 246 Mt Smart Road","ITP - Traffic Islands"
"f5223667-0939-4c96-9254-fb37534878aa","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 246 Mt Smart Road","Speedtable QA"
"184799e4-1203-4383-8a47-9f25c847a799","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 228 White Swan Road"
"971813a4-12e5-4759-aa16-21b96d350b7d","","pass","White Swan Road - ITP - Enabling Works","checklist","FALSE","FALSE","Archives - 21/22","VRU - 228 White Swan Road","ITP - Enabling Works - Footpath, Kerb and channel"
"5394ed99-ce1a-47c8-bef4-57514de989eb","","pass","White Swan Road - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU - 228 White Swan Road","ITP - Stormwater Drainage"
"af1bbba5-6ca4-43ba-9bd8-9acb4fa0bbd1","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - 228 White Swan Road","ITP - Traffic Islands"
"56e3a5c3-fe74-4be0-9f23-153a1c41559b","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 228 White Swan Road","Speedtable QA"
"e4f00757-4024-499a-9358-c16c52cf24b8","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - New North Rd x Sandringham Rd"
"ee1b96c5-7a2c-4037-9927-8c6dd226e965","","pass","New North Road and Sandringham Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - New North Rd x Sandringham Rd","ITP - Enabling Works - Footpath, Kerb and channel"
"c88a04b0-c844-4a1e-bf6a-6b106f73c02c","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - New North Rd x Sandringham Rd","ITP - Traffic Islands"
"ca1995d3-a3da-424f-a798-0d2c3bd5eace","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - New North Rd x Sandringham Rd","Speedtable QA "
"a86cbce0-4de3-434a-963c-72509c252c81","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 237 Tamaki Drive"
"fb992838-9444-4919-9a1e-49e18be9e4ed","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - 237 Tamaki Drive","ITP - Enabling Works - Footpath, Kerb and channel"
"61e57385-6c06-4ee5-bb87-26a8fee90a91","","pass","White Swan Road - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU - 237 Tamaki Drive","ITP - Stormwater Drainage"
"3510e1c0-0bbf-4930-8007-f9f3b2e7848b","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - 237 Tamaki Drive","ITP - Traffic Islands"
"b97b22a4-b27e-4923-9a3d-0a64d8d83bd6","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 237 Tamaki Drive","Speedtable QA"
"b6ce86f3-8282-4e4a-a727-95952f0551a4","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 237 Tamaki Drive","Speedtable QA","QA Photos"
"2380cb1d-c6c9-48d0-a1c6-d3526e0c9c3d","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - Alfriston Road"
"cf4aa115-8848-4b72-9485-bd23e5d65793","","pass","Graeme Ave - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU - Alfriston Road","ITP - Stormwater Drainage"
"bb09d9f9-088a-4281-83e4-0c3d49370b6d","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - Alfriston Road","ITP - Traffic Islands"
"0759b8a6-5ace-42ee-85ec-388753001c5f","","pass","SYS - Graeme Ave - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - Alfriston Road","ITP - Enabling Works - Footpath, Kerb and channel"
"448bb623-efdf-4bb2-a7eb-15f656ba4960","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - Alfriston Road","Speedtable QA"
"ae996d97-f19d-4e20-8adf-de6d80e89e3d","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU Chapel Road"
"364f2fa8-63ac-4355-afbf-7e2018beba1d","","pass","Graeme Ave - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU Chapel Road","ITP - Stormwater Drainage"
"38a56318-c8da-4582-b494-e330a7e60bc1","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU Chapel Road","ITP - Traffic Islands"
"7ede6e3e-01bf-4fe9-8575-6164b6a4029f","","pass","ITP - Massey Road - Enabling Works","checklist","FALSE","FALSE","Archives - 21/22","VRU Chapel Road","ITP - Chapel road - Enabling Works"
"71c20653-3bac-43cb-afd9-03e3874bd847","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU Chapel Road","Speedtable QA"
"802f8894-d8a1-4a7c-9175-1079f9028d28","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 86 Robertson Road"
"501bfcb7-f276-459c-af9e-b7981f8893f4","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - 86 Robertson Road","ITP - Traffic Islands"
"d95aeec1-f2cc-4b7e-9d1d-81f16f97de7a","","pass","SYS - Graeme Ave - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - 86 Robertson Road","ITP - Enabling Works - Footpath, Kerb and channel"
"e6144aaa-f5d8-4a54-aea0-d5e0f0a8612e","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 86 Robertson Road","QA Speedtable"
"a8d059b8-cb70-4517-bedf-0138c046ee2d","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - Puni Road"
"dc8c4884-7cd9-4e9a-94ca-484e23765e47","","pass","Graeme Ave - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU - Puni Road","ITP - Stormwater Drainage"
"bd48a822-ace7-43f6-ac23-bf5e714eb33f","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - Puni Road","ITP - Traffic Islands"
"c33a37e9-4bf4-42ea-bee0-5c1ce0c5bae2","","pass","ITP - Griffen Park / Hillsborough Rd - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - Puni Road","Footpath, Kerb and channel"
"1dc82696-071a-4ce1-ba75-7e23e38e8cb6","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - Puni Road","QA Speedtable"
"2d79f3ff-cfdb-4bda-b449-441d924430c0","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 145 Lake Road"
"c874b53f-925b-4071-8a16-230cfc7d2651","","pass","Graeme Ave - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - 145 Lake Road","ITP - Enabling Works - Footpath, Kerb and channel"
"da220451-1748-4dcd-bd76-6b8b971bd641","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 145 Lake Road","Speedtable QA"
"da9df936-ce11-48ea-9ad4-260e1a358ea9","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 46 Richardson Road"
"d5c78c3e-a14c-4a0a-a431-7716852179c1","","pass","Graeme Ave - ITP - Raised Pedestrian Crossing","checklist","FALSE","FALSE","Archives - 21/22","VRU - 46 Richardson Road","ITP - Raised Pedestrian Crossing"
"f970625d-49b8-488b-a3eb-0f38a87b8d6d","","pass","ITP - Rockfield Road - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - 46 Richardson Road","ITP - Richardson - Enabling Works - Footpath, Kerb and channel"
"cd693b42-46bd-4ea0-97e0-3670f9f3095e","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 73 Titirangi Road"
"f56a3b6f-9aa8-46fc-9d94-15fde4ca30a3","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - 73 Titirangi Road","ITP - Traffic Islands"
"c1e71d5b-8684-4ae7-ae05-2a20f08b900a","","pass","SYS - Graeme Ave - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - 73 Titirangi Road","ITP - Enabling Works - Footpath, Kerb and channel"
"7b5d0fc2-9032-48dd-9f4a-d8de85caa47e","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 73 Titirangi Road","QA SPEEDTABLE"
"1c5e5a04-842f-4386-bc1a-416529b50e3e","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 286 GSR"
"3ed93cd0-10c7-4057-ac70-79886b65ce3e","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - 286 GSR","ITP - Enabling Works - Footpath, Kerb and channel"
"c044f4fc-5a01-4265-b17e-734607a8a925","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 286 GSR","QA - Speedtable"
"a2754b83-3ad7-4620-99ef-9bbd100eaf7d","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - Stoddard Road"
"35260714-7d9c-4dbc-b89f-4c7955cc3d02","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - Stoddard Road","ITP - Enabling Works - Footpath, Kerb and channel"
"61df9226-40fe-4b41-ae03-acf3b4a3f1ae","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - Stoddard Road","ITP - Traffic Islands"
"09af8d9e-6cfe-4049-94f8-c7ed7dfc8fed","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - Stoddard Road","QA SPEEDTABLE"
"61f6e7f5-07f3-4834-8333-4ff1a8d27f06","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - St Lukes Road & Sandringham Road"
"b20ead21-453c-4a63-8888-a13e120b9d25","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - St Lukes Road & Sandringham Road","ITP - Enabling Works - Footpath, Kerb and channel"
"9cd79c51-6570-4ff9-ba10-7adc0b3baaf0","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - St Lukes Road & Sandringham Road","ITP - Traffic Islands"
"3b626e8d-9791-42cc-9346-a7e18cd70764","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - St Lukes Road & Sandringham Road","QA SPEEDTABLE"
"1784c753-5464-4f11-b910-9f43eeeaf47f","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - 297 Tamaki Drive"
"958983f9-a3d4-4f09-b30f-387f20a73dbc","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","VRU - 297 Tamaki Drive","ITP - Enabling Works - Footpath, Kerb and channel"
"c660d7ca-93d2-4213-892a-254a0f43457c","","pass","Graeme Ave - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU - 297 Tamaki Drive","ITP - Stormwater Drainage"
"76cefb6a-f3d1-46d4-be9c-91743ea5ecc0","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","VRU - 297 Tamaki Drive","ITP - Traffic Islands"
"018c86b8-6bf0-439a-86ae-8a82190b2585","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - 297 Tamaki Drive","QA Speedtable"
"f00cf172-6c6b-4233-8d17-b0671c6b4746","","pass","","folder","TRUE","FALSE","Archives - 21/22","Red beach "
"064aea20-c5dd-4058-8231-814178544aba","","pass","Drainage Checklist","checklist","FALSE","FALSE","Archives - 21/22","Red beach ","Drainage Checklist"
"243137cd-fbd2-4a82-a791-e7d44d6dff8b","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 21/22","Red beach ","ITP - Enabling Works - Footpath, Kerb and channel"
"e5094869-31e4-4189-8e85-d9d241c6040f","","pass","","folder","TRUE","FALSE","Archives - 21/22","Forrest Hill"
"84f0fbbb-1cae-4fa0-94e4-6ca66e74aaea","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 21/22","Forrest Hill","ITP - Traffic Islands"
"c8676fdd-36d8-469b-b4d2-86141211b4e3","","pass","ITP - Motatau - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","Forrest Hill","Enabling Works - Footpath, Kerb and channel"
"15d3b337-a9f4-49a0-9ac0-5f8151e21596","","pass","","folder","TRUE","FALSE","Archives - 21/22","VRU - Great North Road/Roberton Road"
"71e60325-b3e9-4555-8d5c-cf469bf67df9","","pass","ITP - Rockfield Road - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 21/22","VRU - Great North Road/Roberton Road","ITP - Great North Road - Enabling Works - Footpath, Kerb and channel"
"aa3ccda8-7445-4530-bdcc-c127b3aa562d","","pass","Graeme Ave - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 21/22","VRU - Great North Road/Roberton Road","ITP - Stormwater Drainage"
"cc0018c8-e80b-4694-95ba-8389c6605df0","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 21/22","VRU - Great North Road/Roberton Road","QA - Speedtable"
"3011eed5-26dc-481e-b0ca-27259ccab9b3","","pass","","folder","TRUE","FALSE","Archives - 22/23"
"40421186-52b1-4b07-a7de-efe14fd60dd7","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites"
"736f2ba0-c967-4188-972b-d0cf57c72a23","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Chivalry Road"
"8d07b32c-bc4c-43bf-969e-368fc890b944","","pass","Graeme Ave - ITP - Raised Pedestrian Crossing","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Chivalry Road","ITP - Raised Pedestrian Crossing"
"be2ead92-7f7a-4fee-8fdd-73eb0f3a067f","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","GSR/McAnalley st"
"b9994fb0-8cac-4e48-ad5e-d40d5d3c7d81","","pass","Graeme Ave - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","GSR/McAnalley st","Concrete Footpath - Enabling Works - Footpath, Kerb and channel"
"dbb3c7bc-63f4-4b86-8492-7df118a4d6a1","","pass","Atkinson Ave - ITP - Stormwater Drainage","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","GSR/McAnalley st","ITP - Stormwater Drainage (GSR)"
"2ff51a7c-da59-405f-b0fb-32f7c3f39372","","pass","246 Mt Smart Road - ITP - Enabling Works - Footpath, Kerb and channel                                                                ","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","GSR/McAnalley st","ITP - AC Footpath Enabling Works - Footpath, Kerb and channel"
"887445fd-5972-40c3-898e-12e99b3aad6e","","pass","ITP - Great South Rd - Island","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","GSR/McAnalley st","ITP - Traffic Islands"
"59a61527-510b-4ca9-a7b5-33fd2ab278c3","","pass","ITP - Great South Rd - Concrete Speedtable","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","GSR/McAnalley st","ITP - Great South Rd - Concrete Speedtable"
"3d07c784-d55b-42f5-9759-8a229320ef34","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Massey Vine"
"0d39876c-35d0-48dc-8255-d2dcbd1bb687","","pass","96c582d734f863ad2dec96abc8679ec2a414e37ec3225efef216a0291a8330d5","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Massey Vine","ITP Speedtable - Vine Street"
"17935b94-93ee-4cfb-889d-e0a469392022","","pass","Drainage Checklist","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Massey Vine","Drainage Checklist"
"0d5ecf55-4b64-4da1-876e-4029fc9fb836","","pass","SYS - Graeme Ave - ITP - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Massey Vine","ITP -  Massey Enabling Works - Footpath, Kerb and channel"
"5e60ac98-a5ab-49b7-88b0-882ab4ffa68b","","pass","Stancombe Road - ITP - Traffic Islands","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Massey Vine","ITP - Traffic Islands"
"0b1a74ae-7417-4bfe-950e-8cce07c1b312","","pass","ITP - Massey Road - Concrete Speedtable","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Massey Vine","ITP - Massey Road - Concrete Speedtable"
"98e78a5c-aa12-4439-bba9-735c231dc766","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","McKenzie Road"
"ff025583-7337-41c7-8314-1962b28a2e4c","","pass","da188222c8367d9e24916b8fa6cf1c17c8650ff7e55819f1e1fc6c7aa41fd14b","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","McKenzie Road","ITP - Speedtable Mckenzie Road"
"07a47635-ea7a-4f3d-9830-4851cc5c412a","","pass","Drainage Checklist","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","McKenzie Road","Drainage Checklist"
"1365dad2-afb7-4d26-8bb9-552b80139d27","","pass","ITP - Rockfield Road - Enabling Works - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","McKenzie Road","ITP - McKenzie - Enabling Works - Footpath, Kerb and channel"
"38c985a5-5657-4216-973b-4664a2febf38","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road "
"3a9505ab-a148-4be2-b9e7-644eeb28ebe5","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 1 "
"24c1b316-b48f-444d-99fa-debfb3e9da8c","","pass","Graeme Ave - ITP - Raised Pedestrian Crossing","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 1 ","Scotts Road Raised Pedestrian Crossing - Stage 1"
"1c4aadf6-28f3-4710-b164-001b180fcd9e","","pass","ITP - Griffen Park / Hillsborough Rd - Footpath, Kerb and channel","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 1 ","Stage 1 - Footpath, Kerb and channel"
"9d26c4bc-e1cd-42f1-8d66-4b424c9222df","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 1 ","Stage 1 - Chicane islands"
"8d754593-0130-4030-a7b6-e8160fb1a09b","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 2"
"97f5ae96-f7b4-4559-b1f7-dafcc9682f7b","","pass","ITP - Massey Road - Concrete Speedtable","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 2","Stage 2 - Concrete Speedtable"
"05b49a61-b408-4063-91fb-1ae4488ccb0c","","pass","ITP - Massey Road - Enabling Works","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 2","Stage 2 - Scotts Road - Enabling Works"
"4d12f16a-cd57-4f3b-acbe-4aead64826b4","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 2","Stage 2 - Traffic islands"
"8a7d52b1-496b-4135-a8f4-0617f7167cd8","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 3 "
"9c8bb840-d8e2-42b1-a44e-839ce2250117","","pass","QA Photos","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Scotts Road ","Stage 3 ","Stage 3 - Traffic islands"
"09e37698-028d-4f74-ace0-487927fd78ca","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street"
"8b298f90-7642-41e1-b657-d4326ea5cbd9","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","West Side SL"
"aee5db58-1ce8-4e55-a49a-870cec51b2ec","","pass","ITP - Mckenzie Road - Concrete Speedtable","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","West Side SL"," Concrete Speedtable"
"7f6f4bd2-52a8-4bd6-b46c-1d351f19ac83","","pass","ITP - Massey Road - Traffic Islands","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","West Side SL","Traffic Islands"
"5093aed3-f4c8-4f96-9b58-31035dac0b14","","pass","White Swan Road - ITP - Enabling Works","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","West Side SL","AC- Footpath, Kerb and channel"
"f662061b-8d9f-4efe-90e5-a54e9d6f15d3","","pass","","folder","TRUE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","East side SL"
"71ab42f8-564d-4707-b5ba-2c61fe9ae4b8","","pass","White Swan Road - ITP - Enabling Works","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","East side SL","AC Footpath- Footpath, Kerb and channel"
"8a167cfe-015b-4ea7-96c0-deceb41fa338","","pass","ITP - Mckenzie Road - Concrete Speedtable","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","East side SL"," Concrete Speedtable"
"2596e022-1719-4a4d-8f21-4b9489331e0c","","pass","ITP - Massey Road - Traffic Islands","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","East side SL","Traffic Islands"
"6d5a52fe-86ef-42cb-b3ac-a694e667adda","","pass","Drainage Checklist","checklist","FALSE","FALSE","Archives - 22/23","VRU Package 4 sites","Quay Street","East side SL","Drainage Checklist"
"62d7f417-cd56-4feb-bd95-58c9c1ae76f1","","pass","","folder","TRUE","FALSE","Archives - 22/23","St Lukes Road"
"560dcdb6-6208-4d6c-9bd9-512a434e205c","","pass","ITP - St Lukes Road/Morningside Drive intersection - ACO Drain","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - ACO Drain"
"b126b16c-00ca-4442-a09e-652ce1c03558","","pass","ITP - St Lukes Road/Morningside Drive intersection - Concrete Speedtable","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Concrete Speedtable"
"6a18976b-206f-4961-94e8-28a37554ef09","","pass","ITP - St Lukes Road/Morningside Drive intersection - Ducting and Traffic Signals","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Ducting and Traffic Signals"
"24591e67-a518-4cef-bb45-f847d50c6cf0","","pass","ITP - St Lukes Road/Morningside Drive intersection - Enabling Works","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Enabling Works"
"59ddbcc2-a732-4b64-9b66-d73c546efb28","","pass","ITP - St Lukes Road/Morningside Drive intersection - Pavement","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Pavement"
"ed110b64-f31f-439c-9606-1d46c89a3a6c","","pass","ITP - St Lukes Road/Morningside Drive intersection - Signage","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Signage"
"0a139bfe-cbe6-4a0a-ab98-e13b039319e6","","pass","ITP - St Lukes Road/Morningside Drive intersection - Traffic Islands","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Traffic Islands"
"60439b5f-51bd-4d51-9b8f-f9702934f424","","not-applicable","ITP - St Lukes Road/Morningside Drive intersection - Vehicle Crossings","checklist","FALSE","FALSE","Archives - 22/23","St Lukes Road","ITP - St Lukes Road/Morningside Drive intersection - Enabling Works - Vehicle Crossings"
"9b3c236c-faed-42d5-87dd-a1eaa84f4417","","not-started","","folder","TRUE","FALSE","North Western Bus Improvements - Triangle Road"
"9d6f7031-21a9-42ac-b9e9-015497cc5292","","not-started","ITP - Triangle Road - Enabling Works - Footpath, Kerb and Channel","checklist","FALSE","FALSE","North Western Bus Improvements - Triangle Road","ITP - Triangle Road - Enabling Works - Footpath, Kerb and Channel"
