"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8c386a6d-c87d-48f2-9d7c-1ed813dbb8d4","","folder-normal","fail","","step","FALSE","FALSE","Zone 1"
"3beed634-fa11-4f11-89db-8d2343eadac7","","folder-normal","fail","","step","TRUE","FALSE","Zone 1","Eastbound"
"6425aa4f-219c-47c7-9566-d7f4b90dfe64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone 1","Eastbound","Utilities"
"3a23b95e-f700-41a2-a78b-82d1e5034171","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910"
"0180ae6a-7112-56f7-94c7-9c485034ed93","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910","Setout, Materials and Preparation"
"bc6f6409-fffa-4478-9997-f4d0c1c07f3a","","checklist-sectioned","work-in-progress","ITP - Stormwater","checklist","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02"
"7673ffb3-5024-5b53-9312-926dac7df673","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation"
"c154ecce-baf2-5983-a1d7-003cc8348796","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.1 - Mark out works"
"75c51cf9-eac5-54e0-88df-bbb8aff4073b","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"db3589ca-6e89-5a99-8e5c-fa0db8365735","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.2 - Underground services"
"bcfbeda2-54ab-5330-ad7f-9a1c50bb1c5e","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"e5695b8d-5c3b-5551-8d74-0dae95da7fd9","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.3 - Precast Concrete Pipes"
"76d0db43-5f27-5c66-a758-5ce50b2aea77","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"41683826-9ff6-5753-9e74-a2c110dca7d3","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.4 - Precast headwall/wingwall units"
"ccc39db9-6e4f-5180-988f-b132c475e122","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"c1493563-3ae5-5551-ba10-4ec10d9dd00f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.5 - Precast manholes"
"59ebe944-1402-5f73-979c-614b2ac41286","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"4ce27ed9-e60a-5891-b7ea-2992de7835f4","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.6 - PVC Pipes"
"eeb2b4c3-e45b-5e52-b906-bcccf9b46607","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"a984404f-8290-516b-848d-14a466155bc1","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.7 - Precast catchpit"
"9e127999-6d6e-5643-9f74-495c27b5ed83","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"7ce0ec8f-24e6-5e7d-9909-b0a5ebbe135f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","300.8 - Drainlayer Qualification"
"9e1449c6-7604-52bf-a96f-c2bb05564609","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","300 - Setout, Materials and Preparation","HOLDPOINT"
"d0da7e57-c068-5ea9-ab95-bbb9f6feec87","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes"
"8ab82877-01e9-589a-a960-d4764b71037c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.9 - Determine Subgrade Strength"
"dcb16887-ce9b-5f70-9edb-35a832708b14","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","HOLDPOINT"
"e2f30a77-b58c-590c-803f-0f15bfc71ac5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.1 - Pipe bedding"
"0be0a78c-ea24-5f71-8fec-2a8685ac640a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.11 - Pipe installation"
"44ae6a76-9c70-56cc-a14e-abe7f4e79fac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.12 - Pipe haunching"
"1debb742-b1ed-528b-8397-731170f8a4aa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.13 - Trench backfill"
"63fe7029-10de-5295-92c6-acab2038d088","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.14 - Pavement Layer Construction if in road."
"47e7a2e9-15cf-553d-a245-0b5155373e91","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.14 - Pavement Layer Construction if in road"
"cb85a490-ac76-5764-83a5-ce4b9146140c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Pipes","300.15 - CCTV Inspection"
"53100126-b53d-55c1-94c0-4534dd0fbdac","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)"
"713f24f0-875a-5252-a7c6-8e816c5fe73d","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.16 - Determine Subgrade Strength"
"81e2d445-4c2e-5342-a974-1a4908bfa899","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","HOLDPOINT"
"d6a8c2a5-c7bf-512d-a8d2-7653f137bc67","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.17 - Structures (manholes, head walls, catchpits etc.)"
"5a252592-7e96-577b-91b6-2c48b2e74a5f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.19 - Structures (manholes, head walls, catchpits etc.)"
"75d5b006-a7ac-55bc-8bf8-2a51c12ed591","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.2 - Structures (manholes, head walls, catchpits etc.)"
"ee1f5dd2-5045-510f-b5db-6e8779bf7b9b","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.21 - Structures (manholes, head walls, catchpits etc.) Pavement Layer Construction if in road."
"9b8585b2-9b92-5afd-b0bd-a735c13abd8d","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.21 - Structures (manholes, head walls, catchpits etc.) Pavement Layer Construction if in road"
"c588bbd0-33ac-508f-b6dd-47f791c21eec","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.22 - Structures (manholes, head walls, catchpits etc.)"
"b8a3665f-bd60-516b-90f0-839d6b01b2c1","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out"
"9ae40fad-706e-5e72-903a-e8d5ca574e24","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out","300.23 - Collate above documentation"
"8159a054-d7a0-557a-a59a-5556a391c5c9","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out","HOLDPOINT"
"27395111-b371-5c74-80c2-b03804d77bfc","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out","300.24 - As-built drawings"
"71fadba6-d8d5-5629-a9b1-b842dd26a32d","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out","HOLDPOINT"
"2b1a90d5-8457-582b-b5a6-8af72d4918df","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out","Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with NZTA Specifications and verifies lot compliance."
"e7a7f7ec-b49f-5acc-a60f-b632f6e09817","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-02","Close Out","Add Signature"
"c7593571-4275-4fc2-a2be-f6c71499f139","","checklist-sectioned","work-in-progress","ITP - Stormwater","checklist","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01"
"74b38948-41c4-530d-a317-97da2826cbd8","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation"
"2cdc5074-a479-5cbe-a1ec-bef48fa62d42","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.1 - Mark out works"
"0458b327-8d09-5d0d-b4c0-b69240711161","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"7a0f10f7-30d4-52a7-aad3-1295b19c8667","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.2 - Underground services"
"e4c177b4-2d80-5fcb-9854-db857d452030","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"9f2bde87-e49d-5a83-9470-8b5b894c7e18","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.3 - Precast Concrete Pipes"
"574d7393-ad5c-53ba-ad08-a859d73754b6","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"ac7cec96-5c1a-5277-99ed-53bb2a51053f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.4 - Precast headwall/wingwall units"
"7cc9b87e-ca24-5a90-96dd-06f8043599bf","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"7e9f8aad-880e-5aab-9a64-29fcfd1d4755","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.5 - Precast manholes"
"82df4f57-4f20-5fc6-9494-40ed219b1ccc","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"09d40683-72df-50d1-bec7-f723e5d420a1","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.6 - PVC Pipes"
"f268cd0c-2b80-5f9e-a01a-3f1985434d02","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"aaca1190-a653-5acc-9369-269691f87c1f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.7 - Precast catchpit"
"0e67c40a-b0ad-52d4-8702-bef82bd90949","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"d1ec4cd3-a3f2-5d58-8e1b-b63a05e24860","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","300.8 - Drainlayer Qualification"
"46253f44-c73e-59cb-b7f9-c86261035422","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","300 - Setout, Materials and Preparation","HOLDPOINT"
"b32a7ea4-3315-506e-b730-4adf6fb926cb","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes"
"b816ae9d-8382-5a2e-b1d2-59e84159df6f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.9 - Determine Subgrade Strength"
"1b489d07-90e2-5889-b464-8247b4f033cb","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","HOLDPOINT"
"80934c31-de0d-5a28-bbc3-acd768dde97b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.1 - Pipe bedding"
"9cfb73f7-19a1-5ece-b9bb-24a43eeeea22","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.11 - Pipe installation"
"ad50a313-041d-51f8-9686-ab422030f08f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.12 - Pipe haunching"
"db85d714-59bc-5059-8268-6d6608e79918","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.13 - Trench backfill"
"f15acd30-7767-5a6b-a6c1-cf8796e571ce","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.14 - Pavement Layer Construction if in road."
"02eae8c2-cbd0-5826-b166-a9cb4a6367d4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.14 - Pavement Layer Construction if in road"
"a392c7e8-9c86-5d42-b37f-c5e371754167","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Pipes","300.15 - CCTV Inspection"
"6d942fb9-b679-5828-8959-469eb86bef78","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)"
"7e8ff0c4-0133-5813-a3e6-25b8285edc9e","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.16 - Determine Subgrade Strength"
"62a4e97c-bac4-56d6-8aa9-35e34a0d331c","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","HOLDPOINT"
"0c418a05-cc76-5395-87b4-f3c27e5eeca6","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.17 - Structures (manholes, head walls, catchpits etc.)"
"67393b2b-75a9-501b-b40c-a59c9cb236f3","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.19 - Structures (manholes, head walls, catchpits etc.)"
"f8ca8ed1-0a6c-59a8-a30c-bfc145121746","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.2 - Structures (manholes, head walls, catchpits etc.)"
"961dff21-15ef-5988-af69-51e2c744c191","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.21 - Structures (manholes, head walls, catchpits etc.) Pavement Layer Construction if in road."
"ab47b75c-dfbc-58b4-9fcc-175f9494996c","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Stormwater","ITP - Stormwater CP 03-04-01","Construction and Finishing - Structures (manholes, head walls, catchpits etc.)","300.21 - Structures (manholes, head walls, catchpits etc.) Pavement Layer Construction if in road"
