"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8c386a6d-c87d-48f2-9d7c-1ed813dbb8d4","","folder-normal","fail","","step","FALSE","FALSE","Zone 1"
"3beed634-fa11-4f11-89db-8d2343eadac7","","folder-normal","fail","","step","TRUE","FALSE","Zone 1","Eastbound"
"6425aa4f-219c-47c7-9566-d7f4b90dfe64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone 1","Eastbound","Utilities"
"3a23b95e-f700-41a2-a78b-82d1e5034171","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910"
"0180ae6a-7112-56f7-94c7-9c485034ed93","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910","Setout, Materials and Preparation"
"0d785a30-da1f-5d34-890d-7b831e49bc22","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH1920 - CH2050","Close Out","0.35 - As-built drawings"
"6006649a-bdf5-580e-8bb3-67188b696fb1","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH1920 - CH2050","Close Out","AUTHORITY HOLDPOINT"
"949864f4-1894-52c3-9444-426c5aa1d602","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH1920 - CH2050","Close Out","Client Final Inspection - Contractor"
"2d7ad09c-142c-5570-98d1-06790a1aa1ac","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH1920 - CH2050","Close Out","Add Signature"
"5199496e-62f5-5987-a956-a28cf768d9f4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH1920 - CH2050","Close Out","Client Final Inspection - BBO Engineer"
"8d9bb9d7-2a89-5674-a7d2-d18468092100","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH1920 - CH2050","Close Out","Add Signature"
"66d47200-66a7-446d-af80-f6f0e8489bd3","","checklist-sectioned","work-in-progress","ca0e7cddbd359785c58781c00a429e69c9465e7bef641315931298b92fa91dfe","checklist","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320"
"73ee767e-03d7-5c84-b379-f6124d6847d8","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Setout, Materials and Preparation"
"32c72d8c-39d8-577b-a130-975e0a5df60f","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Setout, Materials and Preparation","0.1 - Survey Set Out"
"c58e4133-5e68-521a-9e95-2d50d304c256","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Setout, Materials and Preparation","0.2 - Materials Approvals"
"9c2af69e-4178-5175-8709-d36269d1c7b7","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"5ff34598-1f85-58ba-a1e9-f61cfa7ac65a","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing"
"d3183ea7-39a3-592e-a564-cd9f03e6c0f4","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.3 - Kerbs"
"c38ef556-3075-5702-93b5-dcb414ae95d2","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"d571127a-4484-5317-9a69-49050290c46e","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.4 - Kerbs"
"79ff8660-d691-5e2f-9fea-065a9a90ec60","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"272d196e-f06f-5661-870c-fe4846526f44","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.5 - Kerbs"
"b2cb1890-3893-59e1-b240-15e5bd4b4b37","","holdpoint","work-in-progress","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"ba214489-d908-5fe3-adf8-c2db4d5b03b1","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.6 - Kerbs"
"eb07838c-c765-56d4-91d1-ae89aa563c44","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.7 - Kerbs"
"39782212-e29f-587a-9f8e-5023816ba89f","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"3b816033-4384-5e35-8a44-c4d13defdc77","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.8 - Kerbs"
"378ad9d6-d067-5602-a8d8-d2c5ddb9f34b","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.9 - Kerbs"
"eb9c94cd-47be-52e8-945b-5509d8e60dc1","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"c5f10ca8-bf41-5872-a8bb-80d9c0c62a4d","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.1 - Kerbs"
"472a2661-040c-505a-b1c7-d8f796f86215","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"d6c70e6d-1f35-5bea-b332-0d44d6bba56f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.11 - Kerbs"
"b1389489-6b51-5505-8d34-6134cc597172","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.12 - Footpath/Shared Paths"
"b6d0b013-1bb6-59d3-b0c2-fc300c142e55","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"76550b50-267d-521a-9a92-7e36387f9efe","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.13 - Footpath/Shared Paths"
"82589afb-22d2-50a5-895e-2eb1894520b4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.14 - Footpath/Shared Paths"
"5a8e6b4d-8232-5a5f-ad3b-a780b63ad8a9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.15 - Footpath/Shared Paths"
"2a41581f-9b9e-5347-8012-91cedcb7678c","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"f32dfe2c-91ae-530f-af1b-fb7617fd583e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.16 - Footpath/Shared Paths"
"b5ccbbb8-b331-519d-83e2-9bf184975dd1","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"469f2aba-2ba4-58db-8995-2fd60ee9a6f8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.17 - Footpath/Shared Paths"
"c9a25ef6-9800-50db-a461-7335b8e28acf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.18 - Residential Vehicle Entrances/Driveways"
"ba7e8079-93c3-58a7-b0d1-99b91bdb5432","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"909929d2-a96f-5120-867d-fd33c349e4d4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.19 - Residential Vehicle Entrances/Driveways"
"37ed696b-6d16-5cf0-8dda-fa74f45ed5b8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.2 - Residential Vehicle Entrances/Driveways"
"0807029e-8056-5cc7-b59b-68cc2ae0854c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.21 - Residential Vehicle Entrances/Driveways"
"e198b570-4122-5bc4-ab71-2503545995bb","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"cb759933-5e13-5484-9d5e-23707e114937","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.22 - Residential Vehicle Entrances/Driveways"
"75b26f6a-07bb-55c4-bf26-88fa69f9c18d","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"dc1669d0-18c8-5351-9e2f-38983ce44fe0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.23 - Residential Vehicle Entrances/Driveways"
"9d1e1c59-6193-5f06-a90c-ea279d798e49","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.24 - Commercial Vehicle Entrances/Driveways"
"eb6eb087-66e8-59f6-909a-0025f1fd09d8","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"34a54215-5185-5c6b-be1d-0ab7324671ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.25 - Commercial Vehicle Entrances/Driveways"
"54d90a63-0beb-52c3-b356-94db5135264d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.26 - Commercial Vehicle Entrances/Driveways"
"0ed30380-52c4-5b6c-bb82-2a98963dc8ec","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.27 - Commercial Vehicle Entrances/Driveways"
"e9dd02fb-7fc4-5f97-8d47-a30b914f51fe","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"72f81886-614b-5a88-a494-131d5e239199","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.28 - Commercial Vehicle Entrances/Driveways"
"0e0df9cd-b693-5fbb-a159-2dcab3f64a0c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.29 - Commercial Vehicle Entrances/Driveways"
"539a543f-8c78-5d92-8f0b-899a90f72923","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"dc6a2837-a8c0-5e8b-9f27-ea7c7b8e6e24","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.3 - Commercial Vehicle Entrances/Driveways"
"5960e5cc-4fe8-5ec7-ad4a-888bb1b57e27","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.31 - Concrete Island Infills"
"00b9f7c2-dc42-5bb2-8986-9682f50a4b46","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"33c0608b-f8b4-528b-b1c5-3c6980e7da52","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.32 - Concrete Island Infills"
"cf485d88-a07d-5f30-a928-ed85b399335e","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","AUTHORITY HOLDPOINT"
"1bb1522a-46ad-5f17-b22f-c283998661a7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Construction and Finishing","0.33 - Concrete Island Infills"
"0bf2fc01-a0af-5a0c-865c-fb761e43b606","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out"
"75beb3d0-b1fe-59de-933c-a0bf0df0d7f5","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","0.34 - Collate above documentation"
"a5df1071-aaa6-5bd0-8146-1e0403e967ae","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","AUTHORITY HOLDPOINT"
"66b186ef-040c-58d8-8e8e-49a6f622908b","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","0.35 - As-built drawings"
"56d4f438-2dda-5233-a7a7-e65ae2d8a8d5","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","AUTHORITY HOLDPOINT"
"2188c9e3-87de-51c3-83de-e7b12e776696","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","Client Final Inspection - Contractor"
"d04fa6ee-03f5-52f8-9793-bda8a9c25836","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","Add Signature"
"f8f0b4c0-574f-5dc9-9801-f4f27f4dc4b8","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","Client Final Inspection - BBO Engineer"
"4f83a7b5-06aa-5ee0-a431-f0256c837bf9","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2200 - CH2320","Close Out","Add Signature"
"a8e354c6-d300-457a-b3dc-8af8a53cf372","","checklist-sectioned","fail","ca0e7cddbd359785c58781c00a429e69c9465e7bef641315931298b92fa91dfe","checklist","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200"
"3dc5e99f-5214-55d1-a143-f474832ad4a5","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Setout, Materials and Preparation"
"1f0d88bc-9b00-5aed-886c-e70c87670196","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Setout, Materials and Preparation","0.1 - Survey Set Out"
"44c910cd-db47-5545-9a90-f0d2d99db239","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Setout, Materials and Preparation","0.2 - Materials Approvals"
"7a8f6c1b-3a06-541e-91e4-3e9e298dd36c","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"a8972890-7089-5af0-94d5-690a769f02f6","","checkpoint-group","fail","","","FALSE","FALSE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing"
"4f8ab200-136f-5bc7-9805-d7362e2f2232","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.3 - Kerbs"
"231ebbff-a74f-583e-972b-6629a318902f","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"12551204-0c05-5b7e-b6cf-e5cf8d52153f","","checkpoint-status","fail","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.4 - Kerbs"
"0bf1a488-0afc-5238-83ef-6fb9d8b118e3","","holdpoint","fail","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"ccf36994-5390-56ea-aeed-6f61d7f75941","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.5 - Kerbs"
"5a523027-2de5-5734-87e8-5db0e0c7e5f8","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"206d0d35-93cf-5d11-82f7-cac6240995a7","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.6 - Kerbs"
"cc10445b-5e24-5072-9054-7acd920f8ed6","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.7 - Kerbs"
"856dd202-7fd0-5bfc-a636-64bd6ef52f28","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"b4972f85-36d3-5465-8bcb-6c0ce496aa53","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.8 - Kerbs"
"a663ca5e-573b-5df9-986f-168be6f44a53","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.9 - Kerbs"
"d72a17c2-f729-5a7a-9873-09a32bb58e76","","holdpoint","work-in-progress","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"ac897551-3580-55d4-beac-c11efa4a7fd4","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.1 - Kerbs"
"81e6ffe1-212c-547f-b564-65c7a7bbc539","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"f43aabee-b207-59cf-abb9-7e10aa6a3cbb","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.11 - Kerbs"
"60dce76b-e030-50f7-8958-5600a6a1a5a4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.12 - Footpath/Shared Paths"
"a2ee6daf-24ed-5430-a65a-6fbc86d23b9f","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"f0e7e1ed-7b9c-5606-9669-2ac4d27fa527","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.13 - Footpath/Shared Paths"
"47117b2b-03cc-5e32-84b4-53b1fdf723ce","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.14 - Footpath/Shared Paths"
"39874f53-f9a4-5424-ab3c-ac2ab1a88d4a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.15 - Footpath/Shared Paths"
"0e1afa44-e7a3-5669-8113-a54e5d291f8b","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"c8402a94-45fe-5bf8-a16b-c9fff4abc008","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.16 - Footpath/Shared Paths"
"62e7e615-21fd-5a86-b838-596cefc5c476","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","AUTHORITY HOLDPOINT"
"e62ae856-4b0e-5348-9527-84043484ea29","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.17 - Footpath/Shared Paths"
"064c10db-5ee5-5587-af48-05ba05b57a21","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Footpaths, Crossings & Islands","ITP - Concrete Works - Kerb and Channel CH2050 - CH2200","Construction and Finishing","0.18 - Residential Vehicle Entrances/Driveways"
