"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d8016be-169b-4248-b00e-7c7d20b7dc0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","ITP 006 - In-Situ Pit Construction"
"48b2011d-ac3f-4208-9936-aa42c6ae01a8","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 090 - Transition Pavement SP1.4"
"5c0701d0-89ce-4983-bae1-b142ecb7a4f9","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 090 - Transition Pavement SP1.4","CL009A Pre Pour - Lot 090"
"389c4a26-925c-4b6c-b01b-6b3908bfe78c","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 090 - Transition Pavement SP1.4","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 090"
"3571dc52-d1e9-4cce-b396-51abd12129d3","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 091 - VK98-VK79"
"cbaf2198-8b2a-4c47-af08-b1367658b1db","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 091 - VK98-VK79","CL009A Pre Pour - Lot 091"
"ea482e54-615c-4a46-b57f-0741571ec6df","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 091 - VK98-VK79","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 091"
"fbafd9b5-2cf6-468b-b74d-3bb30bb286ca","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 092 - VM98-VM79"
"26ce2d86-d383-47ea-85ab-3da96dc31483","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 092 - VM98-VM79","CL009A Pre Pour - Lot 092"
"b75b1342-c602-4bd5-a745-cf9bb6c10725","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 092 - VM98-VM79","ITP 009 - Portland Cement Concrete (PCC) Pavements Lot 092"
"5c04c808-94e0-456b-8df5-917e4319b802","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 093 - L1, P5-P10"
"e9c8b1c1-e62b-4621-ada1-a95a6fec8938","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 093 - L1, P5-P10","CL009A Pre Pour - Lot 093"
"9a1ca7c3-254d-4d71-ba6a-fcb25268a47b","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 093 - L1, P5-P10","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 093"
"d091b26d-c789-403f-9486-49a3609d26d4","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 094 - VC7-VV7"
"6216c8c1-d06a-4cd4-b9d1-31f3b2db3065","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 094 - VC7-VV7","CL009A Pre Pour - Lot 094"
"df7e13ec-0908-4b0b-a950-6d953479c3fd","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 094 - VC7-VV7","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 094"
"522ba37b-5273-42ed-9698-3018693f04dc","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 095 - VC9-VO9"
"59dd488f-186d-416a-8f3a-3e363a8ca5fd","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 095 - VC9-VO9","CL009A Pre Pour - Lot 095"
"6d4b4382-22b7-4a2c-adca-33b2baf6a991","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 095 - VC9-VO9","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 095"
"3af96438-85a3-49f3-93a7-ab4f1c330d38","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 096 - VJ98-VJ79"
"e36e2af4-5907-480b-ae63-667e008ad4d3","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 096 - VJ98-VJ79","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 096"
"1a5347a2-b20b-4f82-bbcc-38f9cc232b9d","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 096 - VJ98-VJ79","CL009A Pre Pour - Lot 096"
"ddb90d98-2b1f-4a2f-b8a4-c45c227fae98","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 097 - VN98-VN79"
"eff1169d-7f9b-4ebc-a515-32ee3a47d4cc","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 097 - VN98-VN79","CL009A Pre Pour - Lot 097"
"080b66e8-b74f-472c-9e7b-8cf9b0c454f6","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 097 - VN98-VN79","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 097"
"82a9f7e5-2854-4ccb-ac81-37dd961a4511","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 098 - VC11-VV11"
"b37b3cda-2bc9-40ce-b57b-cef0c5c84f7a","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 098 - VC11-VV11","CL009A Pre Pour - Lot 098"
"de35210f-c14a-4438-9fde-08fe799c725a","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 098 - VC11-VV11","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot098"
"6d7251f2-619f-471a-adef-9bcacf58c417","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 099 - VL98-VL86"
"c91249df-a85f-4f4f-9722-3f8119bf04b4","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 099 - VL98-VL86","CL009A Pre Pour - Lot 099"
"4af509cf-a913-4d38-9814-7740b56ead0c","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 099 - VL98-VL86","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 099"
"64f767d9-657b-4dfb-8f63-997069c071e1","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 100 - VP9-VV9, VP18, VQ16"
"9f31efb6-5b0b-4558-a4c0-ce46dbe4d522","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 100 - VP9-VV9, VP18, VQ16","CL009A Pre Pour - Lot 100"
"cfcff071-20fb-4072-84fb-914669cb2c5e","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 100 - VP9-VV9, VP18, VQ16","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 100"
"0757a73f-dc16-4639-ae76-de0c2be77bef","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 101 - VG15-VG14, WI12-WF12"
"044fc50e-1dbc-41b9-a5aa-22d05099b282","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 101 - VG15-VG14, WI12-WF12","CL009A Pre Pour - Lot 101"
"2fdbc707-4d22-430c-834e-8fadb461addb","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 101 - VG15-VG14, WI12-WF12","ITP 009 - Lot 101"
"3e0b7745-e0b6-46e2-9f22-63e2bdd43bba","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 102 - VL84-VL80, VH13-VR13"
"a169390a-487d-4824-8665-c0e31eb99512","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 102 - VL84-VL80, VH13-VR13","CL009A Pre Pour - Lot 102"
"af39fa5e-5909-4fdf-8406-35d763fcb052","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 102 - VL84-VL80, VH13-VR13","ITP 009 - Lot 102"
"a098d313-c72e-465a-a58f-bf9fb649905a","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 103 - VC8-VM8"
"b07d7437-3fb0-4c8f-9b3d-b43698e2f779","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 103 - VC8-VM8","CL009A Pre Pour - Lot 103"
"58f0b67c-1d42-4e9e-bdba-f608dc9f249a","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 103 - VC8-VM8","ITP 009 - Lot 103"
"483c601d-434c-45fb-ad8f-e8fc0dcacbc5","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 104 - I39-I29"
"c0bfbc5b-e479-4b89-badd-bd487ae5b2f9","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 104 - I39-I29","CL009A Pre Pour - Lot 104"
"fec0ca75-2689-4b7e-a58c-a76a6a902e3d","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 104 - I39-I29","ITP 009 - Lot 104"
"94839ff7-68d5-4352-8b9f-30ec8f4d77ac","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 105 - G34-G21"
"a061939b-5d72-4dc0-9357-7b0725ebbc2c","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 105 - G34-G21","CL009A Pre Pour - Lot 105"
"f20d7f31-ff63-4f90-8d63-d9c00efb0317","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 105 - G34-G21","ITP 009 - Lot 105"
"e007e2a1-2b2d-4547-a56f-8bb2aded37a9","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 106 - N26-N24, P24"
"2af2fc29-377b-4619-8c39-33e1a0dcd4da","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 106 - N26-N24, P24","CL009A Pre Pour - Lot 106"
"9de1f112-7ddf-48e7-9025-863e2069f0fe","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 106 - N26-N24, P24","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 106"
"4381cc74-4eae-47d8-bbfc-cde59fd8084c","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 107 - E39-E32"
"f4aeb169-5402-49ae-ac45-96c63ace9dae","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 107 - E39-E32","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 107"
"c70e5c07-12ec-42f6-90fb-0bc42317e057","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 107 - E39-E32","CL009A Pre Pour - Lot 107"
"33c624a5-f2a3-4ffd-9735-6536a98e93bd","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 108 - E31-E22"
"bf0b38f1-7ab8-44f6-bd1f-9417c9763ec3","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 108 - E31-E22","CL009A Pre Pour - Lot 108"
"819f7f02-581d-456c-b6d0-5c13685d2c57","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 108 - E31-E22","ITP 009 - Lot 108"
"96209f21-fa6c-4065-9028-0fb127c840df","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 109 - J39-J30"
"54d2145d-2671-4dd5-8b08-0562af428c72","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 109 - J39-J30","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 109"
"b73d652a-849f-4e46-aa9d-95fcb6dd4a5d","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 109 - J39-J30","CL009A Pre Pour - Lot 109"
"e6a5a9dd-e54b-44ef-a777-6749fb91f54d","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 110 - I28-I22, G39-G35"
"aa0d1a84-b32a-457a-b66e-fd1ba4409ee8","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 110 - I28-I22, G39-G35","CL009A Pre Pour - Lot 110"
"71942523-10f4-4b9f-ba92-6c3ff14dede2","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 110 - I28-I22, G39-G35","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 110"
"767698c4-f01d-4250-8b90-b9391d9ca28c","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 111 - F39-F28"
"f6e5f4bf-7078-4b43-98c6-b383b06cc4a7","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 111 - F39-F28","CL009A Pre Pour - Lot 111"
"94593009-0556-4ac0-8b7c-5a9ae147f3fa","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 111 - F39-F28","ITP 009 - Lot 111"
"2507a23e-0e4b-46aa-b59a-620c55940da0","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 112 - O25-O24,F27-F22"
"7c747f8c-8689-43fe-8356-c3b7d9b71bbc","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 112 - O25-O24,F27-F22","CL009A Pre Pour - Lot 112"
"31eedd63-646a-4d8f-8355-a33c0b6bf121","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 112 - O25-O24,F27-F22","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 112"
"ec83a75b-b999-4f52-9451-881ade675edd","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 113 - L28-L24"
"95b3f5ff-80d1-42cf-b998-72b4235d5a5f","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 113 - L28-L24","CL009A Pre Pour - Lot 113"
"6324b8e9-4f20-43f3-9f39-20490db520ff","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 113 - L28-L24","ITP 009 - Lot 113"
"f65324e2-666a-4e02-a137-01f77c76dd0f","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 114 - J29-J22"
"ac8b95d0-abbc-4d95-bc9e-6aa4ce8ca2a8","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 114 - J29-J22","CL009A Pre Pour - Lot 114"
"d4baff8e-9dbe-4178-8b27-b2028cad4ffe","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 114 - J29-J22","ITP 009 - Lot 114"
"0bdc6a97-0011-4c55-a975-4cc3393e5e19","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 115 - D39-D36"
"e79df753-541f-49dd-b470-4e7fa265e6a9","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 115 - D39-D36","CL009A Pre Pour - Lot 115"
"ef885a88-af28-4791-b651-1878b93b55d7","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 115 - D39-D36","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 115"
"2f5d42d9-6eac-4922-8a9a-3c42dcc7aa9e","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 116 - D35-D27"
"9ca78b86-ffd4-4547-8382-c2b1275af1ac","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 116 - D35-D27","CL009A Pre Pour - Lot 116"
"a2df17aa-4a02-47b1-b72f-bbb905ce92e7","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 116 - D35-D27","ITP 009 - Lot 116"
"ffd0150f-f9ff-443a-adb2-98eff5e172c8","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 117 - C38-C37, D26-D24, K34-K31, M27-M24, Q24"
"0e799e62-3037-457d-a045-378c769f9214","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 117 - C38-C37, D26-D24, K34-K31, M27-M24, Q24","CL009A Pre Pour - Lot 117"
"baad6389-61b7-4913-bfc6-281b87a195a5","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 117 - C38-C37, D26-D24, K34-K31, M27-M24, Q24","ITP 009 - Lot 117"
"f41d469c-ba96-41a1-86f3-eb931bff80da","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 118 - S23-S19, R7-R11, C39"
"6e9ff044-4e69-4e0a-8ce8-80a1f2ac544d","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 118 - S23-S19, R7-R11, C39","CL009A Pre Pour - Lot 118"
"3e2a6556-4afb-431d-83f6-ab159c8d644b","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 118 - S23-S19, R7-R11, C39","ITP 009 - 118"
"f6e63be7-bad3-4588-81f4-70f777b36b17","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 119 - H39-H31"
"6b534d4b-8d91-4f1b-8294-0f89f8ef37a7","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 119 - H39-H31","CL009A Pre Pour - Lot 119"
"eb30f40d-030c-4f3c-b80f-26deb9c109ea","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 119 - H39-H31","ITP 009 - Portland Cement Concrete (PCC) Pavements - Lot 119"
"f93dfd0e-c21a-4ef0-aa5b-d93914bc673a","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 120 - H30-H22"
"e68151bf-85e2-45fd-b004-562b71ba06ea","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 120 - H30-H22","CL009A Pre Pour - Lot 120"
"114707a6-490c-40e3-87af-05e884ce9944","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 120 - H30-H22","ITP 009 - Lot 120"
"0304ba8a-c7bd-4663-84ae-539eeeb5365b","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 121 - K30-K24"
"bb08249b-18bf-4c16-a832-21d8016a62c2","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 121 - K30-K24","CL009A Pre Pour - Lot 121"
"bff4ca94-dcc1-42e3-936a-27f7da080062","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 121 - K30-K24","ITP 009 -  Lot 121"
"139c21eb-15f0-4f7d-9eff-3bcdf0611b9b","","folder-normal","pass","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 122 - J38, R24, TCL-ER/431-031, TCL-ER/117-028"
"95a9128e-14ac-4a5a-a257-232e98275e5a","","checklist-sectioned","pass","CL009A Pre Pour Checklist","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 122 - J38, R24, TCL-ER/431-031, TCL-ER/117-028","CL009A Pre Pour - Lot 122"
"8bf15677-070c-4220-be8e-b661dc93bdb7","","checklist-sectioned","pass","8935f9007e0077fb848ccd4ee1b79d5ec88a5578617841ed810a0d6ceff047fe","checklist","FALSE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 122 - J38, R24, TCL-ER/431-031, TCL-ER/117-028","ITP 009 - Lot 122"
