"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"802deb95-ea9a-42c2-839f-2cf2608008e4","","folder-normal","not-started","","step","TRUE","FALSE","Elevation / Zone 2"
"52bfde7a-8a00-4925-9cec-74896d6c7334","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 2","W.203-01"
"0892d08f-15e5-57c3-8637-66389eec6b08","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Opening Prepared, Wrapped & Datums"
"73ba0600-2f95-5038-bf11-4c22e86c86f4","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Seismic Installed As Per Shop Drawings"
"183f1413-e325-52c1-b07f-c297d724e9a7","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Splicers & Soakers Sealed (provide photo reference)"
"d3305238-c4be-52ce-a13f-7f2bfe2b3579","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Panel Fitted & Locked Off"
"0a56a849-385c-56b5-82a0-ee839ef8c13b","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Airseal and Internal Flashings (Photo)"
"d8cbebfd-5851-5190-b4dc-7386d527c2f0","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 4","W.408-03","External Flashings / Weather Seals / Drainage"
"21f06a2b-3664-5d77-9e93-5d20387d80f4","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Site Glazing Completed"
"1c9c64eb-1677-5c35-b75d-c3a201de8012","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Trade Clean"
"698ce67e-be87-5097-bb90-bcb26c8aff59","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 4","W.408-03","Wights - Sign Off"
"5931a26d-cc63-42fb-a1e3-07caade9dfce","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 4","W.408-04"
"05a8baf2-2da6-5271-9dca-00132e2036f5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Opening Prepared, Wrapped & Datums"
"c749b3db-d52f-5e7a-96eb-8232cf3ab319","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Seismic Installed As Per Shop Drawings"
"22cb039d-279d-574f-ad3f-6aa60112827f","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Splicers & Soakers Sealed (provide photo reference)"
"8cc84931-ca82-51dc-a08c-05827e65db44","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Panel Fitted & Locked Off"
"01482b20-2243-590e-b3d1-94f7654e19e5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Airseal and Internal Flashings (Photo)"
"11744a49-f887-53ca-825f-cc99b05d7b56","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 4","W.408-04","External Flashings / Weather Seals / Drainage"
"01c7cba7-0012-5904-b2d9-5a9fa320eea8","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Site Glazing Completed"
"a8af931a-0971-5813-ba0a-7641acb46c1e","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Trade Clean"
"c7303058-6775-5b4c-a0f5-9ea0180d2449","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 4","W.408-04","Wights - Sign Off"
"6dd38496-4caf-4dca-aab7-6c00d6894cc4","","folder-normal","not-started","","step","TRUE","FALSE","Elevation / Zone 5"
"26f9ca90-0648-4db4-ad15-74a774749656","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.506-06"
"81d4c1ee-d2b8-5982-8f43-2316299952f1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Opening Prepared, Wrapped & Datums"
"6a759a61-51d5-5d4a-95f8-c717f26b4629","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Seismic Installed As Per Shop Drawings"
"5e114584-c561-549d-be53-a6ad1d57ce12","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Splicers & Soakers Sealed (provide photo reference)"
"7c02b36a-b6b2-56c9-9ee2-3f011bcb1511","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Panel Fitted & Locked Off"
"f7dd09e6-3c5d-5e07-b159-9bba0b1254c1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Airseal and Internal Flashings (Photo)"
"651c0635-0d5d-5807-b89a-55559e7f42fa","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.506-06","External Flashings / Weather Seals / Drainage"
"1a8e6587-839c-5e29-933b-b177244da79c","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Site Glazing Completed"
"dff2e1c0-6ada-5437-ab1d-ff6b84440f2d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Trade Clean"
"9da30d07-3b75-5c59-9d0e-896b3f9c7491","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.506-06","Wights - Sign Off"
"1412f2ba-dc76-40a6-8d2b-ffb02dcb6a81","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.507-01"
"c750f7b4-a190-5707-a970-e4b30d117d34","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Opening Prepared, Wrapped & Datums"
"3bb203dc-3583-5742-b867-38e1fdf94d59","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Seismic Installed As Per Shop Drawings"
"5ad40493-d80c-5b65-a8af-72c546d80d9a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Splicers & Soakers Sealed (provide photo reference)"
"55b471fb-b4d0-584e-a03c-8ec67b8d532f","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Panel Fitted & Locked Off"
"96f06562-5a8a-5fb8-95f5-031aa1ad2fd9","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Airseal and Internal Flashings (Photo)"
"c9f68ffb-63e2-54c8-805a-5b75d4db296f","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.507-01","External Flashings / Weather Seals / Drainage"
"2c11ebad-660a-5c67-a92f-8361ce1e8e2a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Site Glazing Completed"
"82b0f3e0-e7af-5508-a9e7-379d17c0e9bc","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Trade Clean"
"725eae2c-e24d-5559-be1b-96a9abda848a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.507-01","Wights - Sign Off"
"16ec738b-dfe0-4bd6-bc6a-7dae932032a5","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.505-02"
"2476a004-0fe1-5d1d-bacf-682c63181475","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Opening Prepared, Wrapped & Datums"
"c97c5de5-2e7d-52d3-a8d6-741198c6838c","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Seismic Installed As Per Shop Drawings"
"7ebc5d51-d6b8-5ad8-9962-48db5fdc83ba","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Splicers & Soakers Sealed (provide photo reference)"
"b78ef817-e0dd-54e2-a364-fc828b8880e5","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Panel Fitted & Locked Off"
"ed2cd5d4-2453-518c-867c-3b67ec7784fb","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Airseal and Internal Flashings (Photo)"
"74538de4-fdcf-5fc5-8311-3e0caffdd7a1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.505-02","External Flashings / Weather Seals / Drainage"
"d47e6712-20d2-5ca5-b045-4cbfa203ab49","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Site Glazing Completed"
"d749350a-af36-59cc-870a-fa25ac31dad8","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Trade Clean"
"3caac14c-9090-58ae-8850-6dd92d9832b3","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.505-02","Wights - Sign Off"
"1dd91442-1d98-41bc-becf-3e3aef8cda89","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.506-02"
"cf9c755c-2638-5f32-88ca-039f37912b2d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Opening Prepared, Wrapped & Datums"
"dcbe5051-b03a-5e25-a768-2521288559cc","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Seismic Installed As Per Shop Drawings"
"9ea28130-f9c7-5fa3-8fb1-27570e505e0d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Splicers & Soakers Sealed (provide photo reference)"
"d43bac58-3041-52c4-9129-af0f5578ff9a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Panel Fitted & Locked Off"
"b805b251-a5c7-5e66-a891-06294a38e02e","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Airseal and Internal Flashings (Photo)"
"4285726e-2011-5039-af40-f06b3c338e29","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.506-02","External Flashings / Weather Seals / Drainage"
"c0bd1fcf-8f4e-5a3f-8ee3-e999943219e0","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Site Glazing Completed"
"60719ff7-ce0b-542a-a2ce-db07c2338889","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Trade Clean"
"ef526549-e315-52a6-be0a-e487008151ed","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.506-02","Wights - Sign Off"
"27e63a90-a64b-4e7b-bd9e-9acb4a63161f","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.506-03"
"a6312ef5-ad7e-5933-b0c6-9382880ee78a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Opening Prepared, Wrapped & Datums"
"ca446849-bee8-526b-8f91-d8635cdc5767","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Seismic Installed As Per Shop Drawings"
"2ddc7e84-ac39-5b6e-921b-4916ba58ba92","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Splicers & Soakers Sealed (provide photo reference)"
"25ec4147-5af4-5e13-837c-2bbf0a100357","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Panel Fitted & Locked Off"
"fc673c2f-693a-5812-bc00-5bb887507cae","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Airseal and Internal Flashings (Photo)"
"71ef00ff-3698-5c45-8d06-4ac59f3fe701","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.506-03","External Flashings / Weather Seals / Drainage"
"f76f6bce-a24c-592e-952a-ea1e6cde8313","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Site Glazing Completed"
"dfdc616e-d5ee-5890-b3c6-d4e4a7aa1dab","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Trade Clean"
"736a0cd1-5d83-5594-beb8-f38e9553b268","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.506-03","Wights - Sign Off"
"74e7a775-b714-4ef3-b94c-c742b746a5e6","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.506-04"
"0773123b-96db-5bf9-8a83-31c96ad57aed","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Opening Prepared, Wrapped & Datums"
"39d925f6-d919-54a0-ac18-7a6f10ad2687","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Seismic Installed As Per Shop Drawings"
"79152e65-b9a2-5e40-9fa5-9b0d41a40a01","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Splicers & Soakers Sealed (provide photo reference)"
"e7828d42-5ef4-56df-9ae7-bb1f5170ca9a","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Panel Fitted & Locked Off"
"a602e3ba-97e5-5c8b-ab0b-8f12f04d426d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Airseal and Internal Flashings (Photo)"
"ff735794-86ec-5615-8396-9f805b12bedf","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.506-04","External Flashings / Weather Seals / Drainage"
"fd12695f-5448-59df-a392-c8dff3d82347","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Site Glazing Completed"
"5fcb16fe-524d-5f4e-895b-39dd2dcfe5e1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Trade Clean"
"087b9810-6bec-5b48-a44b-b257235472a7","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.506-04","Wights - Sign Off"
"bd14b20c-2bf5-4682-afd7-cf4534ec4f61","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 5","W.506-05"
"579c2c08-1f25-516d-bc64-31b656507630","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Opening Prepared, Wrapped & Datums"
"ce9e786a-88de-530c-b9ef-9c73096d0db8","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Seismic Installed As Per Shop Drawings"
"1dc1596d-2491-5745-8e62-66de09db7c35","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Splicers & Soakers Sealed (provide photo reference)"
"d5bc4af7-6d03-5045-bd94-117ac9e0a937","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Panel Fitted & Locked Off"
"0081c373-56a1-5bfa-9ea4-ef6ccacc27f7","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Airseal and Internal Flashings (Photo)"
"f09e27c2-b902-5e36-85a7-5c80c4746d00","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 5","W.506-05","External Flashings / Weather Seals / Drainage"
"20956084-e0c2-592d-aef9-65e0261a2c32","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Site Glazing Completed"
"e330a379-79ee-5100-b0e7-4c2febd8f28d","","checkpoint-status","not-started","Seismic Suite (non curtain wall):66454286-af6b-4a67-aff1-6788cf671fb2","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Trade Clean"
"28c9c0de-8df6-52b8-810e-074cbd038b70","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34a879bb-dc31-485e-b305-fe59e8021189","","TRUE","TRUE","Elevation / Zone 5","W.506-05","Wights - Sign Off"
"cea37600-68cf-4138-af4e-d5b5ccff4e0b","","folder-normal","not-started","","step","TRUE","FALSE","Elevation / Zone 6"
"9a28fdbb-db99-4594-bb18-34233a54ceef","","checklist-flat","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.601-01"
"ff2c9f46-dd42-56e8-98dd-166c0a41abf8","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:aed8a436-a7a5-4431-b2ed-9105d486dee1","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Opening Prepared By Main Contractor"
"fecd5d5a-37c7-543a-84cd-404e73bf34f6","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:657af874-b9e4-4409-8238-8f09a82c37d5","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Setout/Grids/Datum Lines"
"bf9f0954-bf8a-5ded-8a47-ef04ef5b3d9b","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:2b403712-8018-4860-8f94-6b13cafcc0a8","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Seismic Installed As Per Shop Drawings"
"31c358b7-7c42-5653-a948-74feb240b67c","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:533c90ef-1bed-48c2-bfd1-3f6492067517","","TRUE","TRUE","Elevation / Zone 6","W.601-01","DL Brackets Fitted & Welded correct location"
"5fe83d53-aecd-5b7a-b795-b337e0a9ed72","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:9be0eab6-b366-452a-ae29-6fc11607edd4","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Panel Fitted & Locked Off"
"d30b0c41-952a-5085-aa81-9709ef72c7f6","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:b1236332-1796-4526-a08d-73b977d5e068","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Splicers & Soakers Sealed (provide photo reference)"
"f7c5d629-9299-5193-9a27-7eaae17b16e7","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:c5004b23-a875-46ff-a928-f40a94e6135f","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Airseal and Internal Flashings (Photo)"
"f8feca97-5fac-5317-a206-b0309ca45481","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:62f8f93f-485d-4879-8cef-919bfbf0d1bf","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Smoke Seal Complete (photo)"
"faa57d7e-02a2-59f0-8d25-28b0adf4f9dd","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:46ff1e86-e459-4b31-9270-f757ddd22bae","","TRUE","TRUE","Elevation / Zone 6","W.601-01","External Flashings / Weather Seals/Drainage"
"8c7e3a9c-dc0e-5cb8-a11d-d75ca923dfe5","","checkpoint-status","not-started","130b6caf41b123459e508321f9fbd54623b24440c6db4e28429dcdb6bd665590:33781e99-83c3-4958-a48f-4946baa1d50c","","TRUE","TRUE","Elevation / Zone 6","W.601-01","Trade Clean & Sign Off"
"c889d186-9ff3-494e-bed7-2ea85e4a5910","","checklist-flat","not-started","Seismic Suite (non curtain wall)","checklist-flat","FALSE","FALSE","Elevation / Zone 6","W.605-02"
"2d775966-adf5-5f66-a762-ac84192e3c92","","checkpoint-status","not-started","Seismic Suite (non curtain wall):bd22ba62-8f47-417e-b140-5c745cd5445d","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Opening Prepared, Wrapped & Datums"
"5bafa618-f6af-5bf0-bffe-f327231efde4","","checkpoint-status","not-started","Seismic Suite (non curtain wall):aba6432e-81f0-459b-969d-33f2c9e4840e","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Seismic Installed As Per Shop Drawings"
"f51c97d5-ffa3-5314-a8bb-6cae97cd1fd1","","checkpoint-status","not-started","Seismic Suite (non curtain wall):34948e75-a8fe-4b96-876b-57e5c1bfed66","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Splicers & Soakers Sealed (provide photo reference)"
"f7b773a7-f01d-5754-89d6-999f93b5e2ae","","checkpoint-status","not-started","Seismic Suite (non curtain wall):ee7431c3-589d-4992-95d1-166a244acd67","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Panel Fitted & Locked Off"
"2be83802-e33a-5d55-bf0e-c99dd92ef785","","checkpoint-status","not-started","Seismic Suite (non curtain wall):c5a83be5-fda6-4508-9e3b-6bd2ae16b26a","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Airseal and Internal Flashings (Photo)"
"b90ba0a9-9b64-5508-98b0-7308667d8506","","checkpoint-status","not-started","Seismic Suite (non curtain wall):f5e53ff0-889e-4f3e-81a6-6b35df2c0460","","TRUE","TRUE","Elevation / Zone 6","W.605-02","External Flashings / Weather Seals / Drainage"
"1814a7a2-51da-526c-ac38-6f6522422c62","","checkpoint-status","not-started","Seismic Suite (non curtain wall):189d8873-b9e3-4d3f-885a-763c18181cfb","","TRUE","TRUE","Elevation / Zone 6","W.605-02","Site Glazing Completed"
