"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","work-in-progress","","folder","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1"
"a99cdbfe-df66-4ff4-8658-c87b36bfafc7","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A"
"971cb564-2d33-4c88-9e97-70e36e0a8baa","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A","6) ITP-006 Stormwater"
"26392854-ebc2-4302-95b5-776bdbce7820","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6A-2 (Driveway WC)"
"52af23a8-02e3-420c-b2d4-90d5248f96ca","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","4) ITP-004 - Concrete Pavements Works"
"3ac65bea-6e71-4af4-ad68-5b11746885fa","","pass","f9f600f0b8a5bb70000383b01dc244abfc5b59ce9280d4545a6dc0ac7a7e9696","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","4) ITP-004 - Concrete Pavements Works","SYM-PURL-PCON-6A-1 (6A - F3 CONCRETE POUR LOT 1)"
"a932ab1a-f320-44c1-8142-763f13c0633c","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","4) ITP-004 - Concrete Pavements Works","SYM-PURL-PCON-6A-2 (6A - F3 CONCRETE POUR LOT 2)"
"13560075-a7a3-4fe6-bbb0-25f6d4d62592","","pass","0ea6b94193ae2e84f876c8cf25cbf8c1cf6e76bcde6dc5c5cdbc0ee20dafd556","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","4) ITP-004 - Concrete Pavements Works","SYM-PURL-PCON-6A -3 (6A - F3 CONCRETE POUR LOT 3 Block D)"
"1908a15b-6417-4b4a-b5dd-7808a49f78d1","","pass","SYM-Proof Roll Record","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","4) ITP-004 - Concrete Pavements Works","(Proof roll LOT 4)"
"f9088ed5-1b2f-4382-97c5-2b1e55fc3386","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","4) ITP-004 - Concrete Pavements Works","SYM-PURL-PCON-6A -4- ( 6A- F3 concrete pour Lot 4 West side)"
"79827cb0-2ac6-4549-ae10-230a76814107","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","5) ITP-005 - Kerb and Channel Works"
"62e7c421-2ee4-4852-aff2-ee3666cf3966","","work-in-progress","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","5) ITP-005 - Kerb and Channel Works","SYM-PURL-PAV-6A-1 (BLUESTONE KERBS LOT 1)"
"ba8e4ee1-5fa2-483b-90ac-0ff73fc38f54","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works"
"913c7ed6-8d77-4820-9e52-2dadf6f737b1","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)"
"fc2ca4ca-5803-440a-b043-f60bb6480247","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)"
"671c0456-befe-4f3e-b757-5d505f86f825","","pass","d032980dd3ed5765c5e694e78e7e3b094b14386a52f19751f657f16f78f2aee2","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)","Insitu Pit height increase"
"fb15cf79-b438-4ca0-9ea7-628fb2920c7e","","pass","a9f8628c35431a802e3fbcf6c9ff378fde8af9a729a7c8df8a5097ccb658bd69","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)","SYM-PURL-SWD-6A-2 (6A - RAISING EXISTING PITS)","Pit Covers (replacement for existing)"
"6afb27bb-d180-4c5c-b587-3630f36544d0","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","2. Installation of Stormwater Pits and Pipes"
"1feec781-3ea8-4217-98f8-5ce044efa11e","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","2. Installation of Stormwater Pits and Pipes","SYM-PURL-SWD-6A-1 (6A - PV-5.1 to PV-5.2)"
"aa8f91b7-1e28-44f1-b72c-dc8b0cc6512e","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","2. Installation of Stormwater Pits and Pipes","SYM-PURL-SWD-6A-1 (6A - PV-5.1 to PV-5.2)","SYM-PURL-SWD-6A-1 (6A - PV-5.1 to PV-5.2)"
"c642b9a3-f99c-46ef-98d6-ec10d19c4007","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","2. Installation of Stormwater Pits and Pipes","SYM-PURL-SWD-6A-3 (6A - PV-4.1 to PV-4.2)"
"25dc78da-7dbd-4e6d-b62f-7e0ec8b3c9a8","","work-in-progress","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","2. Installation of Stormwater Pits and Pipes","SYM-PURL-SWD-6A-3 (6A - PV-4.1 to PV-4.2)","SYM-PURL-SWD-6A-3 (6A - PV-4.1 to PV-4.2)"
"5447ae0f-7c54-47b3-88ec-4922d716cd98","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-4 (6A - PASSIVE IRRIGATION TREE PIT (PV-TP-GS-5.1))"
"6b033fd1-a734-4f9a-ab21-33757b13e5a1","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-4 (6A - PASSIVE IRRIGATION TREE PIT (PV-TP-GS-5.1))","PV-TP-GS-5.1"
"9c68ae30-bf0f-47d2-bf1f-0294f39c023f","","pass","09cca12f9f503cf7180e74bb302fbddc6d447abd37f6eabc77ea7ede46067c8f","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-4 (6A - PASSIVE IRRIGATION TREE PIT (PV-TP-GS-5.1))","PV-TP-GS-5.1","Stormwater Pit Element"
"b7251b29-5f8b-4e16-bbab-d8535d27d468","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6A-4 (6A - PASSIVE IRRIGATION TREE PIT (PV-TP-GS-5.1))","PV-TP-GS-5.1","In-situ Concrete Element"
"6fd306c2-796f-43b9-b036-66df26969d65","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","7) ITP-007 - Subsurface Drainage Works"
"871f8db9-b15f-47cf-98c3-194a349a2fb5","","pass","270feca16f2b9578956176e93920539d0b272cbae80e090b79f989c95d6047f9","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","7) ITP-007 - Subsurface Drainage Works","SYM-PURL-SSD-6A-1 (6A - AGI WITHIN STRUCTURAL SOIL TRENCH)"
"a029c66b-3efc-4427-8f2e-9a4cbf30f4b7","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","7) ITP-007 - Subsurface Drainage Works","SYM-PURL-SSD-6A-2 (6A - ACO DRAIN)"
"c1247e40-1991-4778-b556-e64fe628da62","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","9) STM-ITP-009 Tactiles Works"
"7f469c38-e624-4b29-9d69-d5bbae3dbeaa","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","9) STM-ITP-009 Tactiles Works","SYM-PURL-TAC-6A-1 (Lot 1)"
"cc63e060-f3f6-44c2-9d65-3848349e6685","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","9) STM-ITP-009 Tactiles Works","SYM-PURL-TAC-6A-2 (In east tree zone)"
"b2f08d68-b53e-432e-aaf6-e4de4c6e30f9","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","11) ITP-011 - Landscaping Works"
"6313ef6d-a599-4c8a-8df3-e67408b86d75","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","11) ITP-011 - Landscaping Works","SYM-ITP-011 - LANDSCAPING (Rev A)"
"d846ce88-6689-4985-b588-8b3263b870da","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","14) ITP-014 - Bus Shelter Works"
"cee2a63a-378c-4067-867d-ac61dcc009a0","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","14) ITP-014 - Bus Shelter Works","SYM-PURL-BUS-6A-1 - OVE SOLAR NON AD (WEST)"
"e80b6646-67bf-471e-aa6d-d3fa1d0b1921","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","14) ITP-014 - Bus Shelter Works","SYM-PURL-BUS-6A-1 - OVE SOLAR NON AD (WEST)","Bus Shelter In-situ Footing"
"fee6dc3f-a18e-4da9-867c-67c7845277ab","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","14) ITP-014 - Bus Shelter Works","SYM-PURL-BUS-6A-2 - OVE SOLAR NON AD (EAST)"
"3ddb47bb-ddc0-41e5-a62d-37e05e03e2e0","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","14) ITP-014 - Bus Shelter Works","SYM-PURL-BUS-6A-2 - OVE SOLAR NON AD (EAST)","SYM-PURL-BUS-6A-2 - OVE SOLAR NON AD (EAST)"
"4256129c-f96b-4cf3-b7d1-5cf9c783e239","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","17) ITP-017 - Traffic Signals Works"
"2e3c7b80-de6b-4f3a-8f61-33e67323a97a","","pass","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","17) ITP-017 - Traffic Signals Works","SYM-PURL-TRS-6A/6B-1"
"fe39ff2e-22b2-4c91-8aab-dc3dee35d428","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","18) ITP-018 - Public Lighting Works"
"4ac530cf-4015-4e2d-96d3-55ba70a47174","","pass","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","18) ITP-018 - Public Lighting Works","SYM-PURL-PUL-6A-1"
"be84db89-d873-4aef-a43d-b088d8df55e0","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","20) ITP-020 - Paving Works"
"611a20f1-53cb-4568-befe-6b53aa3427e1","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","20) ITP-020 - Paving Works","Bluestone Kerbs and Paving"
"d71d3577-66da-44e9-8677-8a705a7415e7","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","20) ITP-020 - Paving Works","Bluestone Kerbs and Paving","SYM-PURL-PAV-6A-1 (6A - BLUESTONE KERB)"
"369a3c05-85e4-43ca-be6f-9cdadbd97763","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","20) ITP-020 - Paving Works","Bluestone Kerbs and Paving","SYM-PURL-PAV-6A-2 (6A - BLUESTONE PAVERS)"
"261ef261-a30a-4be4-ac63-e634c2d932b7","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6A","26) ITP-026 - Structural soil "
"e9272f36-0c7b-4632-9617-5a7f1c5cd9b5","","pass","SYM-ITP-026 - Structural Soil (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6A","26) ITP-026 - Structural soil ","SYM-PURL-SSL-6A-1 (6A - STRUCTURAL SOIL TRENCH)"
"bd361bc5-6a96-439f-b838-1828f0853a24","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B"
"ef5b40e1-1104-4eac-ad1e-6423bf2fb223","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works"
"dc079456-fb1f-486b-ba8f-fe098f1798ee","","pass","2114a193e37b0197960de039fb1403d1bbb266aec0ffea13b5036ec7ea2f1288","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","1) ITP-001 - Subgrade Works","SYM-PURL-SUB-6B-1"
"36cc9ead-a5ba-4ef5-b9a0-dbb67973a367","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works"
"a9929284-25af-4b77-975d-be836dd31a50","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","2) ITP-002 - Flexible Pavement Works","SYM-PURL-PFLX-6B-4 (CL3 CT Lot 2)"
"dd487ce0-40ed-4ce4-b5e0-6a2fc182139b","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing"
"77f5902c-049a-41cf-98e4-d48be0e7a783","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-1 ( Bike lane BC lot 1)"
"3db169c1-baa7-4b2c-ac9a-ba464b150be7","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-6B-2 (Bike lane WC LOT 1)"
"691aacad-c473-4a90-bc38-f87d205cc7f1","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","4) ITP-004 - Concrete Pavements Works"
"6cd9a4ee-2c62-46df-a804-7f1d0786a0e6","","pass","0ea6b94193ae2e84f876c8cf25cbf8c1cf6e76bcde6dc5c5cdbc0ee20dafd556","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","4) ITP-004 - Concrete Pavements Works","SYM-PURL-PCON-6B-1 (F3 Lot 1)"
"d51b65d1-77bd-4a88-b9a2-2de21252b56d","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","5) ITP-005 - Kerb and Channel Works"
"1f93a1d7-f5f0-4da9-aba3-57dbb07f38fb","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","5) ITP-005 - Kerb and Channel Works","SYM-PURL-PAV-6B-1 (Bluestone Kerbs)"
"284e06f4-16fc-41c7-8bc6-f2acbda3374f","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","5) ITP-005 - Kerb and Channel Works","SYM-PURL-PAV-6B-2 (Bluestone Pavers)"
"1098417d-9d59-4bbd-94f5-e8372e3a2d61","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works"
"571f4771-cc66-4e91-a467-621ce437c4cf","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-1 (300mm RCP to PV-7.1)"
"f5aafd52-0cb7-45c4-a0c3-132b758c6b97","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-2 (PV-7.1 to PV-7.2)"
"cb7cada8-9243-44a8-b1c1-449bd79f878f","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-3 (300mm RCP to PV-7.2.1)"
"c4534fcf-30b4-4cff-8138-67e204df45e6","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)"
"45e0b5c0-8a37-4c57-9f87-2d52138e1274","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)"
"9f3009bf-daf2-4263-9d45-2f2626c22c93","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-6 (300mm RCP to PV-7.4)"
"af062069-9f61-42f9-8aa2-825f32a856cd","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-7 (300mm RCP to PV-7.5)"
"865c16e5-0139-4f77-8610-bc4f1e2ac1d9","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","8) SYM-ITP-008 Insitu Concrete Elements Works"
"c7862790-9adb-4353-a988-0eb7f62f7428","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","8) SYM-ITP-008 Insitu Concrete Elements Works","SYM-PURL-ICE-6B-1 (6B SWD PROTECTION SLAB)"
"cab2b7dd-7482-48e6-9466-7da6bf3b715f","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 6B","9) STM-ITP-009 Tactiles Works"
"aae38826-66e8-44a6-b63b-13b453293a8d","","pass","28eeb1183a82b9ec7663f0ec160d6d146e43cd6078157441c217fc2c4bcadbbb","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","9) STM-ITP-009 Tactiles Works","SYM-PURL-TAC-6B-1 (6B Bluestone tactiles Lot 1)"
"f6c1a76c-6245-4002-b751-ace93a63f3d5","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Street Furniture 2.1"
"8fa533bb-0985-4fe4-bbfc-abf8d3ba684d","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 2.1","Street Furniture 2.1","SYM-PURL-FUR-2.1-1 - Furniture Install A5"
"9ef4b6fa-50d9-482a-b266-580ec0bd4fcc","","pass","SYM-ITP-024 - Handrails & Balustrades (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Street Furniture 2.1","SYM-PURL-HAN-2.1-1 - Handrails & Balustrades A5"
"e09fbfe6-a2e6-4411-8ce7-8941781a7f1c","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","SYM-PURL-LAN-2.1-1 - Landscaping Stage 2.1"
"e3f8b11c-8e79-43b6-83c3-1567ceb530b9","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.1","Signage"
"1e720e31-2244-4234-b149-97d6f4ee8ae2","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 2.1","Signage","SYM-PURL-SIGN-2.1-1"
"8b9eb6c9-c6ea-4c83-8c5d-da2dccd2cd39","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2"
"b64cc152-bcfc-4cf4-9dde-568db3eaca15","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A"
"89353cd2-dbd1-48db-ab36-1ed617963af3","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2"
"e6de903a-5e09-4a5e-8f69-5c351e505717","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","Stormwater"
"659c7e9b-0387-4c9e-99c1-d7a8af1a0269","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","Stormwater","SYM-PURL-SWD-3A.2-1 (PV-EWR-2/ EX-EWR-7)"
"ab0ed863-fa55-4271-9414-d523f0574443","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","Stormwater","SYM-PURL-SWD-3A.2-2 (PV-EWR-2 to Exising Pit) PV-EWR-3)"
"469a7dcf-3803-4f88-baf1-7b76ebfb529a","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","Stormwater","SYM-PURL-SWD-3A.2-3 (EX-EWR-7 to PV-EWR-7.1)"
"b7a4d3dd-da82-4d9b-8758-0cea6c135fdf","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","Stormwater","SYM-PURL-SWD-3A.2-4 (PV-EWR-7.1 TO PV-EWR-7.2)"
"444130ef-c4a7-4cdb-875b-f3b31c59ccee","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","In-situ Concrete Ramp "
"0ec4db7c-58b8-4618-a6b6-4da54b89e9c7","","work-in-progress","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","In-situ Concrete Ramp ","SYM-ITP-013 - Retaining walls and wall footings (Rev A)"
"28bcd7ff-ec19-49e5-a8a1-2c594c4778c3","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP013) Retaining Walls "
"3883ca67-d61c-46eb-99b4-bd6f1d679abd","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP013) Retaining Walls ","3A.2 - WAL-2 & 3A (Part 2)"
"680f3867-d481-43cd-b2f0-a757ed6a7056","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP013) Retaining Walls ","3A.2 - WAL13 and WAL2 Wall"
"48069169-6b17-40b3-89b8-2a075b29452e","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP013) Retaining Walls ","3A.2 - WAL 3A and WAL 2 Footing (Part 1)"
"d705add4-6388-456d-9177-7b60690814ec","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP013) Retaining Walls ","3A.2 - WAL3A "
"b9b32280-b1bd-4d9c-96ad-257d74aeca74","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP013) Retaining Walls ","3A.2 - WAL 3A, WAL2 and WAL13"
"db01cfe9-6610-4042-ae8b-5b631ee0269d","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP004 - underscreed pavements F3"
"427739fd-a9a5-45ef-a520-cf15f5c7dd82","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP004 - underscreed pavements F3","SYM-PURL-PCON-3A.2-1 (F3 Lot 1)"
"fa74b244-f34e-4c66-b884-d23efd999b72","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","ITP004 - underscreed pavements F3","SYM-PURL-PCON-3A.2-2 (F3 Lot 2)"
"f0aebe50-f306-4036-9eb9-b0e56cfc110d","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","7) ITP-007 Subsurface Drainage"
"8a5a64fb-99fe-40ef-8879-7e6d109b0728","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.2","7) ITP-007 Subsurface Drainage","SYM-PURL-SSD-3A.2-1"
"199d86b0-2393-4f43-811f-527c3daadf64","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.1"
"aeb9030b-77cd-4ddd-911c-e079e88e596d","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.1","Retaining walls"
"def47b53-bbfa-4d7a-aac6-0b934f99baf1","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.1","Retaining walls","3A.1 - WAL-4B"
"18ca0d86-b1c0-4376-98aa-d4f8c46fd98e","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.1","Retaining walls","3A.1 - WAL 15 & 16 South"
"90e7b67b-d74a-4464-91ae-009cdefe66e2","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.1","Retaining walls","3A.1 - WAL 2"
"acb62285-0460-4166-a0bd-cfbac4c36e1e","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 3A","Zone 3A.1","Retaining walls","3A.1 - WAL 15 & 16 North"
