"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","work-in-progress","","folder","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1"
"a99cdbfe-df66-4ff4-8658-c87b36bfafc7","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A"
"971cb564-2d33-4c88-9e97-70e36e0a8baa","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A","6) ITP-006 Stormwater"
"95ac5b05-c221-48b6-a085-7a0068bfee4b","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1D-3 (F3 #3)"
"62ad0cd4-fcc9-49f3-9a40-667ce98c8353","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1D-4 (F3 #4)"
"d0e1cde2-b3fe-4efc-bf19-bc02db6ab382","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1D-5 (F3 #5)"
"3c63cb6d-9260-49a5-aae9-ca494d825ee5","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","6) ITP-006 Stormwater"
"aa8262e3-805a-4d30-98b0-6029c3eac3f5","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","6) ITP-006 Stormwater","SYM-PURL-SWD-1D-1 (PV-2.6 to PV-2.6.1)"
"76ab6bd4-7f7e-4e58-8be8-e22f6b980793","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","6) ITP-006 Stormwater","SYM-PURL-SWD-1D-2 (PV-2.6.1 to PV-2.6.2)  - ACTUAL"
"8a74ff9e-9b13-496c-80aa-3e848b8a1992","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","6) ITP-006 Stormwater","SYM-PURL-SWD-1D-3 (PV-2.6.2 to PV-2.6.4)"
"59baa641-9d0d-49d1-a8cb-6cc1443364af","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","6) ITP-006 Stormwater","SYM-PURL-SWD-1D-4 (PV-2.6.4 to PV-2.6.5)"
"44194590-c540-4c5d-a602-ead4854d547d","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","6) ITP-006 Stormwater","SYM-PURL-SWD-1D-5 (PV-2.6.5 TO PV-2.6.5A)"
"20ebfa6b-ce95-4a4b-874e-1a6e86904e0d","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","7) ITP-007 - Subsurface Drainage"
"af613729-d0fc-4c3d-93dc-beb7eaec47e2","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","7) ITP-007 - Subsurface Drainage","SYM-PURL-SSD-1D-1 (AGI ACROSS GRATTAN ST INTERSECTION)"
"c977f68d-bb12-4579-8c78-1ba572bd7319","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","7) ITP-007 - Subsurface Drainage","SYM-PURL-SSD-1D-2 (AGI B.O.K)"
"e89f9e6f-b753-4a1f-9fb2-be1837997539","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","8) ITP-008 Insitu Concrete Elements"
"773bf6b1-2746-4a28-ab92-4534347d1603","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1D-1 (DISPLAN CABINET FOOTING)"
"d9f37d9c-ff19-4688-83bc-12a46eaff884","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1D-2 (PV-TP-GS-1.11)"
"51db50fb-7c88-45bc-8a63-701f9a9cc126","","work-in-progress","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1D-2 (Truck Stopping Bollards)"
"6dd3ebe3-4d81-4c69-953f-246b53284153","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","12) ITP-012 Stratavault"
"7639e507-a2b4-4f73-ac10-d57bd50664de","","pass","SYM-ITP-012 - Stratavaults (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","12) ITP-012 Stratavault","SYM-PURL-STV-1D-1 (STRATAVAULT WEST) SV3"
"987f61bd-5d29-4bb6-98eb-f0f77cbe190d","","pass","SYM-ITP-012 - Stratavaults (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","12) ITP-012 Stratavault","SYM-PURL-STV-1D-2 (STRATAVAULT NORTH) SV6"
"b48f86bc-aa05-4c3f-92f0-9c13e6fed0ed","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","13) ITP-013 Walls and Footings"
"beae8a00-82f6-48cb-8daf-7b000236f711","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","13) ITP-013 Walls and Footings","SYM-PURL-W&F-1D-1 (STATION ENTRY WALLS 5C & 5A)"
"8333033e-30a9-4476-89ad-e7d41c7a7301","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","13) ITP-013 Walls and Footings","SYM-PURL-W&F-1D-2 (LIFT RAMP)"
"5f4426ad-76d9-4fc1-8b7f-8ee155e2b27e","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","13) ITP-013 Walls and Footings","SYM-PURL-W&F-1D-3 (TRUCKSTOPPER BOLLARDS)"
"614e55ea-c887-4e04-bd0d-2f419f70621b","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","17) ITP-017 Traffic Signals"
"b6c5be17-53ed-464c-8af3-bd9895c7024d","","pass","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","17) ITP-017 Traffic Signals","SYM-PURL-TRS-1D-1"
"dc882a32-e25b-4178-b3a2-09f071f29224","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","18) ITP-018 Public Lighting"
"f48e4cdb-e38d-4e40-a38b-ed76adbf551a","","pass","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","18) ITP-018 Public Lighting","SYM-PURL-PUL-1D-1"
"dc30781d-00d9-4793-8220-8d2d7de9dff7","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","19) ITP-019 Cladding"
"2c8bd9b8-ddbf-41ff-9a89-e0f8a11cff51","","pass","SYM-ITP-019 - CLADDING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","19) ITP-019 Cladding","1D - Station Entry Wall Cladding"
"374fa600-0bcb-49fc-9c28-93add2c47dd6","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","20) ITP-020 Paving Works"
"40df8b98-367c-4cbd-9e5d-e9cde6e27e4f","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","20) ITP-020 Paving Works","SYM-PURL-PAV-1D-1 (BLUESTONE PAVING)"
"9c1e0775-d4c0-4bbd-a369-1f716f285557","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","20) ITP-020 Paving Works","SYM-PURL-PAV-1D-2 (BLUESTONE KERB)"
"1d1e85f7-9ff8-4580-a0ae-f769e95c0be6","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","09) ITP-009 Tactiles "
"64ddd946-cf30-4e22-b977-e97a0628e70f","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","09) ITP-009 Tactiles ","SYM-PURL-TAC-1D (Tactiles 1D)"
"dd71ab62-0c76-4e70-a4d8-c069daa545ff","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1D","5) ITP-005 Kerb"
"ac7047aa-c633-4cda-a6a9-1295a27e3abb","","pass","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1D","5) ITP-005 Kerb","SYM-PURL-K&C-1D-1"
"5ba53951-7789-453b-b68e-aa99e70d7e78","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E"
"11fe8494-b7cf-41fd-bffb-8d0f5f2dec65","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","1) ITP-001 Subgrade"
"48e8f34f-b5c3-4cc8-86f7-f1662a38d485","","pass","2114a193e37b0197960de039fb1403d1bbb266aec0ffea13b5036ec7ea2f1288","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","1) ITP-001 Subgrade","SYM-PURL-SUB-1E-1 (FP1 Subgrade)"
"a2b18b39-20d1-4fe7-835f-9982ed463c4d","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","2) ITP-002 Flexible Pavement"
"c8d9e507-75de-40ed-9b7f-fef16434505d","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1E-1 (FP1 Lower Subbase (CL4))"
"a6906c64-933c-4ec8-a143-a0bcfea200ea","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1E-2 (1E - FP1 Subbase - CTCR)"
"f827790e-91d2-473b-8243-66297d74af5b","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","3) ITP-003 - Asphalt & Sealing"
"d212594b-8e9f-4ee8-b564-02fc8dcdae22","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1E-1 - FP1 Base Course"
"7c91fd71-346d-4cdc-9850-b014bffc2aaa","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1E-2 - FP1 Intermediate Course"
"35c5417b-eff3-4bd9-a24d-78a5eef1bba6","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1E-3 - FP4 Base Course"
"0e4d6db7-b645-409a-990d-33cab2d45007","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1E-4 - FP4 Intermediate Course"
"16c61355-617d-41c6-a4dc-54315b901e3c","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements"
"39c63485-4896-43dc-8b41-36a86c96d7b9","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-1 (F3 #1)"
"c96cf714-1d50-4593-9a71-4c20ef2f6148","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-2 (F3 #2)"
"e03c9aa8-20fd-4993-b7ee-54550f1cfc03","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-3 (F3 #3)"
"bb308b5d-1f40-4e62-83ad-7053387b0ec2","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-4 (F3 #4)"
"f900b297-b40c-4e22-a6af-9f5b3476613d","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-5 (F3 #5)"
"a2f2fdf5-08c8-42ee-9264-6d65481f4079","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-6 (F3 #6)"
"a178181e-816b-4088-8b62-6338f7ef7620","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-1E-7 (F3 #7)"
"c497be3f-665b-45be-8224-f77c075a806e","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","6) ITP-006 Stormwater"
"769314c9-f19e-4c5b-b878-eea7f84eb9de","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","6) ITP-006 Stormwater","SYM-PURL-SWD-1E-1 (1E - PV-2.6 to PV-2.6A (375mm RCP))"
"8b1124c3-ca21-4542-8870-fc5c52788b95","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","6) ITP-006 Stormwater","SYM-PURL-SWD-1E-2 (1E - PV2.6A.1 to PV2.6A (375mm RCP))"
"21a5c795-21eb-4979-bb1c-102cde2be934","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","6) ITP-006 Stormwater","SYM-PURL-SWD-1E-3 (1E - PV2.6B to PV2.6A (375mm RCP))"
"ac352497-3ee0-4ce8-9f2a-e329e54f99bf","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","12) ITP-012 Stratavault"
"07334e46-a2c2-419a-8d79-813d43d6008b","","pass","SYM-ITP-012 - Stratavaults (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","12) ITP-012 Stratavault","SYM-PURL-STV-1E-1 (SV5)"
"25ef476f-304d-4cca-b92a-c0adbbdf78de","","pass","SYM-ITP-012 - Stratavaults (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","12) ITP-012 Stratavault","SYM-PURL-STV-1E-2 (SV4)"
"f97f4b0c-4bdc-44e9-9770-332f1e78357a","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","13) ITP-013 Retaining Walls and Wall Footings"
"80946718-d4df-432b-9522-f8f79c044edd","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-1E-1 (STATION ENTRY WALLS 5A/5B)"
"9591bf7b-55ad-4ce1-a0a2-b1d35b4664bc","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-1E-3 (WALLS 1A) "
"889f43c1-0f63-4c9e-a6ac-914166f7bf66","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-1E-2 (1A Wall)"
"d3cee41c-9695-4820-a9e5-15f5d4bbbfb8","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-1E-2 (WALLS 1B)"
"177f62e4-eed4-43e9-b1a6-c3e012cf6e1b","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","17) ITP-017 Traffic Signals"
"9430bd37-5795-42b1-85cb-6ab3daf3ce56","","pass","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","17) ITP-017 Traffic Signals","SYM-PURL-TRS-1E-1"
"415c1652-64c0-454e-a616-36360f5f6390","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","18) ITP-018 Public Lighting"
"8d4031f2-d89a-4a45-845d-9cb8b393da35","","pass","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","18) ITP-018 Public Lighting","SYM-PURL-PUL-1E-1"
"332454b7-283c-4a42-81ba-2954adef2f35","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","20) ITP-020 Paving Works"
"a4320b5b-c757-4e8b-ae67-1eb9023373bd","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","20) ITP-020 Paving Works","SYM-PURL-PAV-1E-1 (BLUESTONE KERB)"
"0699e90c-1262-4e23-8370-4a222a339fdf","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","20) ITP-020 Paving Works","SYM-PURL-PAV-1E-2 (BLUESTONE PAVING)"
"cc19f605-4783-4e67-b996-9cc0ca37e8ce","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","SYM-PURL-BUS-1E-1 (Bus shelter)"
"2d903d76-40fe-4254-8df5-351cbccb2998","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","7) Subsurface Drainage"
"d599002f-aa79-4688-8d47-8733ab274268","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","7) Subsurface Drainage","SYM-PURL-SSD-1E-1"
"e1f02437-b935-4d36-a9b8-5f22487f6185","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1E","09) ITP-009 Tactiles "
"d84094d4-a840-4ec5-b6c1-835e7a3d4d2e","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1E","09) ITP-009 Tactiles ","SYM-PURL-TAC-1E (Tactiles 1E)"
"c8628735-46ce-41de-bda5-888fa33c151e","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F"
"4b11f27b-8110-4adb-aafe-a613d87fde86","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","1) ITP-001 Subgrade"
"81bda2d5-82ad-4fb0-ad0c-ccc67c949df3","","pass","2114a193e37b0197960de039fb1403d1bbb266aec0ffea13b5036ec7ea2f1288","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","1) ITP-001 Subgrade","SYM-PURL-SUB-1F-1 (FP4 & F1/F2B)"
"77f49bc5-8f8a-47e7-b4ee-e5e393d50b49","","pass","SYM-ITP-001 - Subgrade Preparation (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","1) ITP-001 Subgrade"," SYM-PURL-SUB-1F-2 - SUBGRADE"
"3ce3bbaf-8f6a-439e-a089-c5d5ecad808d","","pass","SYM-ITP-001 - Subgrade Preparation (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","1) ITP-001 Subgrade","SYM-PURL-SUB-1F-3 - 1F Capping Installation"
"f741da76-92d7-4d57-80a6-ecf24377c1aa","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","2) ITP-002 Flexible Pavement"
"907afb05-26b0-46c1-9551-6f5eff9f89f2","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1F-1 (FP1 LSB)"
"91410da7-392c-457e-ab66-293abe045aa8","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1F-2 (FP1 CTCR)"
"bd935a35-b520-47a2-b164-3524a87a3f94","","work-in-progress","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1F-3 (CTCR)"
"443b4bb1-fba1-434e-9e06-8a1216bb37b3","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","3) ITP-003 - Asphalt & Sealing"
"c4227835-6e69-4bb2-8dcd-668820af49f4","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1F -1 - F2B F1 PA2 BASE COURSE"
"0175c2a8-db5c-4a15-8f47-e03c813377e1","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1F -2 - F2B F1 PA2 WEARING COURSE"
"b387e835-f95d-4f91-a2d4-51a7052a5775","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1F -3 - 1F 1D 1E Wearing Course"
"361995e6-1c54-4f94-a4b4-0f6cdeae7853","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","4) ITP-004 Concrete Pavements"
"a4cd9241-48d8-473f-ae63-c05b74e016dc","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","4) ITP-004 Concrete Pavements","SYM_PURL-PCON-1F-1 (F3 #1)"
"28baca4c-0b47-4b3e-9c11-45de1a4550e7","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","5) ITP-005 Kerb and Channel"
"ef55c1de-a612-4585-b163-c752287ba0fd","","pass","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","5) ITP-005 Kerb and Channel","SYM-PURL-K&C-1F-1 (SOUTH SB2)"
"d8ad05a9-97f5-4b5b-8ec6-5ef918f8c9dd","","pass","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","5) ITP-005 Kerb and Channel","SYM-PURL-K&C-1F-2 (NORTH SB2)"
"918e7a7f-4ef1-48c1-92b1-ebc98fa62c6d","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater"
"9612ed3e-96c4-4de2-b744-c810db2608cd","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-1 (450mm RCP to PV-2.8.1)"
"04df8be9-2985-46aa-b80a-8227de64aac9","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-2 (450mm RCP to PV-2.8.2)"
"60d9808a-3c0a-46cc-ad00-eb5b728f9bed","","work-in-progress","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","VOID - SYM-PURL-SWD-1F-3 (375mm RCP to PV-2.8.3)"
"39ce4a66-4aae-467a-a75e-79ea334cfa4e","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-4 (375mm RCP to JPc)"
"3b1a8498-7e38-4070-b8c4-9ec6238f8f7d","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-5 (375mm RCP to JPb)"
"d201e8be-3df2-43a8-85ea-b93bbdb5992c","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-6 (375mm RCP to PV-2.8.4)"
"b140676e-1d0c-4f33-9134-1a37d46f8813","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-7 (375mm RCP to JPa)"
"bd74c74f-933b-4b2b-a06a-017c8a3e58c9","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","6) ITP-006 Stormwater","SYM-PURL-SWD-1F-8 (Box Culvert to PV-2.8.5)"
"e1d05447-be99-465f-a3ca-53cdff6cab04","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","7) ITP-007 - Subsurface Drainage"
"0447c774-5873-4585-8f61-d2c9f33b910f","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","7) ITP-007 - Subsurface Drainage","SYM-PURL-SSD-1F-1 (NORTH TO SOUTH AGI)"
"47f8e8c0-764c-4d56-a5a6-73c4c9a464d2","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","7) ITP-007 - Subsurface Drainage","SYM-PURL-SSD-1F-2"
