"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"04580ef3-c649-440f-82a1-570ff7065ef4","","folder-normal","","","step","TRUE","FALSE","Ground"
"ca22566b-708b-45bb-b66e-1e64cf118f01","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Ground","G.1-W1"
"679dbaf6-14e7-58a3-b718-8e3689136220","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.W105","Trade clean"
"d36ddfeb-2c0f-4d1e-b4ec-6e9bff1c3801","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.W106"
"14d036bc-9e53-56a3-b493-907b6ac0ec1b","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.W106","Frame prep"
"98a36a62-afc9-511f-a36b-7bea9fa87fcc","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.W106","Glass installed correct way around"
"f8d90145-d90e-5253-b103-e259e35274e9","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.W106","Beads installed"
"47495b5f-6295-5bda-92c7-ae2c7cf03538","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.W106","Wedge installed"
"55e59ba7-eee1-54f5-ba40-e5610515cc12","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.W106","Trade clean"
"04e91a53-16f0-49cd-8a77-e21fe37e4fd4","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.1-DE7"
"6b39ed9a-f6f6-526d-b64c-7699a64c32b2","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.1-DE7","Frame prep"
"fe46cdaa-d432-52a9-aa7e-e115b28ef524","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.1-DE7","Glass installed correct way around"
"4305f738-44e3-5cfe-adfc-181cad2531e0","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.1-DE7","Beads installed"
"40b48ffe-4ef3-56bf-a2ee-9e07a5d14999","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.1-DE7","Wedge installed"
"37b68965-4879-5e41-9313-7539d21c0b6f","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.1-DE7","Trade clean"
"656a61ac-645b-4920-9f2e-c61a9f3c5f5b","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.2-DE7"
"603cd00d-436a-584f-9329-96741b1edc7b","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.2-DE7","Frame prep"
"40148c8f-0ce8-5266-936d-1f1a154e1703","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.2-DE7","Glass installed correct way around"
"93aa22a9-c837-55ab-a2fc-3c8720424831","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.2-DE7","Beads installed"
"ce1c7691-5a58-5536-a3a5-af087507aa22","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.2-DE7","Wedge installed"
"be8cf953-c22b-51d1-b848-15bdafc1435a","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.2-DE7","Trade clean"
"7611b135-680d-46cc-95b9-747792599e48","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.3-DE7"
"0a2b2b2d-fa99-5036-a8dc-2fb8ec9ac3a7","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.3-DE7","Frame prep"
"e042b60c-80d4-5993-968f-60870dabbef9","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.3-DE7","Glass installed correct way around"
"f3a6efc0-d8c1-5ceb-8587-0f2891575949","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.3-DE7","Beads installed"
"f02482f1-8ed2-5614-9506-00728d82bca8","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.3-DE7","Wedge installed"
"1e01c74e-3c16-548f-b05b-c0df97ad92e9","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.3-DE7","Trade clean"
"cb6a14cd-eafc-4899-a3bd-e5d39657082e","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.4-DE10"
"4b2f84f8-dae8-5e7b-ae75-552c678dd083","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.4-DE10","Frame prep"
"5ad7e7ca-4328-50f2-b0b0-47faf744f004","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.4-DE10","Glass installed correct way around"
"58436568-de1a-53f9-a895-7998d9ca6918","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.4-DE10","Beads installed"
"16549482-9768-5db8-92a9-4e634f33ecc0","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.4-DE10","Wedge installed"
"0a8a0e0a-29b5-5b21-9115-198526be1a73","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.4-DE10","Trade clean"
"6cf9a123-cd77-4976-8c00-cbf0be6fd6b2","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.5-DE10"
"eeddf7cf-8995-5637-a0e2-c219f2584c70","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.5-DE10","Frame prep"
"a54b837a-5de2-5877-bcd5-469f074623b8","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.5-DE10","Glass installed correct way around"
"0332f99b-836e-5414-bf2a-a4ce96ef3be0","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.5-DE10","Beads installed"
"9e7be915-2776-5814-a8de-d9fde6a5aa63","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.5-DE10","Wedge installed"
"e1f2c9ed-89e0-56cd-96b4-3205dda43723","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.5-DE10","Trade clean"
"2e1afd48-69c1-4e42-9c4f-ff3d1822fa71","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.6-DE7"
"2c09eca4-3adf-5f8b-af5f-d45f6cce406b","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.6-DE7","Frame prep"
"755e3f59-40b3-5596-973a-c09876eaf710","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.6-DE7","Glass installed correct way around"
"43d1702b-314b-5fdf-8b61-86b632ddbbf3","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.6-DE7","Beads installed"
"c1968838-67c1-57b8-92dd-52b6a8c012ca","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.6-DE7","Wedge installed"
"0dc16f12-2467-5370-9952-c5caa75fd285","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.6-DE7","Trade clean"
"674c172d-7fdf-4022-8814-93bb16c9a9eb","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.7-DE7"
"df65cc5a-4d43-5b54-837d-885cd1c23750","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.7-DE7","Frame prep"
"35352868-2537-5bbe-a4ac-2534ad837e25","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.7-DE7","Glass installed correct way around"
"95b30812-cacf-5448-a28d-cfc8845ea81d","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.7-DE7","Beads installed"
"ff6052dc-ab5d-50f4-93b6-8b9aef0f07ee","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.7-DE7","Wedge installed"
"829b10cb-9af9-5cac-8232-720daf58c2b2","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.7-DE7","Trade clean"
"a67b036c-af9a-43fc-aaaa-c25885fc54fc","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.W101"
"f6c84472-d036-5203-99b1-7bef2b745399","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.W101","Frame prep"
"e41bb75b-a7bc-59c9-beec-18a484c406f4","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.W101","Glass installed correct way around"
"fa56800e-face-5b56-8658-6c61715bd39f","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.W101","Beads installed"
"1d8a866b-bafc-5fa3-b06e-efbbfa375c13","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.W101","Wedge installed"
"3f55d485-e6e3-58b0-a529-ef54d5cd7eaf","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.W101","Trade clean"
"2ecf766f-c4a9-4748-8924-88ad8710d024","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.W100"
"48ea1c3a-4d47-5795-96c4-c5b31cfe984b","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.W100","Frame prep"
"5bbd22d9-1dee-5361-a5e9-957d250f9ca8","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.W100","Glass installed correct way around"
"67b50273-3ac1-56e1-9943-eb8b73b2bf8d","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.W100","Beads installed"
"fff230d1-8e68-5562-9e9f-6a81ef8c6cd2","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.W100","Wedge installed"
"4fd925ec-4925-5b40-9035-896dda585981","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.W100","Trade clean"
"a697c65a-381c-4637-8007-ccfcda78dc5a","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.W107"
"f09a6150-d29a-5c64-b31f-574fb824a161","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.W107","Frame prep"
"0278ba01-6d57-523a-a8af-c8d20656cab4","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.W107","Glass installed correct way around"
"5e5d5d49-2801-5334-a650-a0ba804d0370","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.W107","Beads installed"
"7b8df07d-10d0-5e98-9214-92c1eac2b250","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.W107","Wedge installed"
"d5dc897c-3556-5cee-b0f4-2089e04447dc","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.W107","Trade clean"
"40cda5f7-5740-49e8-835a-93c296bc0a4f","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 1","1.W103"
"1cb78474-ae8d-51be-9ca0-269d682011b0","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 1","1.W103","Frame prep"
"596c754b-8763-5371-9a30-1a46ee173d7b","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 1","1.W103","Glass installed correct way around"
"fec6603a-f82e-5320-ad78-69a723d30779","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 1","1.W103","Beads installed"
"51c5ca01-eb25-55ec-aed0-c4a767b6fd5f","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 1","1.W103","Wedge installed"
"c0414cb5-6d6c-5d56-b727-34c3b61a4468","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 1","1.W103","Trade clean"
"8355491b-c7c2-40a9-b6a9-a0e14864be83","","folder-normal","","","step","TRUE","FALSE","Level 2"
"744a0c19-df79-4ae3-8588-af015f5736f8","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.1-W1"
"a21d3bc9-cbdc-5e2b-b221-72c90e81ce33","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.1-W1","Frame prep"
"76226cd4-b8d9-5bda-a990-b3126a9baaea","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.1-W1","Glass installed correct way around"
"9fea3887-3000-579d-adff-e810572e8e38","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.1-W1","Beads installed"
"7f603ed6-e84e-5a1f-9f4c-539113966d11","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.1-W1","Wedge installed"
"80a60644-2ebf-5dc7-ab67-30ef4740bab0","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.1-W1","Trade clean"
"809161c5-a2be-4a17-8290-5db88266942b","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.1-W2"
"d2257d78-380e-5438-a4da-2364954e6af8","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.1-W2","Frame prep"
"f49656ba-937c-53a7-8046-9460cddf88dc","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.1-W2","Glass installed correct way around"
"ba09ebe9-d692-5ffb-9a77-2164ec48e82a","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.1-W2","Beads installed"
"d61d31b6-3485-58ab-8000-85bf5ae712ab","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.1-W2","Wedge installed"
"aebe4bdb-4bf9-5c81-8e9e-d11a5d1f5b90","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.1-W2","Trade clean"
"3271aa5f-98ff-4672-ac0e-29e3ee0c7372","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.1-W3"
"dbfb6688-770f-5a58-aad8-3971ccfe3b48","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.1-W3","Frame prep"
"e1765f81-5914-545c-bcfa-b7ac633e5252","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.1-W3","Glass installed correct way around"
"7eebe590-d5c5-56c4-803c-acd23ba2ab96","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.1-W3","Beads installed"
"69bd4314-eea3-5f3c-8a44-5d4192028447","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.1-W3","Wedge installed"
"8b84a8bc-d14e-5d57-8b6c-d85746a97f62","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.1-W3","Trade clean"
"29ba3bed-46c3-424f-b495-e3b1fa58d5e6","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.2-W1"
"a16d0fd1-1052-50c8-afcc-d6428ced2987","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.2-W1","Frame prep"
"030b6742-4c1b-5041-b57f-a6b42e4741de","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.2-W1","Glass installed correct way around"
"e6c2198f-4a62-5c8a-bb63-ea5d0f8d5415","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.2-W1","Beads installed"
"5e4e4358-f80e-5ed8-9f2f-44a3a397e160","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.2-W1","Wedge installed"
"3280ea72-ec11-5cc7-9c0c-8fb47d96faff","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.2-W1","Trade clean"
"d84d02f3-a54d-45a5-af8e-21e333fb3926","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.3-W1"
"cd049ddd-da5e-5703-a8f9-611dcea7376d","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.3-W1","Frame prep"
"8d49204d-e423-5a24-91bc-1a584212e979","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.3-W1","Glass installed correct way around"
"fbca0ab4-aee1-5a27-a350-dce9ba19873f","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.3-W1","Beads installed"
"fab9140a-0ff5-51d6-85fc-0e16bcb77034","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.3-W1","Wedge installed"
"1f1662df-065b-5b3b-99f5-6921d226c324","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.3-W1","Trade clean"
"fef9a4f2-24f4-4be9-bd85-4b1af51621b5","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.4-W3"
"66fc6b43-5147-558b-933d-92b03c151683","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.4-W3","Frame prep"
"980cad4c-09d6-57f8-8975-c77fa5ead35d","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.4-W3","Glass installed correct way around"
"a6dc1e1e-fed1-509a-ab6d-3c25f667f152","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.4-W3","Beads installed"
"cec864d0-54c0-5d5d-a1c1-cb3297126edb","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.4-W3","Wedge installed"
"066dafbd-10f2-5a02-a901-f5645e2b4a14","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.4-W3","Trade clean"
"1b101b1b-f1f6-431d-872c-aee86c6c2f15","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.5-W1"
"98804bd7-77c3-5167-b438-66b4d9cb2dbd","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.5-W1","Frame prep"
"cedd8d30-ae5d-5ef6-a9e5-692a6a92c9a1","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.5-W1","Glass installed correct way around"
"b9c93714-7ecd-53ba-ba8e-67fa656fb94b","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.5-W1","Beads installed"
"20fc388e-9b3a-57bd-a9b5-b215f5697ce5","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.5-W1","Wedge installed"
"d00dbbe5-b464-5e83-8caf-3b8c89e487ad","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.5-W1","Trade clean"
"cc2f8af5-8b9d-41aa-b7ac-3ab806298951","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.6-W2"
"3588afe6-140c-5fa9-88bf-d562fb50b62c","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.6-W2","Frame prep"
"e5368dd0-4390-5c6f-b565-0cc5079de694","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.6-W2","Glass installed correct way around"
"609b5afb-55ae-5f4a-a16e-4da7aa1caca7","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.6-W2","Beads installed"
"82803a71-5bc5-5072-87f0-69e8243ae9e8","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.6-W2","Wedge installed"
"e9c9d673-5a3c-54ee-998b-6fbbb9d25fb8","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.6-W2","Trade clean"
"c1ebb37d-a60a-4f50-aa28-a2b42adbcd48","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.7-W2"
"320dbf49-b9f0-536e-8358-892499444d1f","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.7-W2","Frame prep"
"305b997e-717c-567a-9baa-e165865927a6","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.7-W2","Glass installed correct way around"
"4c07508e-b5db-5b0a-bbaf-86650c524a49","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.7-W2","Beads installed"
"aa05264f-fa1a-5c0f-b22b-344e66d725b9","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.7-W2","Wedge installed"
"e4054881-92ef-5a73-9fe0-5d03019d0446","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.7-W2","Trade clean"
"6115e738-af97-4f07-8c57-f388b508e506","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.4-W1"
"44685c14-9a1c-5cf8-ab57-6d25232c9a0d","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.4-W1","Frame prep"
"4bf02336-69e4-5855-92f2-c134176ee7bf","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.4-W1","Glass installed correct way around"
"ee0cad6f-b8f3-5db2-a4b3-fdc734588659","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.4-W1","Beads installed"
"13516592-7cc5-5b7d-96fe-1795ad24ba67","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.4-W1","Wedge installed"
"0863478d-c8b6-53c4-9af4-28ba9f1c342e","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.4-W1","Trade clean"
"4e4f736f-3e29-4d70-9053-46b4820e6f90","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.5-W3"
"a50c30ec-66f1-569d-a174-dee1899700f7","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.5-W3","Frame prep"
