"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df298116-9e44-4254-a6a4-90503c2b88a7","","fail","","folder","TRUE","FALSE","Site QA"
"21cad415-329b-4d46-982a-40f34abf8d04","","pass","Inground works","checklist","FALSE","FALSE","Site QA","Inground Works"
"9a560122-d01e-4fb3-b607-aa0b0ffd353c","","work-in-progress","Commercial Kitchen","checklist","FALSE","FALSE","Site QA","Commercial Kitchen (Basement)"
"4778d249-c5e7-4008-9d9c-fc31af04c74a","","pass","","folder","FALSE","FALSE","Site QA","Penetrations"
"f097c5ce-cc0d-487f-874f-276c1883f326","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Penetrations","Mezzanine"
"38a7edaa-7ee1-4013-8fe2-8aac63d74e44","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 10","10.04"
"bde876cb-f585-457b-bf9e-e8bfa0bd90ef","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 11"
"76474d8b-6542-4303-b706-64d332165ae7","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 11","11.01"
"db579cd6-9dee-471a-bab3-3f81b46f29b8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 11","11.02"
"07cd1762-5a71-4c13-a6d8-f08bed94a1e9","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 11","11.03"
"6f812b8c-0b4b-4201-933d-d453d556de26","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 11","11.04"
"b618e160-ad18-4b76-9e53-e981c1b92fce","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 11","11.05"
"060007a5-919a-4dda-b904-226623b1aa17","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 11","11.06"
"500a447b-672e-4e7d-9c91-a4c7931b4b6f","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 12"
"e475c3d5-2a56-4558-9a56-741ca4bfcf36","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.01"
"1c62113c-34b9-46fb-8c0c-1f475c5eb5db","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.02"
"204e354b-49b1-4577-88da-94ae1b18f3e7","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.03"
"07228033-5513-47f5-915a-7e48aeede3d5","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.04"
"031c135c-ed5a-48e2-ab65-7bcd033542f1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.05"
"b44aae91-7bda-4131-93b1-369fe295a0a2","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.06"
"67023e6d-928a-491a-abd7-eca284aa184d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.07"
"b7c74c46-3d3f-4970-acd6-a192a0e48ed2","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 12","12.08"
"a9cfcb5d-5bd8-466d-9cff-4a9cd63af527","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 13"
"76711838-f97d-4f69-b134-a0ed7585563d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.01"
"59adc416-902a-4898-b25c-63c916ded8f9","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.02"
"3ec97f4d-dab2-4333-bad7-f63013c73a66","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.03"
"e7839016-3017-4e0e-8980-f644b7ad7c90","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.04"
"2e79a74a-d638-425b-8528-d98212731e74","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.05"
"83c85ca8-6b65-4b72-9b59-9b6c39d63845","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.06"
"36236c8a-8878-4288-b6d1-8b00baf42c54","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.07"
"65dff3be-3093-4aeb-8591-60a73f7c2909","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 13","13.08"
"4b671c16-8667-4705-873c-0cfbe5b3527f","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 14"
"cc785852-3a16-42bb-acf4-76ad2c8a8846","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.01"
"74cf9339-c861-477b-8533-16c98f13db46","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.02"
"7a2b0b9e-431f-478e-8c84-2caea422153c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.03"
"37fb6464-5437-4743-bcd4-2f98a51ed1b8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.04"
"ea9a3f52-1910-4934-8092-70dea756964e","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.05"
"802e1f59-4a4a-4652-881e-49c8be0ed419","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.06"
"8b2a899e-3791-44de-ad99-54e7bab20686","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.07"
"33c9a56c-56fe-4dc9-b24a-b88a58093e11","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 14","14.08"
"1adadc4b-4c6e-4a96-b3f4-0d30705a7312","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 15"
"32775abc-070a-4801-af72-b9d9017085c9","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.01"
"8cccd9ba-98fb-4719-831b-f94effb54a56","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.02"
"281779d2-c673-4b77-a37a-3add109c5dc7","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.03"
"89bbcfd9-6637-47d0-94cf-cc980bca446d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.04"
"81bf2df5-d294-4bfe-b5ac-97ab55ae36a0","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.05"
"a78a7a39-6422-423e-8627-430a1af5caca","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.06"
"4a1c18ff-441c-45bb-a4bb-a17c25540f82","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.07"
"57e6837a-b838-4e33-84a1-78baeecb7f4d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 15","15.08"
"f906d1e2-6339-48aa-be8f-b5362c9965d4","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 16"
"5f827a56-5ec3-44cc-b49d-fb35acc1c48a","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.01"
"77b281df-aac5-42e6-8ab7-cd9d0837e439","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.02"
"d38d3084-40bd-437b-8747-b986f2e40d56","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.03"
"c1beb58c-17d5-49ce-b652-de5914bb376f","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.04"
"8133a6bf-aeec-43c0-a267-f02c8ed1120f","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.05"
"541790f1-0fb5-49a9-b1a2-8b684cf3a7aa","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.06"
"55ea7b6c-a475-4669-9333-3e8a0a86f68b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.07"
"8117ee84-aa94-457b-8e4c-fdf5ac51de7d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 16","16.08"
"73e181cf-8f96-4d3b-a2d3-319528543f32","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 17"
"973ddb8f-c61b-48f8-a4a6-399f9ca5023b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.01"
"b55c5b17-d94a-4ee6-a890-2a38b0c5a76a","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.02"
"1b0317d5-26a1-4d00-9099-658ec68a27bb","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.03"
"12ec7dc3-7082-4425-ae48-ea52703736fe","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.04"
"c5251272-3cf9-4541-8bcc-f0620c547ca8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.05"
"35859f85-fb2c-498f-8980-ac62f34cec91","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.06"
"98bc4cec-c119-49dd-81fd-b3ace7f92c7c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.07"
"3bb49a69-bf6f-4084-82d6-db223aee1a0c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 17","17.08"
"5b18c333-1161-45c1-9dc3-23a6e498d4d8","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 18"
"95a2e2bd-1d1f-4335-ba2b-86f7ed73cb53","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.01"
"cad514e5-be96-466e-8806-4d4ff6b66608","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.02"
"f6dbda40-8c51-4956-b154-98f3b03d9b27","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.03"
"e282df43-0c61-4398-ad43-6dd6dc978825","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.04"
"8c8608a1-da0c-4eb5-a7f9-b28b4207a17a","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.05"
"3f0a20e1-855d-475d-b898-a0d088f740f6","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.06"
"90ef6e84-d9fa-4486-815f-934fb09b1de0","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.07"
"73991c20-c78e-46cf-95b8-f57ebacf3e89","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 18","18.08"
"98adf37e-0705-4316-b0db-dc4329983f3d","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 19"
"69559552-c74a-4e83-8305-c5b909769800","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.01"
"2cb14d31-da3f-4376-8825-9b6b12eeb515","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.02"
"16193d08-9df0-440a-9d92-da729e31820c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.03"
"c0e9c63b-6846-4535-aee8-a2f5acaf01a6","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.04"
"57b79c3c-e735-4b45-86be-af6b84c24730","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.05"
"42128e0f-82b8-4e48-ac00-4b6577995342","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.06"
"1ea7fad3-6020-418f-85d3-330a131f7662","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.07"
"49db1875-06c6-46de-afc2-4f94096552f8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 19","19.08"
"afa31e30-c14a-4dc3-8910-45bc21954b08","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 20"
"db6b2c42-6048-4cd5-86d4-476380499f25","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.01"
"fcfb6dee-677c-448d-a78b-24dd9a55ce1c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.02"
"3ca820d3-5c8c-49d7-a749-4c2a510fe6e8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.03"
"461a1f59-6ea7-4f0e-a329-e4858e60f178","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.04"
"14057641-ee16-44a8-9c6b-100202a871c0","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.05"
"526f6a24-5b1c-46ed-b146-f8ad460b167d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.06"
"9e32dd24-6f04-42d0-887c-0f25d4749b66","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.07"
"53a769cd-024d-4fe4-af2d-46772cb357a4","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 20","20.08"
"4bfa1349-85a6-40ab-8498-e8de843d193c","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 21"
"f20dc8af-29d2-4030-a5d0-903a7dea4dd5","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.01"
"ee70c844-bfab-4259-bf04-873dea6ffbe6","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.02"
"c36b8f27-f93e-422d-bcfc-58d925ab7ff1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.03"
"0062843c-88a6-410d-9960-58955c0ab4b1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.04"
"7c7e7dc9-ae16-41f0-93e5-298be054878e","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.05"
"2fdf7b8f-e9f3-4c36-a7ca-552896be233d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.06"
"dabd3209-ca1e-4a44-b4b4-4b0cb8753418","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.07"
"a804c24f-7250-48cb-b1da-8eae11b68895","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 21","21.08"
"22c90b3b-7c3f-4836-9af0-a8e770157ccb","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 22"
"2dec7e6a-a488-44ec-bf5a-e3a3f848f973","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.01"
"986dc867-da3e-479c-b78d-5c332b28c74b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.02"
"e60c0604-7416-4ed5-9de0-c1c9ccaa1738","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.03"
"4d0553c4-4d9b-40db-a8ba-885456b25fc2","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.04"
"61b32f36-baa9-4962-bcc3-18fd340ca3be","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.05"
"945b482b-a340-4109-ac35-28798caa29c0","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.06"
"c25aac09-e4ed-4915-bfa8-233de70f39b1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.07"
"363bb956-07af-4e8e-8e1b-3cc70b34d2a3","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 22","22.08"
"0bc6d8b5-908f-43a4-99a4-9059ae264ca5","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 23"
"bfe08937-e11d-4955-b0d4-e7ab58e3b798","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.01"
"c96a6634-c66f-45fe-a6a5-835f56be7a3d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.02"
"6ecc951d-918c-455c-8900-b187a08116b6","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.03"
"6789f038-6f5f-48be-a4d7-51c7b1d01a3e","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.04"
"8fad399d-3c2a-41e5-98c0-e4fd0c3fc130","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.05"
"ff72a0df-9fe7-48ee-a2f0-5b3b0caf82bd","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.06"
"338f72ff-5dc9-4b7d-b27e-e65428107f2b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.07"
"d11318bf-061e-485f-ab20-0f2ede466b88","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 23","23.08"
"f378bca6-1065-44f6-84b4-4d53076b4e90","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 24"
"1e2410ca-dacc-4e6f-8c89-65ee11d0a204","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.01"
"52c44de5-94c6-4a26-b5a4-4db819cd7966","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.02"
"f0005ccd-dc3f-46b2-9b60-c3bc49add1dc","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.03"
"5a667afa-afe2-467e-8c1a-bb03efbc77e1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.04"
"0de55327-1139-4d4f-a67f-047e20999777","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.05"
"768ba003-ab4b-4a52-bfc9-322668ad6728","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.06"
"0630e310-7818-4fdb-8aaf-0c3fdcb42845","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.07"
"6a64f863-2f69-4ef0-aa19-5a29cf0b7205","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 24","24.08"
"5b77b496-e5d3-4d2d-a2ed-aa07832c46a8","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 25"
"214fe40f-c990-46f8-9574-91f2b636f162","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.01"
"ef22f6c7-6986-4d9d-af37-e48c4381d56c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.02"
"0fd89179-faeb-42e7-b686-ce46d3902141","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.03"
"45f154e7-1d47-487a-829c-016a7e892f7a","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.04"
"da69d990-6f08-4833-b0d0-3916a589aaf1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.05"
"df2d408c-298a-453d-847c-dba7690b8a8e","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.06"
"891da341-174e-4cca-9a85-f70f13ad7f27","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.07"
"c28d5f21-14b8-4081-8297-a45e3e1a5d7f","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 25","25.08"
"c1f1c18e-79b4-46ce-b8a1-dd253962d419","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 26"
"d7321bba-1736-4409-86dc-a623c8821b78","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.01"
"682e860d-f1a0-4207-8a1f-cb5c0a589543","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.02"
"c3e91b2f-da1c-4668-96db-3338368a4378","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.03"
"172f4c6c-8e77-40d3-a1c9-68e673cfdae1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.04"
"cfd60bf4-86b6-43a2-98ac-94ff621088ca","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.05"
"c5b5573b-e39d-4f08-978b-7474ed09b341","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.06"
"3691c024-b079-4b4f-8e64-e0103732c738","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.07"
"52ce1e72-1be3-4840-996e-6a357f3f807b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 26","26.08"
"3774d8e8-acf2-4e62-a312-9fc0c197e8c1","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 27"
"6f39e160-0d61-4718-82f5-3b77808620ae","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.01"
"74ea1f72-e788-4b3c-9f08-760b869eb175","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.02"
"be65a1da-8fd7-42f6-8b4e-f42afbfd6401","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.03"
"dd45f4d3-17d1-4b2c-bc9c-85878d7e5ee8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.04"
"46b852c9-5e6f-401f-9a3c-2605129d0cd2","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.05"
"3f6781e2-bf8a-4a68-86a8-c64c420b9f9d","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.06"
"4e90f349-c394-41d2-b647-2131335539db","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.07"
"df288824-9300-479e-8b2d-54e9b537e46c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 27","27.08"
"85e2afd7-d0b3-4905-9c34-aac7d8b0f6ae","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 28"
"9cb14dde-a866-4e14-84d2-458b771bb015","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.01"
"2c604b9c-299e-4bc0-8d55-162fc743c5eb","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.02"
"8fe47115-cd52-4b74-adce-f4f24c3386af","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.03"
"ad167a0b-8359-40c3-b31f-a78d73de36f8","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.04"
"105a614f-75d0-46ab-b11c-7ebe2680f793","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.05"
"b7b2376c-bbc6-4255-83fc-d284bc4eacbe","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.06"
"d676f381-8ee0-411f-8914-e9182d804196","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.07"
"875dd6f9-d40c-46d3-8a43-ee45ebcffcc6","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 28","28.08"
"cd89284f-4fc5-4f1b-9398-267926832e81","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 29"
"8a99e425-bd55-4c4f-9bb5-d5eda2ae3c36","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.01"
"cead9894-1a1d-4e9b-b3a9-4da5ac8b42bf","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.02"
"0f2d6fdf-65bf-40cb-a933-0bef4ad4d9d1","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.03"
"c29d3f3e-d666-48ed-be96-d5dd7b3caf17","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.04"
"bd79e775-9ecf-4d99-9387-0aedfb4f4e7b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.05"
"cccbfd1a-82bd-4c4d-9382-372b2cefb16c","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.06"
"cbcf2526-001a-47ae-b689-265c442611b7","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.07"
"0a6dd5b9-a9c9-4823-a50e-301fded1fc51","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 29","29.08"
"22746dbd-b65e-4ec8-b428-1d5544ffc2dd","","not-started","","folder","TRUE","FALSE","Site QA","Commissioning","Apartments","Level 30"
"913d9574-806a-4c3a-b510-36e82218594b","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 30","30.01"
"aee0125f-1835-40fd-98d4-0c402465d430","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 30","30.02"
"477840fe-977c-4cc0-bf8d-fb50476b97c3","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 30","30.03"
"353a5646-4449-407d-830d-05a939beb506","","not-started","Commissioning","checklist","FALSE","FALSE","Site QA","Commissioning","Apartments","Level 30","30.04"
