"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11575fbd-fb37-4101-95b2-5f94ee9db64f","","pass","","folder","TRUE","FALSE","B01"
"36dd4ee4-bf50-4489-a832-a86dff5633ac","","pass","","folder","TRUE","FALSE","B01","A/C"
"abc052bf-268a-4e86-8d42-81b80ca85d77","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level"
"98e0f203-c5d9-4d47-a0c6-cf45bab7cfdd","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level","AC 0.01 ALS Room"
"aa1d3e85-4ece-4294-a6ff-5d2c66a48801","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.46 Care Room"
"bdde87dd-b53c-4c3d-89cc-eea7622c0416","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.46 Care Room","VRV High Wall"
"7960640f-a902-4f37-9f2b-0ba2915cfcff","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.46 Care Room","Extract Fan"
"24fcf71d-f22c-4292-84ae-478a07f856b2","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.47 Care Room"
"b2bc59e9-cbef-4ee0-977d-46e1205e8461","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.47 Care Room","VRV High Wall"
"b02361e9-6866-413c-aa8b-251c1cbbc3b4","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.47 Care Room","Extract Fan"
"428409e6-a9e4-44d8-91bf-8b5046e62e07","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.48 Care Room"
"d2d858b6-b22e-4d9d-ab81-cff65265258a","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.48 Care Room","VRV High Wall"
"9e02288b-bd40-4d5c-8733-5bc14a3729b8","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.48 Care Room","Extract Fan"
"9de4a451-77bc-4e5c-9025-e33e6822664a","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.49 Care Room"
"e27efa17-11d2-4d86-8150-2dde2abb935e","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.49 Care Room","VRV High Wall"
"10575b05-4d79-45bc-a452-33d75c97a1d3","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.49 Care Room","Extract Fan"
"b7a8d8c0-e418-4e52-b483-800a5f65777e","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.50 Care Room"
"f8c44546-25ad-4507-a096-35185c5ebd53","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.50 Care Room","VRV High Wall"
"9117bce8-55a8-4d32-bb31-917807a0a19b","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.50 Care Room","Extract Fan"
"6a58b561-c09b-4591-b671-6a726c373083","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.51 Care Room"
"34ce38d5-6b5b-4758-90cd-9d85a96ffe8d","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.51 Care Room","VRV High Wall"
"90fbfb94-e3e4-4902-bbb9-8dbf90e0d831","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.51 Care Room","Extract Fan"
"77d864f3-a37b-4bf4-b7c1-22e47347e4d8","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.52 Care Room"
"fe8c8454-d595-463c-8e3f-3bdb6c16e7e0","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.52 Care Room","VRV High Wall"
"55202aa6-395d-475a-8a05-48df402929ca","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.52 Care Room","Extract Fan"
"388667ea-d7fe-4e73-8e06-0c4871ba5637","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.53 Comms Room"
"04d940f1-8c3d-44a5-8960-263ed0978e16","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3"
"c96fc495-ab81-4d9c-bd49-913948471aaa","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.01 ALS Room"
"377ab7fd-9e84-4501-abe3-816e9c86f5c6","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.01 ALS Room","VRV High Wall"
"ca35a1f8-3e08-41a5-a3dd-52a38e1c4591","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.01 ALS Room","Extract Fan"
"06349057-4c6f-4430-8242-170d22c19527","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.02 ALS Room"
"3a2a4e94-7709-4225-833e-0dd2c4ef9087","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.02 ALS Room","VRV High Wall"
"a11c3157-3acb-4266-836f-f85474866375","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.02 ALS Room","Extract Fan"
"f2d2157a-c16b-498b-a67a-75e5eac57928","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.03 ALS Room"
"d458a9f5-72ef-4ff4-81cf-2ea4b0b07994","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.03 ALS Room","VRV High Wall"
"39e92f6c-122c-4adf-8ce4-af2e4e93c50c","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.03 ALS Room","Extract Fan"
"6bc28f60-0141-4dc6-9768-4c4878131362","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.04 ALS Room"
"39e0f7b8-beae-479c-b21e-af6c6442afa9","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.04 ALS Room","VRV High Wall"
"8980004b-5d8f-4e0f-9858-be06dd0fd28b","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.04 ALS Room","Extract Fan"
"22625b76-e2fe-452e-a885-b99150a84a69","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.05 ALS Room"
"6e873075-e6bf-435e-8b73-9517b9e2f405","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.05 ALS Room","VRV High Wall"
"fea19310-8695-4540-8963-d490aef96ee7","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.05 ALS Room","Extract Fan"
"df344fc7-8bf2-4f20-bcf7-de73577b7267","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.06 ALS Room"
"ef1d2884-6ba2-49b2-9947-794ca8127319","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.06 ALS Room","VRV High Wall"
"26a48482-6f59-4164-a725-dc7d3399bad5","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.06 ALS Room","Extract Fan"
"e779d563-1b36-4d2c-8056-430993f23805","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.07 ALS Room"
"69f45320-cb56-4e36-9528-6e1ca1232e03","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.07 ALS Room","VRV High Wall"
"4c04a7fa-3c50-4b76-afe0-342aca1d7747","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.07 ALS Room","Extract Fan"
"f8ea7278-27af-40a6-a935-0d34dc07b157","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.08 ALS Room"
"0a2a966e-e646-44c0-ba26-9ccab09ae1a8","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.08 ALS Room","VRV High Wall"
"87448fd1-9009-4f5b-a877-a139f528afab","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.08 ALS Room","Extract Fan"
"a40b2373-7608-4b0d-83a8-14ee144d48ea","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.09 ALS Room"
"f62d552a-2539-4faa-a1a7-0cac8890db8b","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.09 ALS Room","VRV High Wall"
"3a74f85b-6b63-4517-9a8b-380d30126f90","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.09 ALS Room","Extract Fan"
"725bf034-a3b4-49eb-89a8-91e8516f16f4","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.10 ALS Room"
"f06040e0-0fa4-4bf7-a87f-0468d8692845","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.10 ALS Room","VRV High Wall"
"463c7cbb-5296-48d3-a703-4c02f2101050","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.10 ALS Room","Extract Fan"
"3baab386-bb8a-4ced-8076-3ccc7c59ea1d","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.11 ALS Room"
"14d2cfba-f319-412c-b04a-0cbf9b72c0bf","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.11 ALS Room","VRV High Wall"
"e94141bc-a4c9-44ce-9a0b-4d7b9cd45083","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.11 ALS Room","Extract Fan"
"e41edd4d-041e-431c-9782-10800c4a45be","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.12 ALS Room"
"e66d7381-2831-4e8e-a481-24229facf522","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.12 ALS Room","VRV High Wall"
"e092ce47-2992-4f6c-b3ed-2d1604441dfd","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.12 ALS Room","Extract Fan"
"8afa7356-a822-4ef8-829c-398f7dd932a3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.13 ALS Room"
"53d571e7-039a-4053-80ec-21763da9724b","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.13 ALS Room","VRV High Wall"
"34114bd9-87ff-4100-bbfa-65c7a654f598","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.13 ALS Room","Extract Fan"
"ca3a39d4-ba89-4569-b4a4-03c930c317a2","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.14 ALS Room"
"b175ae8f-62a1-44fa-89ca-a0a076cce355","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.14 ALS Room","VRV High Wall"
"6ff1867b-3e4b-47b8-82ba-ed54c1927629","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.14 ALS Room","Extract Fan"
"c88187f1-ff79-49de-b7b0-f7e194f449c3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.15 ALS Room"
"5634b4cf-d035-4cda-95c1-bf37e6d77056","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.15 ALS Room","VRV High Wall"
"38638e90-8bbe-4f20-aacf-183a29b88fdd","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.15 ALS Room","Extract Fan"
"908db511-981f-4fd8-949d-bdc9ec97a62c","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.16 ALS Room"
"d37add8e-538d-48bc-b3bd-10228dc21d9d","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.16 ALS Room","VRV High Wall"
"40494484-8981-4fdc-89dc-56f1be7b3327","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.16 ALS Room","Extract Fan"
"844c37d0-4d09-40d7-928d-570b52bfbcdb","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.17 ALS Room"
"3d57dccb-69e6-4a0d-b0f2-bcb3bca22087","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.17 ALS Room","VRV High Wall"
"8d7de8b5-c815-4501-b557-b401ea131320","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.17 ALS Room","Extract Fan"
"b673c183-4266-4cc9-bbc5-dbab2b4d1b62","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.18 ALS Room"
"276358f6-8bea-4a8e-baf7-11649c191622","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.18 ALS Room","VRV High Wall"
"20665c92-33e7-47f3-87fb-26f1a40b1764","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.18 ALS Room","Extract Fan"
"bbb61832-2dba-44bc-8c87-f680ad3a67de","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.19 Lift Lobby"
"77501c6a-86dc-42ad-b37a-ca8cd10469ce","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.20 Servery/Dining"
"a5dfee68-7bd3-41be-bd93-cc10c2c26bb3","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.21 Servery/Dining"
"0c2bac46-cef0-4926-8703-ff35e99270ad","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.22 Servery/Dining"
"130ce96e-08c1-461b-8b56-c1e1bc60ce5e","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.23 Servery/Dining"
"8e20bd27-c572-47c8-9351-685dd3403009","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.24 Treatment Room"
"c169caaa-3a29-4498-8d4b-76549c3dbbf2","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.25 Hub"
"ed27a3f9-01d7-4b2c-b61c-f097faa9df6f","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.26 ALS Room"
"a5ad1c34-7df8-44ca-8bc8-c1cf87ec4823","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.26 ALS Room","VRV High Wall"
"b86bd10b-1eb4-42e1-b0ab-eee5bff85851","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.26 ALS Room","Extract Fan"
"7cea7688-1a5c-4805-b54c-cfb7d9f357c8","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.27 ALS Room"
"b34f9c4c-27c1-48f0-8bcb-18a4dc34a215","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.27 ALS Room","VRV High Wall"
"2cc220c5-c8e1-4605-9b70-8fe97a7559a0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.27 ALS Room","Extract Fan"
"da844c97-f887-42fa-93d5-86bb80c993d0","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.28 ALS Room"
"6ad96522-8019-417f-abbb-af6ed0cab917","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.28 ALS Room","VRV High Wall"
"eb7c6f87-aa9a-400d-a234-e4dfbd7b37cd","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.28 ALS Room","Extract Fan"
"7c200a82-5cda-4052-86a2-f035b5dd7713","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.29 ALS Room"
"09fff99e-5c48-4911-a5f7-ce554661fa64","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.29 ALS Room","VRV High Wall"
"15f25038-45e4-49f4-ad96-04afe26da312","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.29 ALS Room","Extract Fan"
"8a23119f-52fd-433f-9dbc-fbf9d559c1d6","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.30 ALS Room"
"a214cc4e-1117-4249-9cb6-f5812d8049b9","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.30 ALS Room","VRV High Wall"
"8b6a225a-0e23-49ef-870e-93181b54c888","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.30 ALS Room","Extract Fan"
"95dec577-b0cc-46e3-983d-e9d077d613b1","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.31 ALS Room"
"79455afb-0990-43d4-a863-bd2bdb1034e3","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.31 ALS Room","VRV High Wall"
"2427626e-38ea-412f-84d1-68aa52d64a79","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.31 ALS Room","Extract Fan"
"23d69a54-f0b2-46fa-8f62-e9974f2853b3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.32 ALS Room"
"670965de-71a7-4ad2-93fd-89f773f53010","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.32 ALS Room","VRV High Wall"
"e09fa631-b8b5-4c4a-82ee-4d01fca9e232","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.32 ALS Room","Extract Fan"
"800c8351-efdd-43f1-9b8f-4c0868fad5a9","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.33 Care Room"
"4e16823e-1adf-420a-b37b-9742f1d20ea8","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.33 Care Room","VRV High Wall"
"673a892c-0017-4ddd-9cb8-705a66abae4d","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.33 Care Room","Extract Fan"
"bcb866a1-3d82-4023-84f8-0b9068953412","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.34 Care Room"
"5c6f7952-cb6a-405a-848c-d05f69cda2fc","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.34 Care Room","VRV High Wall"
"288e9315-b0c0-49be-9d64-1bd0806c2927","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.34 Care Room","Extract Fan"
"cbd7bb32-991b-4907-9610-94190f68a5c0","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.35 Care Room"
"c853c9e2-4da7-49d0-b67c-9061683bae39","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.35 Care Room","VRV High Wall"
"bc5422ff-9619-4f57-a7fa-98b071b4e066","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.35 Care Room","Extract Fan"
"6015e494-bb79-453f-9a2d-b2966e847a16","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.36 Care Room"
"7d4a5cd1-8e79-4b2d-b2e3-ae003976002c","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.36 Care Room","VRV High Wall"
"a6cbffb0-04ff-43bc-ba80-36e87a45c3c1","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.36 Care Room","Extract Fan"
"6ef57e70-8892-4022-9c31-8179370fecae","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.37 Care Room"
"02cda1be-1873-4b17-bf12-ce6617ab9bb9","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.37 Care Room","VRV High Wall"
"5693f2bd-4cf6-4738-b736-e9a20320a0b7","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.37 Care Room","Extract Fan"
"d4f53276-c8ff-45b4-9fd2-ca68420a66c7","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.38 Care Room"
"e3fa50bd-c750-47ba-9da3-40fcdc83bb18","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.38 Care Room","VRV High Wall"
"bc978e03-cb0e-4672-b265-e9039eb8eb43","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.38 Care Room","Extract Fan"
"ba64eb23-2599-4476-8860-18077cce27d2","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.39 Care Room"
"60fe6b4b-fd31-44e5-9de6-b72c34dcb0fb","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.39 Care Room","VRV High Wall"
"aea5f6e9-8f2f-4bad-86af-5f0afdfc66c6","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.39 Care Room","Extract Fan"
"c9383071-34cd-4d8f-b297-5cd22b97b5b6","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.40 Care Room"
"1434027a-4921-4b45-aa96-c0452d2f6a4a","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.40 Care Room","VRV High Wall"
"02fdec89-7105-48d3-ad94-316838ae881f","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.40 Care Room","Extract Fan"
"ba72fe3a-b730-44bd-a0ac-3ad7cd7f79c0","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.41 Care Room"
"bcbe28ec-f75f-4f86-927b-f00af88d7be2","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.41 Care Room","VRV High Wall"
"ae33f827-957b-4353-9ce3-a4732ce1a628","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.41 Care Room","Extract Fan"
"b67bae6d-7f84-4135-95a0-9d32e66d1395","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.42 Care Room"
"58c6374e-0844-4ec6-bea5-77b8ccf4b11b","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.42 Care Room","VRV High Wall"
"ac31a015-9f5b-4810-847c-a1a12f42a898","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.42 Care Room","Extract Fan"
"d12d5eee-2bf4-4dcd-9557-8e8f6028c721","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.43 Care Room"
"d00bcf49-5b24-4b5f-ab36-a7a6b3a0a9c0","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.43 Care Room","VRV High Wall"
"2e710ab9-bcef-430d-8dc8-d95b83a29b47","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.43 Care Room","Extract Fan"
"1cc2f1dd-6573-4644-9ad3-3b8a1c19c3b3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.44 Care Room"
"badd4e40-08a8-4048-a0f8-b883cd3cc909","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.44 Care Room","VRV High Wall"
"53e6a31a-3f35-43be-8f63-f4f5beedce42","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.44 Care Room","Extract Fan"
"eb6be95e-aac4-49bf-9b29-e59c8ace9d1b","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.45 Care Room"
"50822674-bfb9-49cc-b5c3-79e0b8dd5300","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.45 Care Room","VRV High Wall"
"72011ada-bf00-4836-a85d-a9963bd736ee","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.45 Care Room","Extract Fan"
"6eb74c63-0608-48be-9ec9-e4c90c3904fe","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.46 Care Room"
"c1997c6c-23ab-4ca0-9d79-af8916addfc3","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.46 Care Room","VRV High Wall"
"2fdececc-651a-48e2-b8f9-9696d9e248e5","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.46 Care Room","Extract Fan"
"06dc8468-bce1-4dec-bec0-ef4e2a972eaa","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.47 Care Room"
"fda6ea12-dba8-40a1-bea1-c59528a6882c","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.47 Care Room","VRV High Wall"
"f2f3a0f4-3e6c-4464-af70-fc4651229530","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.47 Care Room","Extract Fan"
"218cb012-cd70-472e-918c-865d682c68d7","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.48 Care Room"
"dfce44b2-902e-4b94-8077-150d2380d424","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.48 Care Room","VRV High Wall"
"71de2d60-0632-418c-add0-f28d11d7abd6","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.48 Care Room","Extract Fan"
"81e6d294-c987-4cff-85d9-64046543c8ef","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.49 Care Room"
"f2671d68-abb6-46a5-81e4-b72efe8d0a28","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.49 Care Room","VRV High Wall"
"3f9d6d46-808b-4f97-9dcc-5f1fc2aafc84","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.49 Care Room","Extract Fan"
"ff30f6b5-ee45-4a46-b060-e8af0c0e1203","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.50 Care Room"
"e0a40929-1d99-4a73-bdc2-d2bff8325bde","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.50 Care Room","VRV High Wall"
"65923d75-a3dc-40da-9eea-9f46155e7fc2","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.50 Care Room","Extract Fan"
"a6416e7b-a5d9-4c2d-900e-e73458d68b99","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.51 Care Room"
"38c7cf3f-43ca-4578-a1a1-a915d43740f8","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.51 Care Room","VRV High Wall"
"ecf379a7-4d10-4dad-a45f-0e7414d48e24","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.51 Care Room","Extract Fan"
"99e416bb-350c-421a-92ba-6cce8c1d75a7","","pass","","folder","TRUE","FALSE","B01","A/C","Level 3","AC 3.52 Care Room"
"a6489efa-0f43-47dd-8118-25aa94c2be33","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.52 Care Room","VRV High Wall"
"253dd24f-300e-4562-85e2-74932a2afec8","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.52 Care Room","Extract Fan"
"79ced09e-235c-4676-becc-9e50056a0f17","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 3","AC 3.53 Comms Room"
