"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f3430af0-41a4-4cfb-83a9-7ae6fbb33a7d","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0a9a72cc-0729-443c-ab4a-f3ad7c4d0f0e","","pass","","folder","TRUE","FALSE","Site QA","Area 1"
"adc5c9cd-205a-4fe9-968c-26afc1a4c12b","","pass","","folder","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1"
"3b9d4752-d20d-4529-91b0-6cdbf232a18e","","pass","","folder","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1","Ground Core"
"531c4c59-cac0-41af-99b9-2968ea4c0c87","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.036A"
"0ed4d2f5-d9ee-498f-bb5f-011b8dca628d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.037A"
"b149c66c-c4c8-45a9-a7b9-96bc6f193abe","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.038A"
"4f6ae09d-d6a0-4c99-965b-f2d8b15dbbf3","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.039A"
"3355204e-4a7d-4775-acf9-4e611d9acd77","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.040A"
"d732307b-7605-4873-9cc9-2b31e1e50e3d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.040B"
"6666d6e8-d45f-46e4-8252-04c7529d584f","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.041A"
"07a1bced-813c-4eb5-8c32-b16830134e22","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.042A"
"abed8ca8-dc90-4c95-a0a5-8fcfcc1ad508","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.043A"
"fd9356ce-8440-44a4-b92c-cd87020d6bb2","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.044A"
"5ad02da3-963a-44a2-826a-e5a4557aa01e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.044B"
"6847400b-59b5-48e6-a7cc-373aa78b2029","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.045A"
"b8a40000-d68d-4070-a4c4-04a661e2daa8","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.045B"
"4f853f86-88da-475f-bed8-89876f1ca334","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.046A"
"f6f5c88b-f722-4f1b-9224-d686f16a8999","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.048A"
"ddf69a3a-99ea-47b4-8579-ed10dd8eaf74","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.048B"
"761daf2d-a6e3-406a-abe0-1142e97e4fa3","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.049A"
"6b14d81b-7ea0-47e9-8cad-df9ef824fefa","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.050A"
"659f8816-8b74-4b14-92a5-786437c076bc","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.051A"
"26241d39-536e-4ce4-a842-216bfc1e06ca","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.051B"
"15649c49-ec25-4bfd-97c2-3714e60b3115","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.052A"
"b6e9c291-f7b9-4726-bf03-43870eda77fe","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.053A"
"8863e350-8357-49e7-b1f8-be6c5325ec2a","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.053B"
"6a681f53-800d-4074-9cce-e1bbff0863b0","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.054A"
"b0508c84-6d71-4482-a024-c07782882c0e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.055A"
"b8df2a68-e773-4d64-a937-fc4a88e94e5c","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.055B"
"e70a178f-795c-40bd-ba4d-b98389a32bb7","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.055C"
"a5f5222b-e5d7-483d-82fe-e37dba65c25d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.056A"
"80df1a0a-8031-49f4-b7ab-529a9614c902","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.057A"
"4b37c457-21cd-421b-af38-b8cbff3e3296","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.058A"
"5866f7db-e7e4-4408-a7f7-19b04a4f19a0","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.058B"
"a763a341-372d-4570-80b0-092773c90b50","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.060A"
"b92662f7-0bc5-4a75-bc61-6dace9225ee0","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.061A"
"2ecb3cbb-505a-400f-a332-e012d72d263f","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.062A"
"bc8caf00-dd45-4b6a-a353-6da1676052e1","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.064A"
"badbe21a-86c8-47ce-95da-ff177d1476db","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.065A"
"3253364d-4e37-425b-91f4-ec64a8ac2703","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.066A"
"3546d191-a2c3-4838-874f-3d52cb930105","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.066C"
"8fbc9f8c-2bf0-4aa8-a64d-d687e6eda02f","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.067A"
"149ac4fa-70ba-4e2b-867e-a656de9ba787","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.070A"
"5a5ccd5f-6cc5-4854-9b9e-2137f38c36f1","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Door","PRO-D.G.071A"
"eb1f2416-fbfa-4e8d-8094-3a43b1ee88b9","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","PRO","Window"
"65f53e7a-7d0e-4497-8c17-6c2df79f1244","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.002A"
"f94464b7-b4af-4663-8daa-38fe0806f8af","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.004L"
"6108b6e3-9de3-40b9-99a7-82d757e44cc5","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.004M"
"7fc537fb-67db-4d67-ba68-f8080698867d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.005B"
"f5eac943-c83a-4824-953a-560a5941e48c","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.007A"
"98af77fa-0d12-41b2-b23a-9b1df31153ed","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.008A"
"61054806-fb75-4d03-81de-6238ceaa1850","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.009A"
"d78fe536-1b33-4f9f-94ef-632d496381bb","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.009B"
"3d710d99-109e-4a3d-9c59-a9f3d1af5fd0","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.010A"
"df8c03f4-91cc-45f0-a107-7b6b65c4e470","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.011A"
"aec215cf-13d6-4552-9321-832bce26ec55","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.011B"
"320f4cbf-e0e6-4a0d-8e73-acb1561635e8","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.012A"
"5280694c-baa8-48e8-b221-683400eeed3e","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.019A"
"9752ebac-6029-4bdd-a9f5-6622ea01a815","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.019C"
"4f1c1f06-72d0-4552-8559-72d6e96e86ba","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.019D"
"847dc473-9343-4df5-849b-05a87c0950dd","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.019E"
"36452141-d3c4-41e5-9961-101667c6ae02","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.1.019F"
"be1ce13f-dbfb-4b9c-947b-716abe71bd9a","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.001A"
"99cafe10-4211-4095-a036-0eb199307a0e","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.001B"
"b9f09a1f-60a0-4516-8cb2-cc11455cb01b","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.004A"
"d9b26a02-75d3-46c5-ab18-7ff8ff108a1d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.004B"
"5ba07970-2a6c-4c02-85e5-86b8c082a8b5","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.004C"
"5aabb005-2873-4612-9718-451b0d738cb5","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.004D"
"c638e53d-bc7c-497d-8bd3-583fcde58fb6","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.004E"
"6a799776-097a-4a0f-8972-bab7c0e9bf34","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.004F"
"8104c4a1-5003-4140-b0bc-433a9f3cf84a","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006A"
"e063ea63-e38f-4387-9e4d-5aedbf00ba8d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006B"
"ecf328a5-98f4-43cd-bd4e-866a35434bc7","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006C"
"05eef767-7cfb-434d-9f27-1998e5daccd3","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006D"
"e2a8e613-a923-4aed-9d11-fa3d5e957fcf","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006E"
"c038440e-7b5b-4f7e-a80b-5189a45e1487","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006F"
"72e7a2b9-2c49-44f7-a0ed-e9a721613810","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.006G"
"b8802509-e66f-4696-a7b3-672c5957fa76","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.009A"
"84ed4bda-b074-447c-b99a-25f584cb4236","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.010A"
"8609ddc3-0353-49b1-95f8-c7286882c6b9","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.017A"
"4ab47861-3af8-418f-880f-674836232ec3","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.017B"
"66215925-4a94-43a1-a6f1-d5c8cc1aac3d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.017C"
"7589da07-eb60-494e-8111-9dcc9cda4c5b","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.025A"
"faf8a063-9ec8-4ecf-a3bb-215abb6f078d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.027A"
"7aa84d3a-e1a6-4ed0-91f1-0c22957a19e2","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.027B"
"24469bc3-b480-450b-9342-99687052295f","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.028A"
"73c163b9-3ef8-4b23-b855-0aa3f981be2f","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.030A"
"90aa6b2d-81a0-44e7-b143-4729dab25847","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.031A"
"4be4adb0-2e20-45a4-af4d-b610bf78ca21","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.034A"
"fa112279-7880-4b81-a1d9-f1072dd7db36","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.035A"
"2a56f5a4-68d4-46bd-92d8-8206da9f39bc","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.040A"
"52b4d624-30bf-46ff-9e03-d626226d04f9","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.045A"
"5a371f62-3e20-44ea-b436-ce6c629e0191","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.045B"
"4b7d75be-6dbd-434c-a2e6-7edecc3169c5","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.048A"
"b6f2f370-1a42-4525-a99f-f759e66051a0","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.048C"
"3a4f7b1d-1614-4ad1-90b0-d0b5184fe23b","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.050A"
"416efc6d-3257-4cf9-a6f8-02a3871135e6","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.051A"
"ab7b038d-6d52-4aeb-ab7f-e6b12dfed84d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.054A"
"c542c94f-a915-4c71-8f89-4330fecc2da3","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.055A"
"a0a251ea-37e3-4760-b1fe-e20760912638","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.057A"
"5744acc9-964e-47e4-9729-28111ce64645","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.057B"
"2d7b45c3-8069-4f0b-b8f9-600d32e03b5e","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","PRO-W.G.058A"
"9c7c8588-d44e-4988-9826-c1389a9b4b4f","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","xPDSPRO-W.1.004A"
"a0bfd951-0162-4243-9881-dedaa6165e13","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","xPDSPRO-W.G.019A"
"bbd5b54b-0748-42c5-b194-a59098cc3363","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window","xPDSPRO-W.G.048B"
"06db4169-494f-4ea2-8018-8456e20aa3f4","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)"
"c5ecb6f1-cbfc-4018-b22f-ac33532bc3a0","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.1.021A"
"2f7849db-a9f8-44be-9636-a54f49428abb","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.022A"
"15b18740-17a6-452b-b66d-ed5888ff7164","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.024A"
"45cda355-815e-4c82-bb42-987a35b3cb5e","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.043C"
"faa6e275-9e78-43f9-a7d2-299cfb1b77f6","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.062A"
"5c0eb4ed-4cb1-4263-a3d8-902727784315","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.062B"
"11ee766c-d70f-44bb-b39b-da9ba4d56c85","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.066A"
"38f1c9bf-661f-42a1-92f5-3d44adcec110","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","PRO","Window (Louvre)","PRO-W.G.066B"
"bde1cd53-6586-4e3a-bc1d-b9f18372049b","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","SPO"
"88ede890-644e-4bd0-b51b-fbf4982c7591","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","SPO","Door"
"e7e20d3d-5b4d-4f89-8907-79bee9f65bc2","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.002A"
"a7abc923-490d-4957-9169-9465a7965cff","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.005A"
"efc34b09-d419-4fbe-beb4-860949233ced","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.006A"
"1a69e32b-16e8-4e1b-9755-7b730d06d30a","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.006B"
"450cae10-cb28-4b7b-812e-31c951abbc24","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.012A"
"195f9e14-7dd8-4644-be03-eb38549558e4","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.015A"
"d8037c99-f179-49a6-b3b0-d64feb3e1008","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.016A"
"798123bc-2808-4860-abcb-4699e7dbde8e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.017A"
"8e8bec7a-dd72-474f-ba61-1df735d91e21","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.018A"
"19e9e82f-257c-424c-b617-f11bbc813c83","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.018B"
"4583f333-72bf-4797-b893-cc1e952acc57","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.019A"
"11f31115-403e-4a3c-bf28-14eba745dca2","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.019B"
"035e7f9b-c6a1-41c3-b78c-6976301d5b9e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.020A"
"e0b86148-3286-49e2-b7f3-fe12d1690dde","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.020B"
"d07e65f8-0510-4198-9303-bdcd1e645e65","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Door","SPO-D.G.021A"
"d7772d56-3c66-4c96-808d-5def407b089d","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","SPO","Window"
"f93be70c-3148-49f8-b23f-e0aadc54f558","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.012D"
"490c7e07-82d4-4c12-8b8d-22d7e49de99c","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.012E"
"fe8c9a5a-cca2-4f02-85f4-da3732896304","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.012F"
"6f58aa68-aa99-4fb2-b5a6-1487e25fba65","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.012G"
"177cf431-7e67-4c92-ad41-0a2d157088f4","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.018B"
"b29891de-4f74-4713-9636-06e6562f2403","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.018C"
"733b6808-0a27-4c19-92c2-9ed9567310db","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.018D"
"492459da-cb8a-4f06-a878-7d4baef6f3ee","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.018F"
"37b3d641-c7ad-473b-8ea2-1f3efbd2002e","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.020B"
"fec6df2b-4610-49cd-9afb-9a2dd5fc488f","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.020C"
"bafe9619-5bef-4ca2-8380-0d8564061266","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window","SPO-W.G.020D"
"ff902992-1864-4466-869f-db24c470a63e","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","SPO","Window (Louvre)"
"ade48341-d492-4e11-a9a8-9c6b0d362d6b","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","SPO","Window (Louvre)","SPO-W.G.024A"
"ede24758-5ebe-4c25-87fd-576833f732c5","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","STA"
"f3a87b0f-d7ca-45b1-8cd0-140baec35f80","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","STA","Door"
"22a13d5e-28ad-4355-bc32-efbbe60f31d3","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.1.001A"
"2875e182-901c-4cc7-830f-2126d9776081","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.1.001B"
"4057f4c5-6ef2-477c-8f49-807a091a395a","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.002C"
"2291d021-9012-4130-a240-7b89e58190c2","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.003A"
"2a0390e0-7c5d-48ca-93d4-dc658e2446d4","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.003C"
"977a8a4b-bb9e-46b2-8d30-eb460bb5fca1","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.004A"
"a2feb7a0-b5c0-4cc5-ae16-9b35bd849f50","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.004C"
"2b6c39a0-1f09-4039-a68c-bd895488e114","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.005A"
"78b175ed-160e-4303-9696-f220c334c52d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.006A"
"51ab7d2b-b18d-40cc-9143-356022e6f7cf","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.008A"
"8c8a893d-41dd-41de-9a94-56e2d1423f8d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.008B"
"2efcc8d8-2579-47c4-ad17-4f441bfe7ed0","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","STA","Door","STA-D.G.011A"
