"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"732aee84-4fa5-452a-8968-20b17b4700cd","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"38305679-ec3c-431c-bd08-23e1e8c2558c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1"
"324be19d-fdfe-40aa-ae1f-45be6db10640","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1"
"43efa462-0b95-4aac-8423-f7d3f9c85dd3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1","Apartment 101"
"5e89acae-9119-4500-a6a6-b5877ed919ae","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 205","Balcony Floor"
"964e3984-0cde-49ae-a372-c7f7894a17cc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 2","Apartment 206"
"a9e258b7-accd-4e19-bc1c-dc65beb60ebe","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 206","Bathroom Floors"
"bf5b57f1-df4b-4477-aaaf-277f600a1454","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 206","Laundry Floors"
"45f69f1b-e919-4453-b9eb-63f48bbd08d9","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 206","Kitchen Floors"
"eb4162ea-43f1-40da-94da-9e13230567ba","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 206","Walls"
"03f154b5-18d7-477b-b8bb-6e73e31e1621","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 206","Splashback"
"27406992-5549-46bf-b7de-830436debcef","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 206","Balcony Floor"
"638ee733-41d6-46ac-85a4-648258b85406","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 2","Apartment 207"
"0bbe13cc-456f-4c6c-8977-4e13857cc0d2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 207","Bathroom Floors"
"7c38c7cc-dd85-4f5c-9579-8f1fa5af6f6c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 207","Laundry Floors"
"0e0eab61-3358-4340-9700-2ef00ce24c7c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 207","Kitchen Floors"
"84f5dcdf-12e4-4af6-ae01-cbfd4348bce4","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 207","Walls"
"45ff8639-7694-4a35-8f1a-a43790766bb7","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 207","Splashback"
"e1afdffc-50c8-4b8a-8a89-04456c12c226","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 207","Balcony Floor"
"00492f23-dee8-4112-8357-67ca7cd20231","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 2","Apartment 208"
"52f75de9-b6ba-4580-8333-acc972f4dd7f","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 208","Bathroom Floors"
"51242850-11ab-461c-b84b-44e23501b2a6","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 208","Laundry Floors"
"b6205ae8-4513-4e17-afb2-c8416def6f3d","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 208","Kitchen Floors"
"eb7e1741-3562-476c-ae58-350bddbb213d","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 208","Walls"
"ed852058-9501-4e75-b98e-0092ccb013f0","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 208","Splashback"
"665957ac-e3be-4b48-852a-a72c4757ce06","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 208","Balcony Floor"
"f7886a7c-2711-4311-bfa9-79ba04bb9369","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 2","Apartment 209"
"b998b793-9a5d-4e90-9fa1-b8baa4516bb3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 209","Bathroom Floors"
"e1e2aba2-3dd0-4332-b4e0-d3ef457245b2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 209","Laundry Floors"
"8191b832-47f5-4dfd-8f7c-d3908734f179","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 209","Kitchen Floors"
"16b70ffe-9dd0-4b23-a869-4e0524699ee9","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 209","Walls"
"9fc056f3-e84c-4197-8f8e-10ed495e0c9b","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 209","Splashback"
"dfd93189-f658-4675-82d9-60743e88879a","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 2","Apartment 209","Balcony Floor"
"fca7bb94-9f3f-49f9-8c2f-469106861db6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3"
"b6fe1979-c012-4cf3-88c0-8d474c4954a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 301"
"95ec30b3-0c7b-45e2-8dce-247bcf03cf11","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 301","Bathroom Floors"
"2ad28e39-7438-4088-8b3a-414d402d19af","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 301","Laundry Floors"
"44430730-c80a-4647-9033-451666633270","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 301","Kitchen Floors"
"cfee437c-f0e0-4685-8d6d-9df7c72266e2","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 301","Walls"
"23380b7b-5f63-4784-97fc-f9207f2f70fd","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 301","Splashback"
"21993c7f-028b-4b48-8988-cd228c440a40","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 301","Balcony Floor"
"6d0d5e94-b112-48fb-be17-27c18bcffd6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 302"
"e16e8c2d-f709-4771-b261-065256e97b8c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 302","Bathroom Floors"
"fd46ad96-0b7d-42d7-922c-444bc1bbace4","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 302","Laundry Floors"
"8031c021-0746-4d7c-9f16-e2d11c715e2f","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 302","Kitchen Floors"
"9c6bdb1c-957a-4be7-9247-26112e9d1158","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 302","Walls"
"155d9f1d-aeea-4d32-bed0-2597194df720","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 302","Splashback"
"5bbf5a65-d533-4b93-9b11-0c22c15711cb","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 302","Balcony Floor"
"9c6e2f49-1551-4c80-88eb-c5725ff6d80f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 303"
"1c37bef9-d27e-4224-903d-7f4e76a16098","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 303","Bathroom Floors"
"8620b676-25d2-47c4-8d8e-40eeec94d84b","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 303","Laundry Floors"
"43d70235-71f5-42e3-8751-3103578957e4","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 303","Kitchen Floors"
"7d51ee4e-8a52-4f53-9ce8-644f91cede26","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 303","Walls"
"347a1fd1-ac5f-4099-8308-89c7f7642486","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 303","Splashback"
"061908ad-f426-4330-bdd9-01c20a82dd2e","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 303","Balcony Floor"
"ffa1b1be-c431-4160-b992-211f7dd4b065","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 304"
"708db316-b885-4dd2-afa6-cf67913166ed","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 304","Bathroom Floors"
"b9345a65-d36a-4ac0-b0f3-3a657a021729","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 304","Laundry Floors"
"2cf92db1-f368-4b55-9208-57b239192327","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 304","Kitchen Floors"
"f80bcc09-c7e9-44d9-97ae-08a068a5721b","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 304","Walls"
"536c109e-488b-4706-928e-1a99bf2c2aa8","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 304","Splashback"
"47024566-0a02-4ee0-a5a3-754612acc98d","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 304","Balcony Floor"
"4f4c2d92-eb2f-433d-b903-0b7317f07976","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 305"
"2e077a85-ff9a-4366-bbb8-a77b27a906c5","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 305","Bathroom Floors"
"b031bd6c-ee3c-4a21-8d04-daaa2587c64b","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 305","Laundry Floors"
"46fb34c9-c4dd-4812-b1ab-96e0556e34e0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 305","Kitchen Floors"
"b5b975e9-0d25-45da-8501-333120dc0eb5","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 305","Walls"
"436ea4ed-fdd8-4b47-838e-26500fa0ada3","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 305","Splashback"
"0c7fef1a-ec69-43e5-9ea8-2727e6d627a7","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 305","Balcony Floor"
"8360ad62-60be-4601-ae2c-268a50572e3a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 306"
"5feda9a0-502b-4561-97fa-5d44533dc71b","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 306","Bathroom Floors"
"05e91744-ae30-4d32-86f9-e5b93f407f8b","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 306","Laundry Floors"
"58448021-31a4-4239-baaa-c7821d64cfe4","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 306","Kitchen Floors"
"892a6479-72c8-4756-83b1-98c2f41d6c01","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 306","Walls"
"dacdc433-6288-4c17-ac60-387345c92196","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 306","Splashback"
"73caf3aa-01cd-43a6-8bc0-6eaa96ac0dab","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 306","Balcony Floor"
"eba95cdb-beef-49a9-8a14-3d85d4f778fa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 307"
"4f53cfe1-fdd8-4681-acb9-fa4127094dd0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 307","Bathroom Floors"
"8cbe513d-ce36-4d1c-876d-86e76e4a1354","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 307","Laundry Floors"
"63acd948-34e9-42ad-86f2-107462960492","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 307","Kitchen Floors"
"6269b502-9c88-4f90-b54f-71eadf4c69e4","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 307","Walls"
"03430ede-fd4f-4af6-9316-d6e653858459","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 307","Splashback"
"fef6c812-e095-4701-ba3d-be54df6bf241","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 307","Balcony Floor"
"fa381ef0-eb46-4d73-bf6b-41976e830378","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 308"
"36b28f81-d169-4136-b795-abdd0adb6345","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 308","Bathroom Floors"
"620b6678-bf35-4eec-a54e-ad59b7cd35f8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 308","Laundry Floors"
"154949fa-f51b-4ec0-8aed-d89f4a0e2573","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 308","Kitchen Floors"
"baa059ed-181b-4875-aeeb-fba4af307c32","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 308","Walls"
"1e249987-5440-4e82-bd35-24c2b33457ed","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 308","Splashback"
"0cb803dc-ce94-46dd-b3de-c0c6b56510f5","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 308","Balcony Floor"
"9fc5fb50-71db-402a-b471-95e51f5ab04a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 3","Apartment 309"
"d1b7ac21-51a0-417a-bbcf-9017ee83843e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 309","Bathroom Floors"
"461bca16-6a25-49e2-ae4e-fbff2db9bbe4","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 309","Laundry Floors"
"b16d31f3-5e28-4e06-8d9a-76bb784eebc6","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 309","Kitchen Floors"
"e0b778b8-cd0d-4656-a787-0c98be4ff601","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 309","Walls"
"c36959a7-5878-45bd-8d76-477ed7859f90","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 309","Splashback"
"c62649c7-4557-4a77-865a-e3a3c7226532","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 3","Apartment 309","Balcony Floor"
"17130bda-0db7-402a-80ca-1a7753ec11e7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4"
"af3caa69-a780-4bb0-bfc5-1d483f5d4938","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 401"
"eea5f10b-0849-4aee-b857-5e0f93ca3269","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 401","Bathroom Floors"
"cc9d9e4e-7568-4c2d-9b75-451613275e39","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 401","Laundry Floors"
"0fb8b1d7-4891-4a26-a11c-2c6e39d1691a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 401","Kitchen Floors"
"63f9fe95-b9a5-49c1-991a-4496b2304f5f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 401","Walls"
"29203ce7-8afe-4ad1-ad14-221d1a13cf08","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 401","Splashback"
"2842f2a9-284c-42e3-bca9-c1d04ea3ccb3","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 401","Balcony Floor"
"8b955e22-e6c4-46cc-87be-28ee11aee349","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 402"
"eb1309e5-578b-4f87-a486-87adee48eeb6","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 402","Bathroom Floors"
"08209dcf-705e-460f-9368-4e86bcd700fd","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 402","Laundry Floors"
"53299bd5-b219-44dc-b41f-02bf95cb33d3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 402","Kitchen Floors"
"66272ff3-3b4f-40da-bb6c-312f3581410c","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 402","Walls"
"f985f57f-cca6-46bd-a4b5-7b76e2e9aefd","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 402","Splashback"
"3b620c52-089c-4463-859d-5fb67cad2cdd","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 402","Balcony Floor"
"3db15ffc-fe28-4e16-8dec-5c18f2f329a4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 403"
"bca2637d-3ae2-41b5-b53f-031c85d308bb","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 403","Bathroom Floors"
"1b92f00c-cd4f-4314-98ce-477bb1cd0cb8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 403","Laundry Floors"
"8faeb3bf-6210-4673-a1f7-561b900478d2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 403","Kitchen Floors"
"d476718b-ddb1-4a9f-992d-3cdb57f19965","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 403","Walls"
"a75da184-3ca1-4915-8e99-1060b7ed143c","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 403","Splashback"
"a28c31f1-7255-4001-b252-305bbcef488e","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 403","Balcony Floor"
"4a92704e-5591-4d68-b129-0ec9ee39d6b6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 404"
"ca66ec84-7715-484a-a66c-508ccb5ae748","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 404","Bathroom Floors"
"dae30548-00bd-43c5-b10e-19752d86bc72","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 404","Laundry Floors"
"4e8111d4-30d1-4c1d-ad5d-c98d0c502e1a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 404","Kitchen Floors"
"a791ea24-776a-4cc3-aa77-8db9367d8d51","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 404","Walls"
"5515dd7c-2d1a-415b-a072-0c48188dc033","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 404","Splashback"
"7e78e1cd-2608-4216-b2ad-8610a2d186e5","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 404","Balcony Floor"
"4790a883-59bd-462f-83ea-b344ceda1a67","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 405"
"5d69d255-691f-4508-b0c7-abf9263e1088","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 405","Bathroom Floors"
"8d79077c-fc09-400f-95dc-bd11d89cf12d","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 405","Laundry Floors"
"7b16a329-ca16-4631-b558-6374d1ef3614","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 405","Kitchen Floors"
"5ee3a2ff-387b-4e8e-bac2-4d96aa948eef","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 405","Walls"
"d43fd219-f009-41e5-a91d-e9f214ac89dc","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 405","Splashback"
"35127f75-b97f-4140-9157-fcf30d87f066","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 405","Balcony Floor"
"9f2a98ee-948c-4627-8350-45a40f0d2c55","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 406"
"e157b8ea-f95a-4dc2-8795-c0f773eb595a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 406","Bathroom Floors"
"4dd29c33-4a7f-437b-b30d-19eb0931c3fb","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 406","Laundry Floors"
"f0683d4b-fb72-40ce-9b97-7f236f83c95a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 406","Kitchen Floors"
"6cebcaef-cf63-408c-b995-f4d1c3191318","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 406","Walls"
"ee38e72a-42a2-4549-8b28-0552166bb995","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 406","Splashback"
"26fa76e4-54ce-49d4-a0ea-f82b3ffc04b1","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 406","Balcony Floor"
"aa5c3499-cf40-43f4-85c4-7914f5491d3b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 407"
"5273f3f4-1ed4-404c-8869-c47f987b8bef","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 407","Bathroom Floors"
"d3204fb7-ea06-4e82-ad2b-45418aa7ad69","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 407","Laundry Floors"
"cb300eeb-629d-46ec-a130-3f15bd2106e5","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 407","Kitchen Floors"
"dac15fdd-a9fa-48a1-ae1e-a1afbab5a4fb","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 407","Walls"
"088f6d87-d705-4a3a-9fa9-b9e33d257ea2","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 407","Splashback"
"fa61c1a9-0169-46a6-bc50-26e72391984a","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 407","Balcony Floor"
"6cf42b99-6989-4dd8-ae69-3c6da6f1eb6f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 4","Level 4","Apartment 408"
"210c58f3-c22b-467e-ac9d-ee3849dba2f3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 408","Bathroom Floors"
"85918a5e-6cf6-4d6d-9645-7ad64ffac261","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 4","Level 4","Apartment 408","Laundry Floors"
